actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
170,PT01M17.00S,2022-10-25T00:10:06.0Z,1,REGULAR,steal,,[],1628392,,,1610612752,30,26,2022-10-25T00:10:08Z,1570000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT01M11.00S,2022-10-25T00:10:11.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,96.00854139290408,95.83333333333334,1610612752,30,26,2022-10-25T00:10:18Z,1580000,229.0,-15.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
172,PT01M09.00S,2022-10-25T00:10:13.8Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,30,26,2022-10-25T00:10:18Z,1590000,,,0,,C. Houstan REBOUND (Off:0 Def:2),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
173,PT00M56.00S,2022-10-25T00:10:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,29.122864651773984,74.26470588235294,1610612753,30,26,2022-10-25T00:10:32Z,1600000,-121.0,221.0,1,left,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
174,PT00M53.60S,2022-10-25T00:10:30.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,30,26,2022-10-25T00:10:30Z,1610000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,,
175,PT00M47.60S,2022-10-25T00:10:36.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,94.69448094612353,47.05882352941176,1610612752,30,26,2022-10-25T00:14:53Z,1620000,-15.0,-3.0,1,right,MISS R. Barrett running Layup,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
176,PT00M46.40S,2022-10-25T00:10:37.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,30,26,2022-10-25T00:10:42Z,1630000,,,0,,I. Hartenstein REBOUND (Off:2 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,175.0,2.0,0.0,2.0,,,,,,,,,,,,,,
177,PT00M46.40S,2022-10-25T00:10:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,94.40999984741211,50.0,1610612752,32,26,2022-10-25T00:10:39Z,1640000,0.0,0.0,1,right,I. Hartenstein tip Layup (5 PTS),[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,5.0,,,,,,,,,
178,PT00M40.80S,2022-10-25T00:10:45.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,27.94021024967148,22.54901960784314,1610612753,32,26,2022-10-25T00:10:54Z,1650000,137.0,210.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
179,PT00M38.10S,2022-10-25T00:10:48.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,32,26,2022-10-25T00:10:54Z,1660000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT00M35.80S,2022-10-25T00:10:50.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,94.69448094612353,49.01960784313725,1610612752,34,26,2022-10-25T00:11:01Z,1670000,-5.0,-3.0,1,right,O. Toppin running DUNK (2 PTS) (I. Quickley 4 AST),"[1630167, 1630193]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,,,2.0,I. Quickley,1630193.0,4.0,,,,,,
182,PT00M22.70S,2022-10-25T00:11:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628964,32.013797634691194,49.26470588235294,1610612753,34,26,2022-10-25T00:11:14Z,1690000,4.0,248.0,1,left,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
183,PT00M19.40S,2022-10-25T00:11:12.1Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,34,26,2022-10-25T00:11:12Z,1700000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,
184,PT00M13.30S,2022-10-25T00:11:20.5Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,34,26,2022-10-25T00:11:26Z,1710000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1162.0,1.0,,,,,,,,,,,,
185,PT00M13.30S,2022-10-25T00:11:20.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612753,34,26,2022-10-25T00:11:31Z,1720000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M13.30S,2022-10-25T00:11:20.6Z,1,REGULAR,substitution,in,[],201565,,,1610612753,34,26,2022-10-25T00:11:31Z,1730000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT00M03.80S,2022-10-25T00:11:50.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631216,25.04927726675427,49.50980392156863,1610612753,34,28,2022-10-25T00:11:54Z,1740000,2.0,183.0,1,left,C. Houstan 18' Jump Shot (4 PTS) (P. Banchero 1 AST),"[1631216, 1631094]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,16-24 Center,18.3,Made,,,,,,,,,4.0,P. Banchero,1631094.0,1.0,,,,,,
189,PT00M00.70S,2022-10-25T00:11:58.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,58.820630749014455,82.1078431372549,1610612752,34,28,2022-10-25T00:16:12Z,1760000,161.0,335.0,1,right,MISS I. Quickley 37' running pullup 3PT,[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,37.11,Missed,,,,,,,,,,,,,,,,,,
190,PT00M00.20S,2022-10-25T00:11:59.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,34,28,2022-10-25T00:12:15Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,189.0,,,,,,,,,,,,,,,,,
191,PT00M00.00S,2022-10-25T00:12:05.9Z,1,REGULAR,period,end,[],0,,,1610612752,34,28,2022-10-25T00:12:05Z,1780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-10-25T00:14:44.0Z,2,REGULAR,period,start,[],0,,,1610612753,34,28,2022-10-25T00:14:44Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M44.00S,2022-10-25T00:15:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,18.610381077529567,63.970588235294116,1610612753,34,28,2022-10-25T00:15:18Z,1810000,-70.0,122.0,1,left,MISS P. Banchero 14' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,14.1,Missed,,,,,,,,,,,,,,,,,,
195,PT11M42.00S,2022-10-25T00:15:12.1Z,2,REGULAR,rebound,offensive,[],1629643,,,1610612753,34,28,2022-10-25T00:15:51Z,1820000,,,0,,C. Okeke REBOUND (Off:1 Def:0),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Center,,,194.0,1.0,0.0,1.0,,,,,,,,,,,,,,
196,PT11M38.00S,2022-10-25T00:15:15.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631216,31.225361366622867,29.901960784313726,1610612753,34,31,2022-10-25T00:15:21Z,1830000,100.0,241.0,1,left,C. Houstan 26' 3PT  (7 PTS) (C. Okeke 1 AST),"[1631216, 1629643]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,26.11,Made,,,,,,,,,7.0,C. Okeke,1629643.0,1.0,,,,,,
198,PT11M19.00S,2022-10-25T00:15:34.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,83.26215505913272,42.15686274509804,1610612752,34,31,2022-10-25T00:15:44Z,1850000,-39.0,105.0,1,right,MISS I. Hartenstein 11' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.19,Missed,,,,,,,,,,,,,,,,,,
199,PT11M17.00S,2022-10-25T00:15:36.8Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,34,31,2022-10-25T00:15:44Z,1860000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT11M06.00S,2022-10-25T00:15:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.783837056504599,53.67647058823529,1610612753,34,33,2022-10-25T00:18:30Z,1870000,-18.0,11.0,1,left,P. Banchero driving Layup (10 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,,,10.0,,,,,,,,,
201,PT10M47.00S,2022-10-25T00:16:08.4Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612752,34,33,2022-10-25T00:16:21Z,1880000,,,0,,M. Bamba shooting personal FOUL (3 PF) (Toppin 2 FT),"[1628964, 1630167]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,3.0,0.0,Toppin,1630167.0,,
203,PT10M47.00S,2022-10-25T00:16:37.8Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,35,33,2022-10-25T00:16:37Z,1900000,,,0,,O. Toppin Free Throw 1 of 2 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
204,PT10M47.00S,2022-10-25T00:16:56.9Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,36,33,2022-10-25T00:16:56Z,1910000,,,0,,O. Toppin Free Throw 2 of 2 (4 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
205,PT10M34.00S,2022-10-25T00:17:17.5Z,2,REGULAR,foul,personal,[],201565,,,1610612753,36,33,2022-10-25T00:17:22Z,1920000,,,0,,D. Rose personal FOUL (1 PF),"[201565, 1630532]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,,,,,,,,1.0,0.0,Wagner,1630532.0,,
207,PT10M34.00S,2022-10-25T00:17:17.6Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,36,33,2022-10-25T00:17:28Z,1940000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M34.00S,2022-10-25T00:17:17.6Z,2,REGULAR,substitution,in,[],1629626,,,1610612753,36,33,2022-10-25T00:17:28Z,1950000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M25.00S,2022-10-25T00:17:46.3Z,2,REGULAR,3pt,Jump Shot,[],1629643,31.61957950065703,38.970588235294116,1610612753,36,33,2022-10-25T00:17:51Z,1960000,55.0,245.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
210,PT10M23.00S,2022-10-25T00:17:48.3Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,36,33,2022-10-25T00:17:51Z,1970000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,,,
211,PT10M12.00S,2022-10-25T00:17:59.6Z,2,REGULAR,turnover,bad pass,[],1630167,,,1610612752,36,33,2022-10-25T00:18:02Z,1980000,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 1631094]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,,,,1.0,,,,,,,,,,,Banchero,1631094.0
212,PT10M12.00S,2022-10-25T00:17:59.6Z,2,REGULAR,steal,,[],1631094,,,1610612753,36,33,2022-10-25T00:18:01Z,1990000,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
213,PT10M07.00S,2022-10-25T00:18:04.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631094,31.09395532194481,31.127450980392158,1610612753,36,33,2022-10-25T00:18:17Z,2000000,94.0,240.0,1,left,MISS P. Banchero 25' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
214,PT10M06.00S,2022-10-25T00:18:05.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,36,33,2022-10-25T00:18:11Z,2010000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,213.0,,,,,,,,,,,,,,,,,
216,PT09M56.00S,2022-10-25T00:18:25.9Z,2,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,36,33,2022-10-25T00:18:31Z,2030000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (2 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,202035.0,2.0,,,,,,,,,,,,
219,PT09M44.00S,2022-10-25T00:18:51.3Z,2,REGULAR,substitution,out,[],1631216,,,1610612753,36,33,2022-10-25T00:19:00Z,2045000,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M44.00S,2022-10-25T00:18:51.3Z,2,REGULAR,substitution,in,[],1630181,,,1610612753,36,33,2022-10-25T00:19:00Z,2047500,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M44.00S,2022-10-25T00:18:56.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,36,33,2022-10-25T00:19:07Z,2050000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,
221,PT09M38.00S,2022-10-25T00:19:25.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,6.258212877792378,95.83333333333334,1610612753,36,33,2022-10-25T00:19:34Z,2060000,-229.0,6.0,1,left,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
222,PT09M36.00S,2022-10-25T00:19:27.0Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612752,36,33,2022-10-25T00:19:34Z,2070000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,,,
223,PT09M29.00S,2022-10-25T00:19:38.7Z,2,REGULAR,foul,personal,[],1629626,,,1610612752,36,33,2022-10-25T00:19:48Z,2080000,,,0,,B. Bol personal FOUL (1 PF),"[1629626, 1629629]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Reddish,1629629.0,,
225,PT09M28.00S,2022-10-25T00:19:55.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,92.9862023653088,49.50980392156863,1610612752,38,33,2022-10-25T00:20:00Z,2100000,-2.0,13.0,1,right,O. Toppin alley-oop DUNK (6 PTS) (C. Reddish 1 AST),"[1630167, 1629629]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,6.0,C. Reddish,1629629.0,1.0,,,,,,
227,PT09M22.00S,2022-10-25T00:20:05.0Z,2,REGULAR,foul,personal,[],1629629,,,1610612753,38,33,2022-10-25T00:20:10Z,2120000,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 1631094]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,,,,,,,,1.0,0.0,Banchero,1631094.0,,
229,PT09M15.00S,2022-10-25T00:20:27.1Z,2,REGULAR,2pt,Jump Shot,[],1631094,23.340998685939553,69.6078431372549,1610612753,38,33,2022-10-25T00:23:40Z,2140000,-98.0,167.0,1,left,MISS P. Banchero 19' step back Shot,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,19.35,Missed,,,,,,,,,,,,,,,,,,
230,PT09M13.00S,2022-10-25T00:20:29.1Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,38,33,2022-10-25T00:20:34Z,2150000,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,229.0,4.0,4.0,0.0,,,,,,,,,,,,,,
231,PT08M57.00S,2022-10-25T00:20:44.0Z,2,REGULAR,3pt,Jump Shot,[],201565,72.61826544021025,20.588235294117645,1610612752,41,33,2022-10-25T00:20:47Z,2160000,-147.0,205.0,1,right,D. Rose 25' 3PT  (3 PTS) (I. Quickley 5 AST),"[201565, 1630193]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,,,,,3.0,I. Quickley,1630193.0,5.0,,,,,,
233,PT08M50.00S,2022-10-25T00:20:54.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,41,33,2022-10-25T00:20:54Z,2180000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M50.00S,2022-10-25T00:20:55.0Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,41,33,2022-10-25T00:23:47Z,2190000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M50.00S,2022-10-25T00:20:55.0Z,2,REGULAR,substitution,in,[],203082,,,1610612753,41,33,2022-10-25T00:23:47Z,2200000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M38.00S,2022-10-25T00:24:01.9Z,2,REGULAR,3pt,Jump Shot,[],203082,4.5499342969776615,95.83333333333334,1610612753,41,36,2022-10-25T00:24:06Z,2210000,-229.0,-10.0,1,left,T. Ross 3PT  (3 PTS) (F. Wagner 1 AST),"[203082, 1630532]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,22.94,Made,,,,,,,,,3.0,F. Wagner,1630532.0,1.0,,,,,,
238,PT08M23.00S,2022-10-25T00:24:16.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,94.43166885676742,51.225490196078425,1610612752,43,36,2022-10-25T00:24:21Z,2230000,6.0,0.0,1,right,O. Toppin alley-oop DUNK (8 PTS) (I. Quickley 6 AST),"[1630167, 1630193]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,8.0,I. Quickley,1630193.0,6.0,,,,,,
240,PT08M15.00S,2022-10-25T00:24:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630532,26.62614980289093,21.07843137254902,1610612753,43,36,2022-10-25T00:24:29Z,2250000,145.0,198.0,1,left,MISS F. Wagner 24' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,24.5,Missed,,,,,,,,,,,,,,,,,,
241,PT08M13.00S,2022-10-25T00:24:26.4Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,43,36,2022-10-25T00:24:29Z,2260000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,,
242,PT07M57.00S,2022-10-25T00:24:43.7Z,2,REGULAR,2pt,Jump Shot,[],1630193,74.06373193166885,72.54901960784314,1610612752,43,36,2022-10-25T00:24:52Z,2270000,113.0,191.0,1,right,MISS I. Quickley 22' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,22.2,Missed,,,,,,,,,,,,,,,,,,
243,PT07M55.00S,2022-10-25T00:24:45.7Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,43,36,2022-10-25T00:24:52Z,2280000,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,,
244,PT07M43.00S,2022-10-25T00:24:57.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629626,6.389618922470433,49.26470588235294,1610612753,43,38,2022-10-25T00:25:01Z,2290000,4.0,8.0,1,left,B. Bol DUNK (2 PTS) (F. Wagner 2 AST),"[1629626, 1630532]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,,2.0,F. Wagner,1630532.0,2.0,,,,,,
246,PT07M31.00S,2022-10-25T00:25:09.2Z,2,REGULAR,3pt,Jump Shot,[],201565,93.24901445466492,5.637254901960785,1610612752,43,38,2022-10-25T00:25:17Z,2310000,-222.0,11.0,1,right,MISS D. Rose 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Left Corner 3,24+ Left,22.21,Missed,,,,,,,,,,,,,,,,,,
247,PT07M29.00S,2022-10-25T00:25:11.2Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,43,38,2022-10-25T00:25:17Z,2320000,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,,,
248,PT07M29.00S,2022-10-25T00:25:14.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630167,94.40999984741211,50.0,1610612752,43,38,2022-10-25T00:25:24Z,2330000,0.0,0.0,1,right,MISS O. Toppin tip Layup,[1630167],1610612752.0,NYK,tip,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
249,PT07M27.00S,2022-10-25T00:25:16.5Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,43,38,2022-10-25T00:25:24Z,2340000,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT07M21.00S,2022-10-25T00:25:19.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629626,6.389618922470433,49.50980392156863,1610612753,43,40,2022-10-25T00:27:05Z,2350000,2.0,8.0,1,left,B. Bol running Layup (4 PTS),[1629626],1610612753.0,ORL,running,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,4.0,,,,,,,,,
251,PT07M15.00S,2022-10-25T00:25:28.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,43,40,2022-10-25T00:25:28Z,2360000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,43,40,2022-10-25T00:28:00Z,2370000,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,43,40,2022-10-25T00:28:00Z,2380000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,43,40,2022-10-25T00:28:00Z,2390000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M15.00S,2022-10-25T00:25:28.4Z,2,REGULAR,substitution,out,[],201565,,,1610612752,43,40,2022-10-25T00:28:00Z,2400000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
