actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-12T00:41:32.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-12T00:41:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-12T00:41:34.2Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612752,0,0,2023-02-12T00:41:34Z,40000,False,,,0,,Jump Ball J. Sims vs. W. Kessler: Tip to J. Randle,"[203944, 1630579, 1631117]",1610612752.0,NYK,startperiod,J. Randle,203944.0,Randle,J. Randle,Sims,1630579.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-02-12T00:41:51.4Z,1,REGULAR,3pt,Jump Shot,[],203944,32.670827858081466,51.9607843137255,1610612752,0,0,2023-02-12T00:41:57Z,70000,False,-10.0,255.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-02-12T00:41:53.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2023-02-12T00:41:57Z,80000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-02-12T00:42:05.8Z,1,REGULAR,3pt,Jump Shot,[],203482,70.90998685939553,75.24509803921569,1610612762,0,0,2023-02-12T00:42:11Z,90000,False,126.0,221.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2023-02-12T00:42:07.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,0,0,2023-02-12T00:42:11Z,100000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2023-02-12T00:42:14.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,31.750985545335087,56.86274509803921,1610612752,0,0,2023-02-12T00:42:49Z,110000,False,-34.0,246.0,1,left,MISS R. Barrett 24' running pullup 3PT,[1629628],1610612752.0,NYK,running pullup,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2023-02-12T00:42:15.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,0,0,2023-02-12T00:42:21Z,120000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,11.0,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2023-02-12T00:42:29.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,77.21747700394218,11.029411764705882,1610612762,0,0,2023-02-12T00:42:35Z,140000,False,-195.0,162.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
15,PT11M05.00S,2023-02-12T00:42:31.0Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,0,0,2023-02-12T00:42:35Z,150000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
