actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M35.00S,2023-01-02T20:13:03.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,67.88764783180025,47.30392156862745,1610612756,0,2,2023-01-02T20:13:53Z,150000,False,-13.0,249.0,1,right,MISS L. Shamet 24' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,24.98,Missed,,,,,,,,,,,,,,,,,,
16,PT10M33.00S,2023-01-02T20:13:05.3Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,0,2,2023-01-02T20:13:09Z,160000,False,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M20.00S,2023-01-02T20:13:17.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629028,80.50262812089356,34.31372549019608,1610612756,0,2,2023-01-02T20:13:23Z,170000,False,-78.0,131.0,1,right,MISS D. Ayton 15' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Left,15.25,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2023-01-02T20:13:19.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,0,2,2023-01-02T20:13:23Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M11.00S,2023-01-02T20:13:47.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629028,75.90341655716163,59.55882352941176,1610612756,0,4,2023-01-02T20:13:52Z,200000,False,48.0,174.0,1,right,D. Ayton 18' Jump Shot (4 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,18.04,Made,,,,,4.0,,M. Bridges,1628969.0,1.0,,,,,,,,,
22,PT09M56.00S,2023-01-02T20:14:02.1Z,1,REGULAR,2pt,Jump Shot,[],1628973,11.12023653088042,17.647058823529413,1610612752,0,4,2023-01-02T20:14:34Z,220000,False,162.0,52.0,1,left,MISS J. Brunson 17' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,17.0,Missed,,,,,,,,,,,,,,,,,,
23,PT09M54.00S,2023-01-02T20:14:04.1Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,0,4,2023-01-02T20:14:08Z,230000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Right,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M46.00S,2023-01-02T20:14:11.8Z,1,REGULAR,3pt,Jump Shot,[],1629013,79.05716162943496,91.66666666666666,1610612756,0,4,2023-01-02T20:14:17Z,240000,False,208.0,144.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
25,PT09M44.00S,2023-01-02T20:14:13.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,0,4,2023-01-02T20:14:17Z,250000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M31.00S,2023-01-02T20:14:27.0Z,1,REGULAR,3pt,Jump Shot,[],203944,32.670827858081466,45.34313725490196,1610612752,0,4,2023-01-02T20:14:54Z,260000,False,23.0,255.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
27,PT09M29.00S,2023-01-02T20:14:29.0Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,0,4,2023-01-02T20:14:32Z,270000,False,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M23.00S,2023-01-02T20:14:37.8Z,1,REGULAR,turnover,traveling,[],1629013,,,1610612756,0,4,2023-01-02T20:14:42Z,280000,False,,,0,,L. Shamet traveling TURNOVER (1 TO),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,,,,,202049.0,,,,1.0,,,,,,,,
29,PT09M08.00S,2023-01-02T20:15:07.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203944,26.49474375821288,54.65686274509803,1610612752,2,4,2023-01-02T20:15:11Z,290000,False,-23.0,197.0,1,left,J. Randle 19' Jump Shot (2 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,19.8,Made,,,,,2.0,,J. Brunson,1628973.0,1.0,,,,,,,,,
31,PT08M42.00S,2023-01-02T20:15:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,85.75886990801577,34.068627450980394,1610612756,2,4,2023-01-02T20:15:37Z,310000,False,-80.0,81.0,1,right,MISS D. Ayton 11' turnaround fadeaway Shot,[1629028],1610612756.0,PHX,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Left,11.39,Missed,,,,,,,,,,,,,,,,,,
32,PT08M40.00S,2023-01-02T20:15:34.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,2,4,2023-01-02T20:15:37Z,320000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT08M31.00S,2023-01-02T20:15:44.1Z,1,REGULAR,3pt,Jump Shot,[],1629656,24.129434954007884,87.00980392156863,1610612752,5,4,2023-01-02T20:15:48Z,330000,False,-185.0,174.0,1,left,Q. Grimes 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629656, 203944]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,3.0,,J. Randle,203944.0,1.0,,,,,,,,,
35,PT08M09.00S,2023-01-02T20:16:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.94809461235218,34.31372549019608,1610612756,5,4,2023-01-02T20:16:13Z,350000,False,-78.0,117.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Left,14.1,Missed,,,,,,,,,,,,,,,,,,
36,PT08M07.00S,2023-01-02T20:16:08.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,5,4,2023-01-02T20:16:13Z,360000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT07M49.00S,2023-01-02T20:16:26.1Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612752,5,4,2023-01-02T20:16:30Z,370000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 101108]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Paul,101108.0,,,,,,
38,PT07M49.00S,2023-01-02T20:16:26.1Z,1,REGULAR,steal,,[],101108,,,1610612756,5,4,2023-01-02T20:16:27Z,380000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT07M42.00S,2023-01-02T20:16:33.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629013,78.53153745072274,48.529411764705884,1610612756,5,4,2023-01-02T20:16:39Z,390000,False,-7.0,149.0,1,right,MISS L. Shamet 14' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Center,14.95,Missed,,,,,,,,,,,,,,,,,,
40,PT07M40.00S,2023-01-02T20:16:35.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,4,2023-01-02T20:16:39Z,400000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,
41,PT07M30.00S,2023-01-02T20:16:45.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.389618922470433,48.529411764705884,1610612752,7,4,2023-01-02T20:16:48Z,410000,False,7.0,8.0,1,left,M. Robinson DUNK (2 PTS) (J. Randle 2 AST),"[1629011, 203944]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,2.0,,J. Randle,203944.0,2.0,,,,,,,,,
43,PT07M08.00S,2023-01-02T20:17:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628470,78.79434954007884,89.95098039215686,1610612756,7,4,2023-01-02T20:17:12Z,430000,False,200.0,147.0,1,right,MISS T. Craig 24' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
44,PT07M07.00S,2023-01-02T20:17:07.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,7,4,2023-01-02T20:17:12Z,440000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT07M04.00S,2023-01-02T20:17:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612752,7,4,2023-01-02T20:17:20Z,450000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Randle 2 FT),"[1628470, 203944]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,,,,,,,1.0,0.0,Randle,203944.0,,
47,PT07M04.00S,2023-01-02T20:17:41.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203944,,,1610612752,8,4,2023-01-02T20:18:30Z,470000,False,,,0,,J. Randle Free Throw 1 of 2 (3 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
48,PT07M04.00S,2023-01-02T20:17:41.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203944,,,1610612752,9,4,2023-01-02T20:18:30Z,480000,False,,,0,,J. Randle Free Throw 2 of 2 (4 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
49,PT06M50.00S,2023-01-02T20:18:20.5Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.95729303547962,96.32352941176471,1610612756,9,4,2023-01-02T20:18:26Z,490000,False,232.0,-5.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
50,PT06M48.00S,2023-01-02T20:18:22.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,9,4,2023-01-02T20:18:26Z,500000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT06M41.00S,2023-01-02T20:18:29.3Z,1,REGULAR,2pt,Jump Shot,[],1628973,21.895532194480946,39.705882352941174,1610612752,9,4,2023-01-02T20:18:35Z,510000,False,51.0,153.0,1,left,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,16.17,Missed,,,,,,,,,,,,,,,,,,
52,PT06M39.00S,2023-01-02T20:18:30.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,9,4,2023-01-02T20:18:30Z,520000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,,
53,PT06M36.00S,2023-01-02T20:18:33.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,4.681340341655716,3.9215686274509802,1610612752,12,4,2023-01-02T20:18:38Z,530000,False,230.0,-8.0,1,left,I. Quickley 3PT  (3 PTS) (M. Robinson 1 AST),"[1630193, 1629011]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.06,Made,,,,,3.0,,M. Robinson,1629011.0,1.0,,,,,,,,,
55,PT06M13.00S,2023-01-02T20:18:56.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,76.69185282522996,28.921568627450984,1610612756,12,4,2023-01-02T20:19:00Z,550000,False,-105.0,167.0,1,right,MISS D. Ayton 19' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,19.71,Missed,,,,,,,,,,,,,,,,,,
56,PT06M11.00S,2023-01-02T20:18:58.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,4,2023-01-02T20:19:00Z,560000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,55.0,4.0,4.0,0.0,,,,,,,,,,,,,,
57,PT05M58.00S,2023-01-02T20:19:11.5Z,1,REGULAR,2pt,Jump Shot,[],203944,13.222733245729303,87.74509803921569,1610612752,14,4,2023-01-02T20:19:15Z,570000,False,-189.0,72.0,1,left,J. Randle 20' Jump Shot (6 PTS) (Q. Grimes 1 AST),"[203944, 1629656]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,20.19,Made,,,,,6.0,,Q. Grimes,1629656.0,1.0,,,,,,,,,
59,PT05M58.00S,2023-01-02T20:19:16.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612756,14,4,2023-01-02T20:19:16Z,590000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M43.00S,2023-01-02T20:22:30.7Z,1,REGULAR,3pt,Jump Shot,[],1629013,73.01248357424441,21.813725490196077,1610612756,14,4,2023-01-02T20:22:36Z,600000,False,-141.0,201.0,1,right,MISS L. Shamet 24' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
61,PT05M41.00S,2023-01-02T20:22:32.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,4,2023-01-02T20:22:36Z,610000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,60.0,5.0,5.0,0.0,,,,,,,,,,,,,,
62,PT05M29.00S,2023-01-02T20:22:44.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,6.1268068331143235,95.83333333333334,1610612752,14,4,2023-01-02T20:22:48Z,620000,False,-229.0,5.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
63,PT05M27.00S,2023-01-02T20:22:46.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,14,4,2023-01-02T20:22:48Z,630000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT05M17.00S,2023-01-02T20:22:56.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,90.22667542706965,2.450980392156863,1610612756,14,7,2023-01-02T20:23:00Z,640000,False,-238.0,39.0,1,right,M. Bridges 24' 3PT  (3 PTS) (L. Shamet 1 AST),"[1628969, 1629013]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,24.09,Made,,,,,3.0,,L. Shamet,1629013.0,1.0,,,,,,,,,
66,PT04M56.00S,2023-01-02T20:23:17.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,7.178055190538765,70.34313725490196,1610612752,14,7,2023-01-02T20:23:23Z,660000,False,-102.0,15.0,1,left,MISS J. Brunson 10' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,10.28,Missed,,,,,,,,,,,,,,,,,,
67,PT04M54.00S,2023-01-02T20:23:19.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,14,7,2023-01-02T20:23:23Z,670000,False,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,66.0,2.0,0.0,2.0,,,,,,,,,,,,,,
68,PT04M54.00S,2023-01-02T20:23:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,6.783837056504599,50.49019607843137,1610612752,16,7,2023-01-02T20:23:33Z,680000,False,-2.0,11.0,1,left,M. Robinson putback Layup (4 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,4.0,,,,,,,,,,,,,
69,PT04M33.00S,2023-01-02T20:23:41.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,84.97043363994744,70.09803921568627,1610612756,16,9,2023-01-02T20:23:44Z,690000,False,100.0,89.0,1,right,D. Ayton 13' Jump Shot (6 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,13.41,Made,,,,,6.0,,C. Paul,101108.0,1.0,,,,,,,,,
70,PT04M09.00S,2023-01-02T20:24:04.0Z,1,REGULAR,3pt,Jump Shot,[],203944,21.419185282522996,9.336703431372548,1610612752,19,9,2023-01-02T20:24:22Z,700000,False,203.0,149.0,1,left,J. Randle 25' 3PT pullup (9 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,9.0,,,,,,,,,,,,,
71,PT03M45.00S,2023-01-02T20:24:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.42247043363994,61.76470588235294,1610612756,19,9,2023-01-02T20:24:45Z,710000,False,59.0,122.0,1,right,MISS C. Paul 13' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,13.55,Missed,,,,,,,,,,,,,,,,,,
72,PT03M43.00S,2023-01-02T20:24:30.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,19,9,2023-01-02T20:24:33Z,720000,False,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,71.0,6.0,6.0,0.0,,,,,,,,,,,,,,
73,PT03M32.00S,2023-01-02T20:24:42.0Z,1,REGULAR,3pt,Jump Shot,[],1630193,27.414586070959263,78.43137254901961,1610612752,19,9,2023-01-02T20:24:47Z,730000,False,-142.0,205.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
74,PT03M30.00S,2023-01-02T20:24:44.0Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,19,9,2023-01-02T20:24:47Z,740000,False,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,,,
76,PT03M17.00S,2023-01-02T20:24:58.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612756,19,9,2023-01-02T20:25:17Z,760000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT03M17.00S,2023-01-02T20:24:58.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612756,19,9,2023-01-02T20:25:17Z,770000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT03M17.00S,2023-01-02T20:24:58.7Z,1,REGULAR,substitution,out,[],1628470,,,1610612756,19,9,2023-01-02T20:25:17Z,780000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT03M17.00S,2023-01-02T20:24:58.7Z,1,REGULAR,substitution,out,[],1629013,,,1610612756,19,9,2023-01-02T20:25:17Z,790000,False,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M17.00S,2023-01-02T20:24:58.7Z,1,REGULAR,substitution,in,[],1628392,,,1610612756,19,9,2023-01-02T20:25:17Z,810000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M17.00S,2023-01-02T20:24:58.7Z,1,REGULAR,substitution,in,[],1630540,,,1610612756,19,9,2023-01-02T20:25:17Z,820000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
