actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-10T00:41:37.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-10T00:41:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-10T00:41:40.7Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2023-01-10T00:41:40Z,40000,False,,,0,,Jump Ball B. Lopez vs. M. Robinson: Tip to G. Antetokounmpo,"[203507, 201572, 1629011]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-01-10T00:41:50.7Z,1,REGULAR,3pt,Jump Shot,[],201572,95.6143232588699,96.07843137254902,1610612749,0,3,2023-01-10T00:41:55Z,70000,False,230.0,-11.0,1,right,B. Lopez 3PT  (3 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,23.07,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-01-10T00:42:06.4Z,1,REGULAR,foul,personal,['2freethrow'],201950,,,1610612752,0,3,2023-01-10T00:42:14Z,90000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Brunson 2 FT),"[201950, 1628973]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,
11,PT11M32.00S,2023-01-10T00:42:36.3Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,1,3,2023-01-10T00:42:36Z,110000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M32.00S,2023-01-10T00:42:53.3Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,2,3,2023-01-10T00:42:53Z,120000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2023-01-10T00:43:11.5Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612749,2,3,2023-01-10T00:43:15Z,130000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1629011]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Robinson,1629011.0,,,,,,
14,PT11M16.00S,2023-01-10T00:43:11.5Z,1,REGULAR,steal,,[],1629011,,,1610612752,2,3,2023-01-10T00:43:13Z,140000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M14.00S,2023-01-10T00:43:13.9Z,1,REGULAR,turnover,bad pass,[],1629011,,,1610612752,2,3,2023-01-10T00:43:20Z,150000,False,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 201572]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Lopez,201572.0,,,,,,
16,PT11M14.00S,2023-01-10T00:43:13.9Z,1,REGULAR,steal,,[],201572,,,1610612749,2,3,2023-01-10T00:43:19Z,160000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT11M06.00S,2023-01-10T00:43:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201572,91.27792378449409,49.754901960784316,1610612749,2,3,2023-01-10T00:43:26Z,170000,False,-1.0,29.0,1,right,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
19,PT11M02.00S,2023-01-10T00:43:25.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,2,3,2023-01-10T00:43:25Z,190000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
20,PT10M53.00S,2023-01-10T00:43:34.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.225361366622867,34.31372549019608,1610612752,2,3,2023-01-10T00:44:02Z,200000,False,78.0,241.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
21,PT10M51.00S,2023-01-10T00:43:36.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,3,2023-01-10T00:43:37Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
22,PT10M45.00S,2023-01-10T00:43:41.5Z,1,REGULAR,3pt,Jump Shot,[],201572,96.92838370565046,95.34313725490196,1610612749,2,3,2023-01-10T00:43:45Z,220000,False,227.0,-24.0,1,right,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
23,PT10M44.00S,2023-01-10T00:43:42.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,2,3,2023-01-10T00:43:45Z,230000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M35.00S,2023-01-10T00:43:52.7Z,1,REGULAR,3pt,Jump Shot,[],203944,33.196452036793694,55.88235294117647,1610612752,2,3,2023-01-10T00:43:58Z,240000,False,-29.0,260.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.12,Missed,,,,,,,,,,,,,,,,,,
25,PT10M31.00S,2023-01-10T00:43:56.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,3,2023-01-10T00:43:58Z,250000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,24.0,2.0,2.0,0.0,,
26,PT10M25.00S,2023-01-10T00:44:01.6Z,1,REGULAR,3pt,Jump Shot,[],1626192,92.06636005256242,95.58823529411765,1610612749,2,3,2023-01-10T00:44:07Z,260000,False,228.0,22.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,22.9,Missed,,,,,,,,,,,,,,,,,,
27,PT10M20.00S,2023-01-10T00:44:06.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,3,2023-01-10T00:44:07Z,270000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
28,PT10M07.00S,2023-01-10T00:44:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.559132720105126,57.35294117647059,1610612752,2,3,2023-01-10T00:44:25Z,280000,False,-37.0,113.0,1,left,MISS J. Brunson 11' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,,,,,,,,,,,,,,,,,,
