actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-24T00:41:58.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-24T00:41:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-24T00:42:00.7Z,1,REGULAR,jumpball,recovered,[],1629656,,,1610612752,0,0,2022-12-24T00:42:00Z,40000,False,,,0,,Jump Ball M. Robinson vs. N. Vucevic: Tip to Q. Grimes,"[1629656, 1629011, 202696]",1610612752.0,NYK,startperiod,Q. Grimes,1629656.0,Grimes,Q. Grimes,Robinson,1629011.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-24T00:42:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629656,29.911300919842315,72.30392156862744,1610612752,3,0,2022-12-24T00:42:17Z,70000,False,-112.0,229.0,1,left,Q. Grimes 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[1629656, 1628973]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.44,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2022-12-24T00:42:32.5Z,1,REGULAR,2pt,Jump Shot,[],201942,72.88107752956637,32.35294117647059,1610612741,3,0,2022-12-24T00:42:38Z,90000,False,-88.0,202.0,1,right,MISS D. DeRozan 22' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,22.08,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2022-12-24T00:42:34.5Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,3,0,2022-12-24T00:42:38Z,100000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M14.00S,2022-12-24T00:42:43.5Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,3,0,2022-12-24T00:42:47Z,110000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 201942]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,
12,PT11M14.00S,2022-12-24T00:42:43.5Z,1,REGULAR,steal,,[],201942,,,1610612741,3,0,2022-12-24T00:43:39Z,120000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2022-12-24T00:42:47.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,94.30026281208936,47.794117647058826,1610612741,3,2,2022-12-24T00:44:09Z,130000,False,-11.0,1.0,1,right,A. Dosunmu running Layup (2 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
15,PT10M50.00S,2022-12-24T00:43:07.3Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612752,3,2,2022-12-24T00:43:11Z,150000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 202696]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Vucevic,202696.0,,,,,,,
16,PT10M50.00S,2022-12-24T00:43:07.3Z,1,REGULAR,steal,,[],202696,,,1610612741,3,2,2022-12-24T00:43:09Z,160000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
