actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT06M06.00S,2022-11-02T23:55:37.6Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,15,14,2022-11-02T23:56:02Z,910000,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT06M04.00S,2022-11-02T23:55:39.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,15,14,2022-11-02T23:56:02Z,920000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,
93,PT05M55.00S,2022-11-02T23:56:10.4Z,1,REGULAR,turnover,bad pass,[],203095,,,1610612752,15,14,2022-11-02T23:56:14Z,930000,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 1629027]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,
94,PT05M55.00S,2022-11-02T23:56:10.4Z,1,REGULAR,steal,,[],1629027,,,1610612737,15,14,2022-11-02T23:56:11Z,940000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
95,PT05M52.00S,2022-11-02T23:56:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,7.30946123521682,49.26470588235294,1610612737,15,16,2022-11-02T23:56:19Z,950000,4.0,16.0,1,left,T. Young running Layup (5 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.66,Made,5.0,,,,,,,,,,,,,,,,,
96,PT05M41.00S,2022-11-02T23:56:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,85.89027595269383,46.568627450980394,1610612752,15,16,2022-11-02T23:56:30Z,960000,-17.0,80.0,1,right,MISS R. Barrett 8' turnaround Shot,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,,,,,,,,,,,,,,,,,
97,PT05M39.00S,2022-11-02T23:56:25.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,15,16,2022-11-02T23:56:30Z,970000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,
98,PT05M32.00S,2022-11-02T23:56:32.4Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.013797634691194,61.029411764705884,1610612737,15,16,2022-11-02T23:56:37Z,980000,-55.0,248.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
99,PT05M30.00S,2022-11-02T23:56:34.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,15,16,2022-11-02T23:56:37Z,990000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,98.0,3.0,3.0,0.0,,,,,,,,
100,PT05M26.00S,2022-11-02T23:56:39.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,73.14388961892247,78.43137254901961,1610612752,18,16,2022-11-03T00:18:37Z,1000000,142.0,200.0,1,right,E. Fournier 24' 3PT running pullup (3 PTS),[203095],1610612752.0,NYK,running pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,24.53,Made,3.0,,,,,,,,,,,,,,,,,
101,PT05M01.00S,2022-11-02T23:57:06.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612737,18,16,2022-11-02T23:57:12Z,1010000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Hunter 2 FT),"[203095, 1629631]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627539.0,2.0,0.0,Hunter,1629631.0
105,PT05M01.00S,2022-11-02T23:57:19.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612737,18,16,2022-11-02T23:57:38Z,1025000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M01.00S,2022-11-02T23:57:19.7Z,1,REGULAR,substitution,in,[],1628392,,,1610612737,18,16,2022-11-02T23:57:38Z,1027500,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M01.00S,2022-11-02T23:57:19.7Z,1,REGULAR,substitution,out,[],203095,,,1610612737,18,16,2022-11-02T23:57:48Z,1028750,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M01.00S,2022-11-02T23:57:19.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612737,18,16,2022-11-02T23:57:48Z,1029375,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M01.00S,2022-11-02T23:57:33.3Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,18,16,2022-11-02T23:58:03Z,1030000,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT05M01.00S,2022-11-02T23:57:33.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,18,16,2022-11-02T23:58:03Z,1040000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,
109,PT05M01.00S,2022-11-02T23:57:33.3Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,18,16,2022-11-02T23:58:03Z,1050000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT04M59.00S,2022-11-02T23:57:35.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,18,16,2022-11-02T23:58:03Z,1060000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,
111,PT04M51.00S,2022-11-02T23:58:09.6Z,1,REGULAR,2pt,Jump Shot,[],201565,75.24638633377135,39.950980392156865,1610612752,18,16,2022-11-02T23:58:16Z,1070000,-50.0,180.0,1,right,MISS D. Rose 18' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,Mid-Range,16-24 Center,18.71,Missed,,,,,,,,,,,,,,,,,,
112,PT04M48.00S,2022-11-02T23:58:13.0Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,18,16,2022-11-02T23:58:13Z,1080000,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,
113,PT04M46.00S,2022-11-02T23:58:14.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,77.61169513797634,87.99019607843137,1610612752,18,16,2022-11-02T23:58:20Z,1090000,190.0,158.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
114,PT04M44.00S,2022-11-02T23:58:16.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,18,16,2022-11-02T23:58:20Z,1100000,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,113.0,4.0,3.0,1.0,,,,,,,,
115,PT04M35.00S,2022-11-02T23:58:25.3Z,1,REGULAR,3pt,Jump Shot,[],1627749,10.988830486202366,96.32352941176471,1610612737,18,19,2022-11-02T23:58:29Z,1110000,-232.0,51.0,1,left,D. Murray 3PT  (5 PTS) (T. Young 2 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.71,Made,5.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
117,PT04M19.00S,2022-11-02T23:58:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612752,18,19,2022-11-02T23:58:49Z,1130000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Randle 2 FT),"[1630168, 203944]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627539.0,1.0,1.0,Randle,203944.0
120,PT04M19.00S,2022-11-02T23:58:56.8Z,1,REGULAR,substitution,out,[],1627749,,,1610612752,18,19,2022-11-02T23:59:18Z,1145000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M19.00S,2022-11-02T23:58:56.8Z,1,REGULAR,substitution,in,[],1628988,,,1610612752,18,19,2022-11-02T23:59:18Z,1147500,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M19.00S,2022-11-02T23:59:10.1Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,19,19,2022-11-02T23:59:10Z,1150000,,,0,,J. Randle Free Throw 1 of 2 (5 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
122,PT04M19.00S,2022-11-02T23:59:29.9Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,20,19,2022-11-02T23:59:29Z,1160000,,,0,,J. Randle Free Throw 2 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
123,PT04M06.00S,2022-11-02T23:59:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.488173455978973,45.83333333333333,1610612737,20,19,2022-11-02T23:59:50Z,1170000,21.0,243.0,1,left,MISS T. Young 24' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,24.44,Missed,,,,,,,,,,,,,,,,,,
124,PT04M04.00S,2022-11-02T23:59:46.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,20,19,2022-11-02T23:59:50Z,1180000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,
125,PT03M58.00S,2022-11-02T23:59:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,91.01511169513797,45.588235294117645,1610612752,20,19,2022-11-03T00:18:50Z,1190000,-22.0,32.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
126,PT03M57.00S,2022-11-02T23:59:54.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,20,19,2022-11-03T00:18:50Z,1200000,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,125.0,3.0,2.0,1.0,,,,,,,,
127,PT03M56.00S,2022-11-02T23:59:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.56307490144546,49.50980392156863,1610612752,22,19,2022-11-03T00:19:00Z,1210000,-2.0,-1.0,1,right,J. Randle putback Layup (8 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.29,Made,8.0,,,,,,,,,,,,,,,,,
128,PT03M35.00S,2022-11-03T00:00:16.3Z,1,REGULAR,turnover,bad pass,[],1628988,,,1610612737,22,19,2022-11-03T00:00:21Z,1220000,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1629628]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Barrett,1629628.0,,,,,
129,PT03M35.00S,2022-11-03T00:00:16.3Z,1,REGULAR,steal,,[],1629628,,,1610612752,22,19,2022-11-03T00:00:17Z,1230000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT03M31.00S,2022-11-03T00:00:20.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630193,94.69448094612353,48.28431372549019,1610612752,24,19,2022-11-03T00:19:10Z,1240000,-9.0,-3.0,1,right,I. Quickley running Layup (2 PTS) (R. Barrett 3 AST),"[1630193, 1629628]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,R. Barrett,1629628.0,3.0,,,,,,,,,,,,,,
132,PT03M31.00S,2022-11-03T00:00:25.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612737,24,19,2022-11-03T00:00:25Z,1260000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M31.00S,2022-11-03T00:00:25.1Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,24,19,2022-11-03T00:03:30Z,1270000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M31.00S,2022-11-03T00:00:25.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,24,19,2022-11-03T00:03:30Z,1280000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M31.00S,2022-11-03T00:00:25.1Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,24,19,2022-11-03T00:03:30Z,1290000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M31.00S,2022-11-03T00:00:25.1Z,1,REGULAR,substitution,in,[],203991,,,1610612737,24,19,2022-11-03T00:03:30Z,1300000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M31.00S,2022-11-03T00:00:25.1Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,24,19,2022-11-03T00:03:30Z,1310000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M31.00S,2022-11-03T00:00:25.1Z,1,REGULAR,substitution,in,[],203200,,,1610612737,24,19,2022-11-03T00:03:30Z,1320000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M11.00S,2022-11-03T00:03:37.3Z,1,REGULAR,2pt,Jump Shot,[],1629027,22.815374507227332,27.696078431372552,1610612737,24,19,2022-11-03T00:03:48Z,1330000,112.0,162.0,1,left,MISS T. Young 19' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,19.67,Missed,,,,,,,,,,,,,,,,,,
140,PT03M09.00S,2022-11-03T00:03:39.3Z,1,REGULAR,rebound,defensive,[],201565,,,1610612752,24,19,2022-11-03T00:03:48Z,1340000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Mid-Range,16-24 Right Center,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT02M59.00S,2022-11-03T00:03:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,96.00854139290408,61.51960784313726,1610612752,24,19,2022-11-03T00:19:20Z,1350000,58.0,-15.0,1,right,MISS J. Randle pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
142,PT02M57.00S,2022-11-03T00:03:50.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,24,19,2022-11-03T00:03:53Z,1360000,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,141.0,5.0,2.0,3.0,,,,,,,,
143,PT02M48.00S,2022-11-03T00:04:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.886333771353483,57.35294117647059,1610612737,24,19,2022-11-03T00:04:06Z,1370000,-37.0,31.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
144,PT02M46.00S,2022-11-03T00:04:02.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,24,19,2022-11-03T00:04:06Z,1380000,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,143.0,2.0,1.0,1.0,,,,,,,,
145,PT02M30.00S,2022-11-03T00:04:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.46714848883047,52.450980392156865,1610612752,24,19,2022-11-03T00:04:24Z,1390000,12.0,65.0,1,right,MISS R. Barrett 6' Jump Shot,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
146,PT02M28.00S,2022-11-03T00:04:19.9Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,24,19,2022-11-03T00:04:24Z,1400000,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,
147,PT02M26.00S,2022-11-03T00:04:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628392,94.82588699080158,3.431372549019608,1610612752,27,19,2022-11-03T00:04:26Z,1410000,-233.0,-4.0,1,right,I. Hartenstein 3PT  (3 PTS) (R. Barrett 4 AST),"[1628392, 1629628]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,23.28,Made,3.0,R. Barrett,1629628.0,4.0,,,,,,,,,,,,,,
149,PT01M58.00S,2022-11-03T00:04:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,18.2161629434954,37.254901960784316,1610612737,27,19,2022-11-03T00:04:56Z,1430000,64.0,119.0,1,left,MISS A. Holiday 13' driving floating Shot,[1628988],1610612737.0,ATL,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,13.47,Missed,,,,,,,,,,,,,,,,,,
150,PT01M56.00S,2022-11-03T00:04:52.6Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,27,19,2022-11-03T00:04:56Z,1440000,,,0,,J. Johnson REBOUND (Off:1 Def:0),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,
151,PT01M53.00S,2022-11-03T00:04:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,7.046649145860711,53.18627450980392,1610612737,27,19,2022-11-03T00:19:32Z,1450000,-16.0,14.0,1,left,MISS C. Capela reverse Layup,[203991],1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
152,PT01M51.00S,2022-11-03T00:04:56.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,27,19,2022-11-03T00:04:59Z,1460000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,
153,PT01M35.00S,2022-11-03T00:05:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.30026281208936,45.09803921568628,1610612752,29,19,2022-11-03T00:05:16Z,1470000,-25.0,1.0,1,right,J. Randle Layup (10 PTS) (I. Quickley 1 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.45,Made,10.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
155,PT01M22.00S,2022-11-03T00:05:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,19.92444152431012,50.49019607843137,1610612737,29,19,2022-11-03T00:05:31Z,1490000,-2.0,135.0,1,left,MISS T. Young 13' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
156,PT01M21.00S,2022-11-03T00:05:26.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,29,19,2022-11-03T00:05:31Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,155.0,,,,,,,,,,,
158,PT01M21.00S,2022-11-03T00:05:31.6Z,1,REGULAR,substitution,out,[],203944,,,1610612737,29,19,2022-11-03T00:05:38Z,1520000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M21.00S,2022-11-03T00:05:31.6Z,1,REGULAR,substitution,in,[],1630167,,,1610612737,29,19,2022-11-03T00:05:38Z,1530000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M15.00S,2022-11-03T00:05:58.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203200,26.10052562417871,28.676470588235293,1610612737,29,19,2022-11-03T00:06:03Z,1540000,107.0,193.0,1,left,MISS J. Holiday 22' Jump Shot,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,22.03,Missed,,,,,,,,,,,,,,,,,,
161,PT01M13.00S,2022-11-03T00:06:00.5Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,29,19,2022-11-03T00:06:03Z,1550000,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,160.0,3.0,2.0,1.0,,,,,,,,
162,PT01M11.00S,2022-11-03T00:06:03.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201565,73.9323258869908,80.14705882352942,1610612752,32,19,2022-11-03T00:19:41Z,1560000,151.0,193.0,1,right,D. Rose 24' 3PT running pullup (3 PTS) (I. Quickley 2 AST),"[201565, 1630193]",1610612752.0,NYK,running pullup,,,Rose,D. Rose,,,,,Above the Break 3,24+ Right Center,24.45,Made,3.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
163,PT00M51.30S,2022-11-03T00:06:23.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,7.440867279894875,37.745098039215684,1610612737,32,21,2022-11-03T00:06:27Z,1570000,61.0,17.0,1,left,C. Capela 6' Hook (2 PTS) (J. Holiday 1 AST),"[203991, 203200]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,2.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,
165,PT00M35.50S,2022-11-03T00:06:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.47371879106439,48.529411764705884,1610612752,32,21,2022-11-03T00:06:45Z,1590000,-7.0,112.0,1,right,MISS I. Hartenstein 11' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.24,Missed,,,,,,,,,,,,,,,,,,
166,PT00M32.20S,2022-11-03T00:06:44.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,32,21,2022-11-03T00:06:45Z,1600000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,
168,PT00M25.40S,2022-11-03T00:06:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.69053876478318,37.745098039215684,1610612737,32,21,2022-11-03T00:20:15Z,1610000,61.0,114.0,1,left,MISS T. Young 12' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.93,Missed,,,,,,,,,,,,,,,,,,
169,PT00M23.20S,2022-11-03T00:06:52.9Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,32,21,2022-11-03T00:06:53Z,1620000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,
170,PT00M21.90S,2022-11-03T00:06:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,7.178055190538765,47.549019607843135,1610612737,32,21,2022-11-03T00:06:57Z,1630000,12.0,15.0,1,left,MISS T. Young Layup,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
