shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-15T00:45:19.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-15T00:45:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-15T00:45:21.5Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2022-12-15T00:45:21Z,40000,False,,,0,,Jump Ball M. Robinson vs. N. Vucevic: Tip to J. Brunson,"[1628973, 1629011, 202696]",11,1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
11:40,7,PT11M40.00S,2022-12-15T00:45:37.7Z,1,REGULAR,3pt,Jump Shot,[],203944,91.14651773981603,96.07843137254902,1610612752,0,3,2022-12-15T00:45:42Z,70000,False,230.0,31.0,1,right,J. Randle 3PT  (3 PTS) (Q. Grimes 1 AST),"[203944, 1629656]",30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,23.24,Made,3.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
11:23,9,PT11M23.00S,2022-12-15T00:45:54.9Z,1,REGULAR,3pt,Jump Shot,[],203897,30.17411300919842,26.47058823529412,1610612741,0,3,2022-12-15T00:45:59Z,90000,False,118.0,231.0,1,left,MISS Z. LaVine 25' 3PT,[203897],8,1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
11:20,10,PT11M20.00S,2022-12-15T00:45:57.9Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,3,2022-12-15T00:46:00Z,100000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11:11,11,PT11M11.00S,2022-12-15T00:46:07.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,93.9060446780552,4.6568627450980395,1610612752,0,3,2022-12-15T00:46:13Z,110000,False,-227.0,5.0,1,right,MISS Q. Grimes 3PT,[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
11:08,12,PT11M08.00S,2022-12-15T00:46:10.5Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,0,3,2022-12-15T00:46:13Z,120000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,11.0,2.0,1.0,1.0,,,,,,,,,,
11:04,13,PT11M04.00S,2022-12-15T00:46:13.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629656,92.85479632063075,51.470588235294116,1610612752,0,5,2022-12-15T00:46:30Z,130000,False,7.0,15.0,1,right,Q. Grimes cutting DUNK (2 PTS) (M. Robinson 1 AST),"[1629656, 1629011]",6,1610612752.0,NYK,cutting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,M. Robinson,1629011.0,1.0,,,,,,,,,,,,,,
10:48,15,PT10M48.00S,2022-12-15T00:46:30.2Z,1,REGULAR,2pt,Jump Shot,[],1630172,8.09789750328515,77.94117647058823,1610612741,0,5,2022-12-15T00:46:35Z,150000,False,-140.0,24.0,1,left,MISS P. Williams 14' Jump Shot,[1630172],44,1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,14.17,Missed,,,,,,,,,,,,,,,,,,
10:46,16,PT10M46.00S,2022-12-15T00:46:32.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,5,2022-12-15T00:46:32Z,160000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
10:34,17,PT10M34.00S,2022-12-15T00:46:44.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,72.22404730617609,19.362745098039216,1610612752,0,8,2022-12-15T00:46:49Z,170000,False,-153.0,209.0,1,right,R. Barrett 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629628, 203944]",9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.88,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
10:19,19,PT10M19.00S,2022-12-15T00:47:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,14.799605781865965,43.872549019607845,1610612741,2,8,2022-12-15T00:47:05Z,190000,False,31.0,87.0,1,left,N. Vucevic 9' floating Jump Shot (2 PTS) (A. Caruso 1 AST),"[202696, 1627936]",9,1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,9.18,Made,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
10:02,21,PT10M02.00S,2022-12-15T00:47:15.7Z,1,REGULAR,3pt,Jump Shot,[],203944,67.36202365308804,38.48039215686275,1610612752,2,11,2022-12-15T00:47:20Z,210000,False,-58.0,254.0,1,right,J. Randle 26' 3PT  (6 PTS) (J. Brunson 1 AST),"[203944, 1628973]",30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.07,Made,6.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
09:48,23,PT09M48.00S,2022-12-15T00:47:36.1Z,1,REGULAR,foul,offensive,[],202696,,,1610612741,2,11,2022-12-15T00:47:47Z,230000,False,,,0,,N. Vucevic off-the-ball offensive FOUL (1 PF),"[202696, 1628973]",9,1610612741.0,CHI,off-the-ball,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202056.0,1.0,0.0,Brunson,1628973.0,,,,,
09:48,25,PT09M48.00S,2022-12-15T00:47:36.1Z,1,REGULAR,turnover,offensive foul,[],202696,,,1610612741,2,11,2022-12-15T00:47:36Z,250000,False,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],9,1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202056.0,,,,,1.0,,,,
09:35,26,PT09M35.00S,2022-12-15T00:47:55.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,72.61826544021025,81.86274509803921,1610612752,2,11,2022-12-15T00:47:58Z,260000,False,159.0,205.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],11,1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
09:33,27,PT09M33.00S,2022-12-15T00:47:57.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,2,11,2022-12-15T00:47:58Z,270000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],8,1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
09:26,28,PT09M26.00S,2022-12-15T00:48:04.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.828515111695138,42.40196078431372,1610612741,4,11,2022-12-15T00:48:11Z,280000,False,38.0,68.0,1,left,N. Vucevic 7' turnaround Hook (4 PTS) (Z. LaVine 1 AST),"[202696, 203897]",9,1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,4.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
09:16,30,PT09M16.00S,2022-12-15T00:48:17.4Z,1,REGULAR,turnover,traveling,[],1629656,,,1610612752,4,11,2022-12-15T00:48:23Z,300000,False,,,0,,Q. Grimes traveling TURNOVER (1 TO),[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202056.0,,,,,1.0,,,,
