actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-23T00:11:00.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-23T00:11:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-23T00:11:03.1Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2023-03-23T00:11:03Z,40000,False,,,0,,Jump Ball J. Embiid vs. N. Vucevic: Tip to T. Maxey,"[1630178, 203954, 202696]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-23T00:11:14.5Z,1,REGULAR,3pt,Jump Shot,[],202699,71.43561103810775,21.07843137254902,1610612755,0,0,2023-03-23T00:11:21Z,70000,False,-145.0,216.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-03-23T00:11:20.1Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,0,0,2023-03-23T00:11:20Z,80000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2023-03-23T00:11:21.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,71.30420499342969,78.18627450980392,1610612755,0,3,2023-03-23T00:11:25Z,90000,False,141.0,217.0,1,right,D. Melton 25' 3PT  (3 PTS) (P. Tucker 1 AST),"[1629001, 200782]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,,3.0,P. Tucker,200782.0,1.0,,,,,,,,,,
12,PT11M31.00S,2023-03-23T00:11:28.9Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,0,3,2023-03-23T00:11:37Z,120000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1630178]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Maxey,1630178.0,,,,,,,
13,PT11M31.00S,2023-03-23T00:11:28.9Z,1,REGULAR,steal,,[],1630178,,,1610612755,0,3,2023-03-23T00:11:33Z,130000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
14,PT11M25.00S,2023-03-23T00:11:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,92.59198423127464,51.9607843137255,1610612755,0,5,2023-03-23T00:11:41Z,140000,False,10.0,17.0,1,right,T. Harris Layup (2 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,
16,PT11M15.00S,2023-03-23T00:11:50.3Z,1,REGULAR,foul,personal,[],200782,,,1610612741,0,5,2023-03-23T00:11:56Z,160000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 201942]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1628172.0,1.0,0.0,DeRozan,201942.0,,
18,PT11M07.00S,2023-03-23T00:12:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.1268068331143235,49.50980392156863,1610612741,0,5,2023-03-23T00:12:13Z,180000,False,2.0,5.0,1,left,MISS N. Vucevic driving Layup,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.57,Missed,,,,,,,,,,,,,,,,,,
