actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-27T01:10:10.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-27T01:10:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-27T01:10:12.7Z,1,REGULAR,jumpball,recovered,[],1629645,,,1610612745,0,0,2022-12-27T01:10:12Z,40000,False,,,0,,Jump Ball J. Smith Jr. vs. N. Vucevic: Tip to K. Porter Jr.,"[1629645, 1631095, 202696]",1610612745.0,HOU,startperiod,K. Porter Jr.,1629645.0,Porter Jr.,K. Porter Jr.,Smith Jr.,1631095.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-12-27T01:10:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.59198423127464,44.85294117647059,1610612745,0,2,2022-12-27T01:10:30Z,70000,False,-26.0,17.0,1,right,A. Sengun cutting Layup (2 PTS) (E. Gordon 1 AST),"[1630578, 201569]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.09,Made,2.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2022-12-27T01:10:39.7Z,1,REGULAR,3pt,Jump Shot,[],203897,28.33442838370565,75.73529411764706,1610612741,0,2,2022-12-27T01:10:44Z,90000,False,-129.0,214.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2022-12-27T01:10:41.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,2,2022-12-27T01:10:44Z,100000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2022-12-27T01:10:58.9Z,1,REGULAR,2pt,Jump Shot,[],1629645,75.50919842312747,72.30392156862744,1610612745,0,4,2022-12-27T01:11:03Z,110000,False,112.0,178.0,1,right,K. Porter Jr. 20' step back Jump Shot (2 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,20.98,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M57.00S,2022-12-27T01:11:12.1Z,1,REGULAR,2pt,Jump Shot,[],202696,6.915243101182654,22.54901960784314,1610612741,0,4,2022-12-27T01:11:17Z,120000,False,137.0,13.0,1,left,MISS N. Vucevic 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,13.79,Missed,,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2022-12-27T01:11:15.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,4,2022-12-27T01:11:17Z,130000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M45.00S,2022-12-27T01:11:37.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,70.77858081471747,76.22549019607843,1610612745,0,7,2022-12-27T01:11:42Z,150000,False,131.0,222.0,1,right,J. Green 25' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.8,Made,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
18,PT10M26.00S,2022-12-27T01:12:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.478975032851512,60.049019607843135,1610612741,0,7,2022-12-27T01:13:40Z,180000,False,-50.0,121.0,1,left,MISS N. Vucevic 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,13.12,Missed,,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2022-12-27T01:12:13.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,0,7,2022-12-27T01:12:16Z,190000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
