actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
174,PT10M21.00S,2022-11-14T01:40:31.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.601182654402102,52.20588235294118,1610612741,24,34,2022-11-14T01:40:38Z,1690000,False,-11.0,0.0,1,left,A. Drummond cutting DUNK (5 PTS) (Z. LaVine 1 AST),"[203083, 203897]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,1.1,Made,5.0,,,,,,,,,,Z. LaVine,203897.0,1.0,,
176,PT10M00.00S,2022-11-14T01:40:52.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,72.09264126149803,79.41176470588235,1610612743,24,34,2022-11-14T01:40:56Z,1710000,False,147.0,210.0,1,right,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.62,Missed,,,,,,,,,,,,,,,
177,PT09M57.00S,2022-11-14T01:40:55.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,24,34,2022-11-14T01:40:56Z,1720000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,
178,PT09M49.00S,2022-11-14T01:41:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.338370565045992,52.69607843137255,1610612741,26,34,2022-11-14T01:47:05Z,1730000,False,-13.0,-2.0,1,left,Z. LaVine driving finger roll Layup (8 PTS) (G. Dragic 3 AST),"[203897, 201609]",1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.37,Made,8.0,,,,,,,,,,G. Dragic,201609.0,3.0,,
179,PT09M48.00S,2022-11-14T01:41:10.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,26,34,2022-11-14T01:41:10Z,1740000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M37.00S,2022-11-14T01:44:16.4Z,2,REGULAR,foul,offensive,[],1628971,,,1610612743,26,34,2022-11-14T01:44:24Z,1750000,False,,,0,,B. Brown off-the-ball offensive FOUL (1 PF),"[1628971, 1627936]",1610612743.0,DEN,off-the-ball,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628159.0,1.0,0.0,Caruso,1627936.0,,,,,
183,PT09M37.00S,2022-11-14T01:44:16.4Z,2,REGULAR,turnover,offensive foul,[],1628971,,,1610612743,26,34,2022-11-14T01:44:16Z,1770000,False,,,0,,B. Brown offensive foul TURNOVER (2 TO),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,1628159.0,,,,,,,,,
184,PT09M18.00S,2022-11-14T01:44:41.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203897,27.677398160315374,75.24509803921569,1610612741,26,34,2022-11-14T01:48:12Z,1780000,False,-126.0,208.0,1,left,MISS Z. LaVine 24' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,24.3,Missed,,,,,,,,,,,,,,,
185,PT09M12.00S,2022-11-14T01:44:46.2Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,26,34,2022-11-14T01:44:46Z,1790000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,184.0,3.0,2.0,1.0,,,,,,,,,,
186,PT09M12.00S,2022-11-14T01:44:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,5.590000152587891,50.0,1610612741,26,34,2022-11-14T01:44:46Z,1800000,False,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
187,PT09M12.00S,2022-11-14T01:44:46.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,26,34,2022-11-14T01:44:46Z,1810000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,
188,PT09M07.00S,2022-11-14T01:44:55.2Z,2,REGULAR,foul,personal,[],1627884,,,1610612743,26,34,2022-11-14T01:45:04Z,1820000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1627750]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2005.0,1.0,0.0,Murray,1627750.0,,,,,
190,PT08M57.00S,2022-11-14T01:45:20.9Z,2,REGULAR,turnover,bad pass,[],201145,,,1610612743,26,34,2022-11-14T01:45:28Z,1840000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[201145, 203897]",1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,1.0,LaVine,203897.0,,,,,,,,,,,,,,,,,
191,PT08M57.00S,2022-11-14T01:45:20.9Z,2,REGULAR,steal,,[],203897,,,1610612741,26,34,2022-11-14T01:45:22Z,1850000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT08M52.00S,2022-11-14T01:45:26.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201609,5.995400788436268,46.81372549019608,1610612741,28,34,2022-11-14T01:49:54Z,1860000,False,16.0,4.0,1,left,G. Dragic running reverse Layup (4 PTS) (Z. LaVine 2 AST),"[201609, 203897]",1610612741.0,CHI,running reverse,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,,,,1.64,Made,4.0,,,,,,,,,,Z. LaVine,203897.0,2.0,,
194,PT08M38.00S,2022-11-14T01:45:40.6Z,2,REGULAR,turnover,out-of-bounds,[],201599,,,1610612743,28,34,2022-11-14T01:45:46Z,1880000,False,,,0,,D. Jordan bad pass out-of-bounds TURNOVER (1 TO),[201599],1610612743.0,DEN,bad pass,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,1628159.0,,,,,,,,,
195,PT08M20.00S,2022-11-14T01:46:10.2Z,2,REGULAR,turnover,out-of-bounds,[],201609,,,1610612741,28,34,2022-11-14T01:46:16Z,1890000,False,,,0,,G. Dragic bad pass out-of-bounds TURNOVER (1 TO),[201609],1610612741.0,CHI,bad pass,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,2534.0,,,,,,,,,
196,PT08M20.00S,2022-11-14T01:46:13.1Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,28,34,2022-11-14T01:46:22Z,1900000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M20.00S,2022-11-14T01:46:13.1Z,2,REGULAR,substitution,out,[],201599,,,1610612743,28,34,2022-11-14T01:46:22Z,1910000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M20.00S,2022-11-14T01:46:13.1Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,28,34,2022-11-14T01:46:22Z,1920000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M20.00S,2022-11-14T01:46:13.1Z,2,REGULAR,substitution,in,[],203999,,,1610612743,28,34,2022-11-14T01:46:22Z,1930000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M01.00S,2022-11-14T01:46:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,92.32917214191852,45.83333333333333,1610612743,28,34,2022-11-14T01:46:56Z,1940000,False,-21.0,20.0,1,right,MISS J. Murray driving Layup - blocked,"[1627750, 1627936]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,2.86,Missed,,,,,,,,,,,,,,Caruso,1627936.0
201,PT08M01.00S,2022-11-14T01:46:50.3Z,2,REGULAR,block,,[],1627936,,,1610612743,28,34,2022-11-14T01:46:53Z,1950000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT07M58.00S,2022-11-14T01:46:53.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,28,34,2022-11-14T01:46:56Z,1960000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,200.0,4.0,3.0,1.0,,,,,,,,,,
213,PT07M58.00S,2022-11-14T01:46:54.4Z,2,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,28,34,2022-11-14T01:54:07Z,1965000,False,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (2 TO),[1627936],1610612741.0,CHI,bad pass,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,2005.0,,,,,,,,,
204,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,out,[],1627884,,,1610612743,28,34,2022-11-14T01:47:35Z,1980000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,out,[],201609,,,1610612743,28,34,2022-11-14T01:47:35Z,1990000,False,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,out,[],203897,,,1610612743,28,34,2022-11-14T01:47:35Z,2000000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,28,34,2022-11-14T01:47:35Z,2010000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,in,[],201942,,,1610612743,28,34,2022-11-14T01:47:35Z,2020000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,in,[],1630172,,,1610612743,28,34,2022-11-14T01:47:35Z,2030000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,in,[],1630245,,,1610612743,28,34,2022-11-14T01:47:35Z,2040000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M58.00S,2022-11-14T01:46:59.2Z,2,REGULAR,substitution,in,[],203484,,,1610612743,28,34,2022-11-14T01:47:35Z,2050000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M40.00S,2022-11-14T01:47:34.2Z,2,REGULAR,turnover,lost ball,[],1628971,,,1610612743,28,34,2022-11-14T02:05:46Z,2060000,False,,,0,,B. Brown lost ball TURNOVER (3 TO),"[1628971, 1630172]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,3.0,Williams,1630172.0,,,,,,,,,,,,,,,,,
214,PT07M40.00S,2022-11-14T01:47:34.2Z,2,REGULAR,steal,,[],1630172,,,1610612741,28,34,2022-11-14T01:47:36Z,2070000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
215,PT07M30.00S,2022-11-14T01:47:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,6.258212877792378,46.07843137254902,1610612741,30,34,2022-11-14T01:56:00Z,2080000,False,20.0,6.0,1,left,A. Drummond cutting Layup (7 PTS) (D. DeRozan 2 AST),"[203083, 201942]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,2.06,Made,7.0,,,,,,,,,,D. DeRozan,201942.0,2.0,,
217,PT07M21.00S,2022-11-14T01:47:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,92.32917214191852,47.794117647058826,1610612743,30,36,2022-11-14T01:48:00Z,2100000,False,-11.0,20.0,1,right,K. Caldwell-Pope cutting Layup (5 PTS) (N. Jokic 6 AST),"[203484, 203999]",1610612743.0,DEN,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,2.25,Made,5.0,,,,,,,,,,N. Jokic,203999.0,6.0,,
219,PT07M08.00S,2022-11-14T01:48:06.2Z,2,REGULAR,2pt,Jump Shot,[],201942,23.078186596583443,38.48039215686275,1610612741,30,36,2022-11-14T01:56:54Z,2120000,False,58.0,164.0,1,left,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,17.42,Missed,,,,,,,,,,,,,,,
220,PT07M07.00S,2022-11-14T01:48:07.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,30,36,2022-11-14T01:48:11Z,2130000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,219.0,2.0,2.0,0.0,,,,,,,,,,
221,PT07M00.00S,2022-11-14T01:48:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,94.03745072273325,51.71568627450981,1610612743,30,38,2022-11-14T01:48:23Z,2140000,False,9.0,4.0,1,right,M. Porter Jr. cutting Layup (14 PTS) (N. Jokic 7 AST),"[1629008, 203999]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,0.93,Made,14.0,,,,,,,,,,N. Jokic,203999.0,7.0,,
223,PT07M00.00S,2022-11-14T01:48:19.4Z,2,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612743,30,38,2022-11-14T01:48:47Z,2160000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1627936, 1629008]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628159.0,1.0,0.0,Porter Jr.,1629008.0,,,,,
225,PT07M00.00S,2022-11-14T01:48:31.6Z,2,REGULAR,substitution,out,[],203083,,,1610612743,30,38,2022-11-14T01:48:43Z,2180000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M00.00S,2022-11-14T01:48:31.6Z,2,REGULAR,substitution,out,[],201145,,,1610612743,30,38,2022-11-14T01:48:43Z,2190000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M00.00S,2022-11-14T01:48:31.6Z,2,REGULAR,substitution,in,[],202696,,,1610612743,30,38,2022-11-14T01:48:43Z,2200000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M00.00S,2022-11-14T01:48:31.6Z,2,REGULAR,substitution,in,[],203932,,,1610612743,30,38,2022-11-14T01:48:43Z,2210000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M00.00S,2022-11-14T01:48:56.9Z,2,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,30,39,2022-11-14T01:48:56Z,2220000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (15 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
230,PT06M46.00S,2022-11-14T01:49:12.1Z,2,REGULAR,2pt,Jump Shot,[],201942,8.09789750328515,67.64705882352942,1610612741,32,39,2022-11-14T01:49:16Z,2230000,False,-88.0,24.0,1,left,D. DeRozan 9' turnaround bank Jump Shot (2 PTS),[201942],1610612741.0,CHI,turnaround bank,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,9.13,Made,2.0,,,,,,,,,,,,,,
231,PT06M29.00S,2022-11-14T01:49:28.7Z,2,REGULAR,2pt,Jump Shot,[],203932,82.7365308804205,23.284313725490197,1610612743,32,41,2022-11-14T01:49:33Z,2240000,False,-134.0,110.0,1,right,A. Gordon 17' Jump Shot (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,17.29,Made,3.0,,,,,,,,,,,,,,
232,PT06M18.00S,2022-11-14T01:49:44.1Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612741,32,41,2022-11-14T01:49:56Z,2250000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1629008, 201942]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2005.0,2.0,0.0,DeRozan,201942.0,,,,,
234,PT06M18.00S,2022-11-14T01:50:06.2Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,33,41,2022-11-14T01:50:06Z,2270000,False,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
235,PT06M18.00S,2022-11-14T01:50:06.9Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,33,41,2022-11-14T01:50:09Z,2280000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M18.00S,2022-11-14T01:50:06.9Z,2,REGULAR,substitution,in,[],201609,,,1610612741,33,41,2022-11-14T01:50:09Z,2290000,False,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M18.00S,2022-11-14T01:50:24.4Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,34,41,2022-11-14T01:50:24Z,2300000,False,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
238,PT06M11.00S,2022-11-14T01:50:37.1Z,2,REGULAR,foul,personal,[],202696,,,1610612743,34,41,2022-11-14T01:50:43Z,2310000,False,,,0,,N. Vucevic personal FOUL (1 PF),"[202696, 203999]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1628159.0,1.0,0.0,Jokic,203999.0,,,,,
240,PT06M04.00S,2022-11-14T01:50:58.1Z,2,REGULAR,3pt,Jump Shot,[],1629008,87.99277266754271,4.6568627450980395,1610612743,34,41,2022-11-14T01:59:12Z,2330000,False,-227.0,60.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,23.46,Missed,,,,,,,,,,,,,,,
241,PT06M02.00S,2022-11-14T01:51:00.1Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,34,41,2022-11-14T01:51:02Z,2340000,False,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,
242,PT05M43.00S,2022-11-14T01:51:20.1Z,2,REGULAR,2pt,Jump Shot,[],201942,7.703679369250986,79.41176470588235,1610612741,34,41,2022-11-14T01:59:48Z,2350000,False,-147.0,20.0,1,left,MISS D. DeRozan 14' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,14.84,Missed,,,,,,,,,,,,,,,
243,PT05M41.00S,2022-11-14T01:51:22.1Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,34,41,2022-11-14T01:51:25Z,2360000,False,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,242.0,4.0,4.0,0.0,,,,,,,,,,
244,PT05M33.00S,2022-11-14T01:51:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.64323258869908,50.245098039215684,1610612743,34,43,2022-11-14T01:51:35Z,2370000,False,1.0,7.0,1,right,A. Gordon Layup (5 PTS) (N. Jokic 8 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,0.74,Made,5.0,,,,,,,,,,N. Jokic,203999.0,8.0,,
246,PT05M23.00S,2022-11-14T01:51:42.6Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612741,34,43,2022-11-14T01:51:49Z,2390000,False,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1629008, 201942]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628159.0,3.0,0.0,DeRozan,201942.0,,,,,
248,PT05M23.00S,2022-11-14T01:52:14.3Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,35,43,2022-11-14T01:52:14Z,2410000,False,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
249,PT05M23.00S,2022-11-14T01:52:15.1Z,2,REGULAR,substitution,out,[],1629008,,,1610612741,35,43,2022-11-14T01:52:20Z,2420000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M23.00S,2022-11-14T01:52:15.1Z,2,REGULAR,substitution,in,[],1627750,,,1610612741,35,43,2022-11-14T01:52:20Z,2430000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M23.00S,2022-11-14T01:52:38.1Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,36,43,2022-11-14T01:52:38Z,2440000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
252,PT05M05.00S,2022-11-14T01:52:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,86.94152431011827,53.431372549019606,1610612743,36,43,2022-11-14T01:53:01Z,2450000,False,17.0,70.0,1,right,MISS J. Murray 7' Jump Shot,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,7.23,Missed,,,,,,,,,,,,,,,
253,PT05M03.00S,2022-11-14T01:52:59.9Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,36,43,2022-11-14T01:53:01Z,2460000,False,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,252.0,4.0,3.0,1.0,,,,,,,,,,
254,PT05M01.00S,2022-11-14T01:53:05.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630172,5.863994743758213,51.9607843137255,1610612741,38,43,2022-11-14T01:53:17Z,2470000,False,-10.0,3.0,1,left,P. Williams running Jump Shot (7 PTS),[1630172],1610612741.0,CHI,running,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,1.01,Made,7.0,,,,,,,,,,,,,,
255,PT05M01.00S,2022-11-14T01:53:10.6Z,2,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612741,38,43,2022-11-14T01:53:16Z,2480000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Williams 1 FT),"[1627750, 1630172]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,2.0,0.0,Williams,1630172.0,,,,,
257,PT05M01.00S,2022-11-14T01:53:27.6Z,2,REGULAR,freethrow,1 of 1,[],1630172,,,1610612741,39,43,2022-11-14T01:53:27Z,2500000,False,,,0,,P. Williams Free Throw 1 of 1 (8 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
258,PT04M47.00S,2022-11-14T01:53:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612743,39,43,2022-11-14T01:53:56Z,2510000,False,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Murray 2 FT),"[1630245, 1627750]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1628159.0,2.0,0.0,Murray,1627750.0,,,,,
