actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
80,PT05M06.00S,2022-11-22T01:25:15.0Z,1,REGULAR,steal,,[],1627936,,,1610612741,15,10,2022-11-22T01:25:17Z,800000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2022-11-22T01:25:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,5.732588699080158,51.71568627450981,1610612741,17,10,2022-11-22T01:25:27Z,810000,False,-9.0,1.0,1,left,A. Caruso running Layup (2 PTS) (J. Green 1 AST),"[1627936, 1629750]",1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,,,,,,,2.0,J. Green,1629750.0,1.0,,
83,PT04M44.00S,2022-11-22T01:25:36.8Z,1,REGULAR,3pt,Jump Shot,[],1629684,73.53810775295663,83.82352941176471,1610612738,17,13,2022-11-22T01:25:42Z,830000,False,169.0,196.0,1,right,G. Williams 25' 3PT  (5 PTS) (J. Brown 1 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.9,Made,,,,,,,,,,,,,5.0,J. Brown,1627759.0,1.0,,
85,PT04M30.00S,2022-11-22T01:25:52.0Z,1,REGULAR,2pt,Jump Shot,[],201942,4.418528252299605,75.73529411764706,1610612741,17,13,2022-11-22T01:25:55Z,850000,False,-129.0,-11.0,1,left,MISS D. DeRozan 12' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,12.92,Missed,,,,,,,,,,,,,,,,,,
86,PT04M28.00S,2022-11-22T01:25:54.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,17,13,2022-11-22T01:25:55Z,860000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,85.0,4.0,3.0,1.0,,,,,,,,,,,,,,
87,PT04M20.00S,2022-11-22T01:26:02.7Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612738,17,13,2022-11-22T01:26:12Z,870000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Brown 2 FT),"[1630245, 1627759]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Center,,,,,,,1628172.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
89,PT04M20.00S,2022-11-22T01:26:28.9Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,17,14,2022-11-22T01:26:54Z,890000,False,,,0,,J. Brown Free Throw 1 of 2 (1 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
90,PT04M20.00S,2022-11-22T01:26:34.1Z,1,REGULAR,substitution,out,[],203935,,,1610612738,17,14,2022-11-22T01:26:44Z,900000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M20.00S,2022-11-22T01:26:34.1Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,17,14,2022-11-22T01:26:44Z,910000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M20.00S,2022-11-22T01:26:28.9Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,17,14,2022-11-22T01:26:54Z,920000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT04M17.00S,2022-11-22T01:26:31.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,17,14,2022-11-22T01:26:54Z,930000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,92.0,6.0,6.0,0.0,,,,,,,,,,,,,,
94,PT04M03.00S,2022-11-22T01:27:07.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,6.389618922470433,34.80392156862745,1610612741,19,14,2022-11-22T01:27:13Z,940000,False,76.0,8.0,1,left,N. Vucevic 7' turnaround Hook (4 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,,,,,,,,,,,,,4.0,A. Dosunmu,1630245.0,1.0,,
96,PT03M52.00S,2022-11-22T01:27:18.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,73.80091984231275,89.70588235294117,1610612738,19,14,2022-11-22T01:27:24Z,960000,False,199.0,194.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.74,Missed,,,,,,,,,,,,,,,,,,
97,PT03M48.00S,2022-11-22T01:27:22.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,14,2022-11-22T01:27:24Z,970000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,96.0,7.0,7.0,0.0,,,,,,,,,,,,,,
98,PT03M40.00S,2022-11-22T01:27:30.9Z,1,REGULAR,2pt,Jump Shot,[],201942,21.369908015768726,52.20588235294118,1610612741,19,14,2022-11-22T01:27:33Z,980000,False,-11.0,148.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,14.88,Missed,,,,,,,,,,,,,,,,,,
99,PT03M38.00S,2022-11-22T01:27:32.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,19,14,2022-11-22T01:27:33Z,990000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT03M29.00S,2022-11-22T01:27:41.8Z,1,REGULAR,3pt,Jump Shot,[],201143,66.04796320630749,45.588235294117645,1610612738,19,14,2022-11-22T01:27:45Z,1000000,False,-22.0,267.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,26.75,Missed,,,,,,,,,,,,,,,,,,
101,PT03M27.00S,2022-11-22T01:27:43.8Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,19,14,2022-11-22T01:27:45Z,1010000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,100.0,2.0,1.0,1.0,,,,,,,,,,,,,,
102,PT03M15.00S,2022-11-22T01:27:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.245072273324574,46.07843137254902,1610612741,19,14,2022-11-22T01:28:01Z,1020000,False,20.0,100.0,1,left,MISS D. DeRozan 10' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.21,Missed,,,,,,,,,,,,,,,,,,
103,PT03M12.00S,2022-11-22T01:27:58.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,19,14,2022-11-22T01:27:58Z,1030000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,,,
104,PT03M04.00S,2022-11-22T01:28:06.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,88.51839684625493,96.07843137254902,1610612738,19,14,2022-11-22T01:28:12Z,1040000,False,230.0,55.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
105,PT03M00.00S,2022-11-22T01:28:10.6Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,19,14,2022-11-22T01:28:10Z,1050000,False,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,
106,PT02M58.00S,2022-11-22T01:28:13.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,65.65374507227332,35.78431372549019,1610612738,19,14,2022-11-22T01:28:24Z,1060000,False,-71.0,270.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,27.96,Missed,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2022-11-22T01:28:16.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,14,2022-11-22T01:28:24Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,106.0,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,out,[],202696,,,1610612738,19,14,2022-11-22T01:28:52Z,1090000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,out,[],201942,,,1610612738,19,14,2022-11-22T01:28:52Z,1100000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612738,19,14,2022-11-22T01:28:52Z,1110000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,19,14,2022-11-22T01:28:52Z,1120000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,19,14,2022-11-22T01:28:52Z,1130000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,out,[],201143,,,1610612738,19,14,2022-11-22T01:28:52Z,1140000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,in,[],203083,,,1610612738,19,14,2022-11-22T01:28:52Z,1150000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,in,[],201609,,,1610612738,19,14,2022-11-22T01:28:52Z,1160000,False,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,in,[],203897,,,1610612738,19,14,2022-11-22T01:28:52Z,1170000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,19,14,2022-11-22T01:28:52Z,1180000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,19,14,2022-11-22T01:28:52Z,1190000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2022-11-22T01:28:22.5Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,19,14,2022-11-22T01:28:52Z,1200000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M48.00S,2022-11-22T01:29:03.5Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,19,14,2022-11-22T01:29:08Z,1210000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 201609]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,3.0,Dragic,201609.0,,,,,,
122,PT02M48.00S,2022-11-22T01:29:03.5Z,1,REGULAR,steal,,[],201609,,,1610612741,19,14,2022-11-22T01:29:05Z,1220000,False,,,0,,G. Dragic STEAL (1 STL),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2022-11-22T01:29:06.3Z,1,REGULAR,foul,personal,[],1630573,,,1610612741,19,14,2022-11-22T01:29:17Z,1230000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 201609]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,1.0,0.0,Dragic,201609.0,,,,,,,,,
125,PT02M38.00S,2022-11-22T01:29:41.0Z,1,REGULAR,foul,personal,[],1628401,,,1610612741,19,14,2022-11-22T01:29:47Z,1250000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 203897]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,1628172.0,1.0,0.0,LaVine,203897.0,,,,,,,,,
127,PT02M38.00S,2022-11-22T01:29:54.2Z,1,REGULAR,substitution,out,[],201609,,,1610612741,19,14,2022-11-22T01:30:00Z,1270000,False,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2022-11-22T01:29:54.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,19,14,2022-11-22T01:30:00Z,1280000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M26.00S,2022-11-22T01:30:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,7.178055190538765,46.568627450980394,1610612741,21,14,2022-11-22T01:30:28Z,1290000,False,17.0,15.0,1,left,J. Green cutting Layup (2 PTS) (A. Drummond 1 AST),"[1629750, 203083]",1610612741.0,CHI,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,,,,,,2.0,A. Drummond,203083.0,1.0,,
131,PT02M09.00S,2022-11-22T01:30:39.8Z,1,REGULAR,3pt,Jump Shot,[],1627763,70.25295663600527,76.47058823529412,1610612738,21,17,2022-11-22T01:30:44Z,1310000,False,132.0,227.0,1,right,M. Brogdon 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[1627763, 1628369]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.29,Made,,,,,,,,,,,,,3.0,J. Tatum,1628369.0,1.0,,
133,PT01M55.00S,2022-11-22T01:30:57.4Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612741,21,17,2022-11-22T01:31:07Z,1330000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (LaVine 2 FT),"[1628436, 203897]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,1.0,0.0,LaVine,203897.0,,,,,,,,,
135,PT01M55.00S,2022-11-22T01:31:23.9Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,22,17,2022-11-22T01:31:41Z,1350000,False,,,0,,Z. LaVine Free Throw 1 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
136,PT01M55.00S,2022-11-22T01:31:23.9Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,22,17,2022-11-22T01:31:41Z,1360000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT01M53.00S,2022-11-22T01:31:25.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,17,2022-11-22T01:31:41Z,1370000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,136.0,4.0,4.0,0.0,,,,,,,,,,,,,,
138,PT01M46.00S,2022-11-22T01:31:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.72339027595268,48.28431372549019,1610612738,22,17,2022-11-22T01:31:52Z,1380000,False,-9.0,16.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,,,,,,,,
139,PT01M44.00S,2022-11-22T01:31:48.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,22,17,2022-11-22T01:31:52Z,1390000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M41.00S,2022-11-22T01:31:53.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612741,22,17,2022-11-22T01:32:07Z,1400000,False,,,0,,S. Hauser shooting personal FOUL (2 PF) (Green 2 FT),"[1630573, 1629750]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628172.0,2.0,0.0,Green,1629750.0,,,,,,,,,
142,PT01M41.00S,2022-11-22T01:32:19.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629750,,,1610612741,23,17,2022-11-22T01:32:40Z,1420000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
143,PT01M41.00S,2022-11-22T01:32:19.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629750,,,1610612741,23,17,2022-11-22T01:32:40Z,1430000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT01M36.00S,2022-11-22T01:32:24.6Z,1,REGULAR,rebound,offensive,[],203897,,,1610612741,23,17,2022-11-22T01:32:40Z,1440000,False,,,0,,Z. LaVine REBOUND (Off:2 Def:0),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,143.0,2.0,0.0,2.0,,,,,,,,,,,,,,
145,PT01M35.00S,2022-11-22T01:32:40.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,29.6484888304862,71.81372549019608,1610612741,23,17,2022-11-22T01:39:09Z,1450000,False,-109.0,226.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
146,PT01M35.00S,2022-11-22T01:32:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,23,17,2022-11-22T01:32:50Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Left Center,,,145.0,,,,,,,,,,,,,,,,,
147,PT01M35.00S,2022-11-22T01:32:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628436,,,1610612741,23,17,2022-11-22T01:32:56Z,1470000,False,,,0,,L. Kornet shooting personal FOUL (2 PF) (Drummond 2 FT),"[1628436, 203083]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,2.0,0.0,Drummond,203083.0,,,,,,,,,
149,PT01M35.00S,2022-11-22T01:33:02.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612741,23,17,2022-11-22T01:33:02Z,1490000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT01M35.00S,2022-11-22T01:33:02.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,23,17,2022-11-22T01:33:02Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
151,PT01M35.00S,2022-11-22T01:33:15.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612741,24,17,2022-11-22T01:33:15Z,1510000,False,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
152,PT01M22.00S,2022-11-22T01:33:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,94.95729303547962,3.1862745098039214,1610612738,24,17,2022-11-22T01:33:37Z,1520000,False,-234.0,-5.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
153,PT01M17.00S,2022-11-22T01:33:34.7Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,24,17,2022-11-22T01:35:43Z,1530000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Left Corner 3,24+ Left,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,,
154,PT01M16.00S,2022-11-22T01:33:35.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,67.7562417871222,69.85294117647058,1610612738,24,20,2022-11-22T01:33:40Z,1540000,False,99.0,251.0,1,right,M. Brogdon 26' 3PT  (6 PTS) (D. White 1 AST),"[1627763, 1628401]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.96,Made,,,,,,,,,,,,,6.0,D. White,1628401.0,1.0,,
156,PT01M04.00S,2022-11-22T01:33:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,5.863994743758213,47.794117647058826,1610612741,26,20,2022-11-22T01:41:19Z,1560000,False,11.0,3.0,1,left,J. Green cutting Layup (5 PTS) (Z. LaVine 2 AST),"[1629750, 203897]",1610612741.0,CHI,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,,,,5.0,Z. LaVine,203897.0,2.0,,
158,PT00M56.20S,2022-11-22T01:33:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,50.245098039215684,1610612738,26,20,2022-11-22T01:34:00Z,1580000,False,1.0,20.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
159,PT00M54.30S,2022-11-22T01:33:58.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,26,20,2022-11-22T01:34:00Z,1590000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
160,PT00M51.60S,2022-11-22T01:34:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,6.521024967148489,4.166666666666666,1610612741,26,20,2022-11-22T01:34:12Z,1600000,False,229.0,9.0,1,left,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
161,PT00M48.40S,2022-11-22T01:34:04.2Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,26,20,2022-11-22T01:34:22Z,1610000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,160.0,3.0,2.0,1.0,,,,,,,,,,,,,,
166,PT00M47.60S,2022-11-22T01:34:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.338370565045992,50.245098039215684,1610612741,26,20,2022-11-22T01:34:56Z,1615000,False,-1.0,-2.0,1,left,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.26,Missed,,,,,,,,,,,,,,,,,,
167,PT00M47.60S,2022-11-22T01:34:06.0Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,26,20,2022-11-22T01:34:56Z,1617500,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,166.0,4.0,2.0,2.0,,,,,,,,,,,,,,
162,PT00M45.40S,2022-11-22T01:34:11.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612741,28,20,2022-11-22T01:34:50Z,1620000,False,0.0,0.0,1,left,A. Drummond tip Layup (3 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,3.0,,,,,
163,PT00M34.40S,2022-11-22T01:34:22.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,76.82325886990802,89.95098039215686,1610612738,28,20,2022-11-22T01:34:29Z,1630000,False,200.0,165.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
