actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M32.00S,2023-01-15T20:44:46.0Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,2,3,2023-01-15T20:44:50Z,180000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 202696]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Vucevic,202696.0,,,,,,,
20,PT10M32.00S,2023-01-15T20:44:46.0Z,1,REGULAR,steal,,[],202696,,,1610612741,2,3,2023-01-15T20:44:47Z,190000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2023-01-15T20:44:49.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,5.995400788436268,48.77450980392157,1610612741,4,3,2023-01-15T20:44:55Z,200000,False,6.0,4.0,1,left,Z. LaVine running DUNK (2 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.72,Made,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,
23,PT10M15.00S,2023-01-15T20:45:06.5Z,1,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612744,4,3,2023-01-15T20:45:23Z,220000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630172, 203952]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,Wiggins,203952.0,,
25,PT10M15.00S,2023-01-15T20:45:33.1Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,4,3,2023-01-15T20:45:53Z,240000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M15.00S,2023-01-15T20:45:33.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,4,3,2023-01-15T20:45:53Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
27,PT10M15.00S,2023-01-15T20:45:33.1Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,4,3,2023-01-15T20:45:53Z,260000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT10M13.00S,2023-01-15T20:45:35.1Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,4,3,2023-01-15T20:45:53Z,270000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,27.0,,,,,1.0,1.0,0.0,,,,,,,,,,
29,PT10M02.00S,2023-01-15T20:46:02.6Z,1,REGULAR,2pt,Jump Shot,[],202696,4.944152431011826,10.784313725490197,1610612741,4,3,2023-01-15T20:46:07Z,280000,False,196.0,-6.0,1,left,MISS N. Vucevic 19' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right,19.62,Missed,,,,,,,,,,,,,,,,,,
30,PT10M00.00S,2023-01-15T20:46:04.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,4,3,2023-01-15T20:46:07Z,290000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,29.0,,,,,1.0,1.0,0.0,,,,,,,,,,
31,PT09M56.00S,2023-01-15T20:46:12.3Z,1,REGULAR,foul,offensive,[],1626172,,,1610612744,4,3,2023-01-15T20:46:20Z,300000,False,,,0,,K. Looney off-the-ball offensive FOUL (1 PF),"[1626172, 1627936]",1610612744.0,GSW,off-the-ball,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,Caruso,1627936.0,,
33,PT09M56.00S,2023-01-15T20:46:12.3Z,1,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,4,3,2023-01-15T20:46:12Z,320000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,101283.0,,,,,,
34,PT09M37.00S,2023-01-15T20:46:41.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630172,28.597240473061763,25.98039215686275,1610612741,7,3,2023-01-15T20:46:46Z,330000,False,120.0,216.0,1,left,P. Williams 24' 3PT  (3 PTS) (A. Caruso 2 AST),"[1630172, 1627936]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,24.74,Made,,3.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,
36,PT09M17.00S,2023-01-15T20:47:00.0Z,1,REGULAR,3pt,Jump Shot,[],203110,71.82982917214193,20.098039215686274,1610612744,7,3,2023-01-15T20:47:05Z,350000,False,-150.0,212.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
37,PT09M14.00S,2023-01-15T20:47:03.0Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,7,3,2023-01-15T20:47:05Z,360000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,36.0,,,,,2.0,2.0,0.0,,,,,,,,,,
38,PT09M11.00S,2023-01-15T20:47:06.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,24.392247043363994,83.82352941176471,1610612741,7,3,2023-01-15T20:47:14Z,370000,False,-169.0,177.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
39,PT09M08.00S,2023-01-15T20:47:09.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,7,3,2023-01-15T20:47:14Z,380000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,38.0,,,,,1.0,1.0,0.0,,,,,,,,,,
40,PT08M57.00S,2023-01-15T20:47:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.77463863337714,48.03921568627451,1610612744,7,3,2023-01-15T20:47:26Z,390000,False,-10.0,6.0,1,right,MISS D. Green reverse Layup,[203110],1610612744.0,GSW,reverse,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
41,PT08M55.00S,2023-01-15T20:47:22.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,7,3,2023-01-15T20:47:26Z,400000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,40.0,,,,,1.0,1.0,0.0,,,,,,,,,,
42,PT08M44.00S,2023-01-15T20:47:34.3Z,1,REGULAR,3pt,Jump Shot,[],203897,31.61957950065703,48.529411764705884,1610612741,7,3,2023-01-15T20:47:38Z,410000,False,7.0,245.0,1,left,MISS Z. LaVine 24' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,24.48,Missed,,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2023-01-15T20:47:36.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,7,3,2023-01-15T20:47:36Z,420000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,42.0,,,,,2.0,2.0,0.0,,,,,,,,,,
44,PT08M40.00S,2023-01-15T20:47:40.5Z,1,REGULAR,foul,personal,[],1630172,,,1610612744,7,3,2023-01-15T20:47:50Z,430000,False,,,0,,P. Williams personal FOUL (2 PF),"[1630172, 201939]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2004.0,2.0,0.0,Curry,201939.0,,
46,PT08M35.00S,2023-01-15T20:48:05.8Z,1,REGULAR,3pt,Jump Shot,[],202691,69.99014454664915,29.65686274509804,1610612744,7,3,2023-01-15T20:48:09Z,450000,False,-102.0,230.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
47,PT08M33.00S,2023-01-15T20:48:07.8Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,7,3,2023-01-15T20:48:09Z,460000,False,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,46.0,,,,,3.0,3.0,0.0,,,,,,,,,,
48,PT08M29.00S,2023-01-15T20:48:12.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,31.882391590013142,37.00980392156863,1610612741,10,3,2023-01-15T20:48:17Z,470000,False,65.0,247.0,1,left,N. Vucevic 25' 3PT  (5 PTS) (A. Caruso 3 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.56,Made,,5.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,,,
51,PT08M16.00S,2023-01-15T20:48:28.8Z,1,REGULAR,substitution,out,[],1630172,,,1610612744,10,3,2023-01-15T20:48:34Z,500000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M16.00S,2023-01-15T20:48:28.8Z,1,REGULAR,substitution,in,[],1627884,,,1610612744,10,3,2023-01-15T20:48:34Z,510000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M08.00S,2023-01-15T20:48:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.77463863337714,52.69607843137255,1610612744,10,5,2023-01-15T20:48:54Z,520000,False,13.0,6.0,1,right,K. Looney cutting Layup (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1.48,Made,,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,
55,PT07M44.00S,2023-01-15T20:49:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,6.521024967148489,48.03921568627451,1610612741,10,5,2023-01-15T20:49:16Z,540000,False,10.0,9.0,1,left,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2023-01-15T20:49:14.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,5,2023-01-15T20:49:16Z,550000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,55.0,,,,,1.0,1.0,0.0,,,,,,,,,,
58,PT07M41.00S,2023-01-15T20:49:23.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,10,5,2023-01-15T20:49:31Z,570000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M41.00S,2023-01-15T20:49:23.1Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,10,5,2023-01-15T20:49:31Z,580000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M34.00S,2023-01-15T20:49:49.7Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,10,5,2023-01-15T20:49:56Z,590000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 202696]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,Vucevic,202696.0,,,,,,,
61,PT07M34.00S,2023-01-15T20:49:49.7Z,1,REGULAR,steal,,[],202696,,,1610612741,10,5,2023-01-15T20:57:47Z,600000,False,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M30.00S,2023-01-15T20:49:52.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,6.258212877792378,49.754901960784316,1610612741,12,5,2023-01-15T20:50:00Z,610000,False,1.0,6.0,1,left,D. Jones Jr. running DUNK (2 PTS),[1627884],1610612741.0,CHI,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.64,Made,,2.0,,,,,,,,,,,,,,,,
63,PT07M13.00S,2023-01-15T20:50:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,93.9060446780552,54.90196078431373,1610612744,12,5,2023-01-15T20:50:14Z,620000,False,25.0,5.0,1,right,MISS K. Thompson driving bank Shot,[202691],1610612744.0,GSW,driving bank,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
64,PT07M11.00S,2023-01-15T20:50:11.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,5,2023-01-15T20:50:15Z,630000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,63.0,,,,,2.0,2.0,0.0,,,,,,,,,,
65,PT07M03.00S,2023-01-15T20:50:19.7Z,1,REGULAR,3pt,Jump Shot,[],1627936,1.6590013140604467,95.83333333333334,1610612741,15,5,2023-01-15T20:50:24Z,640000,False,-229.0,-37.0,1,left,A. Caruso 3PT  (3 PTS) (N. Vucevic 1 AST),"[1627936, 202696]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,23.22,Made,,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,
67,PT07M02.00S,2023-01-15T20:50:25.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,5,2023-01-15T20:50:25Z,660000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M47.00S,2023-01-15T20:53:38.5Z,1,REGULAR,3pt,Jump Shot,[],203952,82.60512483574244,5.637254901960785,1610612744,15,5,2023-01-15T20:53:43Z,670000,False,-222.0,111.0,1,right,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
69,PT06M45.00S,2023-01-15T20:53:40.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,15,5,2023-01-15T20:53:43Z,680000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,68.0,,,,,1.0,1.0,0.0,,,,,,,,,,
70,PT06M37.00S,2023-01-15T20:53:48.8Z,1,REGULAR,2pt,Jump Shot,[],202696,8.886333771353483,13.23529411764706,1610612741,17,5,2023-01-15T20:53:54Z,690000,False,184.0,31.0,1,left,N. Vucevic 18' Jump Shot (7 PTS) (A. Caruso 4 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right,18.64,Made,,7.0,A. Caruso,1627936.0,4.0,,,,,,,,,,,,,
72,PT06M23.00S,2023-01-15T20:54:02.9Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,17,5,2023-01-15T20:54:08Z,710000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 203897]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,LaVine,203897.0,,,,,,,
73,PT06M23.00S,2023-01-15T20:54:02.9Z,1,REGULAR,steal,,[],203897,,,1610612741,17,5,2023-01-15T20:54:05Z,720000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2023-01-15T20:54:19.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,13.091327201051248,46.568627450980394,1610612741,19,5,2023-01-15T20:54:23Z,730000,False,17.0,71.0,1,left,N. Vucevic 7' turnaround Hook (9 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,,9.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,
76,PT05M45.00S,2023-01-15T20:54:41.4Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,19,5,2023-01-15T20:54:45Z,750000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1630245]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,
77,PT05M45.00S,2023-01-15T20:54:41.4Z,1,REGULAR,steal,,[],1630245,,,1610612741,19,5,2023-01-15T20:54:43Z,760000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
78,PT05M38.00S,2023-01-15T20:54:48.7Z,1,REGULAR,turnover,lost ball,[],1627936,,,1610612741,19,5,2023-01-15T20:54:52Z,770000,False,,,0,,A. Caruso lost ball TURNOVER (1 TO),"[1627936, 203110]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Green,203110.0,,,,,,,
79,PT05M38.00S,2023-01-15T20:54:48.7Z,1,REGULAR,steal,,[],203110,,,1610612744,19,5,2023-01-15T20:54:50Z,780000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
80,PT05M34.00S,2023-01-15T20:54:52.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,72.22404730617609,15.931372549019606,1610612744,19,8,2023-01-15T20:55:00Z,790000,False,-170.0,209.0,1,right,S. Curry 26' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.93,Made,,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,,
82,PT05M18.00S,2023-01-15T20:55:08.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,27.020367936925098,20.098039215686274,1610612741,19,8,2023-01-15T20:58:15Z,810000,False,150.0,201.0,1,left,MISS A. Dosunmu 25' pullup 3PT,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2023-01-15T20:55:11.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,19,8,2023-01-15T20:55:12Z,820000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,82.0,,,,,2.0,2.0,0.0,,,,,,,,,,
86,PT05M10.00S,2023-01-15T20:55:21.7Z,1,REGULAR,foul,personal,[],1627936,,,1610612744,19,8,2023-01-15T20:56:06Z,850000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 201939]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,101283.0,1.0,0.0,Curry,201939.0,,
88,PT05M10.00S,2023-01-15T20:55:30.2Z,1,REGULAR,substitution,out,[],1627936,,,1610612744,19,8,2023-01-15T20:55:57Z,870000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M10.00S,2023-01-15T20:55:30.2Z,1,REGULAR,substitution,out,[],203952,,,1610612744,19,8,2023-01-15T20:55:57Z,880000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M10.00S,2023-01-15T20:55:30.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612744,19,8,2023-01-15T20:55:57Z,890000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M10.00S,2023-01-15T20:55:30.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,19,8,2023-01-15T20:55:57Z,900000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
