actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
175,PT11M16.00S,2023-03-05T21:09:57.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629052,92.9862023653088,50.0,1610612754,37,32,2023-03-05T21:21:32Z,1710000,False,0.0,13.0,1,right,O. Brissett cutting DUNK (2 PTS) (T. McConnell 1 AST),"[1629052, 204456]",1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,1.34,Made,,,,,,,,2.0,,,,,T. McConnell,204456.0,1.0
177,PT11M00.00S,2023-03-05T21:10:16.2Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612741,37,32,2023-03-05T21:10:47Z,1730000,False,,,0,,T. McConnell shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[204456, 1630245]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1146.0,,2.0,0.0,Dosunmu,1630245.0,,,
179,PT11M00.00S,2023-03-05T21:10:47.8Z,2,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,37,32,2023-03-05T21:10:47Z,1750000,False,,,0,,MISS A. Dosunmu Free Throw 1 of 2,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
180,PT11M00.00S,2023-03-05T21:10:47.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,37,32,2023-03-05T21:10:47Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,
181,PT11M00.00S,2023-03-05T21:11:00.2Z,2,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,38,32,2023-03-05T21:11:00Z,1770000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,,
182,PT10M45.00S,2023-03-05T21:11:14.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.77463863337714,50.49019607843137,1610612754,38,34,2023-03-05T21:11:22Z,1780000,False,2.0,6.0,1,right,T. McConnell driving finger roll Layup (2 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,0.65,Made,,,,,,,,2.0,,,,,,,
183,PT10M33.00S,2023-03-05T21:11:30.0Z,2,REGULAR,turnover,traveling,[],1630172,,,1610612741,38,34,2023-03-05T21:11:35Z,1790000,False,,,0,,P. Williams traveling TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,1146.0,,,,,,,,
184,PT10M27.00S,2023-03-05T21:11:52.3Z,2,REGULAR,violation,kicked ball,[],1630245,,,1610612754,38,34,2023-03-05T21:11:59Z,1800000,False,,,0,,A. Dosunmu kicked ball VIOLATION,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,
185,PT10M15.00S,2023-03-05T21:12:30.0Z,2,REGULAR,turnover,traveling,[],1630537,,,1610612754,38,34,2023-03-05T21:12:35Z,1810000,False,,,0,,C. Duarte traveling TURNOVER (2 TO),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,,1627541.0,,,,,,,,
186,PT10M15.00S,2023-03-05T21:12:34.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,38,34,2023-03-05T21:12:34Z,1820000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M57.00S,2023-03-05T21:15:45.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,9.149145860709593,77.94117647058823,1610612741,40,34,2023-03-05T21:15:50Z,1830000,False,-140.0,34.0,1,left,D. DeRozan 14' Jump Shot (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,14.37,Made,,,,,,,,9.0,,,,,,,
189,PT09M36.00S,2023-03-05T21:16:05.4Z,2,REGULAR,3pt,Jump Shot,[],1630537,70.38436268068331,72.54901960784314,1610612754,40,37,2023-03-05T21:16:15Z,1850000,False,113.0,226.0,1,right,C. Duarte 25' 3PT  (6 PTS) (T. McConnell 2 AST),"[1630537, 204456]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,25.25,Made,,,,,,,,6.0,,,,,T. McConnell,204456.0,2.0
191,PT09M20.00S,2023-03-05T21:16:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,6.521024967148489,49.26470588235294,1610612741,42,37,2023-03-05T21:16:27Z,1870000,False,4.0,9.0,1,left,P. Williams driving finger roll Layup (4 PTS),[1630172],1610612741.0,CHI,driving finger roll,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,,,,4.0,,,,,,,
192,PT09M08.00S,2023-03-05T21:16:37.6Z,2,REGULAR,foul,personal,[],1629632,,,1610612754,42,37,2023-03-05T21:16:49Z,1880000,False,,,0,,C. White loose ball personal FOUL (2 PF),"[1629632, 1630537]",1610612741.0,CHI,loose ball,,,White,C. White,,,,,Mid-Range,24+ Right,,,,,,,,,,,,1626301.0,,2.0,0.0,Duarte,1630537.0,,,
194,PT08M59.00S,2023-03-05T21:17:01.4Z,2,REGULAR,3pt,Jump Shot,[],1630537,95.48291721419186,3.1862745098039214,1610612754,42,37,2023-03-05T21:17:07Z,1900000,False,-234.0,-10.0,1,right,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,23.43,Missed,,,,,,,,,,,,,,,
195,PT08M56.00S,2023-03-05T21:17:04.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,42,37,2023-03-05T21:17:07Z,1910000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,,,
196,PT08M52.00S,2023-03-05T21:17:08.8Z,2,REGULAR,turnover,lost ball,[],1629632,,,1610612741,42,37,2023-03-05T21:17:16Z,1920000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1630537]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,1.0,Duarte,1630537.0,,,,,,,,,,,,,,,,,
197,PT08M52.00S,2023-03-05T21:17:08.8Z,2,REGULAR,steal,,[],1630537,,,1610612754,42,37,2023-03-05T21:17:10Z,1930000,False,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
199,PT08M43.00S,2023-03-05T21:17:42.1Z,2,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612754,42,37,2023-03-05T21:18:00Z,1950000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1630245, 1631097]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,,1.0,0.0,Mathurin,1631097.0,,,
201,PT08M43.00S,2023-03-05T21:18:11.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631097,,,1610612754,42,38,2023-03-05T21:18:11Z,1970000,False,,,0,,B. Mathurin Free Throw 1 of 2 (5 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,5.0,,,,,,,
202,PT08M43.00S,2023-03-05T21:18:29.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631097,,,1610612754,42,39,2023-03-05T21:18:29Z,1980000,False,,,0,,B. Mathurin Free Throw 2 of 2 (6 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
203,PT08M20.00S,2023-03-05T21:18:53.4Z,2,REGULAR,2pt,Jump Shot,[],1630245,10.90670170827858,86.78768382352942,1610612741,42,39,2023-03-05T21:19:00Z,1990000,False,-184.0,50.0,1,left,MISS A. Dosunmu 19' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,19.06,Missed,,,,,,,,,,,,,,,
204,PT08M17.00S,2023-03-05T21:18:56.4Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,42,39,2023-03-05T21:19:00Z,2000000,False,,,0,,T. McConnell REBOUND (Off:2 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left,,,,,,,,203.0,3.0,1.0,2.0,,,,,,,,,
205,PT08M09.00S,2023-03-05T21:19:04.1Z,2,REGULAR,3pt,Jump Shot,[],1630537,85.62746386333771,95.34313725490196,1610612754,42,42,2023-03-05T21:19:12Z,2010000,False,227.0,83.0,1,right,C. Duarte 24' 3PT  (9 PTS) (T. McConnell 3 AST),"[1630537, 204456]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,,,,24.13,Made,,,,,,,,9.0,,,,,T. McConnell,204456.0,3.0
207,PT07M51.00S,2023-03-05T21:19:25.2Z,2,REGULAR,foul,personal,[],1630543,,,1610612741,42,42,2023-03-05T21:19:35Z,2030000,False,,,0,,I. Jackson personal FOUL (2 PF),"[1630543, 203083]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1626301.0,,2.0,0.0,Drummond,203083.0,,,
209,PT07M51.00S,2023-03-05T21:19:36.2Z,2,REGULAR,substitution,out,[],203083,,,1610612741,42,42,2023-03-05T21:19:40Z,2050000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M51.00S,2023-03-05T21:19:36.2Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,42,42,2023-03-05T21:19:40Z,2060000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M51.00S,2023-03-05T21:19:36.2Z,2,REGULAR,substitution,in,[],201976,,,1610612741,42,42,2023-03-05T21:19:40Z,2070000,False,,,0,,SUB in: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M51.00S,2023-03-05T21:19:36.2Z,2,REGULAR,substitution,in,[],202696,,,1610612741,42,42,2023-03-05T21:19:40Z,2080000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M44.00S,2023-03-05T21:19:57.9Z,2,REGULAR,2pt,Jump Shot,[],201942,12.697109067017081,74.26470588235294,1610612741,44,42,2023-03-05T21:20:03Z,2090000,False,-121.0,67.0,1,left,D. DeRozan 13' turnaround fadeaway Jump Shot (11 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,13.85,Made,,,,,,,,11.0,,,,,,,
214,PT07M33.00S,2023-03-05T21:20:08.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,94.03745072273325,49.50980392156863,1610612754,44,44,2023-03-05T21:20:14Z,2100000,False,-2.0,4.0,1,right,I. Jackson alley-oop DUNK (4 PTS) (T. McConnell 4 AST),"[1630543, 204456]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,0.43,Made,,,,,,,,4.0,,,,,T. McConnell,204456.0,4.0
216,PT07M18.00S,2023-03-05T21:20:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,5.863994743758213,44.85294117647059,1610612741,44,44,2023-03-05T21:20:26Z,2120000,False,26.0,3.0,1,left,MISS P. Beverley driving Layup,[201976],1610612741.0,CHI,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,2.58,Missed,,,,,,,,,,,,,,,
217,PT07M16.00S,2023-03-05T21:20:24.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,44,44,2023-03-05T21:20:26Z,2130000,False,,,0,,I. Jackson REBOUND (Off:3 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,216.0,5.0,2.0,3.0,,,,,,,,,
218,PT07M10.00S,2023-03-05T21:20:35.4Z,2,REGULAR,foul,personal,[],201976,,,1610612754,44,44,2023-03-05T21:20:47Z,2140000,False,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 1631097]",1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1627541.0,,1.0,0.0,Mathurin,1631097.0,,,
220,PT07M10.00S,2023-03-05T21:20:44.9Z,2,REGULAR,substitution,out,[],1629632,,,1610612754,44,44,2023-03-05T21:20:48Z,2160000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M10.00S,2023-03-05T21:20:44.9Z,2,REGULAR,substitution,in,[],203897,,,1610612754,44,44,2023-03-05T21:20:48Z,2170000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M01.00S,2023-03-05T21:21:01.7Z,2,REGULAR,3pt,Jump Shot,[],1630537,94.61235216819975,2.9641544117647056,1610612754,44,47,2023-03-05T21:30:35Z,2180000,False,-235.0,-2.0,1,right,C. Duarte 3PT  (12 PTS) (T. McConnell 5 AST),"[1630537, 204456]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,23.52,Made,,,,,,,,12.0,,,,,T. McConnell,204456.0,5.0
224,PT06M44.00S,2023-03-05T21:21:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.521024967148489,51.225490196078425,1610612741,44,47,2023-03-05T21:21:24Z,2200000,False,-6.0,9.0,1,left,MISS D. DeRozan driving finger roll Layup,[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1.07,Missed,,,,,,,,,,,,,,,
225,PT06M42.00S,2023-03-05T21:21:21.2Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,44,47,2023-03-05T21:21:24Z,2210000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,
226,PT06M36.00S,2023-03-05T21:21:27.1Z,2,REGULAR,3pt,Jump Shot,[],204456,67.36202365308804,57.84313725490197,1610612754,44,47,2023-03-05T21:21:32Z,2220000,False,39.0,254.0,1,right,MISS T. McConnell 25' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,25.73,Missed,,,,,,,,,,,,,,,
227,PT06M33.00S,2023-03-05T21:21:30.8Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,44,47,2023-03-05T21:21:30Z,2230000,False,,,0,,I. Jackson REBOUND (Off:4 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,226.0,6.0,2.0,4.0,,,,,,,,,
228,PT06M29.00S,2023-03-05T21:21:35.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204456,84.57621550591328,49.754901960784316,1610612754,44,49,2023-03-05T21:31:55Z,2240000,False,-1.0,92.0,1,right,T. McConnell 9' turnaround Jump Shot (4 PTS),[204456],1610612754.0,IND,turnaround,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,9.25,Made,,,,,,,,4.0,,,,,,,
229,PT06M28.00S,2023-03-05T21:21:39.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,44,49,2023-03-05T21:21:39Z,2250000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M28.00S,2023-03-05T21:24:23.4Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,44,49,2023-03-05T21:24:35Z,2260000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M28.00S,2023-03-05T21:24:23.4Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,44,49,2023-03-05T21:24:35Z,2270000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M26.00S,2023-03-05T21:24:45.1Z,2,REGULAR,turnover,traveling,[],201976,,,1610612741,44,49,2023-03-05T21:24:50Z,2280000,False,,,0,,P. Beverley traveling TURNOVER (1 TO),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,1626301.0,,,,,,,,
233,PT06M15.00S,2023-03-05T21:25:01.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,91.80354796320631,38.970588235294116,1610612754,44,51,2023-03-05T21:34:09Z,2290000,False,-55.0,25.0,1,right,T. McConnell 6' driving floating bank Jump Shot (6 PTS),[204456],1610612754.0,IND,driving floating bank,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,6.03,Made,,,,,,,,6.0,,,,,,,
234,PT05M58.00S,2023-03-05T21:25:24.0Z,2,REGULAR,foul,offensive,[],202696,,,1610612741,44,51,2023-03-05T21:26:03Z,2300000,False,,,0,,N. Vucevic offensive FOUL (1 PF),"[202696, 1630537]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1146.0,,1.0,0.0,Duarte,1630537.0,,,
236,PT05M58.00S,2023-03-05T21:25:24.0Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612741,44,51,2023-03-05T21:25:24Z,2320000,False,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,1146.0,,,,,,,,
244,PT05M42.00S,2023-03-05T21:26:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,93.38042049934296,51.71568627450981,1610612754,44,53,2023-03-05T21:35:40Z,2335000,False,9.0,10.0,1,right,B. Mathurin driving Layup (8 PTS),[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,1.3,Made,,,,,,,,8.0,,,,,,,
238,PT05M42.00S,2023-03-05T21:26:02.8Z,2,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612754,44,53,2023-03-05T21:35:56Z,2340000,False,,,0,,A. Caruso shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1627936, 1631097]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,,1.0,0.0,Mathurin,1631097.0,,,
240,PT05M42.00S,2023-03-05T21:26:52.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1631097,,,1610612754,44,54,2023-03-05T21:26:52Z,2360000,False,,,0,,B. Mathurin Free Throw 1 of 1 (9 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,9.0,,,,,,,
241,PT05M23.00S,2023-03-05T21:26:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,6.258212877792378,34.55882352941176,1610612741,46,54,2023-03-05T21:27:00Z,2370000,False,77.0,6.0,1,left,N. Vucevic 7' Jump Shot (8 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,7.75,Made,,,,,,,,8.0,,,,,,,
243,PT05M06.00S,2023-03-05T21:27:15.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612754,46,54,2023-03-05T21:27:54Z,2390000,False,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Mathurin 2 FT),"[202696, 1631097]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1146.0,,2.0,0.0,Mathurin,1631097.0,,,
247,PT05M06.00S,2023-03-05T21:27:55.2Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,46,55,2023-03-05T21:27:55Z,2410000,False,,,0,,B. Mathurin Free Throw 1 of 2 (10 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,10.0,,,,,,,
248,PT05M06.00S,2023-03-05T21:28:14.3Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,46,56,2023-03-05T21:28:14Z,2420000,False,,,0,,B. Mathurin Free Throw 2 of 2 (11 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,Made,,,,,,,,11.0,,,,,,,
249,PT04M54.00S,2023-03-05T21:28:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,6.258212877792378,46.32352941176471,1610612741,48,56,2023-03-05T21:28:36Z,2430000,False,18.0,6.0,1,left,A. Caruso driving Layup (5 PTS),[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,1.94,Made,,,,,,,,5.0,,,,,,,
250,PT04M54.00S,2023-03-05T21:28:35.7Z,2,REGULAR,foul,personal,['1freethrow'],1629052,,,1610612741,48,56,2023-03-05T21:29:10Z,2440000,False,,,0,,O. Brissett shooting personal FOUL (1 PF) (Caruso 1 FT),"[1629052, 1627936]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1146.0,,1.0,0.0,Caruso,1627936.0,,,
252,PT04M54.00S,2023-03-05T21:28:45.3Z,2,REGULAR,substitution,out,[],204456,,,1610612741,48,56,2023-03-05T21:28:58Z,2460000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M54.00S,2023-03-05T21:28:45.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612741,48,56,2023-03-05T21:28:58Z,2470000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M54.00S,2023-03-05T21:29:11.3Z,2,REGULAR,freethrow,1 of 1,[],1627936,,,1610612741,49,56,2023-03-05T21:29:11Z,2480000,False,,,0,,A. Caruso Free Throw 1 of 1 (6 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
255,PT04M42.00S,2023-03-05T21:29:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630537,65.65374507227332,39.46078431372549,1610612754,49,56,2023-03-05T21:39:57Z,2490000,False,-53.0,270.0,1,right,MISS C. Duarte 27' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,27.55,Missed,,,,,,,,,,,,,,,
256,PT04M42.00S,2023-03-05T21:29:24.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,49,56,2023-03-05T21:29:37Z,2500000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,255.0,4.0,4.0,0.0,,,,,,,,,
257,PT04M21.00S,2023-03-05T21:29:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,5.995400788436268,50.73529411764706,1610612741,51,56,2023-03-05T21:30:13Z,2510000,False,-4.0,4.0,1,left,A. Caruso cutting Layup (8 PTS) (D. DeRozan 2 AST),"[1627936, 201942]",1610612741.0,CHI,cutting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,,,,,8.0,,,,,D. DeRozan,201942.0,2.0
259,PT04M20.00S,2023-03-05T21:29:55.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,51,56,2023-03-05T21:30:13Z,2530000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M20.00S,2023-03-05T21:31:13.2Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,51,56,2023-03-05T21:31:28Z,2540000,False,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M20.00S,2023-03-05T21:31:13.2Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,51,56,2023-03-05T21:31:28Z,2550000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M20.00S,2023-03-05T21:31:13.2Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,51,56,2023-03-05T21:31:28Z,2560000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M20.00S,2023-03-05T21:31:13.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,51,56,2023-03-05T21:31:28Z,2570000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M58.00S,2023-03-05T21:31:44.3Z,2,REGULAR,2pt,Jump Shot,[],1626167,94.56307490144546,78.92156862745098,1610612754,51,58,2023-03-05T21:40:54Z,2580000,False,145.0,-1.0,1,right,M. Turner 14' fadeaway Jump Shot (4 PTS) (O. Brissett 1 AST),"[1626167, 1629052]",1610612754.0,IND,fadeaway,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,14.46,Made,,,,,,,,4.0,,,,,O. Brissett,1629052.0,1.0
