actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-09T17:12:33.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-09T17:12:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-09T17:12:35.4Z,1,REGULAR,jumpball,recovered,[],203897,,,1610612741,0,0,2023-04-09T17:12:35Z,40000,False,,,0,,Jump Ball N. Vucevic vs. J. Wiseman: Tip to Z. LaVine,"[203897, 202696, 1630164]",1610612741.0,CHI,startperiod,Z. LaVine,203897.0,LaVine,Z. LaVine,Vucevic,202696.0,Wiseman,1630164.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-04-09T17:12:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.193823915900131,44.85294117647059,1610612741,2,0,2023-04-09T17:12:57Z,70000,False,26.0,90.0,1,left,D. DeRozan 9' turnaround Jump Shot (2 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,9.39,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M18.00S,2023-04-09T17:13:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,92.06636005256242,50.73529411764706,1610612765,2,2,2023-04-09T17:13:19Z,90000,False,4.0,22.0,1,right,K. Hayes driving Layup (2 PTS),[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M02.00S,2023-04-09T17:13:30.7Z,1,REGULAR,2pt,Jump Shot,[],203897,28.07161629434954,53.92156862745098,1610612741,2,2,2023-04-09T17:13:37Z,100000,False,-20.0,211.0,1,left,MISS Z. LaVine 21' Jump Shot,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,21.23,Missed,,,,,,,,,,,,,,,,,,
11,PT10M56.00S,2023-04-09T17:13:36.7Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,2,2,2023-04-09T17:13:37Z,110000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT10M53.00S,2023-04-09T17:13:38.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,69.59592641261499,23.284313725490197,1610612765,2,2,2023-04-09T17:13:46Z,120000,False,-134.0,233.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
13,PT10M51.00S,2023-04-09T17:13:40.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,2,2,2023-04-09T17:13:40Z,130000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT10M48.00S,2023-04-09T17:13:43.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203897,5.469776609724048,50.0,1610612741,4,2,2023-04-09T17:13:51Z,140000,False,0.0,-1.0,1,left,Z. LaVine alley-oop DUNK (2 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612741.0,CHI,alley-oop,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.11,Made,2.0,,,,,D. DeRozan,201942.0,1.0,,,,,,,,,,
16,PT10M32.00S,2023-04-09T17:14:02.8Z,1,REGULAR,foul,personal,[],1627936,,,1610612765,4,2,2023-04-09T17:14:12Z,160000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1631093]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1193.0,1.0,0.0,Ivey,1631093.0,,,,,
18,PT10M21.00S,2023-04-09T17:14:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,92.46057818659659,50.245098039215684,1610612765,4,2,2023-04-09T17:14:36Z,180000,False,1.0,18.0,1,right,MISS J. Wiseman driving Layup - blocked,"[1630164, 1627936]",1610612765.0,DET,driving,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,Caruso,1627936.0,,,
19,PT10M21.00S,2023-04-09T17:14:31.4Z,1,REGULAR,block,,[],1627936,,,1610612765,4,2,2023-04-09T17:14:34Z,190000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M18.00S,2023-04-09T17:14:34.4Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,4,2,2023-04-09T17:14:36Z,200000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT10M10.00S,2023-04-09T17:14:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,5.863994743758213,48.77450980392157,1610612741,6,2,2023-04-09T17:14:47Z,210000,False,6.0,3.0,1,left,A. Caruso cutting Layup (2 PTS) (D. DeRozan 2 AST),"[1627936, 201942]",1610612741.0,CHI,cutting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,,,,,D. DeRozan,201942.0,2.0,,,,,,,,,,
23,PT10M01.00S,2023-04-09T17:14:52.0Z,1,REGULAR,2pt,Jump Shot,[],1630165,75.90341655716163,61.029411764705884,1610612765,6,2,2023-04-09T17:16:15Z,230000,False,55.0,174.0,1,right,MISS K. Hayes 18' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,18.25,Missed,,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2023-04-09T17:14:53.0Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,6,2,2023-04-09T17:16:15Z,240000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Center,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,
25,PT09M59.00S,2023-04-09T17:14:56.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630164,94.40999984741211,50.0,1610612765,6,4,2023-04-09T17:16:24Z,250000,False,0.0,0.0,1,right,J. Wiseman tip Layup (2 PTS),[1630164],1610612765.0,DET,tip,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M43.00S,2023-04-09T17:15:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.521024967148489,45.83333333333333,1610612741,8,4,2023-04-09T17:15:17Z,260000,False,21.0,9.0,1,left,Z. LaVine driving finger roll Layup (4 PTS),[203897],1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.26,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2023-04-09T17:15:39.0Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,8,4,2023-04-09T17:15:46Z,280000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 201976]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Beverley,201976.0
29,PT09M28.00S,2023-04-09T17:15:39.0Z,1,REGULAR,steal,,[],201976,,,1610612741,8,4,2023-04-09T17:15:41Z,290000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
30,PT09M14.00S,2023-04-09T17:15:52.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,7.440867279894875,4.901960784313726,1610612741,11,4,2023-04-09T17:15:58Z,300000,False,225.0,17.0,1,left,D. DeRozan 3PT  (5 PTS) (P. Beverley 1 AST),"[201942, 201976]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,22.62,Made,5.0,,,,,P. Beverley,201976.0,1.0,,,,,,,,,,
32,PT08M55.00S,2023-04-09T17:16:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,82.21090670170827,48.77450980392157,1610612765,11,4,2023-04-09T17:17:46Z,320000,False,-6.0,115.0,1,right,MISS J. Ivey 11' pullup Shot - blocked,"[1631093, 1627936]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,11.49,Missed,,,,,,,,,,,,,,Caruso,1627936.0,,,
