shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-08T01:10:19.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-08T01:10:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-08T01:10:21.9Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612764,0,0,2022-12-08T01:10:21Z,40000,False,,,0,,Jump Ball K. Porzingis vs. N. Vucevic: Tip to M. Morris,"[1628420, 204001, 202696]",22,1610612764.0,WAS,startperiod,M. Morris,1628420.0,Morris,M. Morris,Porzingis,204001.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
11:35,7,PT11M35.00S,2022-12-08T01:10:43.8Z,1,REGULAR,2pt,Jump Shot,[],1628398,7.5722733245729295,23.52941176470588,1610612764,0,0,2022-12-08T01:10:51Z,70000,False,132.0,19.0,1,left,MISS K. Kuzma 13' fadeaway Shot,[1628398],33,1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,13.37,Missed,,,,,,,,,,,,,,,,,,
11:31,8,PT11M31.00S,2022-12-08T01:10:47.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,0,2022-12-08T01:10:51Z,80000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],8,1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:11,9,PT11M11.00S,2022-12-08T01:11:07.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630172,88.38699080157687,48.28431372549019,1610612741,0,0,2022-12-08T01:11:14Z,90000,False,-9.0,57.0,1,right,MISS P. Williams Hook,[1630172],44,1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,,,,,,,,
11:09,10,PT11M09.00S,2022-12-08T01:11:09.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2022-12-08T01:11:14Z,100000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],33,1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:52,11,PT10M52.00S,2022-12-08T01:11:26.5Z,1,REGULAR,2pt,Jump Shot,[],204001,13.485545335085414,31.862745098039213,1610612764,0,0,2022-12-08T01:11:30Z,110000,False,91.0,74.0,1,left,MISS K. Porzingis 11' fadeaway Shot,[204001],6,1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,11.72,Missed,,,,,,,,,,,,,,,,,,
10:50,12,PT10M50.00S,2022-12-08T01:11:28.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,0,2022-12-08T01:11:30Z,120000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],8,1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
10:43,13,PT10M43.00S,2022-12-08T01:11:36.0Z,1,REGULAR,3pt,Jump Shot,[],203897,88.25558475689881,3.1862745098039214,1610612741,3,0,2022-12-08T01:11:42Z,130000,False,-234.0,58.0,1,right,Z. LaVine 24' 3PT  (3 PTS) (N. Vucevic 1 AST),"[203897, 202696]",8,1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,24.12,Made,,,,,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,
10:21,15,PT10M21.00S,2022-12-08T01:11:57.3Z,1,REGULAR,turnover,lost ball,[],1628420,,,1610612764,3,0,2022-12-08T01:12:01Z,150000,False,,,0,,M. Morris lost ball TURNOVER (1 TO),"[1628420, 202696]",22,1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Vucevic,202696.0,,,,,,,
10:21,16,PT10M21.00S,2022-12-08T01:11:57.3Z,1,REGULAR,steal,,[],202696,,,1610612741,3,0,2022-12-08T01:11:59Z,160000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],9,1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
