actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
189,PT08M41.00S,2023-03-18T00:42:21.9Z,2,REGULAR,3pt,Jump Shot,[],201144,68.15045992115637,32.84313725490196,1610612750,32,35,2023-03-18T00:44:52Z,1880000,False,-86.0,247.0,1,right,M. Conley 26' 3PT pullup (9 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.14,Made,9.0,,,,,,,,,
190,PT08M25.00S,2023-03-18T00:42:37.4Z,2,REGULAR,2pt,Jump Shot,[],1630172,17.821944809461236,72.54901960784314,1610612741,34,35,2023-03-18T00:42:40Z,1890000,False,-113.0,115.0,1,left,P. Williams 16' pullup Jump Shot (4 PTS) (C. White 1 AST),"[1630172, 1629632]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,16.1,Made,4.0,C. White,1629632.0,1.0,,,,,,
192,PT08M14.00S,2023-03-18T00:42:48.4Z,2,REGULAR,3pt,Jump Shot,[],203085,96.13994743758212,95.83333333333334,1610612750,34,35,2023-03-18T00:42:55Z,1910000,False,229.0,-16.0,1,right,MISS A. Rivers 3PT,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Right Corner 3,24+ Right,,,,,,,,,22.98,Missed,,,,,,,,,,
193,PT08M11.00S,2023-03-18T00:42:51.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,34,35,2023-03-18T00:42:55Z,1920000,False,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,192.0,5.0,5.0,0.0,,
194,PT07M58.00S,2023-03-18T00:43:05.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,5.601182654402102,59.80392156862745,1610612741,34,35,2023-03-18T00:43:09Z,1930000,False,-49.0,0.0,1,left,MISS A. Drummond Hook,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.9,Missed,,,,,,,,,,
195,PT07M56.00S,2023-03-18T00:43:07.0Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,34,35,2023-03-18T00:43:09Z,1940000,False,,,0,,K. Anderson REBOUND (Off:2 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,194.0,4.0,2.0,2.0,,
196,PT07M51.00S,2023-03-18T00:43:12.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203497,93.77463863337714,49.50980392156863,1610612750,34,37,2023-03-18T00:45:57Z,1950000,False,-2.0,6.0,1,right,R. Gobert running finger roll Layup (6 PTS) (K. Anderson 5 AST),"[203497, 203937]",1610612750.0,MIN,running finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,0.65,Made,6.0,K. Anderson,203937.0,5.0,,,,,,
198,PT07M33.00S,2023-03-18T00:43:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,17.427726675427067,40.931372549019606,1610612741,34,37,2023-03-18T00:46:18Z,1970000,False,45.0,111.0,1,left,MISS A. Drummond 12' floating Shot - blocked,"[203083, 203497]",1610612741.0,CHI,floating,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.02,Missed,,,,,,,,,Gobert,203497.0
199,PT07M33.00S,2023-03-18T00:43:29.9Z,2,REGULAR,block,,[],203497,,,1610612741,34,37,2023-03-18T00:43:32Z,1980000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
200,PT07M31.00S,2023-03-18T00:43:31.9Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,34,37,2023-03-18T00:43:35Z,1990000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,198.0,2.0,2.0,0.0,,
201,PT07M27.00S,2023-03-18T00:43:36.9Z,2,REGULAR,3pt,Jump Shot,[],201144,66.44218134034165,25.98039215686275,1610612750,34,40,2023-03-18T00:43:42Z,2000000,False,-120.0,263.0,1,right,M. Conley 28' 3PT  (12 PTS) (A. Rivers 1 AST),"[201144, 203085]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,28.9,Made,12.0,A. Rivers,203085.0,1.0,,,,,,
203,PT07M25.00S,2023-03-18T00:43:43.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,34,40,2023-03-18T00:43:43Z,2020000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,out,[],203083,,,1610612741,34,40,2023-03-18T00:46:31Z,2030000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,out,[],201942,,,1610612741,34,40,2023-03-18T00:46:31Z,2040000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,34,40,2023-03-18T00:46:31Z,2050000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,out,[],1629638,,,1610612741,34,40,2023-03-18T00:46:31Z,2060000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,out,[],203085,,,1610612741,34,40,2023-03-18T00:46:31Z,2070000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,in,[],202696,,,1610612741,34,40,2023-03-18T00:46:31Z,2080000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,34,40,2023-03-18T00:46:31Z,2090000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,in,[],203897,,,1610612741,34,40,2023-03-18T00:46:31Z,2100000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,in,[],1630183,,,1610612741,34,40,2023-03-18T00:46:31Z,2110000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M25.00S,2023-03-18T00:46:02.1Z,2,REGULAR,substitution,in,[],1629162,,,1610612741,34,40,2023-03-18T00:46:31Z,2120000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M11.00S,2023-03-18T00:46:54.8Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,34,40,2023-03-18T00:46:59Z,2130000,False,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 203937]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,1.0,Anderson,203937.0,,,,,,,,,,,,
215,PT07M11.00S,2023-03-18T00:46:54.8Z,2,REGULAR,steal,,[],203937,,,1610612750,34,40,2023-03-18T00:46:57Z,2140000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
216,PT07M02.00S,2023-03-18T00:47:03.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,96.00854139290408,95.09803921568627,1610612750,34,43,2023-03-18T00:47:10Z,2150000,False,225.0,-15.0,1,right,J. McDaniels 3PT  (8 PTS) (J. McLaughlin 2 AST),"[1630183, 1629162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,,,22.6,Made,8.0,J. McLaughlin,1629162.0,2.0,,,,,,
218,PT06M32.00S,2023-03-18T00:47:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.74178712220762,41.42156862745098,1610612741,34,43,2023-03-18T00:47:39Z,2170000,False,43.0,124.0,1,left,MISS N. Vucevic 13' fadeaway Shot,[202696],1610612741.0,CHI,fadeaway,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.09,Missed,,,,,,,,,,
219,PT06M31.00S,2023-03-18T00:47:34.8Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,34,43,2023-03-18T00:47:39Z,2180000,False,,,0,,K. Anderson REBOUND (Off:2 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,218.0,5.0,3.0,2.0,,
220,PT06M15.00S,2023-03-18T00:47:51.5Z,2,REGULAR,3pt,Jump Shot,[],201144,95.48291721419186,97.30392156862744,1610612750,34,43,2023-03-18T00:47:57Z,2190000,False,237.0,-10.0,1,right,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,,,,,,23.67,Missed,,,,,,,,,,
221,PT06M08.00S,2023-03-18T00:47:58.5Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,34,43,2023-03-18T00:47:57Z,2200000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,220.0,6.0,3.0,3.0,,
222,PT06M08.00S,2023-03-18T00:47:57.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,94.40999984741211,50.0,1610612750,34,45,2023-03-18T00:47:57Z,2210000,False,0.0,0.0,1,right,R. Gobert tip Layup (8 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Made,8.0,,,,,,,,,
223,PT05M56.00S,2023-03-18T00:48:10.3Z,2,REGULAR,2pt,Jump Shot,[],203897,22.28975032851511,48.28431372549019,1610612741,34,45,2023-03-18T00:49:01Z,2220000,False,9.0,157.0,1,left,MISS Z. LaVine 15' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Center,,,,,,,,,15.72,Missed,,,,,,,,,,
224,PT05M54.00S,2023-03-18T00:48:12.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,34,45,2023-03-18T00:48:14Z,2230000,False,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,223.0,7.0,4.0,3.0,,
225,PT05M46.00S,2023-03-18T00:48:24.7Z,2,REGULAR,turnover,out-of-bounds,[],1629162,,,1610612750,34,45,2023-03-18T00:48:31Z,2240000,False,,,0,,J. McLaughlin bad pass out-of-bounds TURNOVER (1 TO),[1629162],1610612750.0,MIN,bad pass,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,,,,,1.0,,,,,,,,,,,,,,
226,PT05M46.00S,2023-03-18T00:48:29.7Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,34,45,2023-03-18T00:48:37Z,2250000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M46.00S,2023-03-18T00:48:29.7Z,2,REGULAR,substitution,in,[],201942,,,1610612741,34,45,2023-03-18T00:48:37Z,2260000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M30.00S,2023-03-18T00:49:18.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630245,19.267411300919843,68.87254901960785,1610612741,36,45,2023-03-18T00:50:07Z,2270000,False,-94.0,129.0,1,left,A. Dosunmu 15' pullup Jump Shot (4 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,15.95,Made,4.0,D. DeRozan,201942.0,2.0,,,,,,
230,PT05M13.00S,2023-03-18T00:49:35.1Z,2,REGULAR,3pt,Jump Shot,[],1629162,67.7562417871222,32.84313725490196,1610612750,36,45,2023-03-18T00:49:42Z,2290000,False,-86.0,251.0,1,right,MISS J. McLaughlin 26' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.49,Missed,,,,,,,,,,
231,PT05M10.00S,2023-03-18T00:49:38.1Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,36,45,2023-03-18T00:49:42Z,2300000,False,,,0,,R. Gobert REBOUND (Off:4 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,230.0,8.0,4.0,4.0,,
232,PT05M08.00S,2023-03-18T00:49:40.2Z,2,REGULAR,turnover,lost ball,[],203497,,,1610612750,36,45,2023-03-18T00:49:44Z,2310000,False,,,0,,R. Gobert lost ball TURNOVER (3 TO),"[203497, 201942]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,3.0,DeRozan,201942.0,,,,,,,,,,,,
233,PT05M08.00S,2023-03-18T00:49:40.2Z,2,REGULAR,steal,,[],201942,,,1610612741,36,45,2023-03-18T00:51:13Z,2320000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT05M03.00S,2023-03-18T00:49:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,9.674770039421814,52.69607843137255,1610612741,36,45,2023-03-18T00:50:01Z,2330000,False,-13.0,38.0,1,left,MISS A. Dosunmu running Layup - blocked,"[1630245, 203937]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,4.07,Missed,,,,,,,,,Anderson,203937.0
235,PT05M03.00S,2023-03-18T00:49:45.6Z,2,REGULAR,block,,[],203937,,,1610612741,36,45,2023-03-18T00:49:47Z,2340000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
236,PT05M00.00S,2023-03-18T00:49:48.6Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,36,45,2023-03-18T00:50:01Z,2350000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,
237,PT04M52.00S,2023-03-18T00:49:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,92.59198423127464,39.950980392156865,1610612750,36,47,2023-03-18T00:50:04Z,2360000,False,-50.0,17.0,1,right,K. Anderson driving bank Jump Shot (4 PTS),[203937],1610612750.0,MIN,driving bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.3,Made,4.0,,,,,,,,,
238,PT04M40.00S,2023-03-18T00:50:08.3Z,2,REGULAR,3pt,Jump Shot,[],203897,22.28975032851511,89.4607843137255,1610612741,36,47,2023-03-18T00:50:12Z,2370000,False,-197.0,157.0,1,left,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.21,Missed,,,,,,,,,,
239,PT04M38.00S,2023-03-18T00:50:10.3Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,36,47,2023-03-18T00:50:12Z,2380000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,238.0,1.0,1.0,0.0,,
240,PT04M25.00S,2023-03-18T00:50:22.6Z,2,REGULAR,2pt,Jump Shot,[],201144,73.01248357424441,58.57843137254902,1610612750,36,49,2023-03-18T00:50:27Z,2390000,False,43.0,201.0,1,right,M. Conley 20' driving floating Jump Shot (14 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,,,,,,,,,20.57,Made,14.0,R. Gobert,203497.0,1.0,,,,,,
242,PT04M08.00S,2023-03-18T00:50:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.521024967148489,44.85294117647059,1610612741,38,49,2023-03-18T00:50:45Z,2410000,False,26.0,9.0,1,left,N. Vucevic Layup (11 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,2.72,Made,11.0,A. Caruso,1627936.0,1.0,,,,,,
244,PT03M54.00S,2023-03-18T00:50:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612750,38,49,2023-03-18T00:51:07Z,2430000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630245, 203497]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1627962.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
246,PT03M54.00S,2023-03-18T00:51:27.0Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,38,50,2023-03-18T00:51:27Z,2450000,False,,,0,,R. Gobert Free Throw 1 of 2 (9 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,Made,9.0,,,,,,,,,
247,PT03M54.00S,2023-03-18T00:51:27.8Z,2,REGULAR,substitution,out,[],1627936,,,1610612750,38,50,2023-03-18T00:51:40Z,2460000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M54.00S,2023-03-18T00:51:27.8Z,2,REGULAR,substitution,out,[],1630245,,,1610612750,38,50,2023-03-18T00:51:40Z,2470000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M54.00S,2023-03-18T00:51:27.8Z,2,REGULAR,substitution,in,[],201976,,,1610612750,38,50,2023-03-18T00:51:40Z,2490000,False,,,0,,SUB in: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M54.00S,2023-03-18T00:51:27.8Z,2,REGULAR,substitution,in,[],1630172,,,1610612750,38,50,2023-03-18T00:51:40Z,2500000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M54.00S,2023-03-18T00:51:27.8Z,2,REGULAR,substitution,in,[],1627752,,,1610612750,38,50,2023-03-18T00:51:40Z,2510000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M54.00S,2023-03-18T00:51:27.8Z,2,REGULAR,substitution,out,[],203937,,,1610612750,38,50,2023-03-18T00:52:06Z,2515000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M54.00S,2023-03-18T00:51:58.2Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,38,51,2023-03-18T00:51:58Z,2540000,False,,,0,,R. Gobert Free Throw 2 of 2 (10 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,Made,10.0,,,,,,,,,
257,PT03M41.00S,2023-03-18T00:52:10.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,10.068988173455978,50.49019607843137,1610612741,38,51,2023-03-18T00:52:14Z,2550000,False,-2.0,42.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 203497]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,4.22,Missed,,,,,,,,,Gobert,203497.0
258,PT03M41.00S,2023-03-18T00:52:10.8Z,2,REGULAR,block,,[],203497,,,1610612741,38,51,2023-03-18T00:52:13Z,2560000,False,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT03M38.00S,2023-03-18T00:52:13.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,38,51,2023-03-18T00:52:14Z,2570000,False,,,0,,R. Gobert REBOUND (Off:4 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,257.0,9.0,5.0,4.0,,
260,PT03M38.00S,2023-03-18T00:52:18.2Z,2,REGULAR,foul,offensive,[],203497,,,1610612750,38,51,2023-03-18T00:52:34Z,2580000,False,,,0,,R. Gobert charge offensive FOUL (3 PF),"[203497, 201976]",1610612750.0,MIN,charge,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,1204.0,3.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,
262,PT03M38.00S,2023-03-18T00:52:18.2Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612750,38,51,2023-03-18T00:52:18Z,2600000,False,,,0,,R. Gobert offensive foul TURNOVER (4 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,1204.0,,,,,4.0,,,,,,,,,,,,,,
263,PT03M38.00S,2023-03-18T00:52:32.6Z,2,REGULAR,substitution,out,[],203497,,,1610612741,38,51,2023-03-18T00:52:35Z,2610000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M38.00S,2023-03-18T00:52:32.6Z,2,REGULAR,substitution,in,[],1629675,,,1610612741,38,51,2023-03-18T00:52:35Z,2620000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M19.00S,2023-03-18T00:53:00.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,23.47240473061761,45.588235294117645,1610612741,40,51,2023-03-18T00:53:03Z,2630000,False,22.0,168.0,1,left,D. DeRozan 16' turnaround fadeaway Jump Shot (9 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,,,,16.95,Made,9.0,,,,,,,,,
266,PT03M02.00S,2023-03-18T00:53:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.9060446780552,47.05882352941176,1610612750,40,53,2023-03-18T00:55:01Z,2640000,False,-15.0,5.0,1,right,N. Reid Layup (2 PTS) (J. McDaniels 1 AST),"[1629675, 1630183]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,1.55,Made,2.0,J. McDaniels,1630183.0,1.0,,,,,,
268,PT02M50.00S,2023-03-18T00:53:29.8Z,2,REGULAR,2pt,Jump Shot,[],201942,21.369908015768726,49.50980392156863,1610612741,42,53,2023-03-18T00:53:34Z,2660000,False,2.0,148.0,1,left,D. DeRozan 14' turnaround Jump Shot (11 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,,,,,14.84,Made,11.0,,,,,,,,,
269,PT02M24.00S,2023-03-18T00:53:57.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,42,53,2023-03-18T00:54:02Z,2670000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,1627962.0,,,,,,,,,,,,,,,,,,,
270,PT02M24.00S,2023-03-18T00:54:03.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,42,53,2023-03-18T00:54:03Z,2680000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M17.00S,2023-03-18T00:57:09.1Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612741,42,53,2023-03-18T00:57:45Z,2690000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630183, 201942]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,1204.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
273,PT02M17.00S,2023-03-18T00:57:46.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,43,53,2023-03-18T00:57:46Z,2710000,False,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,Made,12.0,,,,,,,,,
