actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
509,PT00M22.90S,2022-11-03T01:44:56.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,94.40999984741211,50.0,1610612741,84,68,2022-11-03T02:28:05Z,5020000,0.0,0.0,1,right,MISS D. Jones Jr. putback Layup,[1627884],1610612741.0,CHI,putback,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
510,PT00M22.90S,2022-11-03T01:44:57.7Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612741,84,68,2022-11-03T01:44:57Z,5030000,,,0,,D. Jones Jr. REBOUND (Off:3 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,509.0,5.0,2.0,3.0,,,,,,
511,PT00M22.90S,2022-11-03T01:45:05.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201609,96.00854139290408,4.411764705882353,1610612741,84,68,2022-11-03T02:28:05Z,5040000,-228.0,-15.0,1,right,MISS G. Dragic 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Left Corner 3,24+ Left,,,22.84,Missed,,,,,,,,,,,,,,,,
512,PT00M22.90S,2022-11-03T01:45:09.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,84,68,2022-11-03T01:45:09Z,5050000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,511.0,,,,,,,,,
513,PT00M22.90S,2022-11-03T01:45:10.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612766,84,68,2022-11-03T01:45:54Z,5060000,,,0,,A. Caruso loose ball personal FOUL (3 PF) (Bouknight 2 FT),"[1627936, 1630547]",1610612741.0,CHI,loose ball,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,,,3.0,0.0,Bouknight,1630547.0,,
515,PT00M22.90S,2022-11-03T01:46:00.4Z,3,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,84,69,2022-11-03T01:46:00Z,5080000,,,0,,J. Bouknight Free Throw 1 of 2 (6 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
516,PT00M22.90S,2022-11-03T01:46:01.8Z,3,REGULAR,substitution,out,[],1627884,,,1610612766,84,69,2022-11-03T01:46:07Z,5090000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M22.90S,2022-11-03T01:46:01.8Z,3,REGULAR,substitution,in,[],202696,,,1610612766,84,69,2022-11-03T01:46:07Z,5100000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M22.90S,2022-11-03T01:46:22.2Z,3,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,84,70,2022-11-03T01:46:22Z,5110000,,,0,,J. Bouknight Free Throw 2 of 2 (7 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
519,PT00M01.80S,2022-11-03T01:46:47.2Z,3,REGULAR,3pt,Jump Shot,[],203897,70.51576872536137,74.26470588235294,1610612741,84,70,2022-11-03T01:46:51Z,5120000,121.0,225.0,1,right,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,25.54,Missed,,,,,,,,,,,,,,,,
520,PT00M01.80S,2022-11-03T01:46:47.2Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,84,70,2022-11-03T01:46:51Z,5130000,,,0,,J. Bouknight REBOUND (Off:0 Def:2),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,519.0,2.0,2.0,0.0,,,,,,
521,PT00M00.00S,2022-11-03T01:46:52.1Z,3,REGULAR,period,end,[],0,,,1610612766,84,70,2022-11-03T01:46:52Z,5140000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-11-03T01:48:27.4Z,4,REGULAR,substitution,out,['startperiod'],1629750,,,1610612766,84,70,2022-11-03T01:49:32Z,5150000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-11-03T01:48:27.4Z,4,REGULAR,substitution,out,['startperiod'],202696,,,1610612766,84,70,2022-11-03T01:49:32Z,5160000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2022-11-03T01:48:27.4Z,4,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,84,70,2022-11-03T01:49:32Z,5170000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-11-03T01:48:27.4Z,4,REGULAR,substitution,in,['startperiod'],1627884,,,1610612766,84,70,2022-11-03T01:49:32Z,5180000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-11-03T01:48:27.4Z,4,REGULAR,substitution,in,['startperiod'],1630172,,,1610612766,84,70,2022-11-03T01:49:32Z,5190000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-11-03T01:48:27.4Z,4,REGULAR,substitution,in,['startperiod'],1629667,,,1610612766,84,70,2022-11-03T01:49:32Z,5200000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-11-03T01:49:32.0Z,4,REGULAR,period,start,[],0,,,1610612766,84,70,2022-11-03T01:49:33Z,5210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M48.00S,2022-11-03T01:49:43.3Z,4,REGULAR,turnover,lost ball,[],1629023,,,1610612766,84,70,2022-11-03T01:49:47Z,5220000,,,0,,P. Washington lost ball TURNOVER (4 TO),"[1629023, 1627936]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,4.0,,,,,,,,,,,,,,,,,Caruso,1627936.0
530,PT11M48.00S,2022-11-03T01:49:43.3Z,4,REGULAR,steal,,[],1627936,,,1610612741,84,70,2022-11-03T01:49:45Z,5230000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
531,PT11M46.00S,2022-11-03T01:49:47.1Z,4,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612741,84,70,2022-11-03T01:49:56Z,5240000,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Caruso 2 FT),"[1626162, 1627936]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1627524.0,,,,,,,,,,,,,,2.0,0.0,Caruso,1627936.0,,
533,PT11M46.00S,2022-11-03T01:50:13.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627936,,,1610612741,84,70,2022-11-03T01:50:13Z,5260000,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
534,PT11M46.00S,2022-11-03T01:50:13.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,84,70,2022-11-03T01:50:13Z,5270000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,,
535,PT11M46.00S,2022-11-03T01:50:28.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627936,,,1610612741,85,70,2022-11-03T01:50:28Z,5280000,,,0,,A. Caruso Free Throw 2 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
536,PT11M33.00S,2022-11-03T01:50:40.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,5.601182654402102,47.05882352941176,1610612766,85,72,2022-11-03T01:50:46Z,5290000,15.0,0.0,1,left,D. Smith Jr. alley-oop Layup (8 PTS) (P. Washington 3 AST),"[1628372, 1629023]",1610612766.0,CHA,alley-oop,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,1.47,Made,8.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,
538,PT11M17.00S,2022-11-03T01:50:57.0Z,4,REGULAR,3pt,Jump Shot,[],1630172,96.7969776609724,95.83333333333334,1610612741,85,72,2022-11-03T01:51:01Z,5310000,229.0,-22.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,23.03,Missed,,,,,,,,,,,,,,,,
539,PT11M15.00S,2022-11-03T01:50:59.0Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,85,72,2022-11-03T01:51:01Z,5320000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,538.0,5.0,4.0,1.0,,,,,,
540,PT11M04.00S,2022-11-03T01:51:10.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,6.389618922470433,45.83333333333333,1610612766,85,74,2022-11-03T01:51:14Z,5330000,21.0,8.0,1,left,D. Smith Jr. driving Layup (10 PTS) (N. Richards 1 AST),"[1628372, 1630208]",1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,2.21,Made,10.0,N. Richards,1630208.0,1.0,,,,,,,,,,,,
542,PT10M52.00S,2022-11-03T01:51:22.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,81.8166885676741,52.20588235294118,1610612741,87,74,2022-11-03T01:51:27Z,5350000,11.0,118.0,1,right,G. Dragic 11' step back Jump Shot (16 PTS),[201609],1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Center,,,11.89,Made,16.0,,,,,,,,,,,,,,,
543,PT10M30.00S,2022-11-03T01:51:44.1Z,4,REGULAR,2pt,Jump Shot,[],1626162,25.312089356110377,30.88235294117647,1610612766,87,76,2022-11-03T01:52:01Z,5360000,96.0,185.0,1,left,K. Oubre Jr. 20' step back Jump Shot (24 PTS),[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,,,20.86,Made,24.0,,,,,,,,,,,,,,,
544,PT10M17.00S,2022-11-03T01:52:02.6Z,4,REGULAR,turnover,out-of-bounds,[],201609,,,1610612741,87,76,2022-11-03T01:52:45Z,5370000,,,0,,G. Dragic bad pass out-of-bounds TURNOVER (3 TO),[201609],1610612741.0,CHI,bad pass,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Center,1146.0,3.0,,,,,,,,,,,,,,,,,,
545,PT10M17.00S,2022-11-03T01:52:05.0Z,4,REGULAR,substitution,out,[],201609,,,1610612766,87,76,2022-11-03T01:52:07Z,5380000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT10M17.00S,2022-11-03T01:52:05.0Z,4,REGULAR,substitution,in,[],1630245,,,1610612766,87,76,2022-11-03T01:52:07Z,5390000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT10M03.00S,2022-11-03T01:52:27.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,26.888961892247043,78.43137254901961,1610612766,87,76,2022-11-03T01:52:35Z,5400000,-142.0,200.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,24.56,Missed,,,,,,,,,,,,,,,,
548,PT09M59.00S,2022-11-03T01:52:31.2Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,87,76,2022-11-03T01:55:24Z,5410000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,547.0,3.0,3.0,0.0,,,,,,
549,PT09M54.00S,2022-11-03T01:52:35.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,66.70499342969777,50.245098039215684,1610612741,90,76,2022-11-03T01:55:26Z,5420000,1.0,260.0,1,right,P. Williams 26' 3PT running (16 PTS) (A. Dosunmu 3 AST),"[1630172, 1630245]",1610612741.0,CHI,running,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,26.05,Made,16.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,
551,PT09M41.00S,2022-11-03T01:52:52.9Z,4,REGULAR,turnover,out-of-bounds,[],1630208,,,1610612766,90,76,2022-11-03T01:53:02Z,5440000,,,0,,N. Richards lost ball out-of-bounds TURNOVER (2 TO),[1630208],1610612766.0,CHA,lost ball,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,101283.0,2.0,,,,,,,,,,,,,,,,,,
552,PT09M41.00S,2022-11-03T01:52:56.5Z,4,REGULAR,substitution,out,[],1630208,,,1610612741,90,76,2022-11-03T01:53:05Z,5450000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M41.00S,2022-11-03T01:52:56.5Z,4,REGULAR,substitution,in,[],203486,,,1610612741,90,76,2022-11-03T01:53:05Z,5460000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M27.00S,2022-11-03T01:53:22.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,94.03745072273325,3.431372549019608,1610612741,93,76,2022-11-03T01:53:28Z,5470000,-233.0,4.0,1,right,A. Caruso 3PT  (4 PTS) (D. Jones Jr. 3 AST),"[1627936, 1627884]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,23.28,Made,4.0,D. Jones Jr.,1627884.0,3.0,,,,,,,,,,,,
556,PT09M26.00S,2022-11-03T01:53:28.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,93,76,2022-11-03T01:53:28Z,5490000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M14.00S,2022-11-03T01:56:35.3Z,4,REGULAR,foul,personal,[],1630172,,,1610612766,93,76,2022-11-03T01:56:42Z,5500000,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 203486]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,101283.0,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0,,
559,PT09M03.00S,2022-11-03T01:57:05.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,5.469776609724048,54.166666666666664,1610612766,93,76,2022-11-03T01:59:10Z,5520000,-21.0,-1.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
560,PT09M01.00S,2022-11-03T01:57:07.1Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,93,76,2022-11-03T02:05:46Z,5530000,,,0,,M. Plumlee REBOUND (Off:3 Def:9),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,559.0,12.0,9.0,3.0,,,,,,
621,PT08M59.00S,2022-11-03T01:57:11.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203486,6.258212877792378,49.754901960784316,1610612766,93,76,2022-11-03T02:06:41Z,5535000,1.0,6.0,1,left,MISS M. Plumlee tip DUNK,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,0.64,Missed,,,,,,,,,,,,,,,,
622,PT08M59.00S,2022-11-03T01:57:11.4Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,93,76,2022-11-03T02:06:41Z,5537500,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,621.0,3.0,3.0,0.0,,,,,,
561,PT08M48.00S,2022-11-03T01:57:17.8Z,4,REGULAR,2pt,Jump Shot,[],203897,93.64323258869908,21.568627450980394,1610612741,93,76,2022-11-03T01:59:58Z,5540000,-142.0,7.0,1,right,MISS Z. LaVine 14' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,,,14.24,Missed,,,,,,,,,,,,,,,,
562,PT08M48.00S,2022-11-03T01:57:17.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,93,76,2022-11-03T01:57:33Z,5550000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,561.0,,,,,,,,,
563,PT08M48.00S,2022-11-03T01:57:24.9Z,4,REGULAR,foul,personal,[],1627884,,,1610612766,93,76,2022-11-03T01:57:36Z,5560000,,,0,,D. Jones Jr. loose ball personal FOUL (2 PF),"[1627884, 1629667]",1610612741.0,CHI,loose ball,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,2.0,0.0,McDaniels,1629667.0,,
565,PT08M38.00S,2022-11-03T01:57:46.1Z,4,REGULAR,3pt,Jump Shot,[],1626162,25.837713534822605,14.950980392156863,1610612766,93,76,2022-11-03T01:57:51Z,5580000,175.0,190.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,25.87,Missed,,,,,,,,,,,,,,,,
566,PT08M33.00S,2022-11-03T01:57:51.1Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,93,76,2022-11-03T01:57:51Z,5590000,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,565.0,4.0,4.0,0.0,,,,,,
567,PT08M14.00S,2022-11-03T01:58:12.1Z,4,REGULAR,foul,personal,[],203486,,,1610612741,93,76,2022-11-03T01:58:22Z,5600000,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 203897]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,1146.0,,,,,,,,,,,,,,3.0,0.0,LaVine,203897.0,,
569,PT08M09.00S,2022-11-03T01:58:36.1Z,4,REGULAR,3pt,Jump Shot,[],203897,69.99014454664915,24.754901960784316,1610612741,93,76,2022-11-03T01:58:44Z,5620000,-126.0,230.0,1,right,MISS Z. LaVine 26' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,26.2,Missed,,,,,,,,,,,,,,,,
570,PT08M06.00S,2022-11-03T01:58:39.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,93,76,2022-11-03T01:58:44Z,5630000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,569.0,,,,,,,,,
573,PT08M06.00S,2022-11-03T01:59:09.8Z,4,REGULAR,violation,kicked ball,[],1626162,,,1610612741,93,76,2022-11-03T01:59:17Z,5660000,,,0,,K. Oubre Jr. kicked ball VIOLATION,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,1627524.0,,,,,,,,,,,,,,,,,,,
574,PT08M04.00S,2022-11-03T01:59:17.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203897,80.50262812089356,92.64705882352942,1610612741,96,76,2022-11-03T01:59:23Z,5670000,213.0,131.0,1,right,Z. LaVine 25' 3PT  (10 PTS) (A. Caruso 3 AST),"[203897, 1627936]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,25.01,Made,10.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,,
576,PT07M48.00S,2022-11-03T01:59:36.1Z,4,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612766,96,76,2022-11-03T01:59:47Z,5690000,,,0,,D. Jones Jr. shooting personal FOUL (3 PF) (Plumlee 2 FT),"[1627884, 203486]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,,,3.0,0.0,Plumlee,203486.0,,
578,PT07M48.00S,2022-11-03T02:00:08.3Z,4,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,96,76,2022-11-03T02:00:08Z,5710000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
579,PT07M48.00S,2022-11-03T02:00:08.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,96,76,2022-11-03T02:00:08Z,5720000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,
580,PT07M48.00S,2022-11-03T02:00:09.3Z,4,REGULAR,substitution,out,[],1627884,,,1610612766,96,76,2022-11-03T02:00:29Z,5730000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M48.00S,2022-11-03T02:00:09.3Z,4,REGULAR,substitution,out,[],1627936,,,1610612766,96,76,2022-11-03T02:00:29Z,5740000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M48.00S,2022-11-03T02:00:09.3Z,4,REGULAR,substitution,in,[],202696,,,1610612766,96,76,2022-11-03T02:00:29Z,5750000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M48.00S,2022-11-03T02:00:09.3Z,4,REGULAR,substitution,in,[],201942,,,1610612766,96,76,2022-11-03T02:00:29Z,5760000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M48.00S,2022-11-03T02:00:39.2Z,4,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,96,77,2022-11-03T02:00:39Z,5770000,,,0,,M. Plumlee Free Throw 2 of 2 (8 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
585,PT07M33.00S,2022-11-03T02:00:55.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,82.60512483574244,49.50980392156863,1610612741,96,77,2022-11-03T02:01:06Z,5780000,-2.0,111.0,1,right,MISS N. Vucevic 11' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,11.1,Missed,,,,,,,,,,,,,,,,
586,PT07M32.00S,2022-11-03T02:00:56.5Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,96,77,2022-11-03T02:03:45Z,5790000,,,0,,P. Washington REBOUND (Off:2 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,585.0,6.0,4.0,2.0,,,,,,
587,PT07M26.00S,2022-11-03T02:01:10.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,12.565703022339028,37.99019607843137,1610612766,96,77,2022-11-03T02:04:20Z,5800000,60.0,66.0,1,left,MISS J. McDaniels 8' floating Shot,[1629667],1610612766.0,CHA,floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,8.89,Missed,,,,,,,,,,,,,,,,
588,PT07M26.00S,2022-11-03T02:01:10.2Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,96,77,2022-11-03T02:01:52Z,5810000,,,0,,M. Plumlee REBOUND (Off:4 Def:9),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,587.0,13.0,9.0,4.0,,,,,,
589,PT07M26.00S,2022-11-03T02:01:15.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,5.590000152587891,50.0,1610612766,96,79,2022-11-03T02:01:15Z,5820000,0.0,0.0,1,left,M. Plumlee tip Layup (10 PTS),[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,0.0,Made,10.0,,,,,,,,,,,,,,,
590,PT07M26.00S,2022-11-03T02:01:16.8Z,4,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612766,96,79,2022-11-03T02:01:30Z,5830000,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Plumlee 1 FT),"[1630245, 203486]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,1627524.0,,,,,,,,,,,,,,3.0,0.0,Plumlee,203486.0,,
592,PT07M26.00S,2022-11-03T02:01:30.9Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203486,,,1610612766,96,80,2022-11-03T02:01:30Z,5850000,,,0,,M. Plumlee Free Throw 1 of 1 (11 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
