actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
31,PT08M55.00S,2022-11-10T01:13:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,5.732588699080158,49.754901960784316,1610612740,7,4,2022-11-10T01:13:54Z,310000,False,1.0,1.0,1,left,J. Valanciunas cutting Layup (2 PTS) (H. Jones 1 AST),"[202685, 1630529]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,2.0,,,,,H. Jones,1630529.0,1.0,,,,,,
33,PT08M43.00S,2022-11-10T01:14:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.89027595269383,44.11764705882353,1610612741,9,4,2022-11-10T01:14:10Z,330000,False,-29.0,80.0,1,right,D. DeRozan 8' driving floating Jump Shot (4 PTS) (A. Dosunmu 2 AST),"[201942, 1630245]",1610612741.0,CHI,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,8.53,Made,,,,,4.0,,,,,A. Dosunmu,1630245.0,2.0,,,,,,
34,PT08M43.00S,2022-11-10T01:14:05.9Z,1,REGULAR,foul,personal,['1freethrow'],1627742,,,1610612741,9,4,2022-11-10T01:14:13Z,340000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1627742, 201942]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202026.0,,,,,1.0,0.0,DeRozan,201942.0,,
36,PT08M43.00S,2022-11-10T01:14:38.5Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,10,4,2022-11-10T01:14:38Z,360000,False,,,0,,D. DeRozan Free Throw 1 of 1 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
37,PT08M32.00S,2022-11-10T01:14:50.4Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,10,4,2022-11-10T01:14:53Z,370000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 201942]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,DeRozan,201942.0
38,PT08M32.00S,2022-11-10T01:14:50.4Z,1,REGULAR,steal,,[],201942,,,1610612741,10,4,2022-11-10T01:14:52Z,380000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M19.00S,2022-11-10T01:15:03.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,67.09921156373193,49.50980392156863,1610612741,10,4,2022-11-10T01:15:10Z,390000,False,-2.0,257.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
40,PT08M17.00S,2022-11-10T01:15:05.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,10,4,2022-11-10T01:15:10Z,400000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M00.00S,2022-11-10T01:15:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.915243101182654,49.26470588235294,1610612740,10,6,2022-11-10T01:15:26Z,410000,False,4.0,13.0,1,left,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,2.0,,,,,,,,,,,,,
42,PT07M48.00S,2022-11-10T01:15:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,89.48751642575559,42.467064950980394,1610612741,10,6,2022-11-10T01:17:45Z,420000,False,-38.0,46.0,1,right,MISS A. Dosunmu driving floating bank Shot,[1630245],1610612741.0,CHI,driving floating bank,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
43,PT07M45.00S,2022-11-10T01:15:38.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,6,2022-11-10T01:15:43Z,430000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT07M43.00S,2022-11-10T01:15:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,32.276609724047304,41.17647058823529,1610612740,10,6,2022-11-10T01:18:21Z,440000,False,44.0,251.0,1,left,MISS C. McCollum 25' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
45,PT07M40.00S,2022-11-10T01:15:43.2Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612740,10,6,2022-11-10T01:15:43Z,450000,False,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT07M29.00S,2022-11-10T01:15:56.5Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612740,10,6,2022-11-10T01:16:08Z,460000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (McCollum 2 FT),"[203897, 203468]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,202026.0,,,,,1.0,0.0,McCollum,203468.0,,
48,PT07M29.00S,2022-11-10T01:16:21.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203468,,,1610612740,10,6,2022-11-10T01:16:40Z,480000,False,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT07M29.00S,2022-11-10T01:16:21.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,10,6,2022-11-10T01:16:40Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT07M29.00S,2022-11-10T01:16:21.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203468,,,1610612740,10,6,2022-11-10T01:16:40Z,500000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT07M26.00S,2022-11-10T01:16:24.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,6,2022-11-10T01:16:40Z,510000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,50.0,4.0,4.0,0.0,,,,,,,,,,,,,,
52,PT07M08.00S,2022-11-10T01:16:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.9060446780552,53.67647058823529,1610612741,12,6,2022-11-10T01:17:02Z,520000,False,18.0,5.0,1,right,N. Vucevic driving finger roll Layup (2 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,driving finger roll,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,2.0,,,,,Z. LaVine,203897.0,1.0,,,,,,
54,PT06M57.00S,2022-11-10T01:17:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630529,5.469776609724048,4.166666666666666,1610612740,12,6,2022-11-10T01:17:12Z,540000,False,229.0,-1.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2022-11-10T01:17:10.5Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,12,6,2022-11-10T01:17:12Z,550000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M43.00S,2022-11-10T01:17:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,80.6340341655716,35.53921568627451,1610612741,14,6,2022-11-10T01:20:56Z,560000,False,-72.0,130.0,1,right,Z. LaVine 14' fadeaway Jump Shot (2 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,14.83,Made,,,,,2.0,,,,,N. Vucevic,202696.0,1.0,,,,,,
58,PT06M20.00S,2022-11-10T01:17:44.8Z,1,REGULAR,3pt,Jump Shot,[],203468,36.21879106438896,43.627450980392155,1610612740,14,6,2022-11-10T01:18:04Z,580000,False,32.0,288.0,1,left,MISS C. McCollum 28' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,28.98,Missed,,,,,,,,,,,,,,,,,,
59,PT06M17.00S,2022-11-10T01:17:47.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,14,6,2022-11-10T01:20:02Z,590000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,
60,PT06M14.00S,2022-11-10T01:17:55.3Z,1,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,14,6,2022-11-10T01:18:13Z,600000,False,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (1 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left,,,,,,,,,,202007.0,1.0,,,,,,,,,
61,PT06M14.00S,2022-11-10T01:18:07.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,14,6,2022-11-10T01:18:07Z,610000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2022-11-10T01:20:31.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612741,14,6,2022-11-10T01:20:41Z,620000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M14.00S,2022-11-10T01:20:31.0Z,1,REGULAR,substitution,out,[],203468,,,1610612741,14,6,2022-11-10T01:20:41Z,630000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M14.00S,2022-11-10T01:20:31.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612741,14,6,2022-11-10T01:20:41Z,640000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M14.00S,2022-11-10T01:20:31.0Z,1,REGULAR,substitution,in,[],1630530,,,1610612741,14,6,2022-11-10T01:20:41Z,650000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2022-11-10T01:21:08.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,77.21747700394218,34.068627450980394,1610612741,16,6,2022-11-10T01:22:04Z,660000,False,-80.0,162.0,1,right,D. DeRozan 18' pullup Jump Shot (7 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,18.03,Made,,,,,7.0,,,,,,,,,,,,,
68,PT05M45.00S,2022-11-10T01:21:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,16,6,2022-11-10T01:21:36Z,670000,False,,,0,,B. Ingram lost ball out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,lost ball,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,1.0,,,,,,,,,
69,PT05M45.00S,2022-11-10T01:21:34.3Z,1,REGULAR,substitution,out,[],203897,,,1610612741,16,6,2022-11-10T01:21:41Z,680000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2022-11-10T01:21:34.3Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,16,6,2022-11-10T01:21:41Z,690000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2022-11-10T01:21:34.3Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,16,6,2022-11-10T01:21:41Z,700000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M45.00S,2022-11-10T01:21:34.3Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,16,6,2022-11-10T01:21:41Z,710000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M24.00S,2022-11-10T01:22:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,96.5341655716163,3.9215686274509802,1610612741,16,6,2022-11-10T01:22:16Z,720000,False,-230.0,-20.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
74,PT05M22.00S,2022-11-10T01:22:11.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,16,6,2022-11-10T01:22:16Z,730000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,,
75,PT05M13.00S,2022-11-10T01:22:20.6Z,1,REGULAR,3pt,Jump Shot,[],1630529,3.3672798948751645,96.07843137254902,1610612740,16,6,2022-11-10T01:22:26Z,740000,False,-230.0,-21.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
76,PT05M11.00S,2022-11-10T01:22:22.6Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,16,6,2022-11-10T01:22:26Z,750000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,
77,PT05M05.00S,2022-11-10T01:22:28.6Z,1,REGULAR,3pt,Jump Shot,[],202696,65.52233902759527,46.568627450980394,1610612741,16,6,2022-11-10T01:22:33Z,760000,False,-17.0,272.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,27.21,Missed,,,,,,,,,,,,,,,,,,
78,PT05M01.00S,2022-11-10T01:22:32.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,16,6,2022-11-10T01:22:33Z,770000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,77.0,4.0,3.0,1.0,,,,,,,,,,,,,,
79,PT04M53.00S,2022-11-10T01:22:41.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.937582128777924,49.754901960784316,1610612740,16,6,2022-11-10T01:22:48Z,780000,False,1.0,41.0,1,left,MISS J. Valanciunas turnaround Hook - blocked,"[202685, 1627884]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,Jones Jr.,1627884.0,,,,,,,,,,,
80,PT04M53.00S,2022-11-10T01:22:41.1Z,1,REGULAR,block,,[],1627884,,,1610612740,16,6,2022-11-10T01:22:43Z,790000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT04M49.00S,2022-11-10T01:22:45.1Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,16,6,2022-11-10T01:23:24Z,800000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
