actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-08T01:45:32.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-08T01:45:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-08T01:45:35.6Z,1,REGULAR,jumpball,recovered,[],1629018,,,1610612761,0,0,2022-11-08T01:45:35Z,40000,False,,,0,,Jump Ball C. Koloko vs. N. Vucevic: Tip to G. Trent Jr.,"[1629018, 1631132, 202696]",1610612761.0,TOR,startperiod,G. Trent Jr.,1629018.0,Trent Jr.,G. Trent Jr.,Koloko,1631132.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-11-08T01:45:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,89.04402102496715,49.01960784313725,1610612761,0,2,2022-11-08T01:46:38Z,70000,False,-5.0,50.0,1,right,G. Trent Jr. driving floating Jump Shot (2 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2022-11-08T01:46:14.4Z,1,REGULAR,2pt,Jump Shot,[],1630172,23.078186596583443,47.549019607843135,1610612741,2,2,2022-11-08T01:46:19Z,90000,False,12.0,164.0,1,left,P. Williams 16' Jump Shot (2 PTS) (N. Vucevic 1 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,16.49,Made,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
11,PT11M02.00S,2022-11-08T01:46:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,92.85479632063075,54.90196078431373,1610612761,2,4,2022-11-08T01:47:42Z,110000,False,25.0,15.0,1,right,C. Koloko reverse Layup (2 PTS) (F. VanVleet 1 AST),"[1631132, 1627832]",1610612761.0,TOR,reverse,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.86,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
13,PT10M49.00S,2022-11-08T01:46:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.732588699080158,47.549019607843135,1610612741,2,4,2022-11-08T01:48:40Z,130000,False,12.0,1.0,1,left,MISS N. Vucevic driving Layup,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2022-11-08T01:46:43.2Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,2,4,2022-11-08T01:46:50Z,140000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M46.00S,2022-11-08T01:46:49.4Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612761,2,4,2022-11-08T01:47:06Z,150000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Anunoby 2 FT),"[203897, 1628384]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627962.0,1.0,0.0,Anunoby,1628384.0,,,,,
17,PT10M46.00S,2022-11-08T01:47:15.7Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,2,4,2022-11-08T01:47:15Z,170000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2022-11-08T01:47:15.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,2,4,2022-11-08T01:47:15Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,
19,PT10M46.00S,2022-11-08T01:47:28.5Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,2,5,2022-11-08T01:47:28Z,190000,False,,,0,,O. Anunoby Free Throw 2 of 2 (1 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2022-11-08T01:47:42.0Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,2,5,2022-11-08T01:47:52Z,200000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612741.0,CHI,bad pass,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627962.0,,,,,1.0,,,,
21,PT10M25.00S,2022-11-08T01:47:55.6Z,1,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612761,2,5,2022-11-08T01:48:18Z,210000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Koloko 2 FT),"[1630172, 1631132]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,1.0,0.0,Koloko,1631132.0,,,,,
23,PT10M25.00S,2022-11-08T01:48:19.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631132,,,1610612761,2,6,2022-11-08T01:48:19Z,230000,False,,,0,,C. Koloko Free Throw 1 of 2 (3 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
24,PT10M25.00S,2022-11-08T01:48:19.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631132,,,1610612761,2,6,2022-11-08T01:48:38Z,240000,False,,,0,,MISS C. Koloko Free Throw 2 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT10M22.00S,2022-11-08T01:48:22.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,6,2022-11-08T01:48:38Z,250000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT10M14.00S,2022-11-08T01:48:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630245,24.129434954007884,14.215686274509803,1610612741,2,6,2022-11-08T01:48:49Z,260000,False,179.0,174.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
27,PT10M11.00S,2022-11-08T01:48:45.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,6,2022-11-08T01:48:49Z,270000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT10M01.00S,2022-11-08T01:48:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,84.97043363994744,59.80392156862745,1610612761,2,6,2022-11-08T01:49:02Z,280000,False,49.0,89.0,1,right,MISS S. Barnes 10' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.14,Missed,,,,,,,,,,,,,,,,,,
29,PT10M00.00S,2022-11-08T01:48:56.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,6,2022-11-08T01:49:02Z,290000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,
30,PT09M54.00S,2022-11-08T01:49:01.9Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,2,6,2022-11-08T01:49:06Z,300000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1627832]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,
31,PT09M54.00S,2022-11-08T01:49:01.9Z,1,REGULAR,steal,,[],1627832,,,1610612761,2,6,2022-11-08T01:49:04Z,310000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
32,PT09M48.00S,2022-11-08T01:49:11.6Z,1,REGULAR,foul,personal,[],201942,,,1610612761,2,6,2022-11-08T01:49:23Z,320000,False,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1631132]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,1.0,0.0,Koloko,1631132.0,,,,,
