actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-29T01:10:10.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-29T01:10:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-12-29T01:10:13.8Z,1,REGULAR,jumpball,recovered,[],1630172,,,1610612741,0,0,2022-12-29T01:10:13Z,40000,False,,,0,,Jump Ball N. Vucevic vs. B. Lopez: Tip to P. Williams,"[1630172, 202696, 201572]",1610612741.0,CHI,startperiod,P. Williams,1630172.0,Williams,P. Williams,Vucevic,202696.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-29T01:10:25.6Z,1,REGULAR,2pt,Jump Shot,[],1630172,91.5407358738502,21.07843137254902,1610612741,2,0,2022-12-29T01:11:04Z,70000,False,-145.0,27.0,1,right,P. Williams 14' step back Jump Shot (2 PTS),[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,14.71,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2022-12-29T01:10:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.521024967148489,53.67647058823529,1610612749,2,0,2022-12-29T01:10:49Z,80000,False,-18.0,9.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1630245]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.04,Missed,,Dosunmu,1630245.0,,,,,,,,,,,,,,,
9,PT11M24.00S,2022-12-29T01:10:45.7Z,1,REGULAR,block,,[],1630245,,,1610612749,2,0,2022-12-29T01:10:48Z,90000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-12-29T01:10:49.7Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,2,0,2022-12-29T01:10:49Z,100000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M16.00S,2022-12-29T01:10:53.7Z,1,REGULAR,3pt,Jump Shot,[],202696,96.92838370565046,2.450980392156863,1610612741,2,0,2022-12-29T01:11:52Z,110000,False,-238.0,-24.0,1,right,MISS N. Vucevic 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-12-29T01:10:55.7Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,2,0,2022-12-29T01:11:38Z,120000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M59.00S,2022-12-29T01:11:10.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,10.988830486202366,50.245098039215684,1610612749,2,2,2022-12-29T01:11:15Z,130000,False,-1.0,51.0,1,left,B. Lopez Hook (2 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,2.0,,,,,,,G. Antetokounmpo,203507.0,1.0,,,,,,,,
15,PT10M33.00S,2022-12-29T01:11:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,92.85479632063075,39.950980392156865,1610612741,2,2,2022-12-29T01:13:06Z,150000,False,-50.0,15.0,1,right,MISS P. Williams turnaround Shot - blocked,"[1630172, 201572]",1610612741.0,CHI,turnaround,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,Lopez,201572.0,,,,,,,,,,,,,,,
116,PT10M33.00S,2022-12-29T01:11:36.3Z,1,REGULAR,block,,[],201572,,,1610612741,2,2,2022-12-29T01:28:28Z,155000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M33.00S,2022-12-29T01:11:36.3Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,2,2,2022-12-29T01:11:42Z,160000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,
17,PT10M33.00S,2022-12-29T01:11:38.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,2,2,2022-12-29T01:12:14Z,170000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,,,,,,
18,PT10M23.00S,2022-12-29T01:12:03.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,30.17411300919842,24.509803921568626,1610612749,2,2,2022-12-29T01:12:08Z,180000,False,127.0,231.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
19,PT10M19.00S,2022-12-29T01:12:07.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,2,2022-12-29T01:12:08Z,190000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT10M09.00S,2022-12-29T01:12:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,88.78120893561103,45.34313725490196,1610612741,4,2,2022-12-29T01:12:21Z,200000,False,-23.0,53.0,1,right,D. DeRozan pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M55.00S,2022-12-29T01:12:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,51.225490196078425,1610612749,4,2,2022-12-29T01:12:38Z,210000,False,-6.0,6.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1630172]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.88,Missed,,Williams,1630172.0,,,,,,,,,,,,,,,
22,PT09M55.00S,2022-12-29T01:12:29.9Z,1,REGULAR,block,,[],1630172,,,1610612749,4,2,2022-12-29T01:12:34Z,220000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2022-12-29T01:12:29.9Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,4,2,2022-12-29T01:12:38Z,230000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,
24,PT09M55.00S,2022-12-29T01:12:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.590000152587891,50.0,1610612749,4,2,2022-12-29T01:12:36Z,240000,False,0.0,0.0,1,left,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2022-12-29T01:12:38.0Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,4,2,2022-12-29T01:12:38Z,250000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,,,24.0,2.0,0.0,2.0,,,,,,,,,,,
26,PT09M55.00S,2022-12-29T01:12:38.9Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612749,4,2,2022-12-29T01:12:47Z,260000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203897, 203507]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Antetokounmpo,203507.0,,,
28,PT09M55.00S,2022-12-29T01:13:04.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,4,3,2022-12-29T01:13:04Z,280000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2022-12-29T01:13:04.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,4,3,2022-12-29T01:13:27Z,290000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M53.00S,2022-12-29T01:13:06.8Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,4,3,2022-12-29T01:13:27Z,300000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M38.00S,2022-12-29T01:13:40.7Z,1,REGULAR,3pt,Jump Shot,[],203897,78.13731931668858,88.72549019607843,1610612741,7,3,2022-12-29T01:13:45Z,310000,False,194.0,153.0,1,right,Z. LaVine 24' 3PT  (3 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,24.68,Made,3.0,,,,,,,N. Vucevic,202696.0,1.0,,,,,,,,
33,PT09M16.00S,2022-12-29T01:14:03.7Z,1,REGULAR,2pt,Jump Shot,[],1628975,22.026938239159,27.696078431372552,1610612749,7,3,2022-12-29T01:14:09Z,330000,False,112.0,155.0,1,left,MISS J. Carter 19' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,19.06,Missed,,,,,,,,,,,,,,,,,,
34,PT09M11.00S,2022-12-29T01:14:08.7Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,7,3,2022-12-29T01:28:16Z,340000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,33.0,3.0,0.0,3.0,,,,,,,,,,,
35,PT09M10.00S,2022-12-29T01:14:08.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,6.1268068331143235,50.49019607843137,1610612749,7,5,2022-12-29T01:14:12Z,350000,False,-2.0,5.0,1,left,G. Antetokounmpo DUNK (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.57,Made,3.0,,,,,,,,,,,,,,,,,
37,PT09M04.00S,2022-12-29T01:14:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,88.12417871222075,49.26470588235294,1610612741,9,5,2022-12-29T01:22:53Z,370000,False,-4.0,59.0,1,right,N. Vucevic floating Jump Shot (2 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,2.0,,,,,,,A. Dosunmu,1630245.0,1.0,,,,,,,,
39,PT08M53.00S,2022-12-29T01:14:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.732588699080158,47.794117647058826,1610612749,9,5,2022-12-29T01:14:34Z,390000,False,11.0,1.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 202696]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.11,Missed,,Vucevic,202696.0,,,,,,,,,,,,,,,
40,PT08M53.00S,2022-12-29T01:14:28.0Z,1,REGULAR,block,,[],202696,,,1610612749,9,5,2022-12-29T01:14:33Z,400000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M53.00S,2022-12-29T01:14:28.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,9,5,2022-12-29T01:14:34Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,39.0,,,,,,,,,,,,,,
43,PT08M46.00S,2022-12-29T01:14:49.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,27.54599211563732,79.41176470588235,1610612749,9,5,2022-12-29T01:14:57Z,430000,False,-147.0,206.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
44,PT08M41.00S,2022-12-29T01:14:54.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,5,2022-12-29T01:14:57Z,440000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,
45,PT08M19.00S,2022-12-29T01:15:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,87.07293035479631,40.931372549019606,1610612741,9,5,2022-12-29T01:23:58Z,450000,False,-45.0,69.0,1,right,MISS Z. LaVine 8' driving floating bank Shot,[203897],1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Left,8.25,Missed,,,,,,,,,,,,,,,,,,
46,PT08M17.00S,2022-12-29T01:15:18.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,9,5,2022-12-29T01:15:25Z,460000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,
47,PT08M09.00S,2022-12-29T01:15:27.7Z,1,REGULAR,2pt,Jump Shot,[],203507,5.995400788436268,78.92156862745098,1610612749,9,7,2022-12-29T01:15:33Z,470000,False,-145.0,4.0,1,left,G. Antetokounmpo 14' turnaround fadeaway Jump Shot (5 PTS),[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,14.47,Made,5.0,,,,,,,,,,,,,,,,,
48,PT07M51.00S,2022-12-29T01:15:44.5Z,1,REGULAR,3pt,Jump Shot,[],203897,64.99671484888306,27.941176470588236,1610612741,12,7,2022-12-29T01:24:24Z,480000,False,-110.0,277.0,1,right,Z. LaVine 29' 3PT pullup (6 PTS) (P. Williams 1 AST),"[203897, 1630172]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,29.77,Made,6.0,,,,,,,P. Williams,1630172.0,1.0,,,,,,,,
50,PT07M31.00S,2022-12-29T01:16:05.0Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,12,7,2022-12-29T01:16:08Z,500000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1630172]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Williams,1630172.0
51,PT07M31.00S,2022-12-29T01:16:05.0Z,1,REGULAR,steal,,[],1630172,,,1610612741,12,7,2022-12-29T01:16:06Z,510000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2022-12-29T01:16:14.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630172,74.98357424441524,25.49019607843137,1610612741,14,7,2022-12-29T01:16:18Z,520000,False,-123.0,183.0,1,right,P. Williams 22' pullup Jump Shot (4 PTS) (N. Vucevic 2 AST),"[1630172, 202696]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left Center,22.0,Made,4.0,,,,,,,N. Vucevic,202696.0,2.0,,,,,,,,
54,PT07M21.00S,2022-12-29T01:16:20.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,14,7,2022-12-29T01:16:21Z,540000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M21.00S,2022-12-29T01:18:43.0Z,1,REGULAR,substitution,out,[],201572,,,1610612749,14,7,2022-12-29T01:18:56Z,550000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2022-12-29T01:18:43.0Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,14,7,2022-12-29T01:18:56Z,560000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2022-12-29T01:18:43.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,14,7,2022-12-29T01:18:56Z,570000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2022-12-29T01:18:43.0Z,1,REGULAR,substitution,in,[],202083,,,1610612749,14,7,2022-12-29T01:18:56Z,580000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2022-12-29T01:19:28.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,9.017739816031538,50.0,1610612749,14,9,2022-12-29T01:19:40Z,590000,False,0.0,32.0,1,left,G. Antetokounmpo driving Hook (7 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.23,Made,7.0,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2022-12-29T01:19:41.7Z,1,REGULAR,2pt,Jump Shot,[],202696,74.45795006570303,35.049019607843135,1610612741,14,9,2022-12-29T01:19:47Z,600000,False,-75.0,188.0,1,right,MISS N. Vucevic 20' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,20.2,Missed,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2022-12-29T01:19:44.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,9,2022-12-29T01:19:47Z,610000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,60.0,4.0,1.0,3.0,,,,,,,,,,,
62,PT06M40.00S,2022-12-29T01:19:51.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,5.075558475689881,4.6568627450980395,1610612749,14,9,2022-12-29T01:20:01Z,620000,False,227.0,-5.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2022-12-29T01:19:52.9Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,14,9,2022-12-29T01:20:01Z,630000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,,62.0,5.0,1.0,4.0,,,,,,,,,,,
64,PT06M39.00S,2022-12-29T01:19:58.3Z,1,REGULAR,foul,personal,[],1630245,,,1610612749,14,9,2022-12-29T01:20:06Z,640000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 203507]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,1.0,0.0,Antetokounmpo,203507.0,,,
66,PT06M36.00S,2022-12-29T01:20:15.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203507,27.020367936925098,56.372549019607845,1610612749,14,9,2022-12-29T01:20:24Z,660000,False,-32.0,201.0,1,left,MISS G. Antetokounmpo 20' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,20.4,Missed,,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2022-12-29T01:20:20.5Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612749,14,9,2022-12-29T01:20:20Z,670000,False,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Center,,,,,,66.0,1.0,0.0,1.0,,,,,,,,,,,
68,PT06M25.00S,2022-12-29T01:20:28.6Z,1,REGULAR,turnover,traveling,[],1628960,,,1610612749,14,9,2022-12-29T01:20:35Z,680000,False,,,0,,G. Allen traveling TURNOVER (1 TO),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,,,,,1.0,,
69,PT06M12.00S,2022-12-29T01:20:58.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,75.77201051248358,48.03921568627451,1610612741,16,9,2022-12-29T01:21:03Z,690000,False,-10.0,175.0,1,right,D. DeRozan 17' Jump Shot (4 PTS) (P. Williams 2 AST),"[201942, 1630172]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,17.55,Made,4.0,,,,,,,P. Williams,1630172.0,2.0,,,,,,,,
71,PT05M59.00S,2022-12-29T01:21:10.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,30.962549277266753,66.66666666666666,1610612749,16,12,2022-12-29T01:21:15Z,710000,False,-83.0,239.0,1,left,B. Portis 25' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,25.26,Made,3.0,,,,,,,G. Antetokounmpo,203507.0,2.0,,,,,,,,
73,PT05M44.00S,2022-12-29T01:21:26.1Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,16,12,2022-12-29T01:21:29Z,730000,False,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 203507]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0
74,PT05M44.00S,2022-12-29T01:21:26.1Z,1,REGULAR,steal,,[],203507,,,1610612749,16,12,2022-12-29T01:21:27Z,740000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
