actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-03T01:12:12.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-03T01:12:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-03T01:12:15.1Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2023-02-03T01:12:15Z,40000,False,,,0,,Jump Ball M. Plumlee vs. N. Vucevic: Tip to L. Ball,"[1630163, 203486, 202696]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Plumlee,203486.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-03T01:12:28.0Z,1,REGULAR,2pt,Jump Shot,[],202330,91.40932982917214,82.59803921568627,1610612766,0,2,2023-02-03T01:12:32Z,70000,False,163.0,28.0,1,right,G. Hayward 16' pullup Jump Shot (2 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right,16.54,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M26.00S,2023-02-03T01:12:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.601182654402102,47.549019607843135,1610612741,2,2,2023-02-03T01:12:48Z,80000,False,12.0,0.0,1,left,A. Dosunmu driving Layup (2 PTS) (Z. LaVine 1 AST),"[1630245, 203897]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
10,PT11M13.00S,2023-02-03T01:12:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,88.38699080157687,51.9607843137255,1610612766,2,4,2023-02-03T01:13:04Z,100000,False,10.0,57.0,1,right,P. Washington driving floating Jump Shot (2 PTS) (L. Ball 1 AST),"[1629023, 1630163]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
12,PT10M58.00S,2023-02-03T01:13:15.1Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,2,4,2023-02-03T01:13:34Z,120000,False,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,,202027.0,1.0,,,,,,,,,,,,
13,PT10M39.00S,2023-02-03T01:13:39.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,87.59855453350855,50.245098039215684,1610612766,2,4,2023-02-03T01:13:45Z,130000,False,1.0,64.0,1,right,MISS T. Rozier 6' floating Shot,[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
14,PT10M36.00S,2023-02-03T01:13:42.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,2,4,2023-02-03T01:13:45Z,140000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M31.00S,2023-02-03T01:13:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,6.652431011826544,47.30392156862745,1610612741,4,4,2023-02-03T01:13:55Z,150000,False,13.0,10.0,1,left,A. Dosunmu cutting Layup (4 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,cutting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.68,Made,4.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
17,PT10M31.00S,2023-02-03T01:13:53.6Z,1,REGULAR,foul,personal,['1freethrow'],1626179,,,1610612741,4,4,2023-02-03T01:14:01Z,170000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1626179, 1630245]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,,1.0,0.0,Dosunmu,1630245.0,,,,
19,PT10M31.00S,2023-02-03T01:14:09.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630245,,,1610612741,5,4,2023-02-03T01:14:09Z,190000,False,,,0,,A. Dosunmu Free Throw 1 of 1 (5 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2023-02-03T01:14:26.5Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.17936925098554,26.47058823529412,1610612766,5,4,2023-02-03T01:14:52Z,200000,False,-118.0,265.0,1,right,MISS L. Ball 29' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.03,Missed,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2023-02-03T01:14:29.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,4,2023-02-03T01:14:31Z,210000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT09M59.00S,2023-02-03T01:14:43.6Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,5,4,2023-02-03T01:14:46Z,220000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1626179]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,Rozier,1626179.0,,
23,PT09M59.00S,2023-02-03T01:14:43.6Z,1,REGULAR,steal,,[],1626179,,,1610612766,5,4,2023-02-03T01:14:45Z,230000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2023-02-03T01:14:48.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,66.04796320630749,27.941176470588236,1610612766,5,7,2023-02-03T01:15:33Z,240000,False,-110.0,267.0,1,right,L. Ball 28' 3PT running (3 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.85,Made,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
26,PT09M40.00S,2023-02-03T01:15:02.4Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,5,7,2023-02-03T01:15:06Z,260000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1630163]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,Ball,1630163.0,,
27,PT09M40.00S,2023-02-03T01:15:02.4Z,1,REGULAR,steal,,[],1630163,,,1610612766,5,7,2023-02-03T01:15:04Z,270000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M35.00S,2023-02-03T01:15:08.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203486,94.03745072273325,51.9607843137255,1610612766,5,9,2023-02-03T01:16:31Z,280000,False,10.0,4.0,1,right,M. Plumlee running DUNK (2 PTS) (L. Ball 2 AST),"[203486, 1630163]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
30,PT09M19.00S,2023-02-03T01:15:23.0Z,1,REGULAR,2pt,Jump Shot,[],1630172,28.07161629434954,48.28431372549019,1610612741,5,9,2023-02-03T01:15:27Z,300000,False,9.0,211.0,1,left,MISS P. Williams 21' Jump Shot,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,21.16,Missed,,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2023-02-03T01:15:26.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,5,9,2023-02-03T01:15:27Z,310000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,
32,PT09M08.00S,2023-02-03T01:15:34.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,70.51576872536137,21.323529411764707,1610612766,5,9,2023-02-03T01:15:38Z,320000,False,-143.0,225.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
33,PT09M06.00S,2023-02-03T01:15:36.0Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,5,9,2023-02-03T01:15:38Z,330000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,
34,PT09M00.00S,2023-02-03T01:15:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.347568988173457,42.64705882352941,1610612741,7,9,2023-02-03T01:15:48Z,340000,False,37.0,120.0,1,left,N. Vucevic 12' floating Jump Shot (2 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,12.55,Made,2.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
36,PT08M42.00S,2023-02-03T01:16:03.4Z,1,REGULAR,turnover,double dribble,[],1626179,,,1610612766,7,9,2023-02-03T01:16:37Z,360000,False,,,0,,T. Rozier double dribble TURNOVER (1 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,,,,,,,1148.0,1.0,,,,,,,,,,,,
37,PT08M24.00S,2023-02-03T01:16:32.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,10.200394218134035,95.34313725490196,1610612741,7,9,2023-02-03T01:16:42Z,370000,False,-227.0,43.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
38,PT08M20.00S,2023-02-03T01:16:35.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,7,9,2023-02-03T01:16:35Z,380000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT08M02.00S,2023-02-03T01:16:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.9862023653088,59.80392156862745,1610612766,7,9,2023-02-03T01:16:58Z,390000,False,49.0,13.0,1,right,MISS G. Hayward cutting Layup,[202330],1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
40,PT07M59.00S,2023-02-03T01:16:57.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,9,2023-02-03T01:16:58Z,400000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,
41,PT07M52.00S,2023-02-03T01:17:04.7Z,1,REGULAR,2pt,Jump Shot,[],203897,18.2161629434954,73.77450980392157,1610612741,9,9,2023-02-03T01:17:08Z,410000,False,-119.0,119.0,1,left,Z. LaVine 16' pullup Jump Shot (2 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,16.8,Made,2.0,,,,,,,,,,,,,,,,,
42,PT07M36.00S,2023-02-03T01:17:23.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612766,9,9,2023-02-03T01:17:31Z,420000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Hayward 2 FT),"[201942, 202330]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,,,,,,1.0,0.0,Hayward,202330.0,,,,
44,PT07M36.00S,2023-02-03T01:17:44.8Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,9,10,2023-02-03T01:17:44Z,440000,False,,,0,,G. Hayward Free Throw 1 of 2 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
45,PT07M36.00S,2023-02-03T01:17:59.4Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,9,11,2023-02-03T01:17:59Z,450000,False,,,0,,G. Hayward Free Throw 2 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
46,PT07M17.00S,2023-02-03T01:18:19.0Z,1,REGULAR,3pt,Jump Shot,[],203897,24.704336399474375,84.09160539215686,1610612741,12,11,2023-02-03T01:18:25Z,460000,False,-170.0,180.0,1,left,Z. LaVine 24' 3PT  (5 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.77,Made,5.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
48,PT07M04.00S,2023-02-03T01:18:32.2Z,1,REGULAR,3pt,Jump Shot,[],1626179,69.99014454664915,25.735294117647058,1610612766,12,14,2023-02-03T01:18:37Z,480000,False,-121.0,230.0,1,right,T. Rozier 25' 3PT  (3 PTS) (M. Plumlee 2 AST),"[1626179, 203486]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.97,Made,3.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
50,PT07M03.00S,2023-02-03T01:18:39.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,14,2023-02-03T01:18:39Z,500000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M39.00S,2023-02-03T01:21:57.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,28.465834428383708,77.94117647058823,1610612741,15,14,2023-02-03T01:22:02Z,510000,False,-140.0,215.0,1,left,A. Dosunmu 25' 3PT  (8 PTS) (N. Vucevic 2 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.65,Made,8.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,
53,PT06M23.00S,2023-02-03T01:22:13.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.64323258869908,48.529411764705884,1610612766,15,16,2023-02-03T01:22:36Z,530000,False,-7.0,7.0,1,right,M. Plumlee driving DUNK (4 PTS) (L. Ball 3 AST),"[203486, 1630163]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.04,Made,4.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
55,PT06M12.00S,2023-02-03T01:22:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,5.732588699080158,49.50980392156863,1610612741,17,16,2023-02-03T01:23:33Z,550000,False,2.0,1.0,1,left,A. Dosunmu driving finger roll Layup (10 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.29,Made,10.0,,,,,,,,,,,,,,,,,
56,PT05M57.00S,2023-02-03T01:22:39.4Z,1,REGULAR,2pt,Jump Shot,[],1630163,76.47831800262811,49.18428308823529,1610612766,17,18,2023-02-03T01:22:45Z,560000,False,-4.0,169.0,1,right,L. Ball 16' fadeaway Jump Shot (5 PTS),[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,16.86,Made,5.0,,,,,,,,,,,,,,,,,
