actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-10-30T00:10:37.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-10-30T00:10:37Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-10-30T00:10:40.3Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2022-10-30T00:10:40Z,40000,,,0,,Jump Ball J. Embiid vs. N. Vucevic: Tip to T. Maxey,"[1630178, 203954, 202696]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2022-10-30T00:11:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,70.90998685939553,18.137254901960784,1610612755,0,0,2022-10-30T00:11:19Z,70000,-159.0,221.0,1,right,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2022-10-30T00:11:07.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2022-10-30T00:11:19Z,80000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2022-10-30T00:11:18.8Z,1,REGULAR,3pt,Jump Shot,[],1630172,18.74178712220762,94.11764705882352,1610612741,0,0,2022-10-30T00:11:23Z,90000,-221.0,124.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2022-10-30T00:11:21.8Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,0,0,2022-10-30T00:11:23Z,100000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M06.00S,2022-10-30T00:11:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.03745072273325,49.26470588235294,1610612755,0,2,2022-10-30T00:11:37Z,110000,-4.0,4.0,1,right,J. Embiid driving finger roll Layup (2 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,,,
13,PT10M45.00S,2022-10-30T00:11:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612741,0,2,2022-10-30T00:12:00Z,130000,,,0,,T. Maxey shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630178, 201942]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202053.0,1.0,0.0,DeRozan,201942.0,,,,,
15,PT10M45.00S,2022-10-30T00:12:23.0Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,0,2,2022-10-30T00:12:23Z,150000,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2022-10-30T00:12:23.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,0,2,2022-10-30T00:12:23Z,160000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,
