actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
509,PT11M28.00S,2023-01-01T01:50:28.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,6.83311432325887,45.85631127450981,1610612739,79,84,2023-01-01T01:50:44Z,5050000,False,21.0,12.0,1,left,MISS I. Okoro driving Layup - blocked,"[1630171, 201942]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,2.38,Missed,,Okoro,I. Okoro,,,,,,,,,,,,,,,,DeRozan,201942.0,
510,PT11M28.00S,2023-01-01T01:50:28.5Z,4,REGULAR,block,,[],201942,,,1610612739,79,84,2023-01-01T01:50:32Z,5060000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
511,PT11M23.00S,2023-01-01T01:50:33.5Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612739,79,84,2023-01-01T01:50:37Z,5070000,False,,,0,,I. Okoro REBOUND (Off:2 Def:2),[1630171],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Okoro,I. Okoro,509.0,4.0,2.0,2.0,,,,,,,,,,,,,,
512,PT11M21.00S,2023-01-01T01:50:35.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,32.53942181340342,40.931372549019606,1610612739,79,87,2023-01-01T01:50:40Z,5080000,False,45.0,253.0,1,left,C. LeVert 25' 3PT  (19 PTS) (C. Osman 2 AST),"[1627747, 1626224]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,25.74,Made,19.0,LeVert,C. LeVert,,,,,C. Osman,1626224.0,2.0,,,,,,,,,,,
514,PT11M05.00S,2023-01-01T01:50:53.6Z,4,REGULAR,foul,personal,['2freethrow'],201577,,,1610612741,79,87,2023-01-01T01:51:03Z,5100000,False,,,0,,R. Lopez shooting personal FOUL (1 PF) (DeRozan 2 FT),"[201577, 201942]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Lopez,R. Lopez,,,,,,,,,,,200834.0,1.0,0.0,DeRozan,201942.0,,,
516,PT11M05.00S,2023-01-01T01:51:19.6Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,80,87,2023-01-01T01:51:19Z,5120000,False,,,0,,D. DeRozan Free Throw 1 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,13.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
517,PT11M05.00S,2023-01-01T01:51:34.7Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,81,87,2023-01-01T01:51:34Z,5130000,False,,,0,,D. DeRozan Free Throw 2 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,14.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
518,PT10M41.00S,2023-01-01T01:52:01.8Z,4,REGULAR,3pt,Jump Shot,[],1627747,28.991458607095925,75.49019607843137,1610612739,81,87,2023-01-01T01:52:07Z,5140000,False,-127.0,220.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
519,PT10M37.00S,2023-01-01T01:52:05.8Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,81,87,2023-01-01T01:52:07Z,5150000,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,White,C. White,518.0,4.0,4.0,0.0,,,,,,,,,,,,,,
520,PT10M34.00S,2023-01-01T01:52:09.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,73.14388961892247,16.666666666666664,1610612741,84,87,2023-01-01T01:52:15Z,5160000,False,-167.0,200.0,1,right,C. White 26' 3PT running (9 PTS),[1629632],1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Left Center,26.03,Made,9.0,White,C. White,,,,,,,,,,,,,,,,,,
521,PT10M18.00S,2023-01-01T01:52:24.7Z,4,REGULAR,turnover,lost ball,[],1626224,,,1610612739,84,87,2023-01-01T01:52:30Z,5170000,False,,,0,,C. Osman lost ball TURNOVER (2 TO),"[1626224, 1629632]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,,Osman,C. Osman,,,,,,,,2.0,White,1629632.0,,,,,,,,
522,PT10M18.00S,2023-01-01T01:52:24.7Z,4,REGULAR,steal,,[],1629632,,,1610612741,84,87,2023-01-01T01:52:40Z,5180000,False,,,0,,C. White STEAL (3 STL),[1629632],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,White,C. White,,,,,,,,,,,,,,,,,,
523,PT10M14.00S,2023-01-01T01:52:29.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,93.77463863337714,47.05882352941176,1610612741,84,87,2023-01-01T01:52:37Z,5190000,False,-15.0,6.0,1,right,MISS A. Caruso running finger roll Layup - blocked,"[1627936, 1630171]",1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,1.59,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,Okoro,1630171.0,
524,PT10M14.00S,2023-01-01T01:52:29.8Z,4,REGULAR,block,,[],1630171,,,1610612741,84,87,2023-01-01T01:52:32Z,5200000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
525,PT10M10.00S,2023-01-01T01:52:33.8Z,4,REGULAR,rebound,defensive,[],201577,,,1610612739,84,87,2023-01-01T01:52:37Z,5210000,False,,,0,,R. Lopez REBOUND (Off:1 Def:3),[201577],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Lopez,R. Lopez,523.0,4.0,3.0,1.0,,,,,,,,,,,,,,
526,PT09M54.00S,2023-01-01T01:52:48.9Z,4,REGULAR,3pt,Jump Shot,[],1626224,27.94021024967148,77.69607843137256,1610612739,84,90,2023-01-01T01:52:53Z,5220000,False,-138.0,210.0,1,left,C. Osman 25' 3PT  (12 PTS) (R. Neto 3 AST),"[1626224, 203526]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.16,Made,12.0,Osman,C. Osman,,,,,R. Neto,203526.0,3.0,,,,,,,,,,,
528,PT09M29.00S,2023-01-01T01:53:17.6Z,4,REGULAR,2pt,Jump Shot,[],201942,74.50722733245729,63.33869485294118,1610612741,86,90,2023-01-01T01:53:27Z,5240000,False,67.0,187.0,1,right,D. DeRozan 19' Jump Shot (16 PTS) (J. Green 1 AST),"[201942, 1629750]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,19.86,Made,16.0,DeRozan,D. DeRozan,,,,,J. Green,1629750.0,1.0,,,,,,,,,,,
530,PT09M29.00S,2023-01-01T01:53:20.8Z,4,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612741,86,90,2023-01-01T01:53:40Z,5260000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1627747, 201942]",1610612739.0,CLE,shooting,,,,,,Mid-Range,16-24 Center,,,,LeVert,C. LeVert,,,,,,,,,,,200834.0,1.0,0.0,DeRozan,201942.0,,,
532,PT09M29.00S,2023-01-01T01:53:26.9Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,86,90,2023-01-01T01:53:38Z,5280000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
533,PT09M29.00S,2023-01-01T01:53:26.9Z,4,REGULAR,substitution,out,[],201577,,,1610612741,86,90,2023-01-01T01:53:38Z,5290000,False,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,,,,,,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
534,PT09M29.00S,2023-01-01T01:53:26.9Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,86,90,2023-01-01T01:53:38Z,5300000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
535,PT09M29.00S,2023-01-01T01:53:26.9Z,4,REGULAR,substitution,in,[],1628386,,,1610612741,86,90,2023-01-01T01:53:38Z,5310000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
536,PT09M29.00S,2023-01-01T01:53:56.7Z,4,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,87,90,2023-01-01T01:53:56Z,5320000,False,,,0,,D. DeRozan Free Throw 1 of 1 (17 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,17.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
537,PT09M10.00S,2023-01-01T01:54:16.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,12.959921156373195,50.73529411764706,1610612739,87,90,2023-01-01T01:55:15Z,5330000,False,-4.0,69.0,1,left,MISS C. LeVert 6' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
538,PT09M10.00S,2023-01-01T01:54:16.7Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612739,87,90,2023-01-01T02:11:10Z,5340000,False,,,0,,I. Okoro REBOUND (Off:3 Def:2),[1630171],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Okoro,I. Okoro,537.0,5.0,2.0,3.0,,,,,,,,,,,,,,
541,PT09M10.00S,2023-01-01T01:54:24.4Z,4,REGULAR,foul,personal,['2freethrow'],201942,,,1610612739,87,90,2023-01-01T01:54:40Z,5370000,False,,,0,,D. DeRozan shooting personal FOUL (3 PF) (Okoro 2 FT),"[201942, 1630171]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,200834.0,3.0,0.0,Okoro,1630171.0,,,
543,PT09M10.00S,2023-01-01T01:54:46.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612739,87,91,2023-01-01T01:54:46Z,5390000,False,,,0,,I. Okoro Free Throw 1 of 2 (7 PTS),[1630171],1610612739.0,CLE,,,,,,,,,,Made,7.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
544,PT09M10.00S,2023-01-01T01:55:01.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612739,87,91,2023-01-01T01:55:01Z,5400000,False,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,,,,,,,Missed,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
545,PT09M07.00S,2023-01-01T01:55:02.1Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,87,91,2023-01-01T01:55:02Z,5410000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,544.0,4.0,3.0,1.0,,,,,,,,,,,,,,
546,PT08M50.00S,2023-01-01T01:55:18.8Z,4,REGULAR,2pt,Jump Shot,[],201942,76.95466491458606,49.26470588235294,1610612741,87,91,2023-01-01T01:55:22Z,5420000,False,-4.0,164.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Center,16.41,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
547,PT08M48.00S,2023-01-01T01:55:20.8Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,87,91,2023-01-01T01:55:22Z,5430000,False,,,0,,C. Osman REBOUND (Off:1 Def:2),[1626224],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,,Osman,C. Osman,546.0,3.0,2.0,1.0,,,,,,,,,,,,,,
548,PT08M38.00S,2023-01-01T01:55:33.4Z,4,REGULAR,foul,personal,['2freethrow'],201942,,,1610612739,87,91,2023-01-01T01:56:01Z,5440000,False,,,0,,D. DeRozan shooting personal FOUL (4 PF) (Okoro 2 FT),"[201942, 1630171]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,202037.0,4.0,0.0,Okoro,1630171.0,,,
550,PT08M38.00S,2023-01-01T01:56:02.1Z,4,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,87,92,2023-01-01T01:56:02Z,5460000,False,,,0,,I. Okoro Free Throw 1 of 2 (8 PTS),[1630171],1610612739.0,CLE,,,,,,,,,,Made,8.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
551,PT08M38.00S,2023-01-01T01:56:05.2Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,87,92,2023-01-01T01:56:12Z,5470000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
552,PT08M38.00S,2023-01-01T01:56:05.2Z,4,REGULAR,substitution,in,[],201567,,,1610612739,87,92,2023-01-01T01:56:12Z,5480000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
553,PT08M38.00S,2023-01-01T01:56:25.5Z,4,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,87,93,2023-01-01T01:56:25Z,5490000,False,,,0,,I. Okoro Free Throw 2 of 2 (9 PTS),[1630171],1610612739.0,CLE,,,,,,,,,,Made,9.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
580,PT08M29.00S,2023-01-01T01:56:41.2Z,4,REGULAR,substitution,out,[],1630171,,,1610612741,87,93,2023-01-01T02:00:20Z,5505000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
581,PT08M29.00S,2023-01-01T01:56:41.2Z,4,REGULAR,substitution,in,[],1628378,,,1610612741,87,93,2023-01-01T02:00:20Z,5507500,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
555,PT08M29.00S,2023-01-01T01:56:41.8Z,4,REGULAR,substitution,out,[],201942,,,1610612741,87,93,2023-01-01T01:56:50Z,5510000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
556,PT08M29.00S,2023-01-01T01:56:41.8Z,4,REGULAR,substitution,in,[],203897,,,1610612741,87,93,2023-01-01T01:56:50Z,5520000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
582,PT08M29.00S,2023-01-01T01:56:41.8Z,4,REGULAR,substitution,out,[],1629750,,,1610612741,87,93,2023-01-01T02:02:08Z,5525000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
583,PT08M29.00S,2023-01-01T01:56:41.8Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,87,93,2023-01-01T02:02:08Z,5527500,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
557,PT08M19.00S,2023-01-01T01:57:12.7Z,4,REGULAR,turnover,traveling,[],1629632,,,1610612741,87,93,2023-01-01T01:57:19Z,5530000,False,,,0,,C. White traveling TURNOVER (2 TO),[1629632],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,White,C. White,,,,,,,,2.0,,,200834.0,,,,,,,
560,PT08M06.00S,2023-01-01T01:57:41.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627747,24.52365308804205,51.225490196078425,1610612739,87,95,2023-01-01T01:57:44Z,5560000,False,-6.0,178.0,1,left,C. LeVert 17' pullup Jump Shot (21 PTS),[1627747],1610612739.0,CLE,pullup,,,,,,Mid-Range,16-24 Center,17.81,Made,21.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
561,PT07M54.00S,2023-01-01T01:57:54.5Z,4,REGULAR,turnover,bad pass,[],1630245,,,1610612741,87,95,2023-01-01T01:57:59Z,5570000,False,,,0,,A. Dosunmu bad pass TURNOVER (2 TO),"[1630245, 201567]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,Dosunmu,A. Dosunmu,,,,,,,,2.0,Love,201567.0,,,,,,,,
562,PT07M54.00S,2023-01-01T01:57:54.5Z,4,REGULAR,steal,,[],201567,,,1610612739,87,95,2023-01-01T01:57:57Z,5580000,False,,,0,,K. Love STEAL (1 STL),[201567],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
563,PT07M50.00S,2023-01-01T01:57:57.8Z,4,REGULAR,turnover,bad pass,[],201567,,,1610612739,87,95,2023-01-01T01:58:01Z,5590000,False,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 1630245]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,,,Love,K. Love,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,
564,PT07M50.00S,2023-01-01T01:57:57.8Z,4,REGULAR,steal,,[],1630245,,,1610612741,87,95,2023-01-01T01:57:59Z,5600000,False,,,0,,A. Dosunmu STEAL (3 STL),[1630245],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
565,PT07M45.00S,2023-01-01T01:58:03.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,95.6143232588699,4.166666666666666,1610612741,87,95,2023-01-01T01:58:13Z,5610000,False,-229.0,-11.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,22.95,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
566,PT07M41.00S,2023-01-01T01:58:07.4Z,4,REGULAR,rebound,offensive,[],1629632,,,1610612741,87,95,2023-01-01T01:58:07Z,5620000,False,,,0,,C. White REBOUND (Off:1 Def:4),[1629632],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,White,C. White,565.0,5.0,4.0,1.0,,,,,,,,,,,,,,
567,PT07M41.00S,2023-01-01T01:58:07.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629632,94.40999984741211,50.0,1610612741,87,95,2023-01-01T01:58:07Z,5630000,False,0.0,0.0,1,right,MISS C. White putback Layup - blocked,"[1629632, 201567]",1610612741.0,CHI,putback,,,,,,Mid-Range,8-16 Left,0.0,Missed,,White,C. White,,,,,,,,,,,,,,,,Love,201567.0,
568,PT07M41.00S,2023-01-01T01:58:07.4Z,4,REGULAR,block,,[],201567,,,1610612741,87,95,2023-01-01T01:58:08Z,5640000,False,,,0,,K. Love BLOCK (1 BLK),[201567],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
569,PT07M38.00S,2023-01-01T01:58:10.2Z,4,REGULAR,rebound,defensive,[],203526,,,1610612739,87,95,2023-01-01T01:58:10Z,5650000,False,,,0,,R. Neto REBOUND (Off:1 Def:1),[203526],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,,Neto,R. Neto,567.0,2.0,1.0,1.0,,,,,,,,,,,,,,
570,PT07M30.00S,2023-01-01T01:58:18.3Z,4,REGULAR,3pt,Jump Shot,[],1627747,32.933639947437584,53.18627450980392,1610612739,87,95,2023-01-01T01:58:24Z,5660000,False,-16.0,257.0,1,left,MISS C. LeVert 25' step back 3PT,[1627747],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Center,25.76,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
571,PT07M26.00S,2023-01-01T01:58:22.3Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,87,95,2023-01-01T01:58:24Z,5670000,False,,,0,,C. White REBOUND (Off:1 Def:5),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,White,C. White,570.0,6.0,5.0,1.0,,,,,,,,,,,,,,
572,PT07M21.00S,2023-01-01T01:58:27.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,93.9060446780552,53.18627450980392,1610612741,89,95,2023-01-01T01:58:40Z,5680000,False,16.0,5.0,1,right,A. Dosunmu driving finger roll Layup (18 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.66,Made,18.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
573,PT06M57.00S,2023-01-01T01:58:51.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,8.935611038107753,44.85677083333333,1610612739,89,95,2023-01-01T01:59:02Z,5690000,False,26.0,31.0,1,left,MISS D. Mitchell driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,,,,Restricted Area,0-8 Center,4.07,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
574,PT06M54.00S,2023-01-01T01:58:54.0Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,89,95,2023-01-01T01:59:02Z,5700000,False,,,0,,J. Allen REBOUND (Off:4 Def:5),[1628386],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Allen,J. Allen,573.0,9.0,5.0,4.0,,,,,,,,,,,,,,
575,PT06M52.00S,2023-01-01T01:58:59.4Z,4,REGULAR,foul,personal,['2freethrow'],203897,,,1610612739,89,95,2023-01-01T01:59:17Z,5710000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Mitchell 2 FT),"[203897, 1628378]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,,,,,,,,201638.0,2.0,0.0,Mitchell,1628378.0,,,
579,PT06M52.00S,2023-01-01T01:59:37.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,89,95,2023-01-01T01:59:37Z,5730000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M52.00S,2023-01-01T02:00:58.2Z,4,REGULAR,substitution,out,[],1629632,,,1610612739,89,95,2023-01-01T02:05:27Z,5735000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
598,PT06M52.00S,2023-01-01T02:00:58.2Z,4,REGULAR,substitution,out,[],203083,,,1610612739,89,95,2023-01-01T02:05:27Z,5737500,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
599,PT06M52.00S,2023-01-01T02:00:58.2Z,4,REGULAR,substitution,in,[],202696,,,1610612739,89,95,2023-01-01T02:05:27Z,5738750,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
600,PT06M52.00S,2023-01-01T02:00:58.2Z,4,REGULAR,substitution,in,[],201942,,,1610612739,89,95,2023-01-01T02:05:27Z,5739375,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
584,PT06M52.00S,2023-01-01T02:02:18.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628378,,,1610612739,89,96,2023-01-01T02:02:18Z,5740000,False,,,0,,D. Mitchell Free Throw 1 of 2 (15 PTS),[1628378],1610612739.0,CLE,,,,,,,,,,Made,15.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
585,PT06M52.00S,2023-01-01T02:02:18.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628378,,,1610612739,89,96,2023-01-01T02:02:57Z,5750000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,,,,,,,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
586,PT06M47.00S,2023-01-01T02:02:23.8Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,89,96,2023-01-01T02:02:57Z,5760000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:9),[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,585.0,11.0,9.0,2.0,,,,,,,,,,,,,,
587,PT06M36.00S,2023-01-01T02:02:55.2Z,4,REGULAR,2pt,Jump Shot,[],203897,73.27529566360053,59.068627450980394,1610612741,91,96,2023-01-01T02:03:00Z,5770000,False,45.0,199.0,1,right,Z. LaVine 20' Jump Shot (10 PTS),[203897],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,20.38,Made,10.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
590,PT06M17.00S,2023-01-01T02:03:14.9Z,4,REGULAR,3pt,Jump Shot,[],201567,24.655059132720105,84.55882352941177,1610612739,91,99,2023-01-01T02:03:18Z,5780000,False,-173.0,179.0,1,left,K. Love 24' 3PT  (20 PTS) (D. Mitchell 6 AST),"[201567, 1628378]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,24.9,Made,20.0,Love,K. Love,,,,,D. Mitchell,1628378.0,6.0,,,,,,,,,,,
592,PT05M56.00S,2023-01-01T02:03:35.9Z,4,REGULAR,3pt,Jump Shot,[],203897,69.07030223390277,30.88235294117647,1610612741,94,99,2023-01-01T02:03:44Z,5800000,False,-96.0,238.0,1,right,Z. LaVine 25' 3PT  (13 PTS),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.67,Made,13.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
593,PT05M28.00S,2023-01-01T02:04:03.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.1268068331143235,47.794117647058826,1610612739,94,99,2023-01-01T02:04:07Z,5810000,False,11.0,5.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,1.21,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
594,PT05M25.00S,2023-01-01T02:04:06.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,94,99,2023-01-01T02:04:07Z,5820000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:10),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,593.0,12.0,10.0,2.0,,,,,,,,,,,,,,
