actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT04M01.00S,2022-10-23T01:02:55.7Z,2,REGULAR,3pt,Jump Shot,[],1630245,8.09789750328515,5.147058823529411,1610612741,41,55,2022-10-23T01:03:01Z,2570000,224.0,24.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
263,PT03M58.00S,2022-10-23T01:02:57.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,41,55,2022-10-23T01:02:57Z,2580000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,,,262.0,7.0,7.0,0.0,,,,,,,,,,,,
264,PT03M51.00S,2022-10-23T01:03:06.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,88.12417871222075,50.98039215686274,1610612739,41,55,2022-10-23T01:03:10Z,2590000,5.0,59.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,,,,,,,,
265,PT03M48.00S,2022-10-23T01:03:09.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,41,55,2022-10-23T01:03:10Z,2600000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,264.0,3.0,2.0,1.0,,,,,,,,,,,,
266,PT03M41.00S,2022-10-23T01:03:15.9Z,2,REGULAR,3pt,Jump Shot,[],1630172,28.597240473061763,19.362745098039216,1610612741,41,55,2022-10-23T01:03:21Z,2610000,153.0,216.0,1,left,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
267,PT03M37.00S,2022-10-23T01:03:19.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,41,55,2022-10-23T01:03:21Z,2620000,,,0,,K. Love REBOUND (Off:0 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,266.0,8.0,8.0,0.0,,,,,,,,,,,,
268,PT03M32.00S,2022-10-23T01:03:25.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.51182654402102,53.92156862745098,1610612739,41,55,2022-10-23T01:03:33Z,2630000,20.0,8.0,1,right,MISS C. LeVert running Layup,[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
269,PT03M32.00S,2022-10-23T01:03:27.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,41,55,2022-10-23T01:03:27Z,2640000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,268.0,,,,,,,,,,,,,,,
271,PT03M32.00S,2022-10-23T01:03:30.8Z,2,REGULAR,substitution,out,[],1630172,,,1610612739,41,55,2022-10-23T01:03:47Z,2660000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M32.00S,2022-10-23T01:03:30.8Z,2,REGULAR,substitution,out,[],201567,,,1610612739,41,55,2022-10-23T01:03:47Z,2670000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M32.00S,2022-10-23T01:03:30.8Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,41,55,2022-10-23T01:03:47Z,2680000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M32.00S,2022-10-23T01:03:30.8Z,2,REGULAR,substitution,in,[],1627936,,,1610612739,41,55,2022-10-23T01:03:47Z,2690000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M32.00S,2022-10-23T01:03:30.8Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,41,55,2022-10-23T01:03:47Z,2700000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M32.00S,2022-10-23T01:03:30.8Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,41,55,2022-10-23T01:03:47Z,2710000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M24.00S,2022-10-23T01:03:59.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,68.15045992115637,61.274509803921575,1610612739,41,58,2022-10-23T01:04:04Z,2720000,56.0,247.0,1,right,C. LeVert 25' 3PT  (6 PTS) (D. Mitchell 5 AST),"[1627747, 1628378]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,25.33,Made,,,,,,,6.0,D. Mitchell,1628378.0,5.0,,,,,,,,
279,PT03M14.00S,2022-10-23T01:04:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.469776609724048,51.9607843137255,1610612741,43,58,2022-10-23T01:04:13Z,2740000,-10.0,-1.0,1,left,Z. LaVine driving Layup (10 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,,10.0,A. Dosunmu,1630245.0,2.0,,,,,,,,
281,PT02M51.00S,2022-10-23T01:04:31.8Z,2,REGULAR,3pt,Jump Shot,[],1627747,68.01905387647832,31.61764705882353,1610612739,43,58,2022-10-23T01:04:38Z,2760000,-92.0,248.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
282,PT02M47.00S,2022-10-23T01:04:35.8Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,43,58,2022-10-23T01:04:38Z,2770000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,281.0,1.0,1.0,0.0,,,,,,,,,,,,
283,PT02M40.00S,2022-10-23T01:04:46.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612741,43,58,2022-10-23T01:05:14Z,2780000,,,0,,C. Osman shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1626224, 201942]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1628480.0,,,,3.0,0.0,DeRozan,201942.0
285,PT02M40.00S,2022-10-23T01:05:15.5Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,44,58,2022-10-23T01:05:15Z,2800000,,,0,,D. DeRozan Free Throw 1 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
286,PT02M40.00S,2022-10-23T01:05:27.8Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,45,58,2022-10-23T01:05:27Z,2810000,,,0,,D. DeRozan Free Throw 2 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
287,PT02M26.00S,2022-10-23T01:05:44.4Z,2,REGULAR,3pt,Jump Shot,[],1627747,67.62483574244416,31.862745098039213,1610612739,45,58,2022-10-23T01:05:50Z,2820000,-91.0,252.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
288,PT02M22.00S,2022-10-23T01:05:48.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,45,58,2022-10-23T01:05:50Z,2830000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,287.0,4.0,3.0,1.0,,,,,,,,,,,,
289,PT02M13.00S,2022-10-23T01:05:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.1268068331143235,45.83333333333333,1610612741,45,58,2022-10-23T01:06:02Z,2840000,21.0,5.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
291,PT02M10.00S,2022-10-23T01:06:00.6Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,45,58,2022-10-23T01:06:02Z,2860000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,289.0,2.0,2.0,0.0,,,,,,,,,,,,
292,PT02M02.00S,2022-10-23T01:06:08.6Z,2,REGULAR,2pt,Jump Shot,[],1628386,77.7431011826544,55.63725490196079,1610612739,45,60,2022-10-23T01:06:15Z,2870000,28.0,157.0,1,right,J. Allen 15' bank Jump Shot (4 PTS) (D. Mitchell 6 AST),"[1628386, 1628378]",1610612739.0,CLE,bank,,,Allen,J. Allen,,,,,Mid-Range,8-16 Center,15.92,Made,,,,,,,4.0,D. Mitchell,1628378.0,6.0,,,,,,,,
294,PT01M48.00S,2022-10-23T01:06:23.0Z,2,REGULAR,3pt,Jump Shot,[],203897,33.065045992115635,47.05882352941176,1610612741,48,60,2022-10-23T01:06:27Z,2890000,15.0,258.0,1,left,Z. LaVine 25' 3PT pullup (13 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,25.87,Made,,,,,,,13.0,,,,,,,,,,,
295,PT01M29.00S,2022-10-23T01:06:41.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,93.9060446780552,44.85294117647059,1610612739,48,62,2022-10-23T01:06:46Z,2900000,-26.0,5.0,1,right,J. Allen turnaround Hook (6 PTS) (D. Mitchell 7 AST),"[1628386, 1628378]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,,,6.0,D. Mitchell,1628378.0,7.0,,,,,,,,
297,PT01M15.00S,2022-10-23T01:06:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,13.091327201051248,54.65686274509803,1610612741,50,62,2022-10-23T01:07:04Z,2920000,-23.0,71.0,1,left,Z. LaVine 7' bank Jump Shot (15 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,bank,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,,,,,,,15.0,N. Vucevic,202696.0,2.0,,,,,,,,
299,PT01M01.00S,2022-10-23T01:07:09.2Z,2,REGULAR,3pt,Jump Shot,[],1626224,73.9323258869908,85.29411764705883,1610612739,50,65,2022-10-23T01:07:14Z,2940000,176.0,193.0,1,right,C. Osman 26' 3PT  (10 PTS) (J. Allen 2 AST),"[1626224, 1628386]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,26.12,Made,,,,,,,10.0,J. Allen,1628386.0,2.0,,,,,,,,
301,PT00M52.30S,2022-10-23T01:07:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,4.944152431011826,53.67647058823529,1610612741,52,65,2022-10-23T01:07:29Z,2960000,-18.0,-6.0,1,left,Z. LaVine driving Layup (17 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,17.0,,,,,,,,,,,
302,PT00M40.60S,2022-10-23T01:07:42.7Z,2,REGULAR,3pt,Jump Shot,[],1628378,64.86530880420499,45.83333333333333,1610612739,52,68,2022-10-23T01:07:48Z,2970000,-21.0,278.0,1,right,D. Mitchell 27' 3PT pullup (16 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,27.86,Made,,,,,,,16.0,,,,,,,,,,,
303,PT00M30.80S,2022-10-23T01:07:59.2Z,2,REGULAR,2pt,Jump Shot,[],201942,15.850854139290407,77.94117647058823,1610612741,52,68,2022-10-23T01:08:06Z,2980000,-140.0,96.0,1,left,MISS D. DeRozan 16' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,16.98,Missed,,,,,,,,,,,,,,,,,,
304,PT00M28.40S,2022-10-23T01:08:01.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,52,68,2022-10-23T01:08:06Z,2990000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left,,,,,303.0,1.0,1.0,0.0,,,,,,,,,,,,
305,PT00M11.60S,2022-10-23T01:08:20.4Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612739,52,68,2022-10-23T01:08:56Z,3000000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1627936, 1628378]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Mitchell,1628378.0
307,PT00M11.60S,2022-10-23T01:08:56.8Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,52,69,2022-10-23T01:08:56Z,3020000,,,0,,D. Mitchell Free Throw 1 of 2 (17 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
308,PT00M11.60S,2022-10-23T01:08:58.1Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,52,69,2022-10-23T01:09:07Z,3030000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M11.60S,2022-10-23T01:08:58.1Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,52,69,2022-10-23T01:09:07Z,3040000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M11.60S,2022-10-23T01:09:19.9Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,52,70,2022-10-23T01:09:19Z,3050000,,,0,,D. Mitchell Free Throw 2 of 2 (18 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
311,PT00M00.40S,2022-10-23T01:09:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,10.726018396846255,60.78431372549019,1610612741,54,70,2022-10-23T01:09:40Z,3060000,-54.0,48.0,1,left,D. DeRozan 7' fadeaway bank Jump Shot (9 PTS),[201942],1610612741.0,CHI,fadeaway bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,7.24,Made,,,,,,,9.0,,,,,,,,,,,
313,PT00M00.30S,2022-10-23T01:09:41.5Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,54,70,2022-10-23T01:10:20Z,3080000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 203897]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,LaVine,203897.0,,,,
314,PT00M00.30S,2022-10-23T01:09:41.5Z,2,REGULAR,steal,,[],203897,,,1610612741,54,70,2022-10-23T01:09:45Z,3090000,,,0,,Z. LaVine STEAL (2 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2022-10-23T01:09:47.1Z,2,REGULAR,period,end,[],0,,,1610612741,54,70,2022-10-23T01:09:47Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-10-23T01:24:16.3Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612741,54,70,2022-10-23T01:24:59Z,3110000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-10-23T01:24:16.3Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612741,54,70,2022-10-23T01:24:59Z,3120000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-10-23T01:25:00.0Z,3,REGULAR,period,start,[],0,,,1610612741,54,70,2022-10-23T01:25:00Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M40.00S,2022-10-23T01:25:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.64323258869908,46.07843137254902,1610612741,56,70,2022-10-23T01:25:27Z,3140000,-20.0,7.0,1,right,N. Vucevic Layup (10 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,10.0,,,,,,,,,,,
320,PT11M26.00S,2022-10-23T01:25:46.4Z,3,REGULAR,foul,personal,[],1630245,,,1610612739,56,70,2022-10-23T01:26:10Z,3150000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1628378]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202058.0,,,,2.0,0.0,Mitchell,1628378.0
322,PT11M18.00S,2022-10-23T01:26:07.9Z,3,REGULAR,violation,kicked ball,[],1630172,,,1610612739,56,70,2022-10-23T01:26:18Z,3170000,,,0,,P. Williams kicked ball VIOLATION,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,1628953.0,,,,,,,
323,PT11M06.00S,2022-10-23T01:26:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,10.463206307490145,46.32352941176471,1610612739,56,72,2022-10-23T01:26:33Z,3180000,18.0,46.0,1,left,E. Mobley Layup (13 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,,,,,,,13.0,,,,,,,,,,,
324,PT10M55.00S,2022-10-23T01:26:39.2Z,3,REGULAR,2pt,Jump Shot,[],1630172,79.97700394218134,67.40196078431373,1610612741,56,72,2022-10-23T01:37:24Z,3190000,87.0,136.0,1,right,MISS P. Williams 16' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,16.12,Missed,,,,,,,,,,,,,,,,,,
325,PT10M54.00S,2022-10-23T01:26:40.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,56,72,2022-10-23T01:37:24Z,3200000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,324.0,,,,,,,,,,,,,,,
327,PT10M40.00S,2022-10-23T01:27:07.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628378,4.681340341655716,49.754901960784316,1610612739,56,74,2022-10-23T01:27:27Z,3220000,1.0,-8.0,1,left,D. Mitchell driving DUNK (20 PTS) (C. LeVert 3 AST),"[1628378, 1627747]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,20.0,C. LeVert,1627747.0,3.0,,,,,,,,
329,PT10M40.00S,2022-10-23T01:27:56.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,56,74,2022-10-23T01:27:56Z,3240000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT10M33.00S,2022-10-23T01:30:09.8Z,3,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,56,74,2022-10-23T01:30:37Z,3270000,,,0,,N. Vucevic lost ball out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,lost ball,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1628953.0,1.0,,,,,,
333,PT10M07.00S,2022-10-23T01:30:39.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,5.075558475689881,50.245098039215684,1610612739,56,76,2022-10-23T01:30:46Z,3280000,-1.0,-5.0,1,left,J. Allen alley-oop DUNK (8 PTS) (D. Mitchell 8 AST),"[1628386, 1628378]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,8.0,D. Mitchell,1628378.0,8.0,,,,,,,,
335,PT09M55.00S,2022-10-23T01:30:51.6Z,3,REGULAR,3pt,Jump Shot,[],1630245,72.22404730617609,19.852941176470587,1610612741,59,76,2022-10-23T01:30:56Z,3300000,-151.0,209.0,1,right,A. Dosunmu 25' 3PT  (3 PTS) (N. Vucevic 3 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.73,Made,,,,,,,3.0,N. Vucevic,202696.0,3.0,,,,,,,,
337,PT09M45.00S,2022-10-23T01:31:01.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,13.354139290407357,45.588235294117645,1610612739,59,76,2022-10-23T01:31:09Z,3320000,22.0,73.0,1,left,MISS D. Mitchell 7' Layup - blocked,"[1628378, 202696]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,Vucevic,202696.0,,,,,,,,,,,,,,,,
338,PT09M45.00S,2022-10-23T01:31:01.4Z,3,REGULAR,block,,[],202696,,,1610612739,59,76,2022-10-23T01:31:04Z,3330000,,,0,,N. Vucevic BLOCK (3 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
339,PT09M40.00S,2022-10-23T01:31:06.4Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,59,76,2022-10-23T01:31:09Z,3340000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,
340,PT09M39.00S,2022-10-23T01:31:07.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203897,94.1688567674113,50.245098039215684,1610612741,61,76,2022-10-23T01:31:25Z,3350000,1.0,2.0,1,right,Z. LaVine DUNK (19 PTS) (A. Dosunmu 3 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,19.0,A. Dosunmu,1630245.0,3.0,,,,,,,,
342,PT09M27.00S,2022-10-23T01:31:20.9Z,3,REGULAR,foul,personal,['2freethrow'],203897,,,1610612739,61,76,2022-10-23T01:38:13Z,3362500,,,0,,Z. LaVine shooting personal FOUL (1 PF) (LeVert 2 FT),"[203897, 1627747]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,LeVert,1627747.0
345,PT09M27.00S,2022-10-23T01:31:50.5Z,3,REGULAR,substitution,out,[],1630172,,,1610612739,61,76,2022-10-23T01:31:56Z,3365000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M27.00S,2022-10-23T01:31:50.5Z,3,REGULAR,substitution,in,[],1629750,,,1610612739,61,76,2022-10-23T01:31:56Z,3367500,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M27.00S,2022-10-23T01:31:51.4Z,3,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,61,77,2022-10-23T01:38:25Z,3390000,,,0,,C. LeVert Free Throw 1 of 2 (7 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
347,PT09M27.00S,2022-10-23T01:31:51.4Z,3,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,61,77,2022-10-23T01:38:25Z,3420000,,,0,,MISS C. LeVert Free Throw 2 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
348,PT09M24.00S,2022-10-23T01:31:54.4Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,61,77,2022-10-23T01:38:25Z,3430000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,347.0,2.0,1.0,1.0,,,,,,,,,,,,
349,PT08M59.00S,2022-10-23T01:32:37.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,91.80354796320631,50.0,1610612741,61,77,2022-10-23T01:32:41Z,3440000,0.0,25.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
350,PT08M57.00S,2022-10-23T01:32:39.2Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,61,77,2022-10-23T01:32:41Z,3450000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,349.0,1.0,1.0,0.0,,,,,,,,,,,,
351,PT08M50.00S,2022-10-23T01:32:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.258212877792378,49.754901960784316,1610612739,61,79,2022-10-23T01:33:06Z,3460000,1.0,6.0,1,left,E. Mobley Layup (15 PTS) (C. LeVert 4 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,15.0,C. LeVert,1627747.0,4.0,,,,,,,,
