actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
85,PT05M33.00S,2023-04-02T19:54:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.64323258869908,47.794117647058826,1610612741,11,17,2023-04-02T19:54:46Z,850000,False,-11.0,7.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
86,PT05M31.00S,2023-04-02T19:54:33.7Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,11,17,2023-04-02T19:54:46Z,860000,False,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,,,
88,PT05M28.00S,2023-04-02T19:54:40.5Z,1,REGULAR,substitution,out,[],201942,,,1610612763,11,17,2023-04-02T19:54:48Z,880000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M28.00S,2023-04-02T19:54:40.5Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,11,17,2023-04-02T19:54:48Z,890000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M28.00S,2023-04-02T19:54:40.5Z,1,REGULAR,substitution,in,[],1630172,,,1610612763,11,17,2023-04-02T19:54:48Z,900000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M28.00S,2023-04-02T19:54:40.5Z,1,REGULAR,substitution,in,[],1631223,,,1610612763,11,17,2023-04-02T19:54:48Z,910000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M21.00S,2023-04-02T19:55:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.521024967148489,49.26470588235294,1610612763,11,19,2023-04-02T19:55:08Z,920000,False,4.0,9.0,1,left,J. Morant driving Layup (7 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,7.0,,,,,,,,,,,
93,PT04M57.00S,2023-04-02T19:55:28.5Z,1,REGULAR,3pt,Jump Shot,[],201976,72.88107752956637,81.37254901960785,1610612741,11,19,2023-04-02T19:55:46Z,930000,False,157.0,202.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
94,PT04M54.00S,2023-04-02T19:55:31.7Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,11,19,2023-04-02T19:55:31Z,940000,False,,,0,,X. Tillman REBOUND (Off:1 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,93.0,4.0,3.0,1.0,,,,,,,,,,,,,,
97,PT04M48.00S,2023-04-02T19:55:40.9Z,1,REGULAR,foul,personal,[],1627936,,,1610612763,11,19,2023-04-02T19:55:45Z,960000,False,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 1629630]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201245.0,2.0,0.0,Morant,1629630.0,,,,,,
99,PT04M48.00S,2023-04-02T19:55:46.9Z,1,REGULAR,substitution,out,[],1627936,,,1610612763,11,19,2023-04-02T19:55:52Z,980000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M48.00S,2023-04-02T19:55:46.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,11,19,2023-04-02T19:55:52Z,990000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M48.00S,2023-04-02T19:55:46.9Z,1,REGULAR,substitution,in,[],1629632,,,1610612763,11,19,2023-04-02T19:55:52Z,1000000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M48.00S,2023-04-02T19:55:46.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,11,19,2023-04-02T19:55:52Z,1010000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M36.00S,2023-04-02T19:56:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,33.459264126149804,64.4607843137255,1610612763,11,22,2023-04-02T19:56:21Z,1020000,False,-72.0,262.0,1,left,J. Morant 27' 3PT  (10 PTS) (D. Roddy 1 AST),"[1629630, 1631223]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,27.18,Made,,,,,,,10.0,,,,,,D. Roddy,1631223.0,1.0,,,
105,PT04M21.00S,2023-04-02T19:56:29.9Z,1,REGULAR,3pt,Jump Shot,[],203897,69.85873850197109,18.137254901960784,1610612741,14,22,2023-04-02T19:56:34Z,1040000,False,-159.0,231.0,1,right,Z. LaVine 28' 3PT step back (3 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.04,Made,,,,,,,3.0,,,,,,,,,,,
106,PT04M09.00S,2023-04-02T19:56:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.440867279894875,45.09803921568628,1610612763,14,22,2023-04-02T20:04:28Z,1050000,False,25.0,17.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
107,PT04M09.00S,2023-04-02T19:56:42.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,14,22,2023-04-02T19:56:47Z,1060000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,106.0,,,,,,,,,,,,,,,,,
109,PT03M55.00S,2023-04-02T19:57:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,86.41590013140605,51.71568627450981,1610612741,16,22,2023-04-02T20:05:15Z,1080000,False,9.0,75.0,1,right,N. Vucevic 7' turnaround fadeaway Jump Shot (4 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,,,4.0,,,,,,,,,,,
116,PT03M42.00S,2023-04-02T19:57:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,16.507884362680684,62.745098039215684,1610612763,16,22,2023-04-02T19:59:04Z,1115000,False,-64.0,103.0,1,left,MISS D. Brooks 12' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,12.09,Missed,,,,,,,,,,,,,,,,,,
117,PT03M42.00S,2023-04-02T19:57:26.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,22,2023-04-02T19:59:04Z,1117500,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Left,,,116.0,4.0,4.0,0.0,,,,,,,,,,,,,,
113,PT03M37.00S,2023-04-02T19:57:28.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629632,93.64323258869908,50.245098039215684,1610612741,18,22,2023-04-02T20:06:44Z,1120000,False,1.0,7.0,1,right,C. White running finger roll Layup (2 PTS) (Z. LaVine 3 AST),"[1629632, 203897]",1610612741.0,CHI,running finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,2.0,,,,,,Z. LaVine,203897.0,3.0,,,
115,PT03M37.00S,2023-04-02T19:57:32.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,18,22,2023-04-02T19:57:32Z,1140000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2023-04-02T20:00:42.2Z,1,REGULAR,3pt,Jump Shot,[],1628379,24.78646517739816,83.82352941176471,1610612763,18,22,2023-04-02T20:07:02Z,1150000,False,-169.0,180.0,1,left,MISS L. Kennard 24' step back 3PT,[1628379],1610612763.0,MEM,step back,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2023-04-02T20:00:44.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,18,22,2023-04-02T20:00:45Z,1160000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,121.0,5.0,5.0,0.0,,,,,,,,,,,,,,
123,PT02M59.00S,2023-04-02T20:01:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,72.61826544021025,17.401960784313726,1610612741,21,22,2023-04-02T20:01:11Z,1170000,False,-163.0,205.0,1,right,C. White 26' 3PT  (5 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,5.0,,,,,,N. Vucevic,202696.0,1.0,,,
125,PT02M36.00S,2023-04-02T20:01:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,28.07161629434954,77.20588235294117,1610612763,21,25,2023-04-02T20:01:32Z,1190000,False,-136.0,211.0,1,left,L. Kennard 25' 3PT  (3 PTS) (D. Brooks 2 AST),"[1628379, 1628415]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.14,Made,,,,,,,3.0,,,,,,D. Brooks,1628415.0,2.0,,,
127,PT02M19.00S,2023-04-02T20:01:44.8Z,1,REGULAR,2pt,Jump Shot,[],202696,76.95466491458606,37.99019607843137,1610612741,21,25,2023-04-02T20:01:49Z,1210000,False,-60.0,164.0,1,right,MISS N. Vucevic 17' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,17.47,Missed,,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2023-04-02T20:01:46.8Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,21,25,2023-04-02T20:01:49Z,1220000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Left Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M07.00S,2023-04-02T20:01:57.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.09395532194481,60.049019607843135,1610612763,21,28,2023-04-02T20:02:02Z,1230000,False,-50.0,240.0,1,left,D. Brooks 24' 3PT  (6 PTS) (D. Roddy 2 AST),"[1628415, 1631223]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,24.5,Made,,,,,,,6.0,,,,,,D. Roddy,1631223.0,2.0,,,
131,PT01M50.00S,2023-04-02T20:02:15.2Z,1,REGULAR,2pt,Jump Shot,[],1629632,88.51839684625493,70.58823529411765,1610612741,21,28,2023-04-02T20:08:07Z,1250000,False,103.0,55.0,1,right,MISS C. White 11' turnaround fadeaway Shot,[1629632],1610612741.0,CHI,turnaround fadeaway,,,White,C. White,,,,,Mid-Range,8-16 Right,11.69,Missed,,,,,,,,,,,,,,,,,,
132,PT01M48.00S,2023-04-02T20:02:17.2Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,21,28,2023-04-02T20:02:18Z,1260000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M35.00S,2023-04-02T20:02:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,5.863994743758213,47.05882352941176,1610612763,21,30,2023-04-02T20:02:33Z,1270000,False,15.0,3.0,1,left,X. Tillman cutting Layup (4 PTS) (D. Brooks 3 AST),"[1630214, 1628415]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,4.0,,,,,,D. Brooks,1628415.0,3.0,,,
135,PT01M22.00S,2023-04-02T20:02:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630172,66.70499342969777,45.588235294117645,1610612741,21,30,2023-04-02T20:02:47Z,1290000,False,-22.0,260.0,1,right,MISS P. Williams 26' step back 3PT,[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
136,PT01M19.00S,2023-04-02T20:02:45.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,21,30,2023-04-02T20:02:47Z,1300000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT01M14.00S,2023-04-02T20:02:50.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,30.831143232588698,21.323529411764707,1610612763,21,33,2023-04-02T20:08:39Z,1310000,False,143.0,237.0,1,left,D. Brooks 27' 3PT running (9 PTS) (J. Morant 2 AST),"[1628415, 1629630]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.73,Made,,,,,,,9.0,,,,,,J. Morant,1629630.0,2.0,,,
139,PT00M59.60S,2023-04-02T20:03:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,88.38699080157687,49.26470588235294,1610612741,23,33,2023-04-02T20:08:50Z,1330000,False,-4.0,57.0,1,right,P. Beverley turnaround fadeaway Jump Shot (2 PTS),[201976],1610612741.0,CHI,turnaround fadeaway,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,,,,,,,2.0,,,,,,,,,,,
140,PT00M50.40S,2023-04-02T20:03:17.4Z,1,REGULAR,3pt,Jump Shot,[],1631223,29.38567674113009,23.03921568627451,1610612763,23,36,2023-04-02T20:03:22Z,1340000,False,135.0,224.0,1,left,D. Roddy 26' 3PT  (3 PTS) (J. Morant 3 AST),"[1631223, 1629630]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,26.12,Made,,,,,,,3.0,,,,,,J. Morant,1629630.0,3.0,,,
142,PT00M40.50S,2023-04-02T20:03:35.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612741,23,36,2023-04-02T20:03:45Z,1360000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629630, 203897]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,LaVine,203897.0,,,,,,
144,PT00M40.50S,2023-04-02T20:04:06.4Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,24,36,2023-04-02T20:04:06Z,1380000,False,,,0,,Z. LaVine Free Throw 1 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
145,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,out,[],202696,,,1610612741,24,36,2023-04-02T20:04:30Z,1390000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,out,[],201976,,,1610612741,24,36,2023-04-02T20:04:30Z,1400000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612741,24,36,2023-04-02T20:04:30Z,1410000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612741,24,36,2023-04-02T20:04:30Z,1420000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,in,[],203083,,,1610612741,24,36,2023-04-02T20:04:30Z,1430000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,24,36,2023-04-02T20:04:30Z,1440000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612741,24,36,2023-04-02T20:04:30Z,1450000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M40.50S,2023-04-02T20:04:08.8Z,1,REGULAR,substitution,in,[],1630217,,,1610612741,24,36,2023-04-02T20:04:30Z,1460000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M40.50S,2023-04-02T20:04:31.8Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,25,36,2023-04-02T20:04:31Z,1470000,False,,,0,,Z. LaVine Free Throw 2 of 2 (5 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
154,PT00M29.90S,2023-04-02T20:04:43.2Z,1,REGULAR,3pt,Jump Shot,[],1628379,5.732588699080158,95.34313725490196,1610612763,25,36,2023-04-02T20:10:12Z,1480000,False,-227.0,1.0,1,left,MISS L. Kennard step back 3PT,[1628379],1610612763.0,MEM,step back,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
155,PT00M26.50S,2023-04-02T20:04:46.6Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,25,36,2023-04-02T20:04:49Z,1490000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT00M03.00S,2023-04-02T20:05:10.2Z,1,REGULAR,2pt,Jump Shot,[],1630245,78.13731931668858,31.127450980392158,1610612741,25,36,2023-04-02T20:05:16Z,1500000,False,-94.0,153.0,1,right,MISS A. Dosunmu 17' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,17.98,Missed,,,,,,,,,,,,,,,,,,
157,PT00M01.00S,2023-04-02T20:05:12.2Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,25,36,2023-04-02T20:05:12Z,1510000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,156.0,3.0,3.0,0.0,,,,,,,,,,,,,,
158,PT00M00.00S,2023-04-02T20:05:15.0Z,1,REGULAR,period,end,[],0,,,1610612763,25,36,2023-04-02T20:05:15Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-04-02T20:07:26.4Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612763,25,36,2023-04-02T20:07:46Z,1530000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-04-02T20:07:26.4Z,2,REGULAR,substitution,out,['startperiod'],1630214,,,1610612763,25,36,2023-04-02T20:07:46Z,1540000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-04-02T20:07:26.4Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612763,25,36,2023-04-02T20:07:46Z,1550000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-04-02T20:07:26.4Z,2,REGULAR,substitution,in,['startperiod'],1630583,,,1610612763,25,36,2023-04-02T20:07:46Z,1560000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-04-02T20:07:52.8Z,2,REGULAR,period,start,[],0,,,1610612741,25,36,2023-04-02T20:07:52Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M46.00S,2023-04-02T20:08:05.4Z,2,REGULAR,2pt,Jump Shot,[],201942,76.2976346911958,27.450980392156865,1610612741,25,36,2023-04-02T20:08:12Z,1580000,False,-113.0,170.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,20.42,Missed,,,,,,,,,,,,,,,,,,
165,PT11M40.00S,2023-04-02T20:08:11.6Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,25,36,2023-04-02T20:08:11Z,1590000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT11M22.00S,2023-04-02T20:08:29.4Z,2,REGULAR,3pt,Jump Shot,[],1626145,28.33442838370565,18.627450980392158,1610612763,25,39,2023-04-02T20:08:33Z,1600000,False,157.0,214.0,1,left,T. Jones 26' 3PT pullup (3 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.52,Made,,,,,,,3.0,,,,,,,,,,,
167,PT11M02.00S,2023-04-02T20:08:52.7Z,2,REGULAR,foul,personal,[],1630217,,,1610612741,25,39,2023-04-02T20:08:59Z,1610000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 203083]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,201245.0,1.0,0.0,Drummond,203083.0,,,,,,
169,PT10M50.00S,2023-04-02T20:09:20.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,89.43823915900131,49.26470588235294,1610612741,27,39,2023-04-02T20:09:24Z,1630000,False,-4.0,47.0,1,right,A. Drummond Hook (2 PTS) (A. Dosunmu 1 AST),"[203083, 1630245]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,,,,,,,2.0,,,,,,A. Dosunmu,1630245.0,1.0,,,
171,PT10M27.00S,2023-04-02T20:09:44.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,11.645860709592641,55.63725490196079,1610612763,27,39,2023-04-02T20:09:48Z,1650000,False,-28.0,57.0,1,left,MISS T. Jones 6' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
172,PT10M24.00S,2023-04-02T20:09:47.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,27,39,2023-04-02T20:09:48Z,1660000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,
173,PT10M18.00S,2023-04-02T20:09:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,87.59855453350855,55.14705882352941,1610612741,29,39,2023-04-02T20:09:59Z,1670000,False,26.0,64.0,1,right,D. DeRozan 6' turnaround Jump Shot (8 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,,,,,,,8.0,,,,,,,,,,,
174,PT10M18.00S,2023-04-02T20:09:57.9Z,2,REGULAR,foul,personal,['1freethrow'],1631223,,,1610612741,29,39,2023-04-02T20:10:07Z,1680000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1631223, 201942]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,1.0,0.0,DeRozan,201942.0,,,,,,
176,PT10M18.00S,2023-04-02T20:10:21.1Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,30,39,2023-04-02T20:10:21Z,1700000,False,,,0,,D. DeRozan Free Throw 1 of 1 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
177,PT09M56.00S,2023-04-02T20:10:44.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,4.812746386333772,63.725490196078425,1610612763,30,39,2023-04-02T20:10:50Z,1710000,False,-69.0,-7.0,1,left,MISS D. Roddy 6' turnaround Shot,[1631223],1610612763.0,MEM,turnaround,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
