actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
529,PT11M20.00S,2022-10-25T01:53:01.0Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,100,79,2022-10-25T01:53:02Z,5110000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,528.0,2.0,2.0,0.0,,,,,,,,,,
530,PT11M17.00S,2022-10-25T01:53:09.3Z,4,REGULAR,foul,personal,[],1628401,,,1610612741,100,79,2022-10-25T01:53:37Z,5120000,,,0,,D. White personal FOUL (4 PF),"[1628401, 1627936]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203054.0,,4.0,0.0,Caruso,1627936.0,,,,
532,PT11M01.00S,2022-10-25T01:53:42.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.30026281208936,55.392156862745104,1610612741,100,79,2022-10-25T01:53:46Z,5140000,27.0,1.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
533,PT10M59.00S,2022-10-25T01:53:44.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,100,79,2022-10-25T01:53:46Z,5150000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,532.0,3.0,2.0,1.0,,,,,,,,,,
534,PT10M42.00S,2022-10-25T01:54:01.4Z,4,REGULAR,2pt,Jump Shot,[],1628401,12.302890932982917,25.98039215686275,1610612738,100,79,2022-10-25T01:54:04Z,5160000,120.0,63.0,1,left,MISS D. White 13' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Right,13.57,Missed,,,,,,,,,,,,,,,,,,
535,PT10M41.00S,2022-10-25T01:54:02.4Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,100,79,2022-10-25T01:54:04Z,5170000,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,534.0,3.0,3.0,0.0,,,,,,,,,,
536,PT10M31.00S,2022-10-25T01:54:17.2Z,4,REGULAR,foul,offensive,[],203083,,,1610612741,100,79,2022-10-25T01:54:30Z,5180000,,,0,,A. Drummond off-the-ball offensive FOUL (2 PF),"[203083, 1629684]",1610612741.0,CHI,off-the-ball,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,203054.0,,2.0,0.0,Williams,1629684.0,,,,
538,PT10M31.00S,2022-10-25T01:54:17.2Z,4,REGULAR,turnover,offensive foul,[],203083,,,1610612741,100,79,2022-10-25T01:54:17Z,5200000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,203054.0,1.0,,,,,,,,
540,PT10M13.00S,2022-10-25T01:54:49.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.09789750328515,50.0,1610612738,100,81,2022-10-25T01:55:28Z,5220000,0.0,24.0,1,left,J. Tatum driving Layup (25 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.36,Made,25.0,,,,,,,,,,,,,,,,,
541,PT10M13.00S,2022-10-25T01:54:53.6Z,4,REGULAR,foul,personal,['1freethrow'],1627884,,,1610612738,100,81,2022-10-25T01:54:58Z,5230000,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Tatum 1 FT),"[1627884, 1628369]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,1.0,0.0,Tatum,1628369.0,,,,
543,PT10M13.00S,2022-10-25T01:55:19.5Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,100,82,2022-10-25T01:55:19Z,5250000,,,0,,J. Tatum Free Throw 1 of 1 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
544,PT09M59.00S,2022-10-25T01:55:41.9Z,4,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,100,82,2022-10-25T01:55:49Z,5260000,,,0,,Z. LaVine step out-of-bounds TURNOVER (3 TO),[203897],1610612741.0,CHI,step,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,,,203054.0,3.0,,,,,,,,
545,PT09M41.00S,2022-10-25T01:56:04.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,18.74178712220762,93.38235294117648,1610612738,100,82,2022-10-25T01:56:10Z,5270000,-217.0,124.0,1,left,MISS G. Williams 24' step back 3PT,[1629684],1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
546,PT09M38.00S,2022-10-25T01:56:07.1Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,100,82,2022-10-25T01:56:10Z,5280000,,,0,,A. Drummond REBOUND (Off:2 Def:9),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,545.0,11.0,9.0,2.0,,,,,,,,,,
547,PT09M29.00S,2022-10-25T01:56:24.3Z,4,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612741,100,82,2022-10-25T01:56:31Z,5290000,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (2 TO),[1627936],1610612741.0,CHI,bad pass,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203054.0,2.0,,,,,,,,
548,PT09M21.00S,2022-10-25T01:56:40.9Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,100,82,2022-10-25T01:57:00Z,5300000,,,0,,J. Tatum off-the-ball offensive FOUL (2 PF),"[1628369, 1627936]",1610612738.0,BOS,off-the-ball,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627541.0,,2.0,1.0,Caruso,1627936.0,,,,
550,PT09M21.00S,2022-10-25T01:56:40.9Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,100,82,2022-10-25T01:56:40Z,5320000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627541.0,1.0,,,,,,,,
551,PT09M08.00S,2022-10-25T01:57:03.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201609,90.88370565045992,28.676470588235293,1610612741,100,82,2022-10-25T02:27:27Z,5330000,-107.0,33.0,1,right,MISS G. Dragic 11' fadeaway Shot,[201609],1610612741.0,CHI,fadeaway,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,11.17,Missed,,,,,,,,,,,,,,,,,,
552,PT09M05.00S,2022-10-25T01:57:06.7Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,100,82,2022-10-25T01:57:08Z,5340000,,,0,,N. Vonleh REBOUND (Off:1 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,,,,,,,551.0,3.0,2.0,1.0,,,,,,,,,,
553,PT09M03.00S,2022-10-25T01:57:12.9Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,100,82,2022-10-25T01:57:32Z,5350000,,,0,,G. Williams off-the-ball offensive FOUL (2 PF),"[1629684, 1627936]",1610612738.0,BOS,off-the-ball,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203054.0,,2.0,0.0,Caruso,1627936.0,,,,
555,PT09M03.00S,2022-10-25T01:57:12.9Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,100,82,2022-10-25T01:57:12Z,5370000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203054.0,1.0,,,,,,,,
556,PT08M58.00S,2022-10-25T01:57:38.1Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612741,100,82,2022-10-25T02:05:31Z,5380000,,,0,,G. Williams shooting personal FOUL (3 PF) (LaVine 2 FT),"[1629684, 203897]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203054.0,,3.0,0.0,LaVine,203897.0,,,,
558,PT08M58.00S,2022-10-25T01:58:11.0Z,4,REGULAR,foul,technical,['1freethrow'],1629684,,,1610612741,100,82,2022-10-25T01:58:33Z,5400000,,,0,,G. Williams technical FOUL (1 Tech),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,203054.0,,3.0,1.0,,,,,,
559,PT08M58.00S,2022-10-25T01:58:33.8Z,4,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,101,82,2022-10-25T01:59:00Z,5410000,,,0,,Z. LaVine technical Free Throw 1 of 1 (14 PTS),[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
560,PT08M58.00S,2022-10-25T01:58:37.6Z,4,REGULAR,ejection,other,[],1629684,,,1610612741,101,82,2022-10-25T01:58:46Z,5420000,,,0,,Ejection G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,203054.0,,,,,,,,,
568,PT08M58.00S,2022-10-25T01:58:59.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,102,82,2022-10-25T02:04:42Z,5425000,,,0,,Z. LaVine Free Throw 1 of 2 (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
569,PT08M58.00S,2022-10-25T01:58:59.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,103,82,2022-10-25T02:04:42Z,5427500,,,0,,Z. LaVine Free Throw 2 of 2 (16 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
561,PT08M58.00S,2022-10-25T01:59:20.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,103,82,2022-10-25T02:05:39Z,5430000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M58.00S,2022-10-25T01:59:20.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,103,82,2022-10-25T02:05:39Z,5440000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M39.00S,2022-10-25T01:59:35.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,17.69053876478318,50.98039215686274,1610612738,103,82,2022-10-25T02:06:21Z,5450000,-5.0,114.0,1,left,MISS M. Brogdon 11' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,11.39,Missed,,,,,,,,,,,,,,,,,,
564,PT08M37.00S,2022-10-25T01:59:37.1Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,103,82,2022-10-25T01:59:37Z,5460000,,,0,,J. Brown REBOUND (Off:3 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,563.0,5.0,2.0,3.0,,,,,,,,,,
565,PT08M34.00S,2022-10-25T01:59:39.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,17.0335085413929,30.637254901960787,1610612738,103,84,2022-10-25T02:06:54Z,5470000,97.0,108.0,1,left,J. Brown 14' fadeaway Jump Shot (21 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,14.47,Made,21.0,,,,,,,,,,,,,,,,,
566,PT08M17.00S,2022-10-25T01:59:56.6Z,4,REGULAR,3pt,Jump Shot,[],203897,72.88107752956637,79.65686274509804,1610612741,103,84,2022-10-25T02:27:35Z,5480000,148.0,202.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
567,PT08M17.00S,2022-10-25T01:59:56.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,103,84,2022-10-25T02:00:29Z,5490000,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,566.0,6.0,3.0,3.0,,,,,,,,,,
570,PT08M08.00S,2022-10-25T02:00:06.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.699737187910642,67.8921568627451,1610612738,103,84,2022-10-25T02:07:52Z,5500000,-89.0,236.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
571,PT08M06.00S,2022-10-25T02:00:08.1Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,103,84,2022-10-25T02:00:31Z,5510000,,,0,,A. Drummond REBOUND (Off:2 Def:10),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,570.0,12.0,10.0,2.0,,,,,,,,,,
572,PT07M56.00S,2022-10-25T02:00:18.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.11760840998686,45.83333333333333,1610612741,103,84,2022-10-25T02:00:35Z,5520000,-21.0,12.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 203943]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,Vonleh,203943.0,,
573,PT07M56.00S,2022-10-25T02:00:18.2Z,4,REGULAR,block,,[],203943,,,1610612741,103,84,2022-10-25T02:00:20Z,5530000,,,0,,N. Vonleh BLOCK (2 BLK),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
574,PT07M54.00S,2022-10-25T02:00:20.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,103,84,2022-10-25T02:10:10Z,5540000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,572.0,1.0,1.0,0.0,,,,,,,,,,
575,PT07M50.00S,2022-10-25T02:00:24.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,5.601182654402102,4.166666666666666,1610612738,103,84,2022-10-25T02:10:06Z,5550000,229.0,0.0,1,left,MISS M. Brogdon running 3PT,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
576,PT07M44.00S,2022-10-25T02:00:30.5Z,4,REGULAR,rebound,offensive,[],203943,,,1610612738,103,84,2022-10-25T02:00:39Z,5560000,,,0,,N. Vonleh REBOUND (Off:2 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Right Corner 3,24+ Right,,,,,,,575.0,4.0,2.0,2.0,,,,,,,,,,
577,PT07M44.00S,2022-10-25T02:00:31.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203943,5.590000152587891,50.0,1610612738,103,84,2022-10-25T02:00:31Z,5570000,0.0,0.0,1,left,MISS N. Vonleh tip Layup,[203943],1610612738.0,BOS,tip,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
578,PT07M44.00S,2022-10-25T02:00:33.2Z,4,REGULAR,rebound,offensive,[],203943,,,1610612738,103,84,2022-10-25T02:00:33Z,5580000,,,0,,N. Vonleh REBOUND (Off:3 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,,,,,,,577.0,5.0,2.0,3.0,,,,,,,,,,
579,PT07M44.00S,2022-10-25T02:00:33.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203943,5.590000152587891,50.0,1610612738,103,86,2022-10-25T02:00:33Z,5590000,0.0,0.0,1,left,N. Vonleh putback DUNK (2 PTS),[203943],1610612738.0,BOS,putback,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
580,PT07M44.00S,2022-10-25T02:00:36.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,103,86,2022-10-25T02:00:36Z,5600000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,out,[],203083,,,1610612741,103,86,2022-10-25T02:03:31Z,5610000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,out,[],201609,,,1610612741,103,86,2022-10-25T02:03:31Z,5620000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,out,[],203897,,,1610612741,103,86,2022-10-25T02:03:31Z,5630000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,out,[],203943,,,1610612741,103,86,2022-10-25T02:03:31Z,5640000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,out,[],1627763,,,1610612741,103,86,2022-10-25T02:03:31Z,5650000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,in,[],201942,,,1610612741,103,86,2022-10-25T02:03:31Z,5660000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,103,86,2022-10-25T02:03:31Z,5670000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,in,[],202696,,,1610612741,103,86,2022-10-25T02:03:31Z,5680000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,in,[],201143,,,1610612741,103,86,2022-10-25T02:03:31Z,5690000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M44.00S,2022-10-25T02:03:08.6Z,4,REGULAR,substitution,in,[],203935,,,1610612741,103,86,2022-10-25T02:03:31Z,5700000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M21.00S,2022-10-25T02:03:50.9Z,4,REGULAR,2pt,Jump Shot,[],201942,71.69842312746385,49.754901960784316,1610612741,105,86,2022-10-25T02:12:27Z,5710000,-1.0,214.0,1,right,D. DeRozan 21' pullup Jump Shot (23 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,21.35,Made,23.0,,,,,,,,,,,,,,,,,
592,PT07M05.00S,2022-10-25T02:04:06.5Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,105,86,2022-10-25T02:12:56Z,5720000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1630245]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Dosunmu,1630245.0
593,PT07M05.00S,2022-10-25T02:04:06.5Z,4,REGULAR,steal,,[],1630245,,,1610612741,105,86,2022-10-25T02:04:14Z,5730000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
594,PT07M03.00S,2022-10-25T02:04:15.0Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612741,105,86,2022-10-25T02:04:32Z,5740000,,,0,,M. Smart shooting personal FOUL (3 PF) (Caruso 2 FT),"[203935, 1627936]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,,3.0,0.0,Caruso,1627936.0,,,,
596,PT07M03.00S,2022-10-25T02:04:36.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627936,,,1610612741,106,86,2022-10-25T02:04:36Z,5760000,,,0,,A. Caruso Free Throw 1 of 2 (6 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
597,PT07M03.00S,2022-10-25T02:04:38.0Z,4,REGULAR,substitution,out,[],1628401,,,1610612741,106,86,2022-10-25T02:04:41Z,5770000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M03.00S,2022-10-25T02:04:38.0Z,4,REGULAR,substitution,in,[],1627763,,,1610612741,106,86,2022-10-25T02:04:41Z,5780000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M03.00S,2022-10-25T02:04:54.2Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627936,,,1610612741,107,86,2022-10-25T02:04:54Z,5790000,,,0,,A. Caruso Free Throw 2 of 2 (7 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
600,PT06M46.00S,2022-10-25T02:05:16.0Z,4,REGULAR,foul,personal,[],1627884,,,1610612738,107,86,2022-10-25T02:05:39Z,5800000,,,0,,D. Jones Jr. personal FOUL (2 PF),"[1627884, 1627763]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627541.0,,2.0,0.0,Brogdon,1627763.0,,,,
602,PT06M46.00S,2022-10-25T02:05:37.2Z,4,REGULAR,substitution,out,[],1627936,,,1610612738,107,86,2022-10-25T02:05:41Z,5820000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M46.00S,2022-10-25T02:05:37.2Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,107,86,2022-10-25T02:05:41Z,5830000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M32.00S,2022-10-25T02:05:59.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.16491458607096,48.28431372549019,1610612738,107,86,2022-10-25T02:06:04Z,5840000,9.0,109.0,1,left,MISS J. Brown 10' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.92,Missed,,,,,,,,,,,,,,,,,,
605,PT06M30.00S,2022-10-25T02:06:01.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,107,86,2022-10-25T02:06:04Z,5850000,,,0,,N. Vucevic REBOUND (Off:10 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,604.0,22.0,12.0,10.0,,,,,,,,,,
606,PT06M18.00S,2022-10-25T02:06:13.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.51182654402102,45.34313725490196,1610612741,109,86,2022-10-25T02:14:00Z,5860000,-23.0,8.0,1,right,N. Vucevic turnaround Hook (16 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.48,Made,16.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,
608,PT06M07.00S,2022-10-25T02:06:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,4.5499342969776615,52.69607843137255,1610612738,109,88,2022-10-25T02:06:28Z,5880000,-13.0,-10.0,1,left,M. Brogdon driving Layup (12 PTS) (A. Horford 2 AST),"[1627763, 201143]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.66,Made,12.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
610,PT05M56.00S,2022-10-25T02:06:39.9Z,4,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,109,88,2022-10-25T02:15:32Z,5900000,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (3 TO),[201942],1610612741.0,CHI,bad pass,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1830.0,3.0,,,,,,,,
611,PT05M40.00S,2022-10-25T02:07:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,7.835085413929041,49.50980392156863,1610612738,109,88,2022-10-25T02:07:17Z,5910000,2.0,21.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,,,,
