actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
165,PT11M34.00S,2023-02-25T01:41:16.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612741,35,18,2023-02-25T01:46:34Z,1650000,False,0.0,0.0,1,left,A. Drummond tip DUNK (4 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,4.0,,,,,,,,,,
166,PT11M16.00S,2023-02-25T01:41:30.8Z,2,REGULAR,3pt,Jump Shot,[],203925,74.32654402102497,13.725490196078432,1610612751,35,18,2023-02-25T01:46:56Z,1660000,False,-181.0,189.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,,,,26.18,Missed,,,,,,,,,,,,,,,
167,PT11M14.00S,2023-02-25T01:41:32.8Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,35,18,2023-02-25T01:41:40Z,1670000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,166.0,3.0,3.0,0.0,,,,,,,,,,,
168,PT10M59.00S,2023-02-25T01:41:47.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.863994743758213,52.94117647058824,1610612741,37,18,2023-02-25T01:41:55Z,1680000,False,-15.0,3.0,1,left,D. DeRozan driving finger roll Layup (11 PTS),[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1.49,Made,,,,,11.0,,,,,,,,,,
169,PT10M43.00S,2023-02-25T01:42:03.2Z,2,REGULAR,2pt,Jump Shot,[],1630560,73.14388961892247,67.64705882352942,1610612751,37,18,2023-02-25T01:42:10Z,1690000,False,88.0,200.0,1,right,MISS C. Thomas 21' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right Center,,,,21.85,Missed,,,,,,,,,,,,,,,
170,PT10M37.00S,2023-02-25T01:42:09.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,37,18,2023-02-25T01:42:10Z,1700000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,169.0,3.0,3.0,0.0,,,,,,,,,,,
171,PT10M31.00S,2023-02-25T01:42:16.2Z,2,REGULAR,2pt,Jump Shot,[],201942,4.681340341655716,74.50980392156863,1610612741,37,18,2023-02-25T01:42:21Z,1710000,False,-123.0,-8.0,1,left,MISS D. DeRozan 12' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,12.28,Missed,,,,,,,,,,,,,,,
172,PT10M27.00S,2023-02-25T01:42:20.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,37,18,2023-02-25T01:42:21Z,1720000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,171.0,4.0,4.0,0.0,,,,,,,,,,,
173,PT10M20.00S,2023-02-25T01:42:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.77463863337714,52.69607843137255,1610612751,37,20,2023-02-25T01:42:31Z,1730000,False,13.0,6.0,1,right,N. Claxton driving reverse Layup (4 PTS) (R. O'Neale 1 AST),"[1629651, 1626220]",1610612751.0,BKN,driving reverse,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1.48,Made,,,,,4.0,,R. O'Neale,1626220.0,1.0,,,,,,
175,PT10M03.00S,2023-02-25T01:42:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,5.206964520367937,55.88235294117647,1610612741,39,20,2023-02-25T01:48:44Z,1750000,False,-29.0,-4.0,1,left,P. Williams driving Layup (6 PTS) (D. DeRozan 3 AST),"[1630172, 201942]",1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,2.96,Made,,,,,6.0,,D. DeRozan,201942.0,3.0,,,,,,
178,PT09M44.00S,2023-02-25T01:43:02.7Z,2,REGULAR,turnover,bad pass,[],203552,,,1610612751,39,20,2023-02-25T01:43:06Z,1770000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 1630172]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,1.0,Williams,1630172.0,,,,,,,,,,,,,,,,,
179,PT09M44.00S,2023-02-25T01:43:02.7Z,2,REGULAR,steal,,[],1630172,,,1610612741,39,20,2023-02-25T01:43:04Z,1780000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
181,PT09M39.00S,2023-02-25T01:43:07.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630172,6.258212877792378,49.26470588235294,1610612741,39,20,2023-02-25T01:49:13Z,1800000,False,4.0,6.0,1,left,MISS P. Williams driving DUNK,[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,0.73,Missed,,,,,,,,,,,,,,,
182,PT09M37.00S,2023-02-25T01:43:09.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,39,20,2023-02-25T01:49:13Z,1810000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,
183,PT09M34.00S,2023-02-25T01:43:13.2Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612751,39,20,2023-02-25T01:44:18Z,1820000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1630245]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Center,1.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,,,
184,PT09M34.00S,2023-02-25T01:43:13.2Z,2,REGULAR,steal,,[],1630245,,,1610612741,39,20,2023-02-25T01:43:15Z,1830000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
185,PT09M30.00S,2023-02-25T01:43:17.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,7.30946123521682,49.754901960784316,1610612741,39,20,2023-02-25T01:49:51Z,1840000,False,1.0,16.0,1,left,MISS A. Dosunmu running reverse Layup,[1630245],1610612741.0,CHI,running reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,1.62,Missed,,,,,,,,,,,,,,,
186,PT09M28.00S,2023-02-25T01:43:19.3Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,39,20,2023-02-25T01:49:51Z,1850000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,185.0,3.0,3.0,0.0,,,,,,,,,,,
188,PT09M26.00S,2023-02-25T01:43:34.9Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,39,20,2023-02-25T01:43:43Z,1870000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M26.00S,2023-02-25T01:43:34.9Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,39,20,2023-02-25T01:43:43Z,1880000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M18.00S,2023-02-25T01:43:54.3Z,2,REGULAR,turnover,lost ball,[],203925,,,1610612751,39,20,2023-02-25T01:43:59Z,1890000,False,,,0,,J. Harris lost ball TURNOVER (1 TO),"[203925, 203083]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Center,1.0,Drummond,203083.0,,,,,,,,,,,,,,,,,
191,PT09M18.00S,2023-02-25T01:43:54.3Z,2,REGULAR,steal,,[],203083,,,1610612741,39,20,2023-02-25T01:43:57Z,1900000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
192,PT09M17.00S,2023-02-25T01:43:58.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,5.995400788436268,49.01960784313725,1610612741,41,20,2023-02-25T01:44:04Z,1910000,False,5.0,4.0,1,left,A. Drummond running DUNK (6 PTS),[203083],1610612741.0,CHI,running,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.63,Made,,,,,6.0,,,,,,,,,,
193,PT09M17.00S,2023-02-25T01:44:04.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,41,20,2023-02-25T01:44:04Z,1920000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M59.00S,2023-02-25T01:47:16.3Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612751,41,20,2023-02-25T01:47:24Z,1930000,False,,,0,,R. O'Neale bad pass TURNOVER (2 TO),"[1626220, 1630172]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,2.0,Williams,1630172.0,,,,,,,,,,,,,,,,,
195,PT08M59.00S,2023-02-25T01:47:16.3Z,2,REGULAR,steal,,[],1630172,,,1610612741,41,20,2023-02-25T01:47:18Z,1940000,False,,,0,,P. Williams STEAL (2 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
196,PT08M56.00S,2023-02-25T01:47:19.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,25.443495400788436,14.460784313725492,1610612741,41,20,2023-02-25T01:51:14Z,1950000,False,178.0,187.0,1,left,MISS C. White 25' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,25.77,Missed,,,,,,,,,,,,,,,
197,PT08M53.00S,2023-02-25T01:47:24.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,41,20,2023-02-25T01:47:24Z,1960000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,196.0,,,,,,,,,,,,,,
199,PT08M53.00S,2023-02-25T01:47:26.6Z,2,REGULAR,substitution,out,[],203083,,,1610612751,41,20,2023-02-25T01:47:33Z,1980000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M53.00S,2023-02-25T01:47:26.6Z,2,REGULAR,substitution,out,[],201942,,,1610612751,41,20,2023-02-25T01:47:33Z,1990000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M53.00S,2023-02-25T01:47:26.6Z,2,REGULAR,substitution,in,[],203897,,,1610612751,41,20,2023-02-25T01:47:33Z,2000000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M53.00S,2023-02-25T01:47:26.6Z,2,REGULAR,substitution,in,[],202696,,,1610612751,41,20,2023-02-25T01:47:33Z,2010000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M41.00S,2023-02-25T01:47:49.3Z,2,REGULAR,3pt,Jump Shot,[],203925,87.99277266754271,2.450980392156863,1610612751,41,20,2023-02-25T01:47:55Z,2020000,False,-238.0,60.0,1,right,MISS J. Harris 24' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,,,,24.53,Missed,,,,,,,,,,,,,,,
204,PT08M37.00S,2023-02-25T01:47:53.3Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,41,20,2023-02-25T01:47:55Z,2030000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,203.0,4.0,4.0,0.0,,,,,,,,,,,
205,PT08M25.00S,2023-02-25T01:48:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,52.69607843137255,1610612741,41,20,2023-02-25T01:48:08Z,2040000,False,-13.0,6.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,1.49,Missed,,,,,,,,,,,,,,,
206,PT08M23.00S,2023-02-25T01:48:07.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,41,20,2023-02-25T01:50:56Z,2050000,False,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,205.0,5.0,5.0,0.0,,,,,,,,,,,
207,PT08M12.00S,2023-02-25T01:48:19.5Z,2,REGULAR,2pt,Jump Shot,[],1629661,92.19776609724047,77.69607843137256,1610612751,41,22,2023-02-25T01:53:23Z,2060000,False,138.0,21.0,1,right,C. Johnson 14' pullup Jump Shot (8 PTS) (N. Claxton 3 AST),"[1629661, 1629651]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,,,,14.01,Made,,,,,8.0,,N. Claxton,1629651.0,3.0,,,,,,
209,PT07M45.00S,2023-02-25T01:48:48.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,41,22,2023-02-25T01:48:55Z,2080000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,202901.0,,,,,,,,,
210,PT07M20.00S,2023-02-25T01:49:20.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,66.70499342969777,21.813725490196077,1610612751,41,22,2023-02-25T01:54:31Z,2090000,False,-141.0,260.0,1,right,MISS R. O'Neale 29' pullup 3PT,[1626220],1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,29.62,Missed,,,,,,,,,,,,,,,
211,PT07M18.00S,2023-02-25T01:49:22.6Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,41,22,2023-02-25T01:49:25Z,2100000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:5),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,210.0,5.0,5.0,0.0,,,,,,,,,,,
212,PT07M14.00S,2023-02-25T01:49:27.8Z,2,REGULAR,turnover,lost ball,[],1630172,,,1610612741,41,22,2023-02-25T01:49:34Z,2110000,False,,,0,,P. Williams lost ball TURNOVER (1 TO),"[1630172, 1629651]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,1.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
213,PT07M14.00S,2023-02-25T01:49:27.8Z,2,REGULAR,steal,,[],1629651,,,1610612751,41,22,2023-02-25T01:49:30Z,2120000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT07M05.00S,2023-02-25T01:49:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203552,71.43561103810775,81.86274509803921,1610612751,41,22,2023-02-25T01:49:44Z,2130000,False,159.0,216.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,26.84,Missed,,,,,,,,,,,,,,,
215,PT06M59.00S,2023-02-25T01:49:42.6Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,41,22,2023-02-25T01:49:44Z,2140000,False,,,0,,P. Williams REBOUND (Off:2 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,214.0,4.0,2.0,2.0,,,,,,,,,,,
216,PT06M46.00S,2023-02-25T01:49:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.521024967148489,52.20588235294118,1610612741,43,22,2023-02-25T01:50:00Z,2150000,False,-11.0,9.0,1,left,Z. LaVine driving Layup (12 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.41,Made,,,,,12.0,,,,,,,,,,
217,PT06M30.00S,2023-02-25T01:50:11.8Z,2,REGULAR,2pt,Jump Shot,[],1629661,93.64323258869908,33.33333333333333,1610612751,43,22,2023-02-25T01:51:30Z,2160000,False,-83.0,7.0,1,right,MISS C. Johnson 8' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,8.36,Missed,,,,,,,,,,,,,,,
218,PT06M28.00S,2023-02-25T01:50:13.7Z,2,REGULAR,rebound,offensive,[],203552,,,1610612751,43,22,2023-02-25T01:50:13Z,2170000,False,,,0,,S. Curry REBOUND (Off:1 Def:0),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,217.0,1.0,0.0,1.0,,,,,,,,,,,
219,PT06M26.00S,2023-02-25T01:50:15.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,92.06636005256242,3.1862745098039214,1610612751,43,22,2023-02-25T01:50:23Z,2180000,False,-234.0,22.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,,23.51,Missed,,,,,,,,,,,,,,,
220,PT06M22.00S,2023-02-25T01:50:19.6Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,43,22,2023-02-25T01:50:23Z,2190000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:6),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,219.0,6.0,6.0,0.0,,,,,,,,,,,
221,PT06M18.00S,2023-02-25T01:50:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.046649145860711,51.71568627450981,1610612741,43,22,2023-02-25T01:50:28Z,2200000,False,-9.0,14.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.62,Missed,,,,,,,,,,,,,,,
222,PT06M18.00S,2023-02-25T01:50:26.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,43,22,2023-02-25T01:50:26Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,221.0,,,,,,,,,,,,,,
224,PT06M18.00S,2023-02-25T01:50:29.8Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,43,22,2023-02-25T01:50:47Z,2230000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M18.00S,2023-02-25T01:50:29.8Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,43,22,2023-02-25T01:50:47Z,2240000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M18.00S,2023-02-25T01:50:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,43,22,2023-02-25T01:50:50Z,2250000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M18.00S,2023-02-25T01:50:54.8Z,2,REGULAR,substitution,out,[],1629661,,,1610612741,43,22,2023-02-25T01:53:15Z,2260000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M18.00S,2023-02-25T01:50:54.8Z,2,REGULAR,substitution,out,[],203552,,,1610612741,43,22,2023-02-25T01:53:15Z,2270000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M18.00S,2023-02-25T01:50:54.8Z,2,REGULAR,substitution,out,[],1629651,,,1610612741,43,22,2023-02-25T01:53:15Z,2280000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M18.00S,2023-02-25T01:50:54.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612741,43,22,2023-02-25T01:53:15Z,2290000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M18.00S,2023-02-25T01:50:54.8Z,2,REGULAR,substitution,in,[],203915,,,1610612741,43,22,2023-02-25T01:53:15Z,2300000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M18.00S,2023-02-25T01:50:54.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612741,43,22,2023-02-25T01:53:15Z,2310000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M11.00S,2023-02-25T01:53:46.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,8.623521681997373,4.901960784313726,1610612741,46,22,2023-02-25T01:54:15Z,2320000,False,225.0,29.0,1,left,A. Dosunmu 3PT  (3 PTS) (Z. LaVine 1 AST),"[1630245, 203897]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,22.73,Made,,,,,3.0,,Z. LaVine,203897.0,1.0,,,,,,
235,PT05M52.00S,2023-02-25T01:54:05.1Z,2,REGULAR,3pt,Jump Shot,[],1626220,72.22404730617609,82.84313725490196,1610612751,46,22,2023-02-25T01:54:22Z,2340000,False,164.0,209.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,26.55,Missed,,,,,,,,,,,,,,,
236,PT05M52.00S,2023-02-25T01:54:05.1Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,46,22,2023-02-25T01:54:22Z,2350000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:7),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,235.0,7.0,7.0,0.0,,,,,,,,,,,
237,PT05M46.00S,2023-02-25T01:54:11.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,22.946780551905388,12.254901960784313,1610612741,46,22,2023-02-25T01:54:26Z,2360000,False,189.0,163.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,24.95,Missed,,,,,,,,,,,,,,,
238,PT05M42.00S,2023-02-25T01:54:15.0Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612751,46,22,2023-02-25T01:54:26Z,2370000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,237.0,3.0,2.0,1.0,,,,,,,,,,,
239,PT05M32.00S,2023-02-25T01:54:24.7Z,2,REGULAR,3pt,Jump Shot,[],203915,72.88107752956637,18.38235294117647,1610612751,46,22,2023-02-25T01:54:29Z,2380000,False,-158.0,202.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
240,PT05M32.00S,2023-02-25T01:54:24.7Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,46,22,2023-02-25T01:54:29Z,2390000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,239.0,2.0,2.0,0.0,,,,,,,,,,,
241,PT05M25.00S,2023-02-25T01:54:33.8Z,2,REGULAR,foul,personal,['2freethrow'],203915,,,1610612741,46,22,2023-02-25T01:55:10Z,2400000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Vucevic 2 FT),"[203915, 202696]",1610612751.0,BKN,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,,,,1.0,0.0,Vucevic,202696.0,,
243,PT05M25.00S,2023-02-25T01:55:09.9Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,47,22,2023-02-25T01:55:09Z,2420000,False,,,0,,N. Vucevic Free Throw 1 of 2 (7 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
244,PT05M25.00S,2023-02-25T01:55:10.9Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,47,22,2023-02-25T01:55:23Z,2430000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M25.00S,2023-02-25T01:55:10.9Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,47,22,2023-02-25T01:55:23Z,2440000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
