actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT04M27.00S,2023-03-16T00:24:25.0Z,1,REGULAR,foul,personal,[],1628989,,,1610612741,15,15,2023-03-16T00:24:31Z,860000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 201942]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1155.0,,,1.0,0.0,DeRozan,201942.0
90,PT04M27.00S,2023-03-16T00:24:33.1Z,1,REGULAR,substitution,out,[],201942,,,1610612741,15,15,2023-03-16T00:24:57Z,880000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M27.00S,2023-03-16T00:24:33.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612741,15,15,2023-03-16T00:24:57Z,890000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M27.00S,2023-03-16T00:24:33.1Z,1,REGULAR,substitution,out,[],203084,,,1610612741,15,15,2023-03-16T00:24:57Z,900000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M27.00S,2023-03-16T00:24:33.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,15,15,2023-03-16T00:24:57Z,910000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M27.00S,2023-03-16T00:24:33.1Z,1,REGULAR,substitution,in,[],1628370,,,1610612741,15,15,2023-03-16T00:24:57Z,920000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M27.00S,2023-03-16T00:24:33.1Z,1,REGULAR,substitution,in,[],1630556,,,1610612741,15,15,2023-03-16T00:24:57Z,930000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M19.00S,2023-03-16T00:24:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,27.414586070959263,23.774509803921568,1610612741,18,15,2023-03-16T00:25:16Z,940000,False,131.0,205.0,1,left,C. White 24' 3PT  (3 PTS) (N. Vucevic 2 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,24.35,Made,3.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,
98,PT04M06.00S,2023-03-16T00:25:12.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.62483574244416,45.83333333333333,1610612758,18,15,2023-03-16T00:25:19Z,960000,False,-21.0,252.0,1,right,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,25.27,Missed,,,,,,,,,,,,,,,
99,PT04M06.00S,2023-03-16T00:25:12.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,18,15,2023-03-16T00:25:19Z,970000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,
100,PT03M54.00S,2023-03-16T00:25:24.9Z,1,REGULAR,3pt,Jump Shot,[],203897,30.962549277266753,70.09803921568627,1610612741,18,15,2023-03-16T00:25:42Z,980000,False,-100.0,239.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,25.88,Missed,,,,,,,,,,,,,,,
101,PT03M52.00S,2023-03-16T00:25:26.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,18,15,2023-03-16T00:25:29Z,990000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,
102,PT03M46.00S,2023-03-16T00:25:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,92.59198423127464,49.754901960784316,1610612758,18,15,2023-03-16T00:25:45Z,1000000,False,-1.0,17.0,1,right,MISS M. Monk driving Layup - blocked,"[1628370, 1630172]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,1.71,Missed,,,,,,,,,,Williams,1630172.0,,,,
103,PT03M46.00S,2023-03-16T00:25:33.9Z,1,REGULAR,block,,[],1630172,,,1610612758,18,15,2023-03-16T00:25:38Z,1010000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2023-03-16T00:25:35.9Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,18,15,2023-03-16T00:25:45Z,1020000,False,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,
105,PT03M36.00S,2023-03-16T00:25:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,29.77989487516426,77.45098039215686,1610612741,21,15,2023-03-16T00:25:56Z,1030000,False,-137.0,227.0,1,left,C. White 26' 3PT  (6 PTS) (P. Williams 1 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,26.56,Made,6.0,P. Williams,1630172.0,1.0,,,,,,,,,,,
107,PT03M15.00S,2023-03-16T00:26:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.59198423127464,46.32352941176471,1610612758,21,15,2023-03-16T00:26:10Z,1050000,False,-18.0,17.0,1,right,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.51,Missed,,,,,,,,,,,,,,,
108,PT03M14.00S,2023-03-16T00:26:05.0Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,21,15,2023-03-16T00:26:10Z,1060000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,107.0,5.0,4.0,1.0,,,,,,,
109,PT03M14.00S,2023-03-16T00:26:09.0Z,1,REGULAR,turnover,traveling,[],1627734,,,1610612758,21,15,2023-03-16T00:26:16Z,1070000,False,,,0,,D. Sabonis traveling TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,,,,1155.0,,,,,,
110,PT03M14.00S,2023-03-16T00:26:13.9Z,1,REGULAR,substitution,out,[],202696,,,1610612741,21,15,2023-03-16T00:26:34Z,1080000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2023-03-16T00:26:13.9Z,1,REGULAR,substitution,out,[],201976,,,1610612741,21,15,2023-03-16T00:26:34Z,1090000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M14.00S,2023-03-16T00:26:13.9Z,1,REGULAR,substitution,out,[],1631099,,,1610612741,21,15,2023-03-16T00:26:34Z,1100000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M14.00S,2023-03-16T00:26:13.9Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,21,15,2023-03-16T00:26:34Z,1110000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M14.00S,2023-03-16T00:26:13.9Z,1,REGULAR,substitution,in,[],203083,,,1610612741,21,15,2023-03-16T00:26:34Z,1120000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M14.00S,2023-03-16T00:26:13.9Z,1,REGULAR,substitution,in,[],1629002,,,1610612741,21,15,2023-03-16T00:26:34Z,1130000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M06.00S,2023-03-16T00:26:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612741,21,15,2023-03-16T00:27:05Z,1140000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (LaVine 2 FT),"[1628370, 203897]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202901.0,,,1.0,0.0,LaVine,203897.0
118,PT03M06.00S,2023-03-16T00:27:06.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,22,15,2023-03-16T00:27:06Z,1160000,False,,,0,,Z. LaVine Free Throw 1 of 2 (1 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
119,PT03M06.00S,2023-03-16T00:27:21.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,23,15,2023-03-16T00:27:21Z,1170000,False,,,0,,Z. LaVine Free Throw 2 of 2 (2 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
120,PT02M53.00S,2023-03-16T00:27:37.9Z,1,REGULAR,turnover,out-of-bounds,[],1629002,,,1610612758,23,15,2023-03-16T00:27:47Z,1180000,False,,,0,,C. Metu step out-of-bounds TURNOVER (1 TO),[1629002],1610612758.0,SAC,step,,,Metu,C. Metu,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,1155.0,,,,,,
121,PT02M53.00S,2023-03-16T00:27:43.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,23,15,2023-03-16T00:27:43Z,1190000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M45.00S,2023-03-16T00:30:54.2Z,1,REGULAR,foul,offensive,[],203083,,,1610612741,23,15,2023-03-16T00:31:15Z,1200000,False,,,0,,A. Drummond off-the-ball offensive FOUL (1 PF),"[203083, 1630556]",1610612741.0,CHI,off-the-ball,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202901.0,,,1.0,0.0,Edwards,1630556.0
124,PT02M45.00S,2023-03-16T00:30:54.2Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612741,23,15,2023-03-16T00:30:54Z,1220000,False,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,202901.0,,,,,,
125,PT02M28.00S,2023-03-16T00:31:23.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,94.30026281208936,47.05882352941176,1610612758,23,15,2023-03-16T00:31:30Z,1230000,False,-15.0,1.0,1,right,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.47,Missed,,,,,,,,,,,,,,,
126,PT02M27.00S,2023-03-16T00:31:24.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,23,15,2023-03-16T00:31:30Z,1240000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
127,PT02M13.00S,2023-03-16T00:31:38.1Z,1,REGULAR,3pt,Jump Shot,[],1631207,3.3672798948751645,95.83333333333334,1610612741,26,15,2023-03-16T00:31:46Z,1250000,False,-229.0,-21.0,1,left,D. Terry 3PT  (3 PTS) (Z. LaVine 3 AST),"[1631207, 203897]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Left Corner 3,24+ Left,,,,23.01,Made,3.0,Z. LaVine,203897.0,3.0,,,,,,,,,,,
129,PT02M01.00S,2023-03-16T00:31:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630556,72.88107752956637,18.137254901960784,1610612758,26,18,2023-03-16T00:31:55Z,1270000,False,-159.0,202.0,1,right,K. Edwards 25' 3PT  (3 PTS) (D. Sabonis 3 AST),"[1630556, 1627734]",1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,,25.76,Made,3.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,
131,PT01M40.00S,2023-03-16T00:32:11.9Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,26,18,2023-03-16T00:32:18Z,1290000,False,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 1628370]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,1.0,Monk,1628370.0,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2023-03-16T00:32:11.9Z,1,REGULAR,steal,,[],1628370,,,1610612758,26,18,2023-03-16T00:32:13Z,1300000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
133,PT01M34.00S,2023-03-16T00:32:16.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629002,93.64323258869908,49.26470588235294,1610612758,26,20,2023-03-16T00:33:05Z,1310000,False,-4.0,7.0,1,right,C. Metu running DUNK (2 PTS) (M. Monk 1 AST),"[1629002, 1628370]",1610612758.0,SAC,running,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,0.82,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,
135,PT01M24.00S,2023-03-16T00:32:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,4.28712220762155,48.529411764705884,1610612741,28,20,2023-03-16T00:33:27Z,1330000,False,7.0,-12.0,1,left,P. Williams driving Layup (2 PTS),[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,1.43,Made,2.0,,,,,,,,,,,,,,
136,PT01M13.00S,2023-03-16T00:32:37.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628370,92.32917214191852,50.0,1610612758,28,22,2023-03-16T00:34:01Z,1340000,False,0.0,20.0,1,right,M. Monk cutting DUNK (2 PTS) (D. Sabonis 4 AST),"[1628370, 1627734]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,1.96,Made,2.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,
138,PT00M58.70S,2023-03-16T00:32:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.258212877792378,52.20588235294118,1610612741,28,22,2023-03-16T00:33:01Z,1360000,False,-11.0,6.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.27,Missed,,,,,,,,,,,,,,,
139,PT00M58.70S,2023-03-16T00:32:53.6Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,28,22,2023-03-16T00:33:01Z,1370000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,,,
140,PT00M56.20S,2023-03-16T00:32:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,5.590000152587891,50.0,1610612741,28,22,2023-03-16T00:32:57Z,1380000,False,0.0,0.0,1,left,MISS P. Williams tip Layup,[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
141,PT00M56.20S,2023-03-16T00:32:59.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,28,22,2023-03-16T00:32:59Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,140.0,,,,,,,,,,
143,PT00M56.20S,2023-03-16T00:33:03.1Z,1,REGULAR,substitution,out,[],203897,,,1610612741,28,22,2023-03-16T00:33:14Z,1410000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M56.20S,2023-03-16T00:33:03.1Z,1,REGULAR,substitution,out,[],1627734,,,1610612741,28,22,2023-03-16T00:33:14Z,1420000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M56.20S,2023-03-16T00:33:03.1Z,1,REGULAR,substitution,out,[],1630558,,,1610612741,28,22,2023-03-16T00:33:14Z,1430000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M56.20S,2023-03-16T00:33:03.1Z,1,REGULAR,substitution,in,[],201942,,,1610612741,28,22,2023-03-16T00:33:14Z,1440000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M56.20S,2023-03-16T00:33:03.1Z,1,REGULAR,substitution,in,[],203458,,,1610612741,28,22,2023-03-16T00:33:14Z,1450000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M56.20S,2023-03-16T00:33:03.1Z,1,REGULAR,substitution,in,[],1628368,,,1610612741,28,22,2023-03-16T00:33:14Z,1460000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M50.70S,2023-03-16T00:33:28.6Z,1,REGULAR,foul,offensive,[],201942,,,1610612741,28,22,2023-03-16T00:33:35Z,1470000,False,,,0,,D. DeRozan charge offensive FOUL (1 PF),"[201942, 1630556]",1610612741.0,CHI,charge,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1155.0,,,1.0,0.0,Edwards,1630556.0
151,PT00M50.70S,2023-03-16T00:33:28.6Z,1,REGULAR,turnover,offensive foul,[],201942,,,1610612741,28,22,2023-03-16T00:33:28Z,1490000,False,,,0,,D. DeRozan offensive foul TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,2.0,,,,,,,,,,,,,1155.0,,,,,,
152,PT00M28.80S,2023-03-16T00:34:03.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,75.50919842312747,86.76470588235294,1610612758,28,25,2023-03-16T00:34:08Z,1500000,False,184.0,178.0,1,right,D. Fox 25' 3PT  (7 PTS) (M. Monk 2 AST),"[1628368, 1628370]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,25.57,Made,7.0,M. Monk,1628370.0,2.0,,,,,,,,,,,
154,PT00M08.20S,2023-03-16T00:34:29.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612741,28,25,2023-03-16T00:34:57Z,1520000,False,,,0,,K. Edwards shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630556, 201942]",1610612758.0,SAC,shooting,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1155.0,,,1.0,0.0,DeRozan,201942.0
156,PT00M08.20S,2023-03-16T00:34:58.3Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,29,25,2023-03-16T00:34:58Z,1540000,False,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
157,PT00M08.20S,2023-03-16T00:34:59.0Z,1,REGULAR,substitution,out,[],1631207,,,1610612741,29,25,2023-03-16T00:35:10Z,1550000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M08.20S,2023-03-16T00:34:59.0Z,1,REGULAR,substitution,out,[],1629002,,,1610612741,29,25,2023-03-16T00:35:10Z,1560000,False,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M08.20S,2023-03-16T00:34:59.0Z,1,REGULAR,substitution,out,[],1630556,,,1610612741,29,25,2023-03-16T00:35:10Z,1570000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M08.20S,2023-03-16T00:34:59.0Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,29,25,2023-03-16T00:35:10Z,1580000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M08.20S,2023-03-16T00:34:59.0Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,29,25,2023-03-16T00:35:10Z,1590000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M08.20S,2023-03-16T00:34:59.0Z,1,REGULAR,substitution,in,[],1631099,,,1610612741,29,25,2023-03-16T00:35:10Z,1600000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M08.20S,2023-03-16T00:35:17.5Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,30,25,2023-03-16T00:35:17Z,1610000,False,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
164,PT00M05.80S,2023-03-16T00:35:25.9Z,1,REGULAR,foul,personal,[],1630245,,,1610612758,30,25,2023-03-16T00:35:32Z,1620000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1628368]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Fox,1628368.0
166,PT00M00.00S,2023-03-16T00:35:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,87.72996057818659,49.01960784313725,1610612758,30,25,2023-03-16T00:35:58Z,1640000,False,-5.0,63.0,1,right,MISS K. Huerter 6' floating Shot,[1628989],1610612758.0,SAC,floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,6.3,Missed,,,,,,,,,,,,,,,
167,PT00M00.00S,2023-03-16T00:35:46.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,30,25,2023-03-16T00:35:58Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,166.0,,,,,,,,,,
168,PT00M00.00S,2023-03-16T00:35:56.4Z,1,REGULAR,period,end,[],0,,,1610612758,30,25,2023-03-16T00:35:56Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-03-16T00:37:07.8Z,2,REGULAR,substitution,out,['startperiod'],1628989,,,1610612758,30,25,2023-03-16T00:38:16Z,1670000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-03-16T00:37:07.8Z,2,REGULAR,substitution,out,['startperiod'],1631099,,,1610612758,30,25,2023-03-16T00:38:16Z,1680000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-03-16T00:37:07.8Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612758,30,25,2023-03-16T00:38:16Z,1690000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-03-16T00:37:07.8Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612758,30,25,2023-03-16T00:38:16Z,1700000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-03-16T00:38:23.4Z,2,REGULAR,period,start,[],0,,,1610612758,30,25,2023-03-16T00:38:23Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M49.00S,2023-03-16T00:38:35.8Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,30,25,2023-03-16T00:38:47Z,1720000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1630172]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,1.0,Williams,1630172.0,,,,,,,,,,,,,,,,,
175,PT11M49.00S,2023-03-16T00:38:35.8Z,2,REGULAR,steal,,[],1630172,,,1610612741,30,25,2023-03-16T00:38:39Z,1730000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
176,PT11M45.00S,2023-03-16T00:38:44.9Z,2,REGULAR,foul,personal,[],1628370,,,1610612741,30,25,2023-03-16T00:38:52Z,1740000,False,,,0,,M. Monk personal FOUL (2 PF),"[1628370, 1630172]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1155.0,,,2.0,0.0,Williams,1630172.0
