actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT04M28.00S,2022-10-27T00:26:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.9862023653088,50.245098039215684,1610612754,28,15,2022-10-27T00:26:39Z,900000,1.0,13.0,1,right,B. Mathurin driving Layup (2 PTS) (A. Nembhard 1 AST),"[1631097, 1629614]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
92,PT04M10.00S,2022-10-27T00:26:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.995400788436268,53.67647058823529,1610612741,28,15,2022-10-27T00:26:57Z,920000,-18.0,4.0,1,left,MISS D. DeRozan driving reverse Layup,[201942],1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2022-10-27T00:26:56.5Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,28,15,2022-10-27T00:26:56Z,930000,,,0,,J. Green REBOUND (Off:2 Def:0),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,92.0,2.0,0.0,2.0,,,,,,,,,,
94,PT04M07.00S,2022-10-27T00:26:56.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,5.590000152587891,50.0,1610612741,30,15,2022-10-27T00:26:56Z,940000,0.0,0.0,1,left,J. Green tip Layup (4 PTS),[1629750],1610612741.0,CHI,tip,,,Green,J. Green,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
95,PT03M56.00S,2022-10-27T00:27:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630537,74.19513797634691,15.931372549019606,1610612754,30,18,2022-10-27T00:27:13Z,950000,-170.0,190.0,1,right,C. Duarte 25' 3PT  (3 PTS) (B. Mathurin 1 AST),"[1630537, 1631097]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,25.52,Made,3.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,,
97,PT03M38.00S,2022-10-27T00:27:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630245,8.09789750328515,5.147058823529411,1610612741,30,18,2022-10-27T00:27:31Z,970000,224.0,24.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
98,PT03M34.00S,2022-10-27T00:27:30.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,30,18,2022-10-27T00:27:31Z,980000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,,97.0,4.0,3.0,1.0,,,,,,,,,,
99,PT03M30.00S,2022-10-27T00:27:36.2Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612741,30,18,2022-10-27T00:27:56Z,990000,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1629614, 202696]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202056.0,1.0,0.0,Vucevic,202696.0,,
101,PT03M30.00S,2022-10-27T00:28:09.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202696,,,1610612741,31,18,2022-10-27T00:28:09Z,1010000,,,0,,N. Vucevic Free Throw 1 of 2 (10 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
102,PT03M30.00S,2022-10-27T00:28:10.8Z,1,REGULAR,substitution,out,[],201942,,,1610612741,31,18,2022-10-27T00:28:38Z,1020000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M30.00S,2022-10-27T00:28:10.8Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,31,18,2022-10-27T00:28:38Z,1030000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M30.00S,2022-10-27T00:28:10.8Z,1,REGULAR,substitution,out,[],1630169,,,1610612741,31,18,2022-10-27T00:28:38Z,1040000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M30.00S,2022-10-27T00:28:10.8Z,1,REGULAR,substitution,in,[],203897,,,1610612741,31,18,2022-10-27T00:28:38Z,1050000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M30.00S,2022-10-27T00:28:10.8Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,31,18,2022-10-27T00:28:38Z,1060000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M30.00S,2022-10-27T00:28:10.8Z,1,REGULAR,substitution,in,[],204456,,,1610612741,31,18,2022-10-27T00:28:38Z,1070000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M30.00S,2022-10-27T00:28:39.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202696,,,1610612741,32,18,2022-10-27T00:28:39Z,1080000,,,0,,N. Vucevic Free Throw 2 of 2 (11 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2022-10-27T00:28:50.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,93.64323258869908,50.98039215686274,1610612754,32,20,2022-10-27T00:28:55Z,1090000,5.0,7.0,1,right,I. Jackson alley-oop DUNK (2 PTS) (T. McConnell 1 AST),"[1630543, 204456]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.88,Made,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,
111,PT03M03.00S,2022-10-27T00:29:07.4Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612741,32,20,2022-10-27T00:29:17Z,1110000,,,0,,C. Duarte shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630537, 203897]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2004.0,1.0,0.0,LaVine,203897.0,,
113,PT03M03.00S,2022-10-27T00:29:38.1Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,33,20,2022-10-27T00:29:38Z,1130000,,,0,,Z. LaVine Free Throw 1 of 2 (8 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
114,PT03M03.00S,2022-10-27T00:29:39.1Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,33,20,2022-10-27T00:29:47Z,1140000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M03.00S,2022-10-27T00:29:39.1Z,1,REGULAR,substitution,out,[],202696,,,1610612741,33,20,2022-10-27T00:29:47Z,1150000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M03.00S,2022-10-27T00:29:39.1Z,1,REGULAR,substitution,in,[],203083,,,1610612741,33,20,2022-10-27T00:29:47Z,1160000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2022-10-27T00:29:39.1Z,1,REGULAR,substitution,in,[],201609,,,1610612741,33,20,2022-10-27T00:29:47Z,1170000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2022-10-27T00:29:59.1Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,34,20,2022-10-27T00:29:59Z,1180000,,,0,,Z. LaVine Free Throw 2 of 2 (9 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
119,PT02M56.00S,2022-10-27T00:30:10.5Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612754,34,20,2022-10-27T00:30:43Z,1190000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Mathurin 2 FT),"[203083, 1631097]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2004.0,1.0,0.0,Mathurin,1631097.0,,
121,PT02M56.00S,2022-10-27T00:30:44.2Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,34,21,2022-10-27T00:30:44Z,1210000,,,0,,B. Mathurin Free Throw 1 of 2 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2022-10-27T00:31:03.0Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,34,22,2022-10-27T00:31:03Z,1220000,,,0,,B. Mathurin Free Throw 2 of 2 (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
123,PT02M39.00S,2022-10-27T00:31:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,11.777266754270697,52.450980392156865,1610612741,36,22,2022-10-27T00:31:27Z,1230000,-12.0,58.0,1,left,A. Caruso floating Jump Shot (2 PTS),[1627936],1610612741.0,CHI,floating,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,2.0,,,,,,,,,,,,,,,,,
124,PT02M33.00S,2022-10-27T00:31:30.1Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612754,36,22,2022-10-27T00:32:01Z,1240000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Mathurin 2 FT),"[203083, 1631097]",1610612741.0,CHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202056.0,2.0,0.0,Mathurin,1631097.0,,
126,PT02M33.00S,2022-10-27T00:32:01.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631097,,,1610612754,36,23,2022-10-27T00:32:01Z,1260000,,,0,,B. Mathurin Free Throw 1 of 2 (5 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2022-10-27T00:32:19.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631097,,,1610612754,36,24,2022-10-27T00:32:19Z,1270000,,,0,,B. Mathurin Free Throw 2 of 2 (6 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2022-10-27T00:32:37.7Z,1,REGULAR,3pt,Jump Shot,[],203897,25.57490144546649,82.84313725490196,1610612741,36,24,2022-10-27T00:33:34Z,1280000,-164.0,188.0,1,left,MISS Z. LaVine 24' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2022-10-27T00:32:40.2Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,36,24,2022-10-27T00:32:40Z,1290000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
130,PT02M03.00S,2022-10-27T00:32:51.2Z,1,REGULAR,3pt,Jump Shot,[],1631097,96.27135348226018,5.147058823529411,1610612754,36,24,2022-10-27T00:32:56Z,1300000,-224.0,-17.0,1,right,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,22.5,Missed,,,,,,,,,,,,,,,,,,
131,PT02M00.00S,2022-10-27T00:32:54.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,36,24,2022-10-27T00:32:56Z,1310000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,
132,PT01M49.00S,2022-10-27T00:33:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.30946123521682,50.98039215686274,1610612741,36,24,2022-10-27T00:33:15Z,1320000,-5.0,16.0,1,left,MISS A. Drummond cutting Layup - blocked,"[203083, 204456]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.69,Missed,,,,,,,,,,,,,,,,,McConnell,204456.0
133,PT01M49.00S,2022-10-27T00:33:10.5Z,1,REGULAR,block,,[],204456,,,1610612741,36,24,2022-10-27T00:35:40Z,1330000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M49.00S,2022-10-27T00:33:10.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,36,24,2022-10-27T00:33:15Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,132.0,,,,,,,,,,,,,
136,PT01M49.00S,2022-10-27T00:33:16.9Z,1,REGULAR,substitution,out,[],1630543,,,1610612741,36,24,2022-10-27T00:33:20Z,1360000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M49.00S,2022-10-27T00:33:16.9Z,1,REGULAR,substitution,in,[],1626167,,,1610612741,36,24,2022-10-27T00:33:20Z,1370000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M39.00S,2022-10-27T00:33:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,6.915243101182654,47.05882352941176,1610612741,36,24,2022-10-27T00:33:43Z,1380000,15.0,13.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1626167]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
139,PT01M39.00S,2022-10-27T00:33:39.5Z,1,REGULAR,block,,[],1626167,,,1610612741,36,24,2022-10-27T00:38:41Z,1390000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT01M36.00S,2022-10-27T00:33:42.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,36,24,2022-10-27T00:38:32Z,1400000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,138.0,3.0,2.0,1.0,,,,,,,,,,
141,PT01M28.00S,2022-10-27T00:33:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.9862023653088,53.18627450980392,1610612754,36,24,2022-10-27T00:34:19Z,1410000,16.0,13.0,1,right,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
142,PT01M28.00S,2022-10-27T00:33:56.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,36,24,2022-10-27T00:33:56Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,141.0,,,,,,,,,,,,,
145,PT01M14.00S,2022-10-27T00:34:38.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,65.25952693823915,46.568627450980394,1610612754,36,24,2022-10-27T00:34:44Z,1450000,-17.0,274.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.46,Missed,,,,,,,,,,,,,,,,,,
146,PT01M11.00S,2022-10-27T00:34:41.6Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,36,24,2022-10-27T00:34:44Z,1460000,,,0,,J. Green REBOUND (Off:2 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,145.0,3.0,1.0,2.0,,,,,,,,,,
147,PT01M00.00S,2022-10-27T00:34:53.2Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,36,24,2022-10-27T00:35:04Z,1470000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1629614]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Nembhard,1629614.0,,,,,,,
148,PT01M00.00S,2022-10-27T00:34:53.2Z,1,REGULAR,steal,,[],1629614,,,1610612754,36,24,2022-10-27T00:34:55Z,1480000,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
149,PT00M54.20S,2022-10-27T00:34:59.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,96.00854139290408,96.32352941176471,1610612754,36,24,2022-10-27T00:35:10Z,1490000,232.0,-15.0,1,right,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
150,PT00M49.60S,2022-10-27T00:35:03.9Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,36,24,2022-10-27T00:35:10Z,1500000,,,0,,M. Turner REBOUND (Off:2 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,,,,149.0,4.0,2.0,2.0,,,,,,,,,,
151,PT00M48.70S,2022-10-27T00:35:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626167,92.46057818659659,48.529411764705884,1610612754,36,24,2022-10-27T00:35:13Z,1510000,-7.0,18.0,1,right,MISS M. Turner Layup - blocked,"[1626167, 1627936]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,Caruso,1627936.0
152,PT00M48.70S,2022-10-27T00:35:05.4Z,1,REGULAR,block,,[],1627936,,,1610612754,36,24,2022-10-27T00:35:07Z,1520000,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M46.00S,2022-10-27T00:35:08.1Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,36,24,2022-10-27T00:35:13Z,1530000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,
154,PT00M45.00S,2022-10-27T00:35:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201609,6.1268068331143235,49.01960784313725,1610612741,38,24,2022-10-27T00:35:17Z,1540000,5.0,5.0,1,left,G. Dragic Layup (2 PTS) (Z. LaVine 1 AST),"[201609, 203897]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
156,PT00M39.90S,2022-10-27T00:35:16.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,79.31997371879106,91.66666666666666,1610612754,38,27,2022-10-27T00:35:23Z,1560000,208.0,142.0,1,right,A. Nembhard 25' 3PT  (3 PTS) (T. McConnell 2 AST),"[1629614, 204456]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,25.2,Made,3.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,
158,PT00M19.90S,2022-10-27T00:35:39.4Z,1,REGULAR,2pt,Jump Shot,[],201609,20.18725361366623,21.568627450980394,1610612741,38,27,2022-10-27T00:41:54Z,1580000,142.0,137.0,1,left,MISS G. Dragic 19' step back Shot,[201609],1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right Center,19.77,Missed,,,,,,,,,,,,,,,,,,
159,PT00M17.00S,2022-10-27T00:35:42.4Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,38,27,2022-10-27T00:35:42Z,1590000,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,
160,PT00M00.00S,2022-10-27T00:36:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,88.25558475689881,59.55882352941176,1610612754,38,27,2022-10-27T00:36:06Z,1600000,48.0,58.0,1,right,MISS T. McConnell 7' driving floating Shot,[204456],1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-10-27T00:36:01.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,38,27,2022-10-27T00:36:06Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,160.0,,,,,,,,,,,,,
162,PT00M00.00S,2022-10-27T00:36:04.8Z,1,REGULAR,period,end,[],0,,,1610612754,38,27,2022-10-27T00:36:04Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-27T00:38:17.7Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612754,38,27,2022-10-27T00:38:36Z,1630000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-27T00:38:17.7Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612754,38,27,2022-10-27T00:38:36Z,1640000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-27T00:38:51.3Z,2,REGULAR,period,start,[],0,,,1610612741,38,27,2022-10-27T00:38:51Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M42.00S,2022-10-27T00:39:15.4Z,2,REGULAR,foul,technical,['1freethrow'],1626167,,,1610612741,38,27,2022-10-27T00:39:31Z,1660000,,,0,,M. Turner defensive-3-second technical FOUL (1 Tech),[1626167],1610612754.0,IND,defensive-3-second,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,202056.0,1.0,1.0,,,,
167,PT11M42.00S,2022-10-27T00:39:34.5Z,2,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,38,27,2022-10-27T00:39:34Z,1670000,,,0,,MISS Z. LaVine technical Free Throw 1 of 1,[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2022-10-27T00:39:34.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,38,27,2022-10-27T00:39:34Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,
169,PT11M36.00S,2022-10-27T00:39:54.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.995400788436268,50.73529411764706,1610612741,40,27,2022-10-27T00:49:38Z,1690000,-4.0,4.0,1,left,A. Drummond cutting DUNK (2 PTS) (Z. LaVine 2 AST),"[203083, 203897]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
171,PT11M16.00S,2022-10-27T00:40:13.6Z,2,REGULAR,2pt,Jump Shot,[],1630537,93.9060446780552,89.70588235294117,1610612754,40,27,2022-10-27T00:40:17Z,1710000,199.0,5.0,1,right,MISS C. Duarte 19' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Right,19.86,Missed,,,,,,,,,,,,,,,,,,
172,PT11M14.00S,2022-10-27T00:40:15.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,40,27,2022-10-27T00:40:17Z,1720000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,
173,PT11M05.00S,2022-10-27T00:40:24.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.601182654402102,50.49019607843137,1610612741,42,27,2022-10-27T00:40:28Z,1730000,-2.0,0.0,1,left,A. Drummond DUNK (4 PTS) (G. Dragic 1 AST),"[203083, 201609]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.25,Made,4.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,,,
175,PT11M05.00S,2022-10-27T00:40:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,27,2022-10-27T00:40:28Z,1750000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M05.00S,2022-10-27T00:43:03.3Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,42,27,2022-10-27T00:43:16Z,1760000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
