actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-27T03:12:34.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-27T03:12:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-27T03:12:36.4Z,1,REGULAR,jumpball,recovered,[],1641739,,,1610612757,0,0,2024-12-27T03:12:36Z,40000,False,,,0,,Jump Ball D. Ayton vs. W. Kessler: Tip to T. Camara,"[1641739, 1629028, 1631117]",1610612757.0,POR,startperiod,T. Camara,1641739.0,Camara,T. Camara,Ayton,1629028.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-12-27T03:12:56.2Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,0,0,2024-12-27T03:13:03Z,70000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1628374]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,1.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-12-27T03:12:56.2Z,1,REGULAR,steal,,[],1628374,,,1610612762,0,0,2024-12-27T03:12:58Z,80000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2024-12-27T03:13:02.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628374,65.78515111695138,25.49019607843137,1610612762,0,3,2024-12-27T03:13:09Z,90000,False,-123.0,269.0,1,right,L. Markkanen 29' 3PT running (3 PTS) (C. Sexton 1 AST),"[1628374, 1629012]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,29.57,Made,3.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,
11,PT11M19.00S,2024-12-27T03:13:14.1Z,1,REGULAR,2pt,Jump Shot,[],1631101,22.158344283837057,30.637254901960787,1610612757,0,3,2024-12-27T03:13:18Z,110000,False,97.0,156.0,1,left,MISS S. Sharpe 18' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,,,,18.34,Missed,,,,,,,,,,,,,,,
12,PT11M17.00S,2024-12-27T03:13:16.1Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,0,3,2024-12-27T03:13:18Z,120000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M04.00S,2024-12-27T03:13:34.9Z,1,REGULAR,foul,personal,[],1629014,,,1610612762,0,3,2024-12-27T03:13:39Z,130000,False,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 1628374]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,1.0,0.0,Markkanen,1628374.0,,
15,PT10M56.00S,2024-12-27T03:13:55.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,74.58935611038108,83.82352941176471,1610612762,0,3,2024-12-27T03:13:59Z,150000,False,169.0,186.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,25.17,Missed,,,,,,,,,,,,,,,
16,PT10M54.00S,2024-12-27T03:13:57.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,3,2024-12-27T03:13:59Z,160000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M41.00S,2024-12-27T03:14:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,20.05584756898817,36.27450980392157,1610612757,0,3,2024-12-27T03:14:17Z,170000,False,69.0,136.0,1,left,MISS D. Ayton 15' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,15.23,Missed,,,,,,,,,,,,,,,
