actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
40,PT08M20.00S,2025-04-06T22:17:31.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,14.668199737187912,96.32352941176471,1610612757,8,5,2025-04-06T22:17:35Z,400000,False,-232.0,85.0,1,left,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,24.68,Missed,,,,,,,,,,,,,,,,,,
41,PT08M19.00S,2025-04-06T22:17:32.5Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,8,5,2025-04-06T22:17:35Z,410000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT08M08.00S,2025-04-06T22:17:44.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,87.46714848883047,50.245098039215684,1610612759,8,7,2025-04-06T22:17:59Z,420000,False,1.0,65.0,1,right,B. Biyombo 6' driving Hook (4 PTS) (S. Castle 1 AST),"[202687, 1642264]",1610612759.0,SAS,driving,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,4.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
46,PT07M53.00S,2025-04-06T22:18:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,7.835085413929041,48.77450980392157,1610612757,10,7,2025-04-06T22:18:10Z,440000,False,6.0,21.0,1,left,D. Banton driving Layup (2 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.2,Made,2.0,,,,,,,,,,,,,,,,,
47,PT07M45.00S,2025-04-06T22:18:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630170,91.80354796320631,95.83333333333334,1610612759,10,10,2025-04-06T22:18:15Z,450000,False,229.0,25.0,1,right,D. Vassell 3PT pullup (5 PTS) (S. Castle 2 AST),"[1630170, 1642264]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.05,Made,5.0,S. Castle,1642264.0,2.0,,,,,,,,,,,,,,
49,PT07M31.00S,2025-04-06T22:18:21.1Z,1,REGULAR,turnover,bad pass,[],1629680,,,1610612757,10,10,2025-04-06T22:18:23Z,470000,False,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 203084]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,Barnes,203084.0,,
50,PT07M31.00S,2025-04-06T22:18:21.1Z,1,REGULAR,steal,,[],203084,,,1610612759,10,10,2025-04-06T22:18:22Z,480000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
51,PT07M24.00S,2025-04-06T22:18:28.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642264,64.73390275952694,23.52941176470588,1610612759,10,10,2025-04-06T22:20:47Z,490000,False,-132.0,279.0,1,right,MISS S. Castle 30' running 3PT,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,30.88,Missed,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2025-04-06T22:18:31.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,10,10,2025-04-06T22:18:32Z,500000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,
53,PT07M13.00S,2025-04-06T22:18:43.0Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,10,10,2025-04-06T22:18:55Z,510000,False,,,0,,S. Sharpe bad pass out-of-bounds TURNOVER (1 TO),[1631101],1610612757.0,POR,bad pass,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
54,PT07M03.00S,2025-04-06T22:18:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,88.12417871222075,60.29411764705882,1610612759,10,10,2025-04-06T22:19:02Z,520000,False,51.0,59.0,1,right,MISS S. Castle 7' driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
55,PT07M00.00S,2025-04-06T22:19:01.4Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,10,10,2025-04-06T22:19:02Z,530000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,
56,PT06M56.00S,2025-04-06T22:19:04.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,6.389618922470433,3.431372549019608,1610612757,10,10,2025-04-06T22:19:12Z,540000,False,233.0,8.0,1,left,MISS T. Camara running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
57,PT06M53.00S,2025-04-06T22:19:07.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,10,10,2025-04-06T22:19:12Z,550000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
59,PT06M53.00S,2025-04-06T22:19:18.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,10,2025-04-06T22:19:18Z,570000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M53.00S,2025-04-06T22:21:42.4Z,1,REGULAR,substitution,out,[],1629680,,,1610612759,10,10,2025-04-06T22:22:15Z,580000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M53.00S,2025-04-06T22:21:42.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612759,10,10,2025-04-06T22:22:15Z,590000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M53.00S,2025-04-06T22:21:42.4Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,10,10,2025-04-06T22:22:15Z,600000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2025-04-06T22:21:42.4Z,1,REGULAR,substitution,in,[],1641712,,,1610612759,10,10,2025-04-06T22:22:15Z,610000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2025-04-06T22:21:42.4Z,1,REGULAR,substitution,in,[],1631200,,,1610612759,10,10,2025-04-06T22:22:15Z,620000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2025-04-06T22:21:42.4Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,10,10,2025-04-06T22:22:15Z,630000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2025-04-06T22:22:41.6Z,1,REGULAR,3pt,Jump Shot,[],1630170,80.76544021024968,92.8921568627451,1610612759,10,13,2025-04-06T22:22:47Z,640000,False,214.0,128.0,1,right,D. Vassell 24' 3PT  (8 PTS) (C. Paul 1 AST),"[1630170, 101108]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,24.99,Made,8.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
68,PT06M19.00S,2025-04-06T22:22:57.7Z,1,REGULAR,3pt,Jump Shot,[],1642270,30.042706964520367,28.186274509803923,1610612757,13,13,2025-04-06T22:23:02Z,660000,False,109.0,230.0,1,left,D. Clingan 25' 3PT bank (6 PTS) (K. Murray 1 AST),"[1642270, 1631200]",1610612757.0,POR,bank,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.45,Made,6.0,K. Murray,1631200.0,1.0,,,,,,,,,,,,,,
70,PT05M57.00S,2025-04-06T22:23:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,87.46714848883047,96.07843137254902,1610612759,13,13,2025-04-06T22:23:24Z,680000,False,230.0,65.0,1,right,MISS D. Vassell step back 3PT,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
71,PT05M55.00S,2025-04-06T22:23:21.9Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,13,13,2025-04-06T22:23:24Z,690000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,
72,PT05M46.00S,2025-04-06T22:23:30.3Z,1,REGULAR,2pt,Jump Shot,[],1630625,10.200394218134035,29.65686274509804,1610612757,13,13,2025-04-06T22:23:34Z,700000,False,102.0,43.0,1,left,MISS D. Banton 11' driving floating Shot,[1630625],1610612757.0,POR,driving floating,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,11.06,Missed,,,,,,,,,,,,,,,,,,
73,PT05M44.00S,2025-04-06T22:23:32.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,13,13,2025-04-06T22:23:34Z,710000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,,,
74,PT05M39.00S,2025-04-06T22:23:37.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,87.59855453350855,4.411764705882353,1610612759,13,13,2025-04-06T22:24:21Z,720000,False,-228.0,64.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2025-04-06T22:23:39.0Z,1,REGULAR,rebound,offensive,[],202687,,,1610612759,13,13,2025-04-06T22:24:21Z,730000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Left Corner 3,24+ Left,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,,,
76,PT05M31.00S,2025-04-06T22:23:49.8Z,1,REGULAR,foul,offensive,[],202687,,,1610612759,13,13,2025-04-06T22:23:57Z,740000,False,,,0,,B. Biyombo offensive FOUL (2 PF),"[202687, 1641739]",1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1626301.0,,2.0,0.0,Camara,1641739.0,,,,
78,PT05M31.00S,2025-04-06T22:23:49.8Z,1,REGULAR,turnover,offensive foul,[],202687,,,1610612759,13,13,2025-04-06T22:23:49Z,760000,False,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1626301.0,1.0,,,,,,,,
79,PT05M31.00S,2025-04-06T22:23:56.8Z,1,REGULAR,substitution,out,[],203084,,,1610612757,13,13,2025-04-06T22:24:01Z,770000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2025-04-06T22:23:56.8Z,1,REGULAR,substitution,in,[],1630577,,,1610612757,13,13,2025-04-06T22:24:01Z,780000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M17.00S,2025-04-06T22:24:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,6.389618922470433,51.71568627450981,1610612757,15,13,2025-04-06T22:24:23Z,790000,False,-9.0,8.0,1,left,D. Banton driving Layup (4 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,1.15,Made,4.0,,,,,,,,,,,,,,,,,
