actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-20T03:12:10.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-20T03:12:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-12-20T03:12:16.4Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2024-12-20T03:12:16Z,40000,False,,,0,,Jump Ball N. Jokić vs. D. Ayton: Tip to J. Murray,"[1627750, 203999, 1629028]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokić,203999.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M52.00S,2024-12-20T03:12:19.4Z,1,REGULAR,3pt,Jump Shot,[],203932,25.312089356110377,83.33333333333334,1610612743,0,0,2024-12-20T03:12:47Z,70000,False,-167.0,185.0,1,left,MISS A. Gordon 24' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2024-12-20T03:12:22.4Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,0,2024-12-20T03:12:47Z,80000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-12-20T03:12:40.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,77.21747700394218,8.823529411764707,1610612757,0,0,2024-12-20T03:12:44Z,90000,False,-206.0,162.0,1,right,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-12-20T03:12:43.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2024-12-20T03:12:44Z,100000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M15.00S,2024-12-20T03:12:54.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,33.590670170827856,28.431372549019606,1610612743,0,0,2024-12-20T03:12:59Z,110000,False,108.0,263.0,1,left,MISS M. Porter Jr. 28' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,28.45,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2024-12-20T03:12:58.6Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,0,0,2024-12-20T03:12:59Z,120000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2024-12-20T03:13:03.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,91.14651773981603,4.166666666666666,1610612757,0,0,2024-12-20T03:13:11Z,130000,False,-229.0,31.0,1,right,MISS S. Sharpe running 3PT,[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2024-12-20T03:13:06.6Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2024-12-20T03:13:11Z,140000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
