actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
27,PT09M58.00S,2025-03-10T01:15:26.7Z,1,REGULAR,steal,,[],1631105,,,1610612765,3,5,2025-03-10T01:15:28Z,270000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2025-03-10T01:15:29.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631105,6.389618922470433,48.03921568627451,1610612765,3,7,2025-03-10T01:15:37Z,280000,False,10.0,8.0,1,left,J. Duren running DUNK (2 PTS),[1631105],1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.24,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M38.00S,2025-03-10T01:15:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,92.72339027595268,47.30392156862745,1610612757,3,7,2025-03-10T01:18:25Z,290000,False,-13.0,16.0,1,right,MISS D. Clingan cutting Layup,[1642270],1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
30,PT09M37.00S,2025-03-10T01:15:48.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,7,2025-03-10T01:15:54Z,300000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,
31,PT09M34.00S,2025-03-10T01:15:52.8Z,1,REGULAR,foul,personal,[],1642270,,,1610612765,3,7,2025-03-10T01:16:05Z,310000,False,,,0,,D. Clingan personal FOUL (1 PF),"[1642270, 1630595]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200832.0,1.0,0.0,Cunningham,1630595.0,,,,,
33,PT09M24.00S,2025-03-10T01:16:26.8Z,1,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612765,3,7,2025-03-10T01:16:51Z,330000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Thompson 2 FT),"[1631101, 1641709]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Thompson,1641709.0,,,,,
35,PT09M24.00S,2025-03-10T01:17:02.6Z,1,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,3,7,2025-03-10T01:17:02Z,350000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT09M24.00S,2025-03-10T01:17:02.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,3,7,2025-03-10T01:17:02Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,
37,PT09M24.00S,2025-03-10T01:17:20.2Z,1,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,3,8,2025-03-10T01:17:20Z,370000,False,,,0,,A. Thompson Free Throw 2 of 2 (1 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2025-03-10T01:17:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,91.01511169513797,41.911764705882355,1610612757,3,8,2025-03-10T01:17:38Z,380000,False,-40.0,32.0,1,right,MISS J. Grant driving Layup - blocked,"[203924, 202699]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,Harris,202699.0,,,
39,PT09M12.00S,2025-03-10T01:17:33.0Z,1,REGULAR,block,,[],202699,,,1610612757,3,8,2025-03-10T01:17:35Z,390000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M10.00S,2025-03-10T01:17:35.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,3,8,2025-03-10T01:17:38Z,400000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT09M08.00S,2025-03-10T01:17:37.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,6.258212877792378,52.20588235294118,1610612765,3,10,2025-03-10T01:20:25Z,410000,False,-11.0,6.0,1,left,C. Cunningham running reverse Layup (5 PTS) (A. Thompson 1 AST),"[1630595, 1641709]",1610612765.0,DET,running reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.27,Made,5.0,,,,,A. Thompson,1641709.0,1.0,,,,,,,,,,
43,PT08M52.00S,2025-03-10T01:17:53.0Z,1,REGULAR,2pt,Jump Shot,[],1629014,78.26872536136662,32.84313725490196,1610612757,5,10,2025-03-10T01:18:04Z,430000,False,-86.0,152.0,1,right,A. Simons 17' driving floating Jump Shot (2 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,17.44,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M35.00S,2025-03-10T01:18:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.886333771353483,44.6078431372549,1610612765,5,12,2025-03-10T01:18:14Z,440000,False,27.0,31.0,1,left,C. Cunningham driving finger roll Layup (7 PTS) (J. Duren 2 AST),"[1630595, 1631105]",1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.11,Made,7.0,,,,,J. Duren,1631105.0,2.0,,,,,,,,,,
46,PT08M25.00S,2025-03-10T01:18:22.4Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612757,5,12,2025-03-10T01:18:34Z,460000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Camara 2 FT),"[1630595, 1641739]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Camara,1641739.0,,,,,
48,PT08M25.00S,2025-03-10T01:18:47.2Z,1,REGULAR,freethrow,1 of 2,[],1641739,,,1610612757,6,12,2025-03-10T01:19:13Z,480000,False,,,0,,T. Camara Free Throw 1 of 2 (1 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
49,PT08M25.00S,2025-03-10T01:18:47.7Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,6,12,2025-03-10T01:18:51Z,490000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M25.00S,2025-03-10T01:18:47.7Z,1,REGULAR,substitution,in,[],1630703,,,1610612757,6,12,2025-03-10T01:18:51Z,500000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M25.00S,2025-03-10T01:18:47.2Z,1,REGULAR,freethrow,2 of 2,[],1641739,,,1610612757,6,12,2025-03-10T01:19:13Z,510000,False,,,0,,MISS T. Camara Free Throw 2 of 2,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT08M23.00S,2025-03-10T01:18:49.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,6,12,2025-03-10T01:19:13Z,520000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,
53,PT08M09.00S,2025-03-10T01:19:25.1Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,6,12,2025-03-10T01:19:30Z,530000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1642270]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Clingan,1642270.0
54,PT08M09.00S,2025-03-10T01:19:25.1Z,1,REGULAR,steal,,[],1642270,,,1610612757,6,12,2025-03-10T01:19:26Z,540000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
55,PT08M05.00S,2025-03-10T01:19:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,94.1688567674113,46.568627450980394,1610612757,8,12,2025-03-10T01:19:34Z,550000,False,-17.0,2.0,1,right,S. Sharpe running Layup (2 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,,,,,T. Camara,1641739.0,1.0,,,,,,,,,,
56,PT07M53.00S,2025-03-10T01:19:40.9Z,1,REGULAR,2pt,Jump Shot,[],1630595,20.05584756898817,65.93137254901961,1610612765,8,14,2025-03-10T01:19:45Z,560000,False,-80.0,136.0,1,left,C. Cunningham 15' fadeaway Jump Shot (9 PTS),[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,15.76,Made,9.0,,,,,,,,,,,,,,,,,
57,PT07M42.00S,2025-03-10T01:19:51.9Z,1,REGULAR,turnover,lost ball,[],1630703,,,1610612757,8,14,2025-03-10T01:19:55Z,570000,False,,,0,,S. Henderson lost ball TURNOVER (1 TO),"[1630703, 1641709]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Thompson,1641709.0
58,PT07M42.00S,2025-03-10T01:19:51.9Z,1,REGULAR,steal,,[],1641709,,,1610612765,8,14,2025-03-10T01:19:53Z,580000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
59,PT07M38.00S,2025-03-10T01:19:55.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,6.652431011826544,47.549019607843135,1610612765,8,14,2025-03-10T01:25:07Z,590000,False,12.0,10.0,1,left,MISS A. Thompson running DUNK,[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
61,PT07M35.00S,2025-03-10T01:19:58.3Z,1,REGULAR,rebound,offensive,[],203501,,,1610612765,8,14,2025-03-10T01:20:04Z,610000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:0),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,
62,PT07M35.00S,2025-03-10T01:19:59.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance', 'fastbreak']",203501,9.149145860709593,95.09803921568627,1610612765,8,17,2025-03-10T01:25:22Z,620000,False,-225.0,34.0,1,left,T. Hardaway Jr. 3PT running (5 PTS),[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,22.8,Made,5.0,,,,,,,,,,,,,,,,,
63,PT07M35.00S,2025-03-10T01:20:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,8,17,2025-03-10T01:20:03Z,630000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M21.00S,2025-03-10T01:23:12.8Z,1,REGULAR,3pt,Jump Shot,[],1630703,67.62483574244416,29.65686274509804,1610612757,8,17,2025-03-10T01:23:17Z,640000,False,-102.0,252.0,1,right,MISS S. Henderson 27' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
66,PT07M16.00S,2025-03-10T01:23:17.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,8,17,2025-03-10T01:23:17Z,650000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,
67,PT07M13.00S,2025-03-10T01:23:22.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630595,6.258212877792378,42.15686274509804,1610612765,8,17,2025-03-10T01:28:49Z,660000,False,39.0,6.0,1,left,MISS C. Cunningham driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
68,PT07M11.00S,2025-03-10T01:23:24.4Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,8,17,2025-03-10T01:28:49Z,670000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,
69,PT07M03.00S,2025-03-10T01:23:31.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203924,78.13731931668858,89.4607843137255,1610612757,11,17,2025-03-10T01:29:40Z,680000,False,197.0,153.0,1,right,J. Grant 24' 3PT running (6 PTS) (S. Henderson 1 AST),"[203924, 1630703]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.97,Made,6.0,,,,,S. Henderson,1630703.0,1.0,,,,,,,,,,
71,PT06M41.00S,2025-03-10T01:23:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,9.411957950065702,35.53921568627451,1610612765,11,17,2025-03-10T01:24:09Z,700000,False,72.0,36.0,1,left,MISS C. Cunningham 8' driving bank Shot,[1630595],1610612765.0,DET,driving bank,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2025-03-10T01:23:52.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,11,17,2025-03-10T01:24:09Z,710000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,71.0,,,,,,,,,,,,,,,,
74,PT06M31.00S,2025-03-10T01:24:15.0Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612757,11,17,2025-03-10T01:24:25Z,730000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Grant 2 FT),"[202699, 203924]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,202027.0,1.0,0.0,Grant,203924.0,,,,,
76,PT06M31.00S,2025-03-10T01:24:38.2Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,12,17,2025-03-10T01:24:38Z,750000,False,,,0,,J. Grant Free Throw 1 of 2 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
77,PT06M31.00S,2025-03-10T01:24:53.6Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,13,17,2025-03-10T01:24:53Z,760000,False,,,0,,J. Grant Free Throw 2 of 2 (8 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
78,PT06M12.00S,2025-03-10T01:25:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,7.30946123521682,37.99019607843137,1610612765,13,17,2025-03-10T01:31:24Z,770000,False,60.0,16.0,1,left,MISS T. Hardaway Jr. 6' driving floating Shot,[203501],1610612765.0,DET,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2025-03-10T01:25:16.6Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,13,17,2025-03-10T01:31:24Z,780000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,
80,PT06M10.00S,2025-03-10T01:25:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,5.590000152587891,50.0,1610612765,13,17,2025-03-10T01:25:16Z,790000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
81,PT06M09.00S,2025-03-10T01:25:17.8Z,1,REGULAR,rebound,offensive,[],203501,,,1610612765,13,17,2025-03-10T01:25:17Z,800000,False,,,0,,T. Hardaway Jr. REBOUND (Off:2 Def:0),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,80.0,2.0,0.0,2.0,,,,,,,,,,,,,
82,PT06M07.00S,2025-03-10T01:25:19.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,16.63929040735874,95.58823529411765,1610612765,13,20,2025-03-10T01:31:55Z,810000,False,-228.0,104.0,1,left,T. Hardaway Jr. 25' 3PT pullup (8 PTS),[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.05,Made,8.0,,,,,,,,,,,,,,,,,
83,PT05M49.00S,2025-03-10T01:25:37.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,70.12155059132719,70.83333333333334,1610612757,13,20,2025-03-10T01:25:42Z,820000,False,104.0,228.0,1,right,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
84,PT05M46.00S,2025-03-10T01:25:40.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,13,20,2025-03-10T01:25:42Z,830000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,
85,PT05M42.00S,2025-03-10T01:25:44.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,31.35676741130092,16.42156862745098,1610612765,13,20,2025-03-10T01:32:40Z,840000,False,168.0,242.0,1,left,MISS T. Hardaway Jr. 29' running 3PT,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,29.48,Missed,,,,,,,,,,,,,,,,,,
86,PT05M40.00S,2025-03-10T01:25:46.2Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,13,20,2025-03-10T01:25:51Z,850000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
