actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
174,PT11M17.00S,2025-03-22T02:43:46.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631212,9.017739816031538,95.58823529411765,1610612743,30,33,2025-03-22T02:43:51Z,1700000,False,-228.0,32.0,1,left,P. Watson 3PT running (3 PTS) (J. Pickett 1 AST),"[1631212, 1629618]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,23.02,Made,3.0,,,,,,,,,J. Pickett,1629618.0,1.0,,,,,,
176,PT11M07.00S,2025-03-22T02:43:58.4Z,2,REGULAR,foul,personal,[],1630192,,,1610612757,30,33,2025-03-22T02:44:16Z,1720000,False,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1641871]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202058.0,1.0,0.0,Reath,1641871.0,,,,,,,,,
178,PT10M56.00S,2025-03-22T02:44:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,92.72339027595268,46.568627450980394,1610612757,32,33,2025-03-22T02:44:32Z,1740000,False,-17.0,16.0,1,right,D. Reath Layup (4 PTS) (S. Henderson 3 AST),"[1641871, 1630703]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,2.34,Made,4.0,,,,,,,,,S. Henderson,1630703.0,3.0,,,,,,
180,PT10M39.00S,2025-03-22T02:44:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,19.92444152431012,41.17647058823529,1610612743,32,35,2025-03-22T02:44:48Z,1760000,False,44.0,135.0,1,left,M. Porter Jr. 14' Jump Shot (4 PTS) (J. Pickett 2 AST),"[1629008, 1629618]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.18,Made,4.0,,,,,,,,,J. Pickett,1629618.0,2.0,,,,,,
182,PT10M24.00S,2025-03-22T02:45:00.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,84.57621550591328,48.77450980392157,1610612757,34,35,2025-03-22T02:45:04Z,1780000,False,-6.0,92.0,1,right,D. Avdija 9' turnaround fadeaway Jump Shot (10 PTS),[1630166],1610612757.0,POR,turnaround fadeaway,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,9.27,Made,10.0,,,,,,,,,,,,,,,,,
183,PT10M04.00S,2025-03-22T02:45:19.6Z,2,REGULAR,3pt,Jump Shot,[],1629008,33.327858081471746,49.26470588235294,1610612743,34,38,2025-03-22T02:45:24Z,1790000,False,4.0,261.0,1,left,M. Porter Jr. 26' 3PT  (7 PTS) (J. Pickett 3 AST),"[1629008, 1629618]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.08,Made,7.0,,,,,,,,,J. Pickett,1629618.0,3.0,,,,,,
185,PT09M48.00S,2025-03-22T02:45:39.6Z,2,REGULAR,turnover,offensive goaltending,[],1641871,,,1610612757,34,38,2025-03-22T02:45:47Z,1810000,False,,,0,,D. Reath offensive goaltending TURNOVER (1 TO),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,1.0,,,202007.0,,,,,,,,,,,,,
186,PT09M48.00S,2025-03-22T02:45:48.6Z,2,REGULAR,substitution,out,[],1630625,,,1610612743,34,38,2025-03-22T02:45:51Z,1820000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M48.00S,2025-03-22T02:45:48.6Z,2,REGULAR,substitution,in,[],1631200,,,1610612743,34,38,2025-03-22T02:45:51Z,1830000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M36.00S,2025-03-22T02:46:10.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631212,10.068988173455978,47.549019607843135,1610612743,34,38,2025-03-22T02:46:15Z,1840000,False,12.0,42.0,1,left,MISS P. Watson driving Hook,[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
189,PT09M34.00S,2025-03-22T02:46:12.5Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,34,38,2025-03-22T02:46:15Z,1850000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,188.0,2.0,1.0,1.0,,
190,PT09M26.00S,2025-03-22T02:46:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630166,72.35545335085413,76.22549019607843,1610612757,37,38,2025-03-22T02:46:24Z,1860000,False,131.0,207.0,1,right,D. Avdija 24' 3PT  (13 PTS) (K. Murray 1 AST),"[1630166, 1631200]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,24.54,Made,13.0,,,,,,,,,K. Murray,1631200.0,1.0,,,,,,
192,PT09M03.00S,2025-03-22T02:46:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.440867279894875,53.18627450980392,1610612743,37,38,2025-03-22T02:46:49Z,1880000,False,-16.0,17.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
193,PT09M00.00S,2025-03-22T02:46:45.5Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,37,38,2025-03-22T02:46:49Z,1890000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,192.0,3.0,2.0,1.0,,
194,PT08M58.00S,2025-03-22T02:46:48.8Z,2,REGULAR,foul,personal,['2freethrow'],1629618,,,1610612757,37,38,2025-03-22T02:47:06Z,1900000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (Henderson 2 FT),"[1629618, 1630703]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,1.0,0.0,Henderson,1630703.0,,,,,,,,,
196,PT08M58.00S,2025-03-22T02:47:13.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630703,,,1610612757,37,38,2025-03-22T02:47:13Z,1920000,False,,,0,,MISS S. Henderson Free Throw 1 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT08M58.00S,2025-03-22T02:47:13.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,37,38,2025-03-22T02:47:13Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,
198,PT08M58.00S,2025-03-22T02:47:35.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630703,,,1610612757,38,38,2025-03-22T02:47:35Z,1940000,False,,,0,,S. Henderson Free Throw 2 of 2 (10 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
199,PT08M47.00S,2025-03-22T02:47:54.3Z,2,REGULAR,foul,offensive,[],201566,,,1610612743,38,38,2025-03-22T02:48:05Z,1950000,False,,,0,,R. Westbrook offensive FOUL (2 PF),"[201566, 1641871]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,Reath,1641871.0,,,,,,,,,
201,PT08M47.00S,2025-03-22T02:47:54.3Z,2,REGULAR,turnover,offensive foul,[],201566,,,1610612743,38,38,2025-03-22T02:47:54Z,1970000,False,,,0,,R. Westbrook offensive foul TURNOVER (4 TO),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,4.0,,,1627534.0,,,,,,,,,,,,,
202,PT08M32.00S,2025-03-22T02:48:29.4Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612757,38,38,2025-03-22T02:48:33Z,1980000,False,,,0,,D. Avdija lost ball TURNOVER (2 TO),"[1630166, 1630192]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,Nnaji,1630192.0,,,,,,,,,,,,,,
203,PT08M32.00S,2025-03-22T02:48:29.4Z,2,REGULAR,steal,,[],1630192,,,1610612743,38,38,2025-03-22T02:48:31Z,1990000,False,,,0,,Z. Nnaji STEAL (3 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT08M29.00S,2025-03-22T02:48:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,7.835085413929041,49.26470588235294,1610612743,38,40,2025-03-22T02:48:38Z,2000000,False,4.0,21.0,1,left,R. Westbrook running Layup (8 PTS) (Z. Nnaji 1 AST),"[201566, 1630192]",1610612743.0,DEN,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.14,Made,8.0,,,,,,,,,Z. Nnaji,1630192.0,1.0,,,,,,
206,PT08M19.00S,2025-03-22T02:48:42.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,91.93495400788436,53.18627450980392,1610612757,40,40,2025-03-22T02:56:35Z,2020000,False,16.0,23.0,1,right,D. Reath driving bank Hook (6 PTS) (D. Avdija 2 AST),"[1641871, 1630166]",1610612757.0,POR,driving bank,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,2.82,Made,6.0,,,,,,,,,D. Avdija,1630166.0,2.0,,,,,,
208,PT07M58.00S,2025-03-22T02:49:07.2Z,2,REGULAR,foul,personal,[],1631200,,,1610612743,40,40,2025-03-22T02:49:13Z,2040000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631200, 201566]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,202058.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
210,PT07M58.00S,2025-03-22T02:49:12.6Z,2,REGULAR,substitution,out,[],1629680,,,1610612743,40,40,2025-03-22T02:49:27Z,2060000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M58.00S,2025-03-22T02:49:12.6Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,40,40,2025-03-22T02:49:27Z,2070000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M58.00S,2025-03-22T02:49:12.6Z,2,REGULAR,substitution,out,[],1629618,,,1610612743,40,40,2025-03-22T02:49:27Z,2080000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M58.00S,2025-03-22T02:49:12.6Z,2,REGULAR,substitution,in,[],1631101,,,1610612743,40,40,2025-03-22T02:49:27Z,2090000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2025-03-22T02:49:12.6Z,2,REGULAR,substitution,in,[],203932,,,1610612743,40,40,2025-03-22T02:49:27Z,2100000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M58.00S,2025-03-22T02:49:12.6Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,40,40,2025-03-22T02:49:27Z,2110000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M44.00S,2025-03-22T02:49:50.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,7.046649145860711,52.69607843137255,1610612743,40,42,2025-03-22T02:49:56Z,2120000,False,-13.0,14.0,1,left,P. Watson driving reverse DUNK (5 PTS) (M. Porter Jr. 2 AST),"[1631212, 1629008]",1610612743.0,DEN,driving reverse,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.92,Made,5.0,,,,,,,,,M. Porter Jr.,1629008.0,2.0,,,,,,
218,PT07M31.00S,2025-03-22T02:50:03.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,89.83245729303549,48.03921568627451,1610612757,40,42,2025-03-22T02:58:54Z,2140000,False,-10.0,43.0,1,right,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
219,PT07M30.00S,2025-03-22T02:50:04.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,40,42,2025-03-22T02:50:08Z,2150000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,218.0,,,,,
221,PT07M30.00S,2025-03-22T02:50:08.7Z,2,REGULAR,substitution,out,[],1629008,,,1610612743,40,42,2025-03-22T02:50:19Z,2170000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M30.00S,2025-03-22T02:50:08.7Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,40,42,2025-03-22T02:50:19Z,2180000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M10.00S,2025-03-22T02:50:42.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.440867279894875,55.14705882352941,1610612743,40,44,2025-03-22T02:50:47Z,2190000,False,-26.0,17.0,1,left,R. Westbrook driving Layup (10 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.1,Made,10.0,,,,,,,,,,,,,,,,,
224,PT07M01.00S,2025-03-22T02:50:51.0Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612757,40,44,2025-03-22T02:50:54Z,2200000,False,,,0,,D. Avdija lost ball TURNOVER (3 TO),"[1630166, 201566]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,3.0,Westbrook,201566.0,,,,,,,,,,,,,,
225,PT07M01.00S,2025-03-22T02:50:51.0Z,2,REGULAR,steal,,[],201566,,,1610612743,40,44,2025-03-22T02:50:52Z,2210000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
226,PT06M58.00S,2025-03-22T02:50:57.6Z,2,REGULAR,foul,personal,['2freethrow'],1630703,,,1610612743,40,44,2025-03-22T02:51:24Z,2220000,False,,,0,,S. Henderson shooting personal FOUL (3 PF) (Westbrook 2 FT),"[1630703, 201566]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,3.0,0.0,Westbrook,201566.0,,,,,,,,,
228,PT06M58.00S,2025-03-22T02:51:06.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,40,44,2025-03-22T02:51:06Z,2240000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M58.00S,2025-03-22T02:51:25.4Z,2,REGULAR,substitution,out,[],1630703,,,1610612743,40,44,2025-03-22T02:53:42Z,2250000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M58.00S,2025-03-22T02:51:25.4Z,2,REGULAR,substitution,out,[],1641871,,,1610612743,40,44,2025-03-22T02:53:42Z,2260000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M58.00S,2025-03-22T02:51:25.4Z,2,REGULAR,substitution,in,[],1641739,,,1610612743,40,44,2025-03-22T02:53:42Z,2270000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M58.00S,2025-03-22T02:51:25.4Z,2,REGULAR,substitution,in,[],1630625,,,1610612743,40,44,2025-03-22T02:53:42Z,2280000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M58.00S,2025-03-22T02:54:02.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201566,,,1610612743,40,45,2025-03-22T03:00:11Z,2290000,False,,,0,,R. Westbrook Free Throw 1 of 2 (11 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
234,PT06M58.00S,2025-03-22T02:54:02.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",201566,,,1610612743,40,46,2025-03-22T03:00:11Z,2300000,False,,,0,,R. Westbrook Free Throw 2 of 2 (12 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
235,PT06M46.00S,2025-03-22T02:54:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,89.30683311432325,54.65686274509803,1610612757,40,46,2025-03-22T02:54:35Z,2310000,False,23.0,48.0,1,right,MISS T. Camara cutting Layup,[1641739],1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
236,PT06M44.00S,2025-03-22T02:54:34.1Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,40,46,2025-03-22T02:54:35Z,2320000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,235.0,1.0,1.0,0.0,,
237,PT06M36.00S,2025-03-22T02:54:42.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,20.05584756898817,41.911764705882355,1610612743,40,46,2025-03-22T03:01:42Z,2330000,False,40.0,136.0,1,left,MISS J. Murray 14' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,14.19,Missed,,,,,,,,,,,,,,,,,,
238,PT06M33.00S,2025-03-22T02:54:45.3Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,40,46,2025-03-22T03:01:42Z,2340000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,237.0,1.0,0.0,1.0,,
239,PT06M30.00S,2025-03-22T02:54:48.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,7.178055190538765,47.30392156862745,1610612743,40,48,2025-03-22T03:08:02Z,2350000,False,13.0,15.0,1,left,P. Watson cutting Layup (7 PTS) (A. Gordon 1 AST),"[1631212, 203932]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.02,Made,7.0,,,,,,,,,A. Gordon,203932.0,1.0,,,,,,
241,PT06M14.00S,2025-03-22T02:55:03.9Z,2,REGULAR,3pt,Jump Shot,[],1631101,67.88764783180025,70.34313725490196,1610612757,40,48,2025-03-22T02:55:08Z,2370000,False,102.0,249.0,1,right,MISS S. Sharpe 26' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
242,PT06M10.00S,2025-03-22T02:55:07.9Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,40,48,2025-03-22T02:55:08Z,2380000,False,,,0,,P. Watson REBOUND (Off:1 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,241.0,4.0,3.0,1.0,,
243,PT06M02.00S,2025-03-22T02:55:19.8Z,2,REGULAR,foul,personal,['2freethrow'],1631101,,,1610612743,40,48,2025-03-22T02:55:26Z,2390000,False,,,0,,S. Sharpe shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1631101, 201566]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,
245,PT06M02.00S,2025-03-22T02:55:43.6Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,40,48,2025-03-22T02:55:43Z,2410000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
246,PT06M02.00S,2025-03-22T02:55:43.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,40,48,2025-03-22T02:55:43Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,
247,PT06M02.00S,2025-03-22T02:56:02.8Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,40,49,2025-03-22T02:56:02Z,2430000,False,,,0,,R. Westbrook Free Throw 2 of 2 (13 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
248,PT05M48.00S,2025-03-22T02:56:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,92.46057818659659,52.94117647058824,1610612757,40,49,2025-03-22T02:56:21Z,2440000,False,15.0,18.0,1,right,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
249,PT05M45.00S,2025-03-22T02:56:20.9Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,40,49,2025-03-22T02:56:21Z,2450000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,248.0,2.0,1.0,1.0,,
250,PT05M28.00S,2025-03-22T02:56:37.2Z,2,REGULAR,2pt,Jump Shot,[],203932,11.12023653088042,71.07843137254902,1610612743,40,49,2025-03-22T02:56:44Z,2460000,False,-105.0,52.0,1,left,MISS A. Gordon 11' turnaround fadeaway bank Shot,[203932],1610612743.0,DEN,turnaround fadeaway bank,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,11.75,Missed,,,,,,,,,,,,,,,,,,
251,PT05M28.00S,2025-03-22T02:56:37.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,40,49,2025-03-22T02:56:44Z,2470000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,250.0,,,,,
252,PT05M28.00S,2025-03-22T02:56:43.0Z,2,REGULAR,substitution,out,[],201566,,,1610612743,40,49,2025-03-22T02:56:48Z,2480000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M28.00S,2025-03-22T02:56:43.0Z,2,REGULAR,substitution,in,[],1629618,,,1610612743,40,49,2025-03-22T02:56:48Z,2490000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M14.00S,2025-03-22T02:57:20.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629618,8.623521681997373,76.9607843137255,1610612743,40,49,2025-03-22T02:57:49Z,2510000,False,-135.0,29.0,1,left,MISS J. Pickett 13' driving floating Shot - blocked,"[1629618, 1630625]",1610612743.0,DEN,driving floating,,,Pickett,J. Pickett,,,,,Mid-Range,8-16 Left,13.78,Missed,,,,,,,,,,,,,,,,,Banton,1630625.0
256,PT05M14.00S,2025-03-22T02:57:20.1Z,2,REGULAR,block,,[],1630625,,,1610612743,40,49,2025-03-22T02:57:27Z,2520000,False,,,0,,D. Banton BLOCK (1 BLK),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
257,PT05M14.00S,2025-03-22T02:57:20.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,40,49,2025-03-22T02:57:49Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,255.0,,,,,
258,PT05M14.00S,2025-03-22T02:57:29.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,40,49,2025-03-22T02:57:42Z,2540000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,202058.0,,,,,,,,,,,,,
259,PT05M02.00S,2025-03-22T02:57:47.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630625,71.56701708278581,76.9607843137255,1610612757,43,49,2025-03-22T02:57:53Z,2550000,False,135.0,215.0,1,right,D. Banton 25' 3PT  (3 PTS) (S. Sharpe 1 AST),"[1630625, 1631101]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,25.36,Made,3.0,,,,,,,,,S. Sharpe,1631101.0,1.0,,,,,,
261,PT04M51.00S,2025-03-22T02:57:57.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,8.229303547963205,45.09803921568628,1610612743,43,49,2025-03-22T03:11:49Z,2570000,False,25.0,25.0,1,left,MISS P. Watson cutting DUNK - blocked,"[1631212, 1631200]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,Murray,1631200.0
