actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-02T02:13:03.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-02T02:13:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-02T02:13:05.7Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2024-11-02T02:13:05Z,40000,False,,,0,,Jump Ball D. Ayton vs. C. Holmgren: Tip to J. Grant,"[203924, 1629028, 1631096]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Ayton,1629028.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2024-11-02T02:13:16.6Z,1,REGULAR,foul,personal,[],1630198,,,1610612757,0,0,2024-11-02T02:13:28Z,70000,False,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 1641739]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,1628159.0,1.0,0.0,Camara,1641739.0,,,,,,,,,,,,,,,
9,PT11M42.00S,2024-11-02T02:13:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,16.507884362680684,46.07843137254902,1610612757,0,0,2024-11-02T02:13:50Z,90000,False,20.0,103.0,1,left,MISS D. Ayton 10' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.46,Missed,,,,,,,,,,,,,
10,PT11M38.00S,2024-11-02T02:13:47.1Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,0,0,2024-11-02T02:13:50Z,100000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M28.00S,2024-11-02T02:13:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.51182654402102,52.20588235294118,1610612760,0,2,2024-11-02T02:14:06Z,110000,False,11.0,8.0,1,right,S. Gilgeous-Alexander driving reverse Layup (2 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,1.39,Made,,,,,2.0,,,,,,,,
12,PT11M10.00S,2024-11-02T02:14:14.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,15.719448094612352,43.872549019607845,1610612757,0,2,2024-11-02T02:14:22Z,120000,False,31.0,95.0,1,left,MISS D. Ayton 10' driving Hook,[1629028],1610612757.0,POR,driving,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.01,Missed,,,,,,,,,,,,,
13,PT11M07.00S,2024-11-02T02:14:17.9Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,0,2,2024-11-02T02:14:22Z,130000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,12.0,2.0,2.0,0.0,,,,,,,,,
14,PT10M57.00S,2024-11-02T02:14:27.3Z,1,REGULAR,2pt,Jump Shot,[],1631114,78.40013140604468,64.70588235294117,1610612760,0,4,2024-11-02T02:14:32Z,140000,False,74.0,151.0,1,right,J. Williams 16' pullup Jump Shot (2 PTS) (C. Holmgren 1 AST),"[1631114, 1631096]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,16.75,Made,,,,,2.0,C. Holmgren,1631096.0,1.0,,,,,
16,PT10M36.00S,2024-11-02T02:14:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,10.33180026281209,49.26470588235294,1610612757,2,4,2024-11-02T02:14:57Z,160000,False,4.0,45.0,1,left,J. Grant driving finger roll Layup (2 PTS),[203924],1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.48,Made,,,,,2.0,,,,,,,,
17,PT10M27.00S,2024-11-02T02:14:57.7Z,1,REGULAR,3pt,Jump Shot,[],1631114,64.73390275952694,36.029411764705884,1610612760,2,7,2024-11-02T02:15:06Z,170000,False,-70.0,279.0,1,right,J. Williams 28' 3PT  (5 PTS) (C. Holmgren 2 AST),"[1631114, 1631096]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,28.76,Made,,,,,5.0,C. Holmgren,1631096.0,2.0,,,,,
