actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M43.00S,2024-12-02T02:24:48.4Z,1,REGULAR,substitution,in,[],203915,,,1610612757,19,10,2024-12-02T02:24:56Z,830000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2024-12-02T02:24:48.4Z,1,REGULAR,substitution,in,[],1629655,,,1610612757,19,10,2024-12-02T02:24:56Z,840000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M43.00S,2024-12-02T02:25:16.0Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612757,20,10,2024-12-02T02:25:16Z,850000,False,,,0,,D. Ayton Free Throw 2 of 2 (4 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
87,PT05M32.00S,2024-12-02T02:25:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,6.389618922470433,44.6078431372549,1610612742,20,12,2024-12-02T02:25:39Z,860000,False,27.0,8.0,1,left,L. Dončić driving bank Jump Shot (5 PTS),[1629029],1610612742.0,DAL,driving bank,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,2.8,Made,5.0,,,,,,,,,,,,
88,PT05M32.00S,2024-12-02T02:25:33.8Z,1,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612742,20,12,2024-12-02T02:25:40Z,870000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Dončić 1 FT),"[1629028, 1629029]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Dončić,1629029.0
90,PT05M32.00S,2024-12-02T02:25:41.5Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,20,12,2024-12-02T02:25:57Z,890000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M32.00S,2024-12-02T02:25:41.5Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,20,12,2024-12-02T02:25:57Z,900000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M32.00S,2024-12-02T02:26:09.0Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,20,12,2024-12-02T02:26:14Z,910000,False,,,0,,MISS L. Dončić Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,Missed,,,,,,,,,,,,,
93,PT05M31.00S,2024-12-02T02:26:10.0Z,1,REGULAR,rebound,offensive,[],1628467,,,1610612742,20,12,2024-12-02T02:31:32Z,920000,False,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,
96,PT05M29.00S,2024-12-02T02:26:13.2Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,20,12,2024-12-02T02:31:51Z,930000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1629014]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,1.0,Simons,1629014.0,,,,,,,,,,,,,,,
97,PT05M29.00S,2024-12-02T02:26:13.2Z,1,REGULAR,steal,,[],1629014,,,1610612757,20,12,2024-12-02T02:26:14Z,940000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,
98,PT05M25.00S,2024-12-02T02:26:17.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630166,92.72339027595268,52.94117647058824,1610612757,20,12,2024-12-02T02:32:06Z,950000,False,15.0,16.0,1,right,MISS D. Avdija running Layup,[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,
99,PT05M23.00S,2024-12-02T02:26:19.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,20,12,2024-12-02T02:32:06Z,960000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,
100,PT05M15.00S,2024-12-02T02:26:27.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,15.325229960578188,95.34313725490196,1610612742,20,12,2024-12-02T02:32:31Z,970000,False,-227.0,92.0,1,left,MISS L. Dončić 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left,,,,24.45,Missed,,,,,,,,,,,,,
101,PT05M13.00S,2024-12-02T02:26:29.5Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,20,12,2024-12-02T02:32:31Z,980000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,
102,PT05M08.00S,2024-12-02T02:26:33.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,74.98357424441524,12.5,1610612757,20,12,2024-12-02T02:32:51Z,990000,False,-188.0,183.0,1,right,MISS T. Camara 26' running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,26.18,Missed,,,,,,,,,,,,,
103,PT05M03.00S,2024-12-02T02:26:38.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,20,12,2024-12-02T02:32:51Z,1000000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,102.0,2.0,2.0,0.0,,,,,
104,PT04M50.00S,2024-12-02T02:26:49.8Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,20,12,2024-12-02T02:26:54Z,1010000,False,,,0,,L. Dončić lost ball TURNOVER (2 TO),"[1629029, 1641739]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,2.0,Camara,1641739.0,,,,,,,,,,,,,,,
105,PT04M50.00S,2024-12-02T02:26:49.8Z,1,REGULAR,steal,,[],1641739,,,1610612757,20,12,2024-12-02T02:26:51Z,1020000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,
106,PT04M47.00S,2024-12-02T02:26:53.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,95.3515111695138,48.529411764705884,1610612757,22,12,2024-12-02T02:26:59Z,1030000,False,-7.0,-9.0,1,right,T. Camara running DUNK (5 PTS) (A. Simons 2 AST),"[1641739, 1629014]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,1.15,Made,5.0,A. Simons,1629014.0,2.0,,,,,,,,,
109,PT04M26.00S,2024-12-02T02:27:15.8Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612742,22,12,2024-12-02T02:27:26Z,1060000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[203924, 203915]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1627526.0,2.0,0.0,Dinwiddie,203915.0
111,PT04M26.00S,2024-12-02T02:27:39.9Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,22,13,2024-12-02T02:27:39Z,1080000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
112,PT04M26.00S,2024-12-02T02:27:41.0Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,22,13,2024-12-02T02:27:46Z,1090000,False,,,0,,SUB out: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M26.00S,2024-12-02T02:27:41.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612742,22,13,2024-12-02T02:27:46Z,1100000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M26.00S,2024-12-02T02:27:57.2Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,22,14,2024-12-02T02:27:57Z,1110000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (2 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
115,PT04M15.00S,2024-12-02T02:28:11.3Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,22,14,2024-12-02T02:28:16Z,1120000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (1 TO),[1630166],1610612757.0,POR,bad pass,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,1627526.0,,,,
116,PT04M06.00S,2024-12-02T02:28:27.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,29.911300919842315,69.6078431372549,1610612742,22,17,2024-12-02T02:28:32Z,1130000,False,-98.0,229.0,1,left,Q. Grimes 24' 3PT pullup (3 PTS) (D. Gafford 2 AST),"[1629656, 1629655]",1610612742.0,DAL,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,24.88,Made,3.0,D. Gafford,1629655.0,2.0,,,,,,,,,
118,PT03M53.00S,2024-12-02T02:28:42.3Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612757,22,17,2024-12-02T02:34:32Z,1150000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1629656]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,1.0,Grimes,1629656.0,,,,,,,,,,,,,,,
119,PT03M53.00S,2024-12-02T02:28:42.3Z,1,REGULAR,steal,,[],1629656,,,1610612742,22,17,2024-12-02T02:28:43Z,1160000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,
260,PT03M49.00S,2024-12-02T02:28:47.9Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612742,22,17,2024-12-02T02:52:13Z,1175000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1630166]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.0,Avdija,1630166.0,,,,,,,,,,,,,,,
261,PT03M49.00S,2024-12-02T02:28:47.9Z,1,REGULAR,steal,,[],1630166,,,1610612757,22,17,2024-12-02T02:52:13Z,1182500,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,
122,PT03M40.00S,2024-12-02T02:28:53.5Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612757,22,17,2024-12-02T02:28:57Z,1190000,False,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1629023]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Center,2.0,Washington,1629023.0,,,,,,,,,,,,,,,
123,PT03M40.00S,2024-12-02T02:28:53.5Z,1,REGULAR,steal,,[],1629023,,,1610612742,22,17,2024-12-02T02:28:55Z,1200000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,
124,PT03M31.00S,2024-12-02T02:29:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,6.783837056504599,48.529411764705884,1610612742,22,19,2024-12-02T02:29:15Z,1210000,False,7.0,11.0,1,left,D. Gafford alley-oop Layup (2 PTS) (S. Dinwiddie 1 AST),"[1629655, 203915]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,1.35,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,
126,PT03M31.00S,2024-12-02T02:29:11.0Z,1,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612742,22,19,2024-12-02T02:29:19Z,1230000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Gafford 1 FT),"[1629014, 1629655]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Gafford,1629655.0
128,PT03M31.00S,2024-12-02T02:29:19.9Z,1,REGULAR,substitution,out,[],203924,,,1610612742,22,19,2024-12-02T02:29:40Z,1250000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M31.00S,2024-12-02T02:29:19.9Z,1,REGULAR,substitution,in,[],1630625,,,1610612742,22,19,2024-12-02T02:29:40Z,1260000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M31.00S,2024-12-02T02:29:36.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629655,,,1610612742,22,20,2024-12-02T02:29:36Z,1270000,False,,,0,,D. Gafford Free Throw 1 of 1 (3 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
131,PT03M18.00S,2024-12-02T02:29:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630166,90.22667542706965,95.34313725490196,1610612757,25,20,2024-12-02T02:29:56Z,1280000,False,227.0,39.0,1,right,D. Avdija 3PT  (3 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,23.01,Made,3.0,T. Camara,1641739.0,1.0,,,,,,,,,
133,PT03M04.00S,2024-12-02T02:30:04.6Z,1,REGULAR,3pt,Jump Shot,[],203915,23.99802890932983,89.95098039215686,1610612742,25,20,2024-12-02T02:30:10Z,1300000,False,-200.0,173.0,1,left,MISS S. Dinwiddie 26' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,26.44,Missed,,,,,,,,,,,,,
134,PT03M02.00S,2024-12-02T02:30:06.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,25,20,2024-12-02T02:30:10Z,1310000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,
135,PT02M47.00S,2024-12-02T02:30:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,92.72339027595268,42.64705882352941,1610612757,27,20,2024-12-02T02:30:25Z,1320000,False,-37.0,16.0,1,right,D. Banton driving Layup (2 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,4.01,Made,2.0,,,,,,,,,,,,
136,PT02M29.00S,2024-12-02T02:30:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628467,14.4053876478318,47.05882352941176,1610612742,27,20,2024-12-02T02:36:30Z,1330000,False,15.0,83.0,1,left,MISS M. Kleber 8' pullup Shot,[1628467],1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,8.42,Missed,,,,,,,,,,,,,
137,PT02M28.00S,2024-12-02T02:30:43.0Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,27,20,2024-12-02T02:36:30Z,1340000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,136.0,1.0,0.0,1.0,,,,,
138,PT02M27.00S,2024-12-02T02:30:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,7.046649145860711,46.32352941176471,1610612742,27,20,2024-12-02T02:36:40Z,1350000,False,18.0,14.0,1,left,MISS D. Gafford putback Layup,[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,2.29,Missed,,,,,,,,,,,,,
139,PT02M25.00S,2024-12-02T02:30:46.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,27,20,2024-12-02T02:36:40Z,1360000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,138.0,2.0,2.0,0.0,,,,,
140,PT02M12.00S,2024-12-02T02:30:57.1Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612757,27,20,2024-12-02T02:31:01Z,1370000,False,,,0,,D. Avdija lost ball TURNOVER (3 TO),"[1630166, 1629656]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,3.0,Grimes,1629656.0,,,,,,,,,,,,,,,
141,PT02M12.00S,2024-12-02T02:30:57.1Z,1,REGULAR,steal,,[],1629656,,,1610612742,27,20,2024-12-02T02:31:10Z,1380000,False,,,0,,Q. Grimes STEAL (3 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,
142,PT02M09.00S,2024-12-02T02:31:01.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,6.1268068331143235,50.0,1610612742,27,22,2024-12-02T02:31:09Z,1390000,False,0.0,5.0,1,left,Q. Grimes running Layup (5 PTS),[1629656],1610612742.0,DAL,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,0.51,Made,5.0,,,,,,,,,,,,
143,PT02M09.00S,2024-12-02T02:31:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,27,22,2024-12-02T02:31:06Z,1400000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M09.00S,2024-12-02T02:33:27.0Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,27,22,2024-12-02T02:33:48Z,1410000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M09.00S,2024-12-02T02:33:27.0Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,27,22,2024-12-02T02:33:48Z,1420000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M09.00S,2024-12-02T02:33:27.0Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,27,22,2024-12-02T02:33:48Z,1430000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M09.00S,2024-12-02T02:33:27.0Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,27,22,2024-12-02T02:33:48Z,1440000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M09.00S,2024-12-02T02:33:27.0Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,27,22,2024-12-02T02:33:48Z,1450000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M09.00S,2024-12-02T02:33:27.0Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,27,22,2024-12-02T02:33:48Z,1460000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M57.00S,2024-12-02T02:34:09.9Z,1,REGULAR,turnover,out-of-bounds,[],1630625,,,1610612757,27,22,2024-12-02T02:34:16Z,1470000,False,,,0,,D. Banton bad pass out-of-bounds TURNOVER (1 TO),[1630625],1610612757.0,POR,bad pass,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,202007.0,,,,
151,PT01M34.00S,2024-12-02T02:34:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,11.514454664914586,4.166666666666666,1610612742,27,25,2024-12-02T02:34:41Z,1480000,False,229.0,56.0,1,left,P. Washington 3PT  (8 PTS) (S. Dinwiddie 2 AST),"[1629023, 203915]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,23.59,Made,8.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,
153,PT01M17.00S,2024-12-02T02:34:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,93.24901445466492,38.970588235294116,1610612757,27,25,2024-12-02T03:10:25Z,1500000,False,-55.0,11.0,1,right,MISS D. Banton driving Layup,[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,5.62,Missed,,,,,,,,,,,,,
154,PT01M15.00S,2024-12-02T02:34:58.3Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,27,25,2024-12-02T03:10:25Z,1510000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,153.0,1.0,0.0,1.0,,,,,
155,PT01M14.00S,2024-12-02T02:34:59.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,64.73390275952694,51.225490196078425,1610612757,27,25,2024-12-02T03:10:41Z,1520000,False,6.0,279.0,1,right,MISS D. Avdija 27' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,27.91,Missed,,,,,,,,,,,,,
156,PT01M12.00S,2024-12-02T02:35:01.9Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,27,25,2024-12-02T03:10:41Z,1530000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,155.0,1.0,0.0,1.0,,,,,
157,PT01M08.00S,2024-12-02T02:35:05.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631133,83.65637319316689,3.6764705882352944,1610612757,27,25,2024-12-02T03:11:33Z,1540000,False,-232.0,101.0,1,right,MISS J. Walker 25' 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,25.27,Missed,,,,,,,,,,,,,
158,PT01M06.00S,2024-12-02T02:35:07.6Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,27,25,2024-12-02T03:11:33Z,1550000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,157.0,3.0,3.0,0.0,,,,,
159,PT00M55.30S,2024-12-02T02:35:19.1Z,1,REGULAR,turnover,out-of-bounds,[],1629656,,,1610612742,27,25,2024-12-02T02:35:25Z,1560000,False,,,0,,Q. Grimes lost ball out-of-bounds TURNOVER (2 TO),[1629656],1610612742.0,DAL,lost ball,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,,,,1627526.0,,,,
160,PT00M55.30S,2024-12-02T02:35:22.7Z,1,REGULAR,substitution,out,[],1629656,,,1610612757,27,25,2024-12-02T02:35:25Z,1570000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M55.30S,2024-12-02T02:35:22.7Z,1,REGULAR,substitution,in,[],1630702,,,1610612757,27,25,2024-12-02T02:35:25Z,1580000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M37.30S,2024-12-02T02:35:49.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,91.01511169513797,94.85294117647058,1610612757,27,25,2024-12-02T03:12:12Z,1590000,False,224.0,32.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,22.66,Missed,,,,,,,,,,,,,
163,PT00M34.50S,2024-12-02T02:35:52.6Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,27,25,2024-12-02T03:12:12Z,1600000,False,,,0,,K. Murray REBOUND (Off:2 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,162.0,2.0,0.0,2.0,,,,,
164,PT00M21.40S,2024-12-02T02:36:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630625,95.0886990801577,45.83333333333333,1610612757,29,25,2024-12-02T02:36:09Z,1610000,False,-21.0,-6.0,1,right,D. Banton driving finger roll Layup (4 PTS),[1630625],1610612757.0,POR,driving finger roll,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,2.17,Made,4.0,,,,,,,,,,,,
165,PT00M00.00S,2024-12-02T02:36:27.9Z,1,REGULAR,3pt,Jump Shot,[],1630702,30.831143232588698,24.754901960784316,1610612742,29,25,2024-12-02T02:36:34Z,1620000,False,126.0,237.0,1,left,MISS J. Hardy 26' step back 3PT,[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,26.88,Missed,,,,,,,,,,,,,
166,PT00M00.00S,2024-12-02T02:36:30.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,29,25,2024-12-02T02:36:30Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,165.0,,,,,,,,
