actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
167,PT00M00.00S,2025-02-21T03:38:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,15,28,2025-02-21T03:38:03Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,166.0,,,,,,,,,,,,,,,
168,PT00M00.00S,2025-02-21T03:38:04.5Z,1,REGULAR,period,end,[],0,,,1610612757,15,28,2025-02-21T03:38:04Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-21T03:40:09.2Z,2,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,15,28,2025-02-21T03:40:29Z,1670000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-21T03:40:09.2Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612757,15,28,2025-02-21T03:40:29Z,1680000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-02-21T03:40:09.2Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612757,15,28,2025-02-21T03:40:29Z,1690000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-21T03:40:09.2Z,2,REGULAR,substitution,in,['startperiod'],1631200,,,1610612757,15,28,2025-02-21T03:40:29Z,1700000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-02-21T03:40:09.2Z,2,REGULAR,substitution,in,['startperiod'],203924,,,1610612757,15,28,2025-02-21T03:40:29Z,1710000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-02-21T03:40:09.2Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612757,15,28,2025-02-21T03:40:29Z,1720000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-02-21T03:40:44.4Z,2,REGULAR,period,start,[],0,,,1610612757,15,28,2025-02-21T03:40:44Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M43.00S,2025-02-21T03:41:00.9Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,15,28,2025-02-21T03:41:07Z,1740000,False,,,0,,S. Sharpe bad pass TURNOVER (4 TO),"[1631101, 2544]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,4.0,James,2544.0,,,
177,PT11M43.00S,2025-02-21T03:41:00.9Z,2,REGULAR,steal,,[],2544,,,1610612747,15,28,2025-02-21T03:41:04Z,1750000,False,,,0,,L. James STEAL (2 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT11M42.00S,2025-02-21T03:41:08.5Z,2,REGULAR,foul,personal,[],1631200,,,1610612747,15,28,2025-02-21T03:41:38Z,1760000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631200, 2544]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2882.0,1.0,0.0,James,2544.0,,,,,,,
180,PT11M25.00S,2025-02-21T03:41:33.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,28.991458607095925,23.03921568627451,1610612747,15,28,2025-02-21T03:41:40Z,1780000,False,135.0,220.0,1,left,MISS D. Knecht 25' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
181,PT11M22.00S,2025-02-21T03:41:36.4Z,2,REGULAR,rebound,defensive,[],1631200,,,1610612757,15,28,2025-02-21T03:41:36Z,1790000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,
182,PT11M17.00S,2025-02-21T03:41:41.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203924,65.25952693823915,50.73529411764706,1610612757,15,28,2025-02-21T03:41:47Z,1800000,False,4.0,274.0,1,right,MISS J. Grant 27' running 3PT,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,27.41,Missed,,,,,,,,,,,,,,,,,,
183,PT11M15.00S,2025-02-21T03:41:43.0Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612747,15,28,2025-02-21T03:41:47Z,1810000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:3),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,,
184,PT10M55.00S,2025-02-21T03:42:03.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.521024967148489,51.9607843137255,1610612747,15,30,2025-02-21T03:42:06Z,1820000,False,-10.0,9.0,1,left,L. James driving Layup (6 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,,,,,,6.0,,,,,,
185,PT10M38.00S,2025-02-21T03:42:20.2Z,2,REGULAR,3pt,Jump Shot,[],1631101,74.06373193166885,83.82352941176471,1610612757,15,30,2025-02-21T03:42:24Z,1830000,False,169.0,191.0,1,right,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
186,PT10M36.00S,2025-02-21T03:42:22.2Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,15,30,2025-02-21T03:42:24Z,1840000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,185.0,3.0,2.0,1.0,,,,,,,,,,,,
187,PT10M36.00S,2025-02-21T03:42:25.0Z,2,REGULAR,turnover,out-of-bounds,[],1642270,,,1610612757,15,30,2025-02-21T03:42:31Z,1850000,False,,,0,,D. Clingan lost ball out-of-bounds TURNOVER (2 TO),[1642270],1610612757.0,POR,lost ball,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,,,,,,,2882.0,,,,,,2.0,,,,,
188,PT10M36.00S,2025-02-21T03:42:28.8Z,2,REGULAR,substitution,out,[],1630692,,,1610612747,15,30,2025-02-21T03:42:34Z,1860000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M36.00S,2025-02-21T03:42:28.8Z,2,REGULAR,substitution,in,[],1629003,,,1610612747,15,30,2025-02-21T03:42:34Z,1870000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M16.00S,2025-02-21T03:43:06.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641998,7.30946123521682,45.83333333333333,1610612747,15,30,2025-02-21T03:44:34Z,1880000,False,21.0,16.0,1,left,MISS T. Jemison III floating Shot - blocked,"[1641998, 1642270]",1610612747.0,LAL,floating,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,2.64,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
191,PT10M16.00S,2025-02-21T03:43:06.4Z,2,REGULAR,block,,[],1642270,,,1610612747,15,30,2025-02-21T03:43:08Z,1890000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT10M13.00S,2025-02-21T03:43:09.4Z,2,REGULAR,rebound,offensive,[],1641998,,,1610612747,15,30,2025-02-21T03:43:11Z,1900000,False,,,0,,T. Jemison III REBOUND (Off:1 Def:0),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,,,,,190.0,1.0,0.0,1.0,,,,,,,,,,,,
193,PT10M12.00S,2025-02-21T03:43:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641998,6.783837056504599,53.18627450980392,1610612747,15,30,2025-02-21T03:44:45Z,1910000,False,-16.0,11.0,1,left,MISS T. Jemison III cutting Layup - blocked,"[1641998, 1642270]",1610612747.0,LAL,cutting,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,1.95,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
194,PT10M12.00S,2025-02-21T03:43:10.1Z,2,REGULAR,block,,[],1642270,,,1610612747,15,30,2025-02-21T03:43:12Z,1920000,False,,,0,,D. Clingan BLOCK (3 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT10M12.00S,2025-02-21T03:43:10.1Z,2,REGULAR,rebound,offensive,[],1641998,,,1610612747,15,30,2025-02-21T03:43:17Z,1930000,False,,,0,,T. Jemison III REBOUND (Off:2 Def:0),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,,,,,193.0,2.0,0.0,2.0,,,,,,,,,,,,
196,PT10M12.00S,2025-02-21T03:43:13.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612747,15,30,2025-02-21T03:43:47Z,1940000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,202053.0,,,,,,,,,,,
197,PT10M12.00S,2025-02-21T03:43:20.5Z,2,REGULAR,foul,technical,['1freethrow'],200755,,,1610612757,15,30,2025-02-21T03:43:33Z,1950000,False,,,0,,TEAM foul technical,[200755],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,202053.0,,,,,,,,,,,
198,PT10M12.00S,2025-02-21T03:43:41.0Z,2,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,15,30,2025-02-21T03:43:41Z,1960000,False,,,0,,MISS A. Simons technical Free Throw 1 of 1,[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
199,PT10M12.00S,2025-02-21T03:43:41.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,15,30,2025-02-21T03:43:41Z,1970000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,
200,PT10M02.00S,2025-02-21T03:44:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,94.03745072273325,56.127450980392155,1610612757,17,30,2025-02-21T03:44:13Z,1980000,False,31.0,4.0,1,right,A. Simons driving Layup (3 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,,,,,,,,3.0,,,,,,
201,PT09M40.00S,2025-02-21T03:44:27.8Z,2,REGULAR,2pt,Jump Shot,[],1629003,13.61695137976347,65.93137254901961,1610612747,17,30,2025-02-21T03:44:32Z,1990000,False,-80.0,75.0,1,left,MISS S. Milton 10' turnaround fadeaway Shot,[1629003],1610612747.0,LAL,turnaround fadeaway,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,10.98,Missed,,,,,,,,,,,,,,,,,,
202,PT09M37.00S,2025-02-21T03:44:30.8Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,17,30,2025-02-21T03:44:32Z,2000000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,,,201.0,4.0,3.0,1.0,,,,,,,,,,,,
203,PT09M29.00S,2025-02-21T03:44:38.8Z,2,REGULAR,3pt,Jump Shot,[],1631200,73.80091984231275,82.1078431372549,1610612757,17,30,2025-02-21T03:44:42Z,2010000,False,161.0,194.0,1,right,MISS K. Murray 25' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
204,PT09M26.00S,2025-02-21T03:44:41.8Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612747,17,30,2025-02-21T03:44:42Z,2020000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,
205,PT09M18.00S,2025-02-21T03:44:50.5Z,2,REGULAR,3pt,Jump Shot,[],1627827,17.821944809461236,92.8921568627451,1610612747,17,33,2025-02-21T03:44:54Z,2030000,False,-214.0,115.0,1,left,D. Finney-Smith 24' 3PT  (5 PTS) (D. Knecht 2 AST),"[1627827, 1642261]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,24.34,Made,,,,,,,,,,,,5.0,,,,D. Knecht,1642261.0,2.0
207,PT09M04.00S,2025-02-21T03:45:06.2Z,2,REGULAR,foul,personal,['2freethrow'],1641998,,,1610612757,17,33,2025-02-21T03:45:19Z,2050000,False,,,0,,T. Jemison III shooting personal FOUL (1 PF) (Simons 2 FT),"[1641998, 1629014]",1610612747.0,LAL,shooting,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,1.0,0.0,Simons,1629014.0,,,,,,,
209,PT09M04.00S,2025-02-21T03:45:32.0Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,18,33,2025-02-21T03:45:54Z,2070000,False,,,0,,A. Simons Free Throw 1 of 2 (4 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
210,PT09M04.00S,2025-02-21T03:45:32.5Z,2,REGULAR,substitution,out,[],1641998,,,1610612757,18,33,2025-02-21T03:45:35Z,2080000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M04.00S,2025-02-21T03:45:32.5Z,2,REGULAR,substitution,in,[],1629637,,,1610612757,18,33,2025-02-21T03:45:35Z,2090000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M04.00S,2025-02-21T03:45:32.5Z,2,REGULAR,substitution,out,[],1631101,,,1610612757,18,33,2025-02-21T03:47:39Z,2095000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M04.00S,2025-02-21T03:45:32.5Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,18,33,2025-02-21T03:47:39Z,2097500,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M04.00S,2025-02-21T03:45:32.0Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,18,33,2025-02-21T03:45:54Z,2100000,False,,,0,,MISS A. Simons Free Throw 2 of 2,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT09M01.00S,2025-02-21T03:45:35.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,18,33,2025-02-21T03:45:54Z,2110000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,
214,PT08M48.00S,2025-02-21T03:46:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,14.931011826544022,37.5,1610612747,18,35,2025-02-21T03:46:10Z,2120000,False,62.0,88.0,1,left,L. James 10' fadeaway Jump Shot (8 PTS) (J. Hayes 1 AST),"[2544, 1629637]",1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,10.79,Made,,,,,,,,,,,,8.0,,,,J. Hayes,1629637.0,1.0
216,PT08M37.00S,2025-02-21T03:46:16.2Z,2,REGULAR,2pt,Jump Shot,[],203924,93.38042049934296,88.48039215686273,1610612757,18,35,2025-02-21T03:46:19Z,2140000,False,192.0,10.0,1,right,MISS J. Grant 19' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,19.26,Missed,,,,,,,,,,,,,,,,,,
217,PT08M35.00S,2025-02-21T03:46:18.2Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,18,35,2025-02-21T03:46:19Z,2150000,False,,,0,,D. Knecht REBOUND (Off:0 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Right,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,
218,PT08M27.00S,2025-02-21T03:46:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612747,18,35,2025-02-21T03:46:38Z,2160000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Hayes 2 FT),"[1631200, 1629637]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,202035.0,2.0,0.0,Hayes,1629637.0,,,,,,,
220,PT08M27.00S,2025-02-21T03:46:56.7Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,18,36,2025-02-21T03:47:15Z,2180000,False,,,0,,J. Hayes Free Throw 1 of 2 (5 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
221,PT08M27.00S,2025-02-21T03:46:57.3Z,2,REGULAR,substitution,out,[],1629014,,,1610612747,18,36,2025-02-21T03:47:00Z,2190000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M27.00S,2025-02-21T03:46:57.3Z,2,REGULAR,substitution,in,[],1630703,,,1610612747,18,36,2025-02-21T03:47:00Z,2200000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M27.00S,2025-02-21T03:46:56.7Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,18,36,2025-02-21T03:47:15Z,2210000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
224,PT08M25.00S,2025-02-21T03:46:58.7Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,18,36,2025-02-21T03:47:15Z,2220000,False,,,0,,D. Clingan REBOUND (Off:1 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,223.0,5.0,4.0,1.0,,,,,,,,,,,,
228,PT08M06.00S,2025-02-21T03:47:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,92.46057818659659,46.568627450980394,1610612757,18,36,2025-02-21T03:48:55Z,2240000,False,-17.0,18.0,1,right,MISS D. Clingan cutting Layup - blocked,"[1642270, 1627827]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.52,Missed,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,
229,PT08M06.00S,2025-02-21T03:47:54.1Z,2,REGULAR,block,,[],1627827,,,1610612757,18,36,2025-02-21T03:47:56Z,2250000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2025-02-21T03:47:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,18,36,2025-02-21T03:48:36Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,228.0,,,,,,,,,,,,,,,
232,PT08M03.00S,2025-02-21T03:48:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1642261,,,1610612757,18,36,2025-02-21T03:48:32Z,2280000,False,,,0,,D. Knecht shooting personal FOUL (1 PF) (Avdija 2 FT),"[1642261, 1630166]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202035.0,1.0,0.0,Avdija,1630166.0,,,,,,,
234,PT08M03.00S,2025-02-21T03:48:46.8Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,18,36,2025-02-21T03:48:50Z,2300000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M03.00S,2025-02-21T03:48:46.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612757,18,36,2025-02-21T03:48:50Z,2310000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M03.00S,2025-02-21T03:49:03.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612757,19,36,2025-02-21T03:49:03Z,2320000,False,,,0,,D. Avdija Free Throw 1 of 2 (3 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
237,PT08M03.00S,2025-02-21T03:49:06.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612757,20,36,2025-02-21T03:49:06Z,2330000,False,,,0,,D. Avdija Free Throw 2 of 2 (4 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
238,PT07M48.00S,2025-02-21T03:49:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.783837056504599,47.794117647058826,1610612747,20,38,2025-02-21T03:49:27Z,2340000,False,11.0,11.0,1,left,L. James Layup (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,,,,,,10.0,,,,,,
239,PT07M40.00S,2025-02-21T03:49:31.3Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612757,20,38,2025-02-21T03:49:46Z,2350000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Henderson 2 FT),"[1627827, 1630703]",1610612747.0,LAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,1.0,0.0,Henderson,1630703.0,,,,,,,
241,PT07M40.00S,2025-02-21T03:49:58.6Z,2,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,21,38,2025-02-21T03:49:58Z,2370000,False,,,0,,S. Henderson Free Throw 1 of 2 (1 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
242,PT07M40.00S,2025-02-21T03:49:59.4Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,21,38,2025-02-21T03:50:27Z,2380000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M40.00S,2025-02-21T03:49:59.4Z,2,REGULAR,substitution,out,[],1642261,,,1610612757,21,38,2025-02-21T03:50:27Z,2390000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M40.00S,2025-02-21T03:49:59.4Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,21,38,2025-02-21T03:50:27Z,2400000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M40.00S,2025-02-21T03:49:59.4Z,2,REGULAR,substitution,in,[],1630559,,,1610612757,21,38,2025-02-21T03:50:27Z,2410000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M40.00S,2025-02-21T03:50:31.1Z,2,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,22,38,2025-02-21T03:50:31Z,2420000,False,,,0,,S. Henderson Free Throw 2 of 2 (2 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
247,PT07M30.00S,2025-02-21T03:50:33.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,7.703679369250986,47.794117647058826,1610612747,22,40,2025-02-21T03:50:46Z,2430000,False,11.0,20.0,1,left,L. James cutting DUNK (12 PTS) (J. Hayes 2 AST),"[2544, 1629637]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,,,,12.0,,,,J. Hayes,1629637.0,2.0
250,PT07M16.00S,2025-02-21T03:50:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,88.12417871222075,45.34313725490196,1610612757,22,40,2025-02-21T03:50:56Z,2460000,False,-23.0,59.0,1,right,MISS J. Grant 6' driving floating Shot,[203924],1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
251,PT07M14.00S,2025-02-21T03:50:49.2Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612747,22,40,2025-02-21T03:50:56Z,2470000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,
