actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-14T03:12:47.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-14T03:12:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-14T03:12:49.9Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2024-12-14T03:12:49Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Grant: Tip to H. Barnes,"[203084, 1641705, 203924]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Grant,203924.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-12-14T03:13:02.1Z,1,REGULAR,turnover,lost ball,[],1631110,,,1610612759,0,0,2024-12-14T03:13:08Z,70000,False,,,0,,J. Sochan lost ball TURNOVER (1 TO),"[1631110, 1631133]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,1.0,Walker,1631133.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-12-14T03:13:02.1Z,1,REGULAR,steal,,[],1631133,,,1610612757,0,0,2024-12-14T03:13:05Z,80000,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2024-12-14T03:13:06.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,5.995400788436268,50.0,1610612757,2,0,2024-12-14T03:13:13Z,90000,False,0.0,4.0,1,left,T. Camara running DUNK (2 PTS) (J. Grant 1 AST),"[1641739, 203924]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,0.39,Made,2.0,J. Grant,203924.0,1.0,,,,,,,,,,,
11,PT11M18.00S,2024-12-14T03:13:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,75.50919842312747,88.48039215686273,1610612759,2,3,2024-12-14T03:13:32Z,110000,False,192.0,178.0,1,right,J. Champagnie 26' 3PT  (3 PTS) (C. Paul 1 AST),"[1630577, 101108]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,26.19,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,
13,PT10M56.00S,2024-12-14T03:13:49.4Z,1,REGULAR,3pt,Jump Shot,[],203924,28.465834428383708,83.57843137254902,1610612757,5,3,2024-12-14T03:13:53Z,130000,False,-168.0,215.0,1,left,J. Grant 27' 3PT  (3 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,27.29,Made,3.0,A. Simons,1629014.0,1.0,,,,,,,,,,,
15,PT10M37.00S,2024-12-14T03:14:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,87.99277266754271,46.568627450980394,1610612759,5,3,2024-12-14T03:14:16Z,150000,False,-17.0,60.0,1,right,MISS J. Sochan 6' cutting Layup,[1631110],1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,6.28,Missed,,,,,,,,,,,,,,,
16,PT10M33.00S,2024-12-14T03:14:13.1Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,5,3,2024-12-14T03:14:13Z,160000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,,
17,PT10M33.00S,2024-12-14T03:14:13.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,5,5,2024-12-14T03:14:13Z,170000,False,0.0,0.0,1,right,V. Wembanyama tip DUNK (2 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,0.0,Made,2.0,,,,,,,,,,,,,,
