actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT03M29.00S,2025-01-26T23:27:05.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,28.203022339027594,24.264705882352942,1610612760,22,19,2025-01-26T23:27:17Z,880000,False,129.0,213.0,1,left,MISS S. Gilgeous-Alexander 24' running pullup 3PT,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
89,PT03M23.00S,2025-01-26T23:27:11.0Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,22,19,2025-01-26T23:27:11Z,890000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,88.0,,,,,,3.0,2.0,1.0,,,,,,,,
90,PT03M22.00S,2025-01-26T23:27:12.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,21.76412614980289,27.205882352941174,1610612760,22,21,2025-01-26T23:27:22Z,900000,False,114.0,152.0,1,left,S. Gilgeous-Alexander 19' pullup Jump Shot (8 PTS) (J. Williams 1 AST),"[1628983, 1631119]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,19.01,Made,8.0,,,,,,,,,,J. Williams,1631119.0,1.0,,,,,
92,PT03M00.00S,2025-01-26T23:27:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,87.07293035479631,45.588235294117645,1610612757,22,21,2025-01-26T23:27:41Z,920000,False,-22.0,69.0,1,right,MISS D. Avdija 7' driving finger roll Layup,[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
93,PT02M56.00S,2025-01-26T23:27:38.0Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,22,21,2025-01-26T23:27:41Z,930000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,92.0,,,,,,3.0,2.0,1.0,,,,,,,,
94,PT02M56.00S,2025-01-26T23:27:38.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,94.40999984741211,50.0,1610612757,24,21,2025-01-26T23:27:38Z,940000,False,0.0,0.0,1,right,D. Avdija tip Layup (12 PTS),[1630166],1610612757.0,POR,tip,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
95,PT02M49.00S,2025-01-26T23:27:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612760,24,21,2025-01-26T23:30:56Z,950000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Williams 2 FT),"[1630166, 1631114]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,202035.0,1.0,0.0,Williams,1631114.0,,,,,,,,,,,
97,PT02M49.00S,2025-01-26T23:28:00.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,24,21,2025-01-26T23:28:00Z,970000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M49.00S,2025-01-26T23:28:59.6Z,1,REGULAR,substitution,out,[],1630166,,,1610612760,24,21,2025-01-26T23:30:55Z,980000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M49.00S,2025-01-26T23:28:59.6Z,1,REGULAR,substitution,out,[],1641739,,,1610612760,24,21,2025-01-26T23:30:55Z,990000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M49.00S,2025-01-26T23:28:59.6Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,24,21,2025-01-26T23:30:55Z,1000000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M49.00S,2025-01-26T23:28:59.6Z,1,REGULAR,substitution,in,[],1629014,,,1610612760,24,21,2025-01-26T23:30:55Z,1010000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M49.00S,2025-01-26T23:28:59.6Z,1,REGULAR,substitution,in,[],1630625,,,1610612760,24,21,2025-01-26T23:30:55Z,1020000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M49.00S,2025-01-26T23:28:59.6Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,24,21,2025-01-26T23:30:55Z,1030000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M49.00S,2025-01-26T23:31:07.2Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,24,22,2025-01-26T23:31:07Z,1040000,False,,,0,,J. Williams Free Throw 1 of 2 (7 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
105,PT02M49.00S,2025-01-26T23:31:24.5Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,24,23,2025-01-26T23:31:24Z,1050000,False,,,0,,J. Williams Free Throw 2 of 2 (8 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
106,PT02M35.00S,2025-01-26T23:31:40.0Z,1,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612757,24,23,2025-01-26T23:31:47Z,1060000,False,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (1 TO),[1629057],1610612757.0,POR,bad pass,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Center,,,,,2003.0,,,,,,,,,,,1.0,,,,
107,PT02M35.00S,2025-01-26T23:31:43.5Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,24,23,2025-01-26T23:31:47Z,1070000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M35.00S,2025-01-26T23:31:43.5Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,24,23,2025-01-26T23:31:47Z,1080000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M20.00S,2025-01-26T23:32:09.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,16.63929040735874,46.81372549019608,1610612760,24,23,2025-01-26T23:32:16Z,1090000,False,16.0,104.0,1,left,MISS S. Gilgeous-Alexander 10' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.51,Missed,,,,,,,,,,,,,,,,,,
110,PT02M18.00S,2025-01-26T23:32:11.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,24,23,2025-01-26T23:32:16Z,1100000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,109.0,,,,,,3.0,2.0,1.0,,,,,,,,
111,PT02M11.00S,2025-01-26T23:32:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,82.34231274638634,46.07843137254902,1610612757,24,23,2025-01-27T00:49:35Z,1110000,False,-20.0,113.0,1,right,MISS S. Sharpe 11' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,11.52,Missed,,,,,,,,,,,,,,,,,,
112,PT02M04.00S,2025-01-26T23:32:26.1Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,24,23,2025-01-26T23:32:33Z,1120000,False,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,111.0,,,,,,4.0,2.0,2.0,,,,,,,,
113,PT02M04.00S,2025-01-26T23:32:25.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612757,24,23,2025-01-26T23:32:47Z,1130000,False,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612757.0,POR,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
114,PT02M02.00S,2025-01-26T23:32:27.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,24,23,2025-01-26T23:32:47Z,1140000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,113.0,,,,,,4.0,3.0,1.0,,,,,,,,
115,PT01M58.00S,2025-01-26T23:32:33.7Z,1,REGULAR,violation,kicked ball,[],1630625,,,1610612760,24,23,2025-01-26T23:32:40Z,1150000,False,,,0,,D. Banton kicked ball VIOLATION,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,202035.0,,,,,,,,,,,,,,,
116,PT01M49.00S,2025-01-26T23:33:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.828515111695138,44.6078431372549,1610612760,24,23,2025-01-26T23:33:11Z,1160000,False,27.0,68.0,1,left,MISS S. Gilgeous-Alexander 7' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.33,Missed,,,,,,,,,,,,,,,,,,
117,PT01M47.00S,2025-01-26T23:33:07.9Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,24,23,2025-01-26T23:33:11Z,1170000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,116.0,,,,,,1.0,1.0,0.0,,,,,,,,
118,PT01M41.00S,2025-01-26T23:33:14.8Z,1,REGULAR,foul,personal,[],1631119,,,1610612757,24,23,2025-01-26T23:33:23Z,1180000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631119, 1631101]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,202053.0,1.0,0.0,Sharpe,1631101.0,,,,,,,,,,,
120,PT01M32.00S,2025-01-26T23:33:39.3Z,1,REGULAR,2pt,Jump Shot,[],1629014,85.89027595269383,25.49019607843137,1610612757,24,23,2025-01-26T23:38:54Z,1200000,False,-123.0,80.0,1,right,MISS A. Simons 14' fadeaway Shot,[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,14.64,Missed,,,,,,,,,,,,,,,,,,
121,PT01M31.00S,2025-01-26T23:33:40.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,24,23,2025-01-26T23:33:56Z,1210000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Left,,,,120.0,,,,,,,,,,,,,,,,
123,PT01M16.00S,2025-01-26T23:34:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.783837056504599,57.35294117647059,1610612760,24,23,2025-01-26T23:34:11Z,1230000,False,-37.0,11.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
124,PT01M13.00S,2025-01-26T23:34:05.3Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,24,23,2025-01-26T23:34:11Z,1240000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,123.0,,,,,,1.0,1.0,0.0,,,,,,,,
125,PT01M11.00S,2025-01-26T23:34:07.0Z,1,REGULAR,turnover,bad pass,[],1630703,,,1610612757,24,23,2025-01-26T23:34:13Z,1250000,False,,,0,,S. Henderson bad pass TURNOVER (1 TO),"[1630703, 1631119]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Williams,1631119.0,,
126,PT01M11.00S,2025-01-26T23:34:07.0Z,1,REGULAR,steal,,[],1631119,,,1610612760,24,23,2025-01-26T23:34:09Z,1260000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
127,PT01M08.00S,2025-01-26T23:34:11.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,7.5722733245729295,50.245098039215684,1610612760,24,25,2025-01-26T23:34:18Z,1270000,False,-1.0,19.0,1,left,S. Gilgeous-Alexander running DUNK (10 PTS) (J. Williams 2 AST),"[1628983, 1631119]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.87,Made,10.0,,,,,,,,,,J. Williams,1631119.0,2.0,,,,,
129,PT00M57.90S,2025-01-26T23:34:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630703,69.33311432325887,26.47058823529412,1610612757,27,25,2025-01-26T23:34:26Z,1290000,False,-118.0,236.0,1,right,S. Henderson 26' 3PT pullup (8 PTS) (D. Banton 1 AST),"[1630703, 1630625]",1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,26.35,Made,8.0,,,,,,,,,,D. Banton,1630625.0,1.0,,,,,
131,PT00M31.30S,2025-01-26T23:34:51.4Z,1,REGULAR,2pt,Jump Shot,[],1631119,15.456636005256241,67.15686274509804,1610612760,27,25,2025-01-26T23:38:24Z,1310000,False,-86.0,93.0,1,left,MISS J. Williams 12' driving floating Shot,[1631119],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,12.64,Missed,,,,,,,,,,,,,,,,,,
132,PT00M27.50S,2025-01-26T23:34:55.2Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,27,25,2025-01-26T23:34:55Z,1320000,False,,,0,,J. Williams REBOUND (Off:2 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,131.0,,,,,,5.0,3.0,2.0,,,,,,,,
133,PT00M27.50S,2025-01-26T23:34:55.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631119,5.590000152587891,50.0,1610612760,27,25,2025-01-26T23:35:13Z,1330000,False,0.0,0.0,1,left,MISS J. Williams tip DUNK - blocked,"[1631119, 1631101]",1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Sharpe,1631101.0
138,PT00M27.50S,2025-01-26T23:34:55.2Z,1,REGULAR,block,,[],1631101,,,1610612760,27,25,2025-01-26T23:35:33Z,1335000,False,,,0,,S. Sharpe BLOCK (1 BLK),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT00M26.60S,2025-01-26T23:34:56.1Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,27,25,2025-01-26T23:34:56Z,1340000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,133.0,,,,,,1.0,1.0,0.0,,,,,,,,
135,PT00M14.40S,2025-01-26T23:35:08.2Z,1,REGULAR,2pt,Jump Shot,[],1630703,88.12417871222075,70.09803921568627,1610612757,27,25,2025-01-26T23:35:23Z,1350000,False,100.0,59.0,1,right,MISS S. Henderson 11' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,11.66,Missed,,,,,,,,,,,,,,,,,,
136,PT00M10.70S,2025-01-26T23:35:11.9Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,27,25,2025-01-26T23:35:11Z,1360000,False,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,,135.0,,,,,,5.0,2.0,3.0,,,,,,,,
137,PT00M10.00S,2025-01-26T23:35:12.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629057,91.01511169513797,41.66666666666667,1610612757,27,25,2025-01-26T23:35:27Z,1370000,False,-42.0,32.0,1,right,MISS R. Williams III turnaround Hook,[1629057],1610612757.0,POR,turnaround,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
139,PT00M08.20S,2025-01-26T23:35:14.5Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,27,25,2025-01-26T23:35:27Z,1380000,False,,,0,,J. Williams REBOUND (Off:2 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,137.0,,,,,,6.0,4.0,2.0,,,,,,,,
140,PT00M02.70S,2025-01-26T23:35:22.7Z,1,REGULAR,foul,personal,[],1630703,,,1610612760,27,25,2025-01-26T23:35:37Z,1390000,False,,,0,,S. Henderson personal FOUL (1 PF),"[1630703, 1628983]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,202035.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
142,PT00M02.30S,2025-01-26T23:35:46.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630703,,,1610612760,27,25,2025-01-26T23:36:26Z,1410000,False,,,0,,S. Henderson personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630703, 1628983]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,,,,,2003.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
144,PT00M02.30S,2025-01-26T23:36:13.1Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,27,26,2025-01-26T23:36:13Z,1430000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
145,PT00M02.30S,2025-01-26T23:36:28.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,27,27,2025-01-26T23:36:28Z,1440000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2025-01-26T23:36:38.3Z,1,REGULAR,3pt,Jump Shot,[],1630625,49.227989487516425,44.36274509803921,1610612757,27,27,2025-01-26T23:36:46Z,1450000,False,-28.0,425.0,1,right,MISS D. Banton 42' pullup 3PT,[1630625],1610612757.0,POR,pullup,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,42.57,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2025-01-26T23:36:38.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,27,27,2025-01-26T23:36:46Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,146.0,,,,,,,,,,,,,,,,
148,PT00M00.00S,2025-01-26T23:36:47.6Z,1,REGULAR,period,end,[],0,,,1610612757,27,27,2025-01-26T23:36:47Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,27,27,2025-01-26T23:39:12Z,1480000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612757,27,27,2025-01-26T23:39:12Z,1490000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612757,27,27,2025-01-26T23:39:12Z,1500000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612757,27,27,2025-01-26T23:39:12Z,1510000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612757,27,27,2025-01-26T23:39:12Z,1520000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612757,27,27,2025-01-26T23:39:12Z,1530000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612757,27,27,2025-01-26T23:39:12Z,1540000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612757,27,27,2025-01-26T23:39:12Z,1550000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612757,27,27,2025-01-26T23:39:12Z,1560000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-26T23:37:48.2Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612757,27,27,2025-01-26T23:39:12Z,1570000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-01-26T23:39:18.8Z,2,REGULAR,period,start,[],0,,,1610612760,27,27,2025-01-26T23:39:18Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M46.00S,2025-01-26T23:39:32.7Z,2,REGULAR,3pt,Jump Shot,[],1630198,32.14520367936925,57.59803921568627,1610612760,27,27,2025-01-26T23:39:37Z,1590000,False,-38.0,250.0,1,left,MISS I. Joe 25' 3PT - blocked,"[1630198, 1642270]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,Clingan,1642270.0
161,PT11M46.00S,2025-01-26T23:39:32.7Z,2,REGULAR,block,,[],1642270,,,1610612760,27,27,2025-01-26T23:39:36Z,1600000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
162,PT11M42.00S,2025-01-26T23:39:36.7Z,2,REGULAR,rebound,offensive,[],1630198,,,1610612760,27,27,2025-01-26T23:39:36Z,1610000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,160.0,,,,,,1.0,0.0,1.0,,,,,,,,
163,PT11M41.00S,2025-01-26T23:39:37.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,27.414586070959263,14.705882352941178,1610612760,27,30,2025-01-26T23:39:43Z,1620000,False,176.0,205.0,1,left,J. Williams 27' 3PT  (11 PTS) (I. Joe 1 AST),"[1631114, 1630198]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,27.07,Made,11.0,,,,,,,,,,I. Joe,1630198.0,1.0,,,,,
165,PT11M17.00S,2025-01-26T23:40:01.0Z,2,REGULAR,3pt,Jump Shot,[],1630625,88.78120893561103,95.09803921568627,1610612757,27,30,2025-01-26T23:40:06Z,1640000,False,225.0,53.0,1,right,MISS D. Banton 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
166,PT11M13.00S,2025-01-26T23:40:05.0Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,27,30,2025-01-26T23:40:06Z,1650000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,165.0,,,,,,1.0,1.0,0.0,,,,,,,,
167,PT11M06.00S,2025-01-26T23:40:11.6Z,2,REGULAR,3pt,Jump Shot,[],1630198,32.276609724047304,42.64705882352941,1610612760,27,33,2025-01-26T23:40:15Z,1660000,False,37.0,251.0,1,left,I. Joe 25' 3PT  (3 PTS) (I. Hartenstein 1 AST),"[1630198, 1628392]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,25.36,Made,3.0,,,,,,,,,,I. Hartenstein,1628392.0,1.0,,,,,
