actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-04T03:12:23.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-04T03:12:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-04T03:12:26.0Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2025-02-04T03:12:26Z,40000,False,,,0,,Jump Ball D. Ayton vs. N. Richards: Tip to J. Grant,"[203924, 1629028, 1630208]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Ayton,1629028.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-02-04T03:12:44.3Z,1,REGULAR,2pt,Jump Shot,[],1629014,11.383048620236531,76.47058823529412,1610612757,0,0,2025-02-04T03:12:48Z,70000,False,-132.0,55.0,1,left,MISS A. Simons 14' fadeaway Shot,[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,14.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-02-04T03:12:46.3Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,0,0,2025-02-04T03:12:48Z,80000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-02-04T03:12:49.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,29.25427069645204,16.911764705882355,1610612757,3,0,2025-02-04T03:12:54Z,90000,False,165.0,222.0,1,left,J. Grant 27' 3PT  (3 PTS) (D. Ayton 1 AST),"[203924, 1629028]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.72,Made,,,,,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,,
12,PT11M04.00S,2025-02-04T03:13:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,91.93495400788436,43.38235294117647,1610612756,3,0,2025-02-04T03:13:36Z,120000,False,-33.0,23.0,1,right,MISS R. Dunn driving floating Shot,[1642346],1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2025-02-04T03:13:30.7Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,3,0,2025-02-04T03:14:19Z,130000,False,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,,
14,PT11M00.00S,2025-02-04T03:13:33.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612756,3,2,2025-02-04T03:13:43Z,140000,False,0.0,0.0,1,right,N. Richards putback DUNK (2 PTS),[1630208],1610612756.0,PHX,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M53.00S,2025-02-04T03:13:50.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,8.623521681997373,4.411764705882353,1610612757,6,2,2025-02-04T03:14:39Z,160000,False,228.0,29.0,1,left,T. Camara 3PT  (3 PTS) (A. Simons 1 AST),"[1641739, 1629014]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.97,Made,,,,,3.0,A. Simons,1629014.0,1.0,,,,,,,,,,
18,PT10M37.00S,2025-02-04T03:13:57.6Z,1,REGULAR,turnover,bad pass,[],1642346,,,1610612756,6,2,2025-02-04T03:15:38Z,180000,False,,,0,,R. Dunn bad pass TURNOVER (1 TO),"[1642346, 1630166]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Avdija,1630166.0,,,,,,,
