actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-11-13T03:11:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-13T03:11:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-11-13T03:12:02.6Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612750,0,0,2024-11-13T03:12:02Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Clingan: Tip to M. Conley,"[201144, 203497, 1642270]",1610612750.0,MIN,startperiod,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-11-13T03:12:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,81.2910643889619,40.44117647058824,1610612750,0,0,2024-11-13T03:12:18Z,70000,False,-48.0,123.0,1,right,MISS R. Gobert 13' turnaround Shot - blocked,"[203497, 1642270]",1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-11-13T03:12:14.0Z,1,REGULAR,block,,[],1642270,,,1610612750,0,0,2024-11-13T03:12:15Z,80000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2024-11-13T03:12:16.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,0,2024-11-13T03:12:18Z,90000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M27.00S,2024-11-13T03:12:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,6.783837056504599,46.81372549019608,1610612757,0,0,2024-11-13T03:12:34Z,100000,False,16.0,11.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.95,Missed,,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2024-11-13T03:12:31.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,0,2024-11-13T03:12:34Z,110000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M18.00S,2024-11-13T03:12:38.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,81.02825229960578,91.66666666666666,1610612750,0,0,2024-11-13T03:13:34Z,120000,False,208.0,126.0,1,right,MISS J. Randle 24' running 3PT,[203944],1610612750.0,MIN,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.33,Missed,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2024-11-13T03:12:39.7Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,0,0,2024-11-13T03:12:39Z,130000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M10.00S,2024-11-13T03:12:45.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,17.559132720105126,94.36274509803921,1610612757,3,0,2024-11-13T03:12:51Z,140000,False,-222.0,113.0,1,left,T. Camara 24' 3PT running (3 PTS) (S. Sharpe 1 AST),"[1641739, 1631101]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,24.87,Made,,,,,,,3.0,S. Sharpe,1631101.0,1.0,,,,,,,,
