actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
171,PT11M24.00S,2025-01-31T03:41:53.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630532,11.777266754270697,50.0,1610612753,28,35,2025-01-31T03:49:02Z,1700000,False,0.0,58.0,1,left,MISS F. Wagner turnaround Shot,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
172,PT11M21.00S,2025-01-31T03:41:56.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,28,35,2025-01-31T03:41:57Z,1710000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,
173,PT11M16.00S,2025-01-31T03:42:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.9060446780552,52.69607843137255,1610612757,30,35,2025-01-31T03:49:52Z,1720000,False,13.0,5.0,1,right,D. Avdija driving finger roll Layup (4 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.43,Made,4.0,,,,,,,,,,,,,,,,,
174,PT11M16.00S,2025-01-31T03:42:05.0Z,2,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612757,30,35,2025-01-31T03:42:17Z,1730000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Avdija 1 FT),"[1630532, 1630166]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Avdija,1630166.0,,
176,PT11M16.00S,2025-01-31T03:42:41.0Z,2,REGULAR,freethrow,1 of 1,[],1630166,,,1610612757,31,35,2025-01-31T03:50:16Z,1750000,False,,,0,,D. Avdija Free Throw 1 of 1 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
177,PT10M58.00S,2025-01-31T03:43:00.3Z,2,REGULAR,3pt,Jump Shot,[],1630175,22.552562417871222,88.97058823529412,1610612753,31,38,2025-01-31T03:43:04Z,1760000,False,-195.0,159.0,1,left,C. Anthony 25' 3PT pullup (10 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.18,Made,10.0,,,,,,,,,,,,,,,,,
178,PT10M34.00S,2025-01-31T03:43:25.1Z,2,REGULAR,turnover,lost ball,[],1631133,,,1610612757,31,38,2025-01-31T03:43:28Z,1770000,False,,,0,,J. Walker lost ball TURNOVER (2 TO),"[1631133, 1628371]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2.0,,,,,,Isaac,1628371.0
179,PT10M34.00S,2025-01-31T03:43:25.1Z,2,REGULAR,steal,,[],1628371,,,1610612753,31,38,2025-01-31T03:43:26Z,1780000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
180,PT10M28.00S,2025-01-31T03:43:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,7.30946123521682,54.41176470588235,1610612753,31,38,2025-01-31T03:43:36Z,1790000,False,-22.0,16.0,1,left,MISS F. Wagner running Layup - blocked,"[1630532, 1629014]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.74,Missed,,Simons,1629014.0,,,,,,,,,,,,,,,
181,PT10M28.00S,2025-01-31T03:43:29.9Z,2,REGULAR,block,,[],1629014,,,1610612753,31,38,2025-01-31T03:44:03Z,1800000,False,,,0,,A. Simons BLOCK (1 BLK),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT10M26.00S,2025-01-31T03:43:31.9Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,31,38,2025-01-31T03:43:36Z,1810000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,
183,PT10M23.00S,2025-01-31T03:43:38.8Z,2,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612757,31,38,2025-01-31T03:43:45Z,1820000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Walker 2 FT),"[1628371, 1631133]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Walker,1631133.0,,
185,PT10M23.00S,2025-01-31T03:44:03.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631133,,,1610612757,32,38,2025-01-31T03:44:03Z,1840000,False,,,0,,J. Walker Free Throw 1 of 2 (1 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
186,PT10M23.00S,2025-01-31T03:44:17.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631133,,,1610612757,33,38,2025-01-31T03:44:17Z,1850000,False,,,0,,J. Walker Free Throw 2 of 2 (2 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
187,PT10M12.00S,2025-01-31T03:44:35.2Z,2,REGULAR,foul,personal,[],1631101,,,1610612753,33,38,2025-01-31T03:44:40Z,1860000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1630532]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Wagner,1630532.0,,
189,PT10M08.00S,2025-01-31T03:44:59.4Z,2,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612753,33,38,2025-01-31T03:45:07Z,1880000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1642270, 1628976]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,2.0,0.0,Carter Jr.,1628976.0,,
191,PT10M08.00S,2025-01-31T03:45:31.2Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,33,39,2025-01-31T03:45:31Z,1900000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (7 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
192,PT10M08.00S,2025-01-31T03:45:49.2Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,33,40,2025-01-31T03:45:49Z,1910000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
193,PT09M57.00S,2025-01-31T03:46:01.7Z,2,REGULAR,3pt,Jump Shot,[],1631101,68.15045992115637,26.225490196078432,1610612757,33,40,2025-01-31T03:46:13Z,1920000,False,-119.0,247.0,1,right,MISS S. Sharpe 27' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.4,Missed,,,,,,,,,,,,,,,,,,
194,PT09M56.00S,2025-01-31T03:46:02.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,33,40,2025-01-31T03:46:13Z,1930000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,193.0,,,,,,,,,,,,,,
195,PT09M56.00S,2025-01-31T03:46:12.5Z,2,REGULAR,foul,personal,[],1631133,,,1610612753,33,40,2025-01-31T03:46:18Z,1940000,False,,,0,,J. Walker loose ball personal FOUL (1 PF),"[1631133, 1628371]",1610612757.0,POR,loose ball,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Isaac,1628371.0,,
197,PT09M44.00S,2025-01-31T03:46:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,8.623521681997373,54.90196078431373,1610612753,33,40,2025-01-31T03:53:38Z,1960000,False,-25.0,29.0,1,left,MISS W. Carter Jr. floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
198,PT09M42.00S,2025-01-31T03:46:33.1Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,33,40,2025-01-31T03:46:34Z,1970000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,,
199,PT09M30.00S,2025-01-31T03:46:44.8Z,2,REGULAR,3pt,Jump Shot,[],1631133,93.77463863337714,95.09803921568627,1610612757,36,40,2025-01-31T03:46:48Z,1980000,False,225.0,6.0,1,right,J. Walker 3PT  (5 PTS) (A. Simons 2 AST),"[1631133, 1629014]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,22.56,Made,5.0,,,,,,,A. Simons,1629014.0,2.0,,,,,,,,
201,PT09M13.00S,2025-01-31T03:47:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,6.258212877792378,53.18627450980392,1610612753,36,40,2025-01-31T03:47:05Z,2000000,False,-16.0,6.0,1,left,MISS W. Carter Jr. cutting Layup,[1628976],1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
202,PT09M11.00S,2025-01-31T03:47:04.0Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,36,40,2025-01-31T03:47:05Z,2010000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,201.0,2.0,1.0,1.0,,,,,,,,,,,
203,PT09M04.00S,2025-01-31T03:47:11.1Z,2,REGULAR,2pt,Jump Shot,[],1629014,77.21747700394218,28.676470588235293,1610612757,36,40,2025-01-31T03:47:19Z,2020000,False,-107.0,162.0,1,right,MISS A. Simons 19' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,19.37,Missed,,,,,,,,,,,,,,,,,,
204,PT08M58.00S,2025-01-31T03:47:16.5Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,36,40,2025-01-31T03:47:16Z,2030000,False,,,0,,D. Clingan REBOUND (Off:2 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Left Center,,,,,,203.0,3.0,1.0,2.0,,,,,,,,,,,
207,PT08M58.00S,2025-01-31T03:47:55.2Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,36,40,2025-01-31T03:48:05Z,2060000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M58.00S,2025-01-31T03:47:55.2Z,2,REGULAR,substitution,out,[],1641783,,,1610612757,36,40,2025-01-31T03:48:05Z,2070000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M58.00S,2025-01-31T03:47:55.2Z,2,REGULAR,substitution,out,[],1630175,,,1610612757,36,40,2025-01-31T03:48:05Z,2080000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M58.00S,2025-01-31T03:47:55.2Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,36,40,2025-01-31T03:48:05Z,2090000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M58.00S,2025-01-31T03:47:55.2Z,2,REGULAR,substitution,in,[],1641710,,,1610612757,36,40,2025-01-31T03:48:05Z,2100000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M58.00S,2025-01-31T03:47:55.2Z,2,REGULAR,substitution,in,[],203484,,,1610612757,36,40,2025-01-31T03:48:05Z,2110000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M54.00S,2025-01-31T03:48:09.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,78.13731931668858,91.17647058823529,1610612757,39,40,2025-01-31T03:48:13Z,2120000,False,206.0,153.0,1,right,A. Simons 25' 3PT  (6 PTS) (D. Avdija 3 AST),"[1629014, 1630166]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.65,Made,6.0,,,,,,,D. Avdija,1630166.0,3.0,,,,,,,,
215,PT08M35.00S,2025-01-31T03:48:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.046649145860711,55.88235294117647,1610612753,39,42,2025-01-31T03:48:34Z,2140000,False,-29.0,14.0,1,left,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.24,Made,8.0,,,,,,,,,,,,,,,,,
216,PT08M17.00S,2025-01-31T03:48:46.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,83.13074901445466,62.5,1610612757,39,42,2025-01-31T03:48:50Z,2150000,False,62.0,106.0,1,right,MISS A. Simons 12' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,12.31,Missed,,,,,,,,,,,,,,,,,,
217,PT08M15.00S,2025-01-31T03:48:48.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,39,42,2025-01-31T03:48:50Z,2160000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,
218,PT08M10.00S,2025-01-31T03:48:53.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203484,10.988830486202366,4.166666666666666,1610612753,39,42,2025-01-31T03:48:59Z,2170000,False,229.0,51.0,1,left,MISS K. Caldwell-Pope running 3PT,[203484],1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.48,Missed,,,,,,,,,,,,,,,,,,
219,PT08M06.00S,2025-01-31T03:48:57.8Z,2,REGULAR,rebound,offensive,[],1641710,,,1610612753,39,42,2025-01-31T03:48:57Z,2180000,False,,,0,,A. Black REBOUND (Off:1 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,,,,,,218.0,1.0,0.0,1.0,,,,,,,,,,,
220,PT08M02.00S,2025-01-31T03:49:01.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,28.203022339027594,74.26470588235294,1610612753,39,42,2025-01-31T03:49:08Z,2190000,False,-121.0,213.0,1,left,MISS F. Wagner 24' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,24.48,Missed,,,,,,,,,,,,,,,,,,
221,PT07M58.00S,2025-01-31T03:49:05.6Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,39,42,2025-01-31T03:49:08Z,2200000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,
222,PT07M40.00S,2025-01-31T03:49:24.0Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612757,39,42,2025-01-31T03:59:09Z,2210000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Avdija 2 FT),"[1628976, 1630166]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,200834.0,1.0,0.0,Avdija,1630166.0,,
224,PT07M40.00S,2025-01-31T03:49:58.8Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,39,42,2025-01-31T03:59:22Z,2230000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
225,PT07M40.00S,2025-01-31T03:49:58.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,39,42,2025-01-31T03:59:22Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,
270,PT07M40.00S,2025-01-31T03:50:24.4Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,39,42,2025-01-31T04:01:06Z,2275000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M40.00S,2025-01-31T03:50:24.4Z,2,REGULAR,substitution,out,[],1628371,,,1610612757,39,42,2025-01-31T04:01:06Z,2292500,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M40.00S,2025-01-31T03:50:24.4Z,2,REGULAR,substitution,out,[],1628976,,,1610612757,39,42,2025-01-31T04:01:06Z,2301250,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M40.00S,2025-01-31T03:50:24.4Z,2,REGULAR,substitution,in,[],1630703,,,1610612757,39,42,2025-01-31T04:01:06Z,2305625,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT07M40.00S,2025-01-31T03:50:24.4Z,2,REGULAR,substitution,in,[],1631094,,,1610612757,39,42,2025-01-31T04:01:06Z,2307812,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT07M40.00S,2025-01-31T03:50:24.4Z,2,REGULAR,substitution,in,[],1629048,,,1610612757,39,42,2025-01-31T04:01:06Z,2308906,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M40.00S,2025-01-31T03:49:58.8Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,40,42,2025-01-31T03:59:22Z,2310000,False,,,0,,D. Avdija Free Throw 2 of 2 (6 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
233,PT07M16.00S,2025-01-31T03:50:50.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,6.1268068331143235,51.470588235294116,1610612753,40,44,2025-01-31T03:50:53Z,2320000,False,-7.0,5.0,1,left,F. Wagner driving DUNK (10 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.9,Made,10.0,,,,,,,,,,,,,,,,,
234,PT07M00.00S,2025-01-31T03:51:07.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,94.30026281208936,46.568627450980394,1610612757,42,44,2025-01-31T03:51:13Z,2330000,False,-17.0,1.0,1,right,S. Sharpe driving Layup (5 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.72,Made,5.0,,,,,,,,,,,,,,,,,
235,PT07M00.00S,2025-01-31T03:51:09.2Z,2,REGULAR,foul,personal,['1freethrow'],1629048,,,1610612757,42,44,2025-01-31T03:51:21Z,2340000,False,,,0,,G. Bitadze shooting personal FOUL (2 PF) (Sharpe 1 FT),"[1629048, 1631101]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,2.0,0.0,Sharpe,1631101.0,,
237,PT07M00.00S,2025-01-31T03:51:22.0Z,2,REGULAR,substitution,out,[],1630166,,,1610612757,42,44,2025-01-31T03:52:09Z,2360000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M00.00S,2025-01-31T03:51:22.0Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,42,44,2025-01-31T03:52:09Z,2370000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M00.00S,2025-01-31T03:51:42.9Z,2,REGULAR,freethrow,1 of 1,[],1631101,,,1610612757,43,44,2025-01-31T03:51:42Z,2380000,False,,,0,,S. Sharpe Free Throw 1 of 1 (6 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
240,PT06M41.00S,2025-01-31T03:52:05.6Z,2,REGULAR,3pt,Jump Shot,[],1641710,5.338370565045992,95.09803921568627,1610612753,43,44,2025-01-31T03:52:10Z,2390000,False,-225.0,-2.0,1,left,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
241,PT06M37.00S,2025-01-31T03:52:09.6Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,43,44,2025-01-31T03:52:10Z,2400000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,240.0,1.0,1.0,0.0,,,,,,,,,,,
243,PT06M34.00S,2025-01-31T03:52:20.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630703,92.46057818659659,50.245098039215684,1610612757,43,44,2025-01-31T03:53:45Z,2420000,False,1.0,18.0,1,right,MISS S. Henderson running Layup,[1630703],1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
244,PT06M31.00S,2025-01-31T03:52:23.1Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,43,44,2025-01-31T03:53:39Z,2430000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,243.0,2.0,1.0,1.0,,,,,,,,,,,
245,PT06M30.00S,2025-01-31T03:52:22.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,93.51182654402102,46.32352941176471,1610612757,45,44,2025-01-31T03:53:57Z,2440000,False,-18.0,8.0,1,right,S. Sharpe putback Layup (8 PTS),[1631101],1610612757.0,POR,putback,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.03,Made,8.0,,,,,,,,,,,,,,,,,
246,PT06M15.00S,2025-01-31T03:52:31.9Z,2,REGULAR,2pt,Jump Shot,[],1631094,22.683968462549277,48.77450980392157,1610612753,45,46,2025-01-31T04:06:25Z,2450000,False,6.0,161.0,1,left,P. Banchero 16' turnaround Jump Shot (10 PTS),[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,16.08,Made,10.0,,,,,,,,,,,,,,,,,
247,PT05M48.00S,2025-01-31T03:52:58.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,83.52496714848883,49.754901960784316,1610612757,47,46,2025-01-31T03:53:04Z,2460000,False,-1.0,102.0,1,right,D. Ayton 10' turnaround fadeaway Jump Shot (12 PTS),[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,12.0,,,,,,,,,,,,,,,,,
248,PT05M38.00S,2025-01-31T03:53:10.6Z,2,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,47,46,2025-01-31T03:53:16Z,2470000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,203593.0,,,,,,
249,PT05M38.00S,2025-01-31T03:53:16.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,47,46,2025-01-31T03:53:16Z,2480000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M38.00S,2025-01-31T03:55:31.9Z,2,REGULAR,substitution,out,[],1641710,,,1610612757,47,46,2025-01-31T03:56:03Z,2490000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M38.00S,2025-01-31T03:55:31.9Z,2,REGULAR,substitution,out,[],1630532,,,1610612757,47,46,2025-01-31T03:56:03Z,2500000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M38.00S,2025-01-31T03:55:31.9Z,2,REGULAR,substitution,in,[],1641783,,,1610612757,47,46,2025-01-31T03:56:03Z,2510000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M38.00S,2025-01-31T03:55:31.9Z,2,REGULAR,substitution,in,[],1630175,,,1610612757,47,46,2025-01-31T03:56:03Z,2520000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
