actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
176,PT00M00.50S,2024-10-27T22:38:43.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641722,90.48948751642575,15.196078431372548,1610612740,26,25,2024-10-27T22:38:48Z,1720000,False,-174.0,37.0,1,right,J. Hawkins 17' Jump Shot (6 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Left,17.79,Made,,6.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,
178,PT00M00.00S,2024-10-27T22:38:48.1Z,1,REGULAR,period,end,[],0,,,1610612757,26,25,2024-10-27T22:38:48Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-10-27T22:39:12.9Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612757,26,25,2024-10-27T22:41:14Z,1750000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-10-27T22:39:12.9Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612757,26,25,2024-10-27T22:41:14Z,1760000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-10-27T22:41:25.0Z,2,REGULAR,period,start,[],0,,,1610612740,26,25,2024-10-27T22:41:25Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M42.00S,2024-10-27T22:41:42.9Z,2,REGULAR,3pt,Jump Shot,[],1629750,92.46057818659659,3.1862745098039214,1610612740,26,25,2024-10-27T22:41:50Z,1780000,False,-234.0,18.0,1,right,MISS J. Green 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
183,PT11M37.00S,2024-10-27T22:41:47.9Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,26,25,2024-10-27T22:41:50Z,1790000,False,,,0,,Y. Missi REBOUND (Off:2 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,182.0,,,,,2.0,0.0,2.0,,,,,,,,,,
184,PT11M37.00S,2024-10-27T22:41:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,94.40999984741211,50.0,1610612740,26,25,2024-10-27T22:41:47Z,1800000,False,0.0,0.0,1,right,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
185,PT11M37.00S,2024-10-27T22:41:47.6Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,26,25,2024-10-27T22:41:47Z,1810000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,184.0,,,,,3.0,1.0,2.0,,,,,,,,,,
186,PT11M35.00S,2024-10-27T22:41:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,93.38042049934296,46.32352941176471,1610612740,26,27,2024-10-27T23:15:37Z,1820000,False,-18.0,10.0,1,right,Z. Williamson driving finger roll Layup (4 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.08,Made,,4.0,,,,,,,,,,,,,,,,
187,PT11M20.00S,2024-10-27T22:42:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,5.863994743758213,51.470588235294116,1610612757,26,27,2024-10-27T22:42:08Z,1830000,False,-7.0,3.0,1,left,MISS J. Grant driving Layup - blocked,"[203924, 1629627]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,,,,,Williamson,1629627.0,,,
188,PT11M20.00S,2024-10-27T22:42:04.3Z,2,REGULAR,block,,[],1629627,,,1610612757,26,27,2024-10-27T22:42:06Z,1840000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT11M16.00S,2024-10-27T22:42:08.3Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,26,27,2024-10-27T22:42:08Z,1850000,False,,,0,,D. Clingan REBOUND (Off:2 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,187.0,,,,,2.0,0.0,2.0,,,,,,,,,,
190,PT11M16.00S,2024-10-27T22:42:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.590000152587891,50.0,1610612757,28,27,2024-10-27T22:42:07Z,1860000,False,0.0,0.0,1,left,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Made,,2.0,,,,,,,,,,,,,,,,
191,PT10M56.00S,2024-10-27T22:42:28.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,89.70105124835742,45.588235294117645,1610612740,28,29,2024-10-27T22:42:33Z,1870000,False,-22.0,44.0,1,right,Z. Williamson turnaround Hook (6 PTS) (Y. Missi 2 AST),"[1629627, 1642274]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,,6.0,Y. Missi,1642274.0,2.0,,,,,,,,,,,,,
193,PT10M37.00S,2024-10-27T22:42:46.5Z,2,REGULAR,3pt,Jump Shot,[],1630703,32.276609724047304,50.98039215686274,1610612757,31,29,2024-10-27T22:42:51Z,1890000,False,-5.0,251.0,1,left,S. Henderson 25' 3PT  (3 PTS) (J. Grant 1 AST),"[1630703, 203924]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,25.09,Made,,3.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,
195,PT10M24.00S,2024-10-27T22:43:02.6Z,2,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612740,31,29,2024-10-27T22:43:14Z,1910000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Williamson 2 FT),"[1642270, 1629627]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Williamson,1629627.0,,,,,
197,PT10M24.00S,2024-10-27T22:43:27.7Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,31,30,2024-10-27T22:43:27Z,1930000,False,,,0,,Z. Williamson Free Throw 1 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
198,PT10M24.00S,2024-10-27T22:43:47.6Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,31,31,2024-10-27T22:43:47Z,1940000,False,,,0,,Z. Williamson Free Throw 2 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
199,PT10M09.00S,2024-10-27T22:44:03.5Z,2,REGULAR,3pt,Jump Shot,[],203924,27.414586070959263,17.892156862745097,1610612757,31,31,2024-10-27T22:44:08Z,1950000,False,161.0,205.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
200,PT10M06.00S,2024-10-27T22:44:06.5Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,31,31,2024-10-27T22:44:08Z,1960000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:4),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,199.0,,,,,4.0,4.0,0.0,,,,,,,,,,
201,PT09M51.00S,2024-10-27T22:44:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.32917214191852,39.46078431372549,1610612740,31,31,2024-10-27T22:44:29Z,1970000,False,-53.0,20.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 203924]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,Grant,203924.0,,,
202,PT09M51.00S,2024-10-27T22:44:21.4Z,2,REGULAR,block,,[],203924,,,1610612740,31,31,2024-10-27T22:44:23Z,1980000,False,,,0,,J. Grant BLOCK (2 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT09M48.00S,2024-10-27T22:44:24.4Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,31,31,2024-10-27T22:44:29Z,1990000,False,,,0,,D. Clingan REBOUND (Off:2 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,201.0,,,,,3.0,1.0,2.0,,,,,,,,,,
204,PT09M41.00S,2024-10-27T22:44:31.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,6.389618922470433,51.9607843137255,1610612757,31,31,2024-10-27T22:44:36Z,2000000,False,-10.0,8.0,1,left,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
205,PT09M41.00S,2024-10-27T22:44:31.4Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,31,31,2024-10-27T22:44:36Z,2010000,False,,,0,,D. Clingan REBOUND (Off:3 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,204.0,,,,,4.0,1.0,3.0,,,,,,,,,,
206,PT09M41.00S,2024-10-27T22:44:33.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.590000152587891,50.0,1610612757,31,31,2024-10-27T22:44:33Z,2020000,False,0.0,0.0,1,left,MISS D. Clingan tip Layup,[1642270],1610612757.0,POR,tip,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
207,PT09M41.00S,2024-10-27T22:44:35.4Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,31,31,2024-10-27T22:44:35Z,2030000,False,,,0,,D. Clingan REBOUND (Off:4 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,206.0,,,,,5.0,1.0,4.0,,,,,,,,,,
208,PT09M41.00S,2024-10-27T22:44:35.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.590000152587891,50.0,1610612757,33,31,2024-10-27T22:44:35Z,2040000,False,0.0,0.0,1,left,D. Clingan putback Layup (4 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Made,,4.0,,,,,,,,,,,,,,,,
209,PT09M41.00S,2024-10-27T22:44:39.2Z,2,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612757,33,31,2024-10-27T22:44:45Z,2050000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Clingan 1 FT),"[1629750, 1642270]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,Clingan,1642270.0,,,,,
211,PT09M41.00S,2024-10-27T22:44:59.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1642270,,,1610612757,34,31,2024-10-27T22:44:59Z,2070000,False,,,0,,D. Clingan Free Throw 1 of 1 (5 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
212,PT09M21.00S,2024-10-27T22:45:21.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,88.51839684625493,50.73529411764706,1610612740,34,31,2024-10-27T22:45:25Z,2080000,False,4.0,55.0,1,right,MISS Z. Williamson turnaround Hook,[1629627],1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.55,Missed,,,,,,,,,,,,,,,,,,
213,PT09M19.00S,2024-10-27T22:45:23.0Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,34,31,2024-10-27T22:45:25Z,2090000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,212.0,,,,,2.0,2.0,0.0,,,,,,,,,,
214,PT09M13.00S,2024-10-27T22:45:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,6.915243101182654,48.77450980392157,1610612757,36,31,2024-10-27T22:45:35Z,2100000,False,6.0,13.0,1,left,D. Clingan Layup (7 PTS) (K. Murray 1 AST),"[1642270, 1631200]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.39,Made,,7.0,K. Murray,1631200.0,1.0,,,,,,,,,,,,,
216,PT09M13.00S,2024-10-27T22:45:38.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,36,31,2024-10-27T22:45:38Z,2120000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M13.00S,2024-10-27T22:48:03.8Z,2,REGULAR,substitution,out,[],1631200,,,1610612740,36,31,2024-10-27T22:48:28Z,2130000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M13.00S,2024-10-27T22:48:03.8Z,2,REGULAR,substitution,in,[],1629014,,,1610612740,36,31,2024-10-27T22:48:28Z,2140000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M57.00S,2024-10-27T22:48:43.8Z,2,REGULAR,2pt,Jump Shot,[],1641722,77.4802890932983,69.11764705882352,1610612740,36,31,2024-10-27T22:48:51Z,2150000,False,96.0,159.0,1,right,MISS J. Hawkins 18' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right Center,18.57,Missed,,,,,,,,,,,,,,,,,,
220,PT08M53.00S,2024-10-27T22:48:47.8Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,36,31,2024-10-27T22:50:06Z,2160000,False,,,0,,S. Henderson REBOUND (Off:0 Def:3),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,219.0,,,,,3.0,3.0,0.0,,,,,,,,,,
221,PT08M42.00S,2024-10-27T22:48:57.5Z,2,REGULAR,2pt,Jump Shot,[],1630703,21.76412614980289,50.49019607843137,1610612757,38,31,2024-10-27T22:49:03Z,2170000,False,-2.0,152.0,1,left,S. Henderson 15' pullup Jump Shot (5 PTS) (J. Grant 2 AST),"[1630703, 203924]",1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Center,15.21,Made,,5.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,
224,PT08M41.00S,2024-10-27T22:49:07.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,38,31,2024-10-27T22:49:14Z,2200000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,1199.0,,,,,,,,,
225,PT08M29.00S,2024-10-27T22:49:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.64980289093299,39.46078431372549,1610612740,38,31,2024-10-27T22:49:29Z,2210000,False,-53.0,54.0,1,right,MISS C. McCollum 7' driving floating Shot - blocked,"[203468, 1642270]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,Clingan,1642270.0,,,
226,PT08M29.00S,2024-10-27T22:49:23.2Z,2,REGULAR,block,,[],1642270,,,1610612740,38,31,2024-10-27T22:49:25Z,2220000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M26.00S,2024-10-27T22:49:26.2Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,38,31,2024-10-27T22:49:29Z,2230000,False,,,0,,J. Grant REBOUND (Off:1 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,225.0,,,,,3.0,2.0,1.0,,,,,,,,,,
228,PT08M23.00S,2024-10-27T22:49:28.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631133,15.456636005256241,96.07843137254902,1610612757,38,31,2024-10-27T22:49:40Z,2240000,False,-230.0,93.0,1,left,MISS J. Walker 24' running 3PT,[1631133],1610612757.0,POR,running,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left,24.84,Missed,,,,,,,,,,,,,,,,,,
229,PT08M17.00S,2024-10-27T22:49:35.0Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,38,31,2024-10-27T22:49:35Z,2250000,False,,,0,,D. Clingan REBOUND (Off:5 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left,,,228.0,,,,,6.0,1.0,5.0,,,,,,,,,,
230,PT08M15.00S,2024-10-27T22:49:36.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203924,19.793035479632064,9.558823529411764,1610612757,38,31,2024-10-27T23:18:11Z,2260000,False,202.0,134.0,1,left,MISS J. Grant 24' step back 3PT,[203924],1610612757.0,POR,step back,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.24,Missed,,,,,,,,,,,,,,,,,,
231,PT08M13.00S,2024-10-27T22:49:38.7Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,38,31,2024-10-27T22:49:38Z,2270000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,230.0,,,,,3.0,2.0,1.0,,,,,,,,,,
232,PT08M12.00S,2024-10-27T22:49:40.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,5.206964520367937,48.03921568627451,1610612757,38,31,2024-10-27T22:49:47Z,2280000,False,10.0,-4.0,1,left,MISS J. Walker Layup - blocked,"[1631133, 1629750]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,Green,1629750.0,,,
233,PT08M12.00S,2024-10-27T22:49:40.3Z,2,REGULAR,block,,[],1629750,,,1610612757,38,31,2024-10-27T22:49:42Z,2290000,False,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT08M10.00S,2024-10-27T22:49:42.3Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,38,31,2024-10-27T22:49:47Z,2300000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,232.0,,,,,4.0,2.0,2.0,,,,,,,,,,
235,PT08M09.00S,2024-10-27T22:49:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,6.652431011826544,45.83333333333333,1610612757,38,31,2024-10-27T22:49:54Z,2310000,False,21.0,10.0,1,left,MISS J. Walker putback Layup,[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
237,PT08M06.00S,2024-10-27T22:49:46.0Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612740,38,31,2024-10-27T22:49:54Z,2330000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,235.0,,,,,1.0,1.0,0.0,,,,,,,,,,
238,PT08M00.00S,2024-10-27T22:49:57.0Z,2,REGULAR,foul,offensive,[],1642274,,,1610612740,38,31,2024-10-27T22:50:12Z,2340000,False,,,0,,Y. Missi offensive FOUL (2 PF),"[1642274, 1631133]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1199.0,2.0,0.0,Walker,1631133.0,,,,,
240,PT08M00.00S,2024-10-27T22:49:57.0Z,2,REGULAR,turnover,offensive foul,[],1642274,,,1610612740,38,31,2024-10-27T22:49:57Z,2360000,False,,,0,,Y. Missi offensive foul TURNOVER (1 TO),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1199.0,,,,,,,1.0,,
241,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,out,[],1631133,,,1610612757,38,31,2024-10-27T22:50:17Z,2370000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,out,[],1629627,,,1610612757,38,31,2024-10-27T22:50:17Z,2380000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,38,31,2024-10-27T22:50:17Z,2390000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612757,38,31,2024-10-27T22:50:17Z,2400000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,out,[],203468,,,1610612757,38,31,2024-10-27T22:52:28Z,2405000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,in,[],1630631,,,1610612757,38,31,2024-10-27T22:52:28Z,2407500,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,38,31,2024-10-27T22:53:18Z,2408750,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT08M00.00S,2024-10-27T22:50:01.6Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,38,31,2024-10-27T22:53:18Z,2409375,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M46.00S,2024-10-27T22:50:35.0Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612757,38,31,2024-10-27T22:50:42Z,2410000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Henderson 2 FT),"[1629750, 1630703]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,2.0,0.0,Henderson,1630703.0,,,,,
247,PT07M46.00S,2024-10-27T22:50:54.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630703,,,1610612757,39,31,2024-10-27T22:50:54Z,2430000,False,,,0,,S. Henderson Free Throw 1 of 2 (6 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
275,PT07M46.00S,2024-10-27T22:51:14.1Z,2,REGULAR,substitution,out,[],203924,,,1610612757,39,31,2024-10-27T22:53:35Z,2455000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT07M46.00S,2024-10-27T22:51:14.1Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,39,31,2024-10-27T22:53:35Z,2467500,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M46.00S,2024-10-27T22:51:14.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630703,,,1610612757,40,31,2024-10-27T22:51:14Z,2480000,False,,,0,,S. Henderson Free Throw 2 of 2 (7 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
253,PT07M28.00S,2024-10-27T22:51:33.8Z,2,REGULAR,3pt,Jump Shot,[],1630631,92.32917214191852,94.85294117647058,1610612740,40,31,2024-10-27T22:51:39Z,2490000,False,224.0,20.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,22.52,Missed,,,,,,,,,,,,,,,,,,
254,PT07M24.00S,2024-10-27T22:51:37.8Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,40,31,2024-10-27T22:51:39Z,2500000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,253.0,,,,,1.0,0.0,1.0,,,,,,,,,,
255,PT07M20.00S,2024-10-27T22:51:40.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641722,86.2023653088042,46.83670343137255,1610612740,40,33,2024-10-28T01:02:27Z,2510000,False,-16.0,77.0,1,right,J. Hawkins 7' floating Jump Shot (8 PTS) (J. Alvarado 2 AST),"[1641722, 1630631]",1610612740.0,NOP,floating,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,7.88,Made,,8.0,J. Alvarado,1630631.0,2.0,,,,,,,,,,,,,
