actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-11T02:14:41.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-11T02:14:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-11T02:14:43.5Z,1,REGULAR,jumpball,recovered,[],1641739,,,1610612757,0,0,2024-11-11T02:14:43Z,40000,False,,,0,,Jump Ball D. Ayton vs. J. Jackson Jr.: Tip to T. Camara,"[1641739, 1629028, 1628991]",1610612757.0,POR,startperiod,T. Camara,1641739.0,Camara,T. Camara,Ayton,1629028.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-11T02:14:55.4Z,1,REGULAR,turnover,bad pass,[],1641739,,,1610612757,0,0,2024-11-11T02:14:59Z,70000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1628991]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-11-11T02:14:55.4Z,1,REGULAR,steal,,[],1628991,,,1610612763,0,0,2024-11-11T02:14:57Z,80000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2024-11-11T02:15:10.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,87.99277266754271,50.49019607843137,1610612763,0,2,2024-11-11T02:15:16Z,90000,False,2.0,60.0,1,right,J. Jackson Jr. 6' turnaround Hook (2 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,6.05,Made,2.0,,,,,,,,,,,,,,
10,PT11M13.00S,2024-11-11T02:15:27.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,20.18725361366623,66.66666666666666,1610612757,0,2,2024-11-11T02:15:34Z,100000,False,-83.0,137.0,1,left,MISS D. Ayton 16' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,16.06,Missed,,,,,,,,,,,,,,,
11,PT11M11.00S,2024-11-11T02:15:29.0Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,0,2,2024-11-11T02:15:34Z,110000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M53.00S,2024-11-11T02:15:47.4Z,1,REGULAR,2pt,Jump Shot,[],1642377,74.19513797634691,42.40196078431372,1610612763,0,2,2024-11-11T02:15:58Z,120000,False,-38.0,190.0,1,right,MISS J. Wells 19' pullup Shot,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,16-24 Center,,,,19.39,Missed,,,,,,,,,,,,,,,
13,PT10M51.00S,2024-11-11T02:15:49.4Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,2,2024-11-11T02:15:58Z,130000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M47.00S,2024-11-11T02:15:54.8Z,1,REGULAR,foul,personal,['3freethrow'],1628991,,,1610612757,0,2,2024-11-11T02:16:05Z,140000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Grant 3 FT),"[1628991, 203924]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627964.0,1.0,0.0,Grant,203924.0,,,,,
