actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M13.00S,2025-02-23T03:15:50.9Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,3,4,2025-02-23T03:15:52Z,170000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,16.0,,,,,1.0,0.0,1.0,,,,,,,,,,
18,PT10M13.00S,2025-02-23T03:15:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.590000152587891,50.0,1610612757,5,4,2025-02-23T03:15:51Z,180000,False,0.0,0.0,1,left,D. Clingan tip Layup (2 PTS),[1642270],1610612757.0,POR,tip,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Made,,2.0,,,,,,,,,,,,,,,,
19,PT09M58.00S,2025-02-23T03:16:05.3Z,1,REGULAR,turnover,bad pass,[],1641733,,,1610612766,5,4,2025-02-23T03:16:08Z,190000,False,,,0,,N. Smith Jr. bad pass TURNOVER (1 TO),"[1641733, 1642270]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Clingan,1642270.0,,,,,,,
20,PT09M58.00S,2025-02-23T03:16:05.3Z,1,REGULAR,steal,,[],1642270,,,1610612757,5,4,2025-02-23T03:16:06Z,200000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
21,PT09M52.00S,2025-02-23T03:16:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641739,6.1268068331143235,52.69607843137255,1610612757,7,4,2025-02-23T03:16:16Z,210000,False,-13.0,5.0,1,left,T. Camara driving reverse Layup (2 PTS) (J. Grant 1 AST),"[1641739, 203924]",1610612757.0,POR,driving reverse,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.44,Made,,2.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,
23,PT09M41.00S,2025-02-23T03:16:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,84.83902759526939,47.30392156862745,1610612766,7,4,2025-02-23T03:17:01Z,230000,False,-13.0,90.0,1,right,MISS M. Williams 9' floating Shot,[1631109],1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.1,Missed,,,,,,,,,,,,,,,,,,
24,PT09M39.00S,2025-02-23T03:16:24.8Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,7,4,2025-02-23T03:16:27Z,240000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,,,,,1.0,1.0,0.0,,,,,,,,,,
25,PT09M31.00S,2025-02-23T03:16:32.7Z,1,REGULAR,3pt,Jump Shot,[],203924,18.873193166885677,94.85294117647058,1610612757,7,4,2025-02-23T03:16:37Z,250000,False,-224.0,125.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
26,PT09M28.00S,2025-02-23T03:16:35.7Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,7,4,2025-02-23T03:16:37Z,260000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,25.0,,,,,1.0,1.0,0.0,,,,,,,,,,
27,PT09M25.00S,2025-02-23T03:16:39.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628970,94.82588699080158,51.470588235294116,1610612766,7,4,2025-02-23T03:16:52Z,270000,False,7.0,-4.0,1,right,MISS M. Bridges running alley-oop DUNK,[1628970],1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.84,Missed,,,,,,,,,,,,,,,,,,
28,PT09M22.00S,2025-02-23T03:16:41.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,7,4,2025-02-23T03:16:41Z,280000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,27.0,,,,,1.0,1.0,0.0,,,,,,,,,,
29,PT09M02.00S,2025-02-23T03:17:04.3Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612757,7,4,2025-02-23T03:17:10Z,290000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Simons 2 FT),"[1630163, 1629014]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202037.0,1.0,0.0,Simons,1629014.0,,
31,PT09M02.00S,2025-02-23T03:17:32.0Z,1,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,8,4,2025-02-23T03:17:32Z,310000,False,,,0,,A. Simons Free Throw 1 of 2 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
32,PT09M02.00S,2025-02-23T03:17:45.8Z,1,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,9,4,2025-02-23T03:17:45Z,320000,False,,,0,,A. Simons Free Throw 2 of 2 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
33,PT08M49.00S,2025-02-23T03:18:06.9Z,1,REGULAR,foul,personal,[],1642270,,,1610612766,9,4,2025-02-23T03:18:17Z,330000,False,,,0,,D. Clingan loose ball personal FOUL (1 PF),"[1642270, 1630182]",1610612757.0,POR,loose ball,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627529.0,1.0,0.0,Green,1630182.0,,
35,PT08M39.00S,2025-02-23T03:18:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,83.13074901445466,38.23529411764706,1610612766,9,4,2025-02-23T03:18:49Z,350000,False,-59.0,106.0,1,right,MISS L. Ball 12' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
36,PT08M39.00S,2025-02-23T03:18:35.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,9,4,2025-02-23T03:18:49Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT08M31.00S,2025-02-23T03:18:54.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,6.652431011826544,96.32352941176471,1610612757,9,4,2025-02-23T03:18:58Z,380000,False,-232.0,10.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
39,PT08M29.00S,2025-02-23T03:18:57.7Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,9,4,2025-02-23T03:18:57Z,390000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,38.0,,,,,2.0,1.0,1.0,,,,,,,,,,
40,PT08M19.00S,2025-02-23T03:19:07.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642270,5.601182654402102,48.28431372549019,1610612757,11,4,2025-02-23T03:19:10Z,400000,False,9.0,0.0,1,left,D. Clingan cutting DUNK (4 PTS) (D. Avdija 1 AST),"[1642270, 1630166]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.86,Made,,4.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,
42,PT08M04.00S,2025-02-23T03:19:21.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,84.97043363994744,94.36274509803921,1610612766,11,4,2025-02-23T03:19:26Z,420000,False,222.0,89.0,1,right,MISS L. Ball step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
43,PT08M01.00S,2025-02-23T03:19:24.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,11,4,2025-02-23T03:19:26Z,430000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,42.0,,,,,3.0,2.0,1.0,,,,,,,,,,
44,PT07M58.00S,2025-02-23T03:19:29.4Z,1,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612757,11,4,2025-02-23T03:19:38Z,440000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Avdija 2 FT),"[1630182, 1630166]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627529.0,1.0,0.0,Avdija,1630166.0,,
46,PT07M58.00S,2025-02-23T03:20:04.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612757,11,4,2025-02-23T03:23:13Z,460000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT07M58.00S,2025-02-23T03:20:04.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,11,4,2025-02-23T03:23:13Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
48,PT07M58.00S,2025-02-23T03:20:04.7Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,11,4,2025-02-23T03:20:11Z,480000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M58.00S,2025-02-23T03:20:04.7Z,1,REGULAR,substitution,in,[],1630703,,,1610612757,11,4,2025-02-23T03:20:11Z,490000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M58.00S,2025-02-23T03:20:14.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,11,4,2025-02-23T03:20:14Z,500000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M58.00S,2025-02-23T03:20:04.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612757,11,4,2025-02-23T03:23:13Z,510000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M54.00S,2025-02-23T03:20:08.0Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,11,4,2025-02-23T03:25:11Z,520000,False,,,0,,D. Clingan REBOUND (Off:2 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,51.0,,,,,2.0,0.0,2.0,,,,,,,,,,
53,PT07M50.00S,2025-02-23T03:23:15.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630703,24.129434954007884,11.029411764705882,1610612757,14,4,2025-02-23T03:23:20Z,530000,False,195.0,174.0,1,left,S. Henderson 26' 3PT  (3 PTS) (D. Avdija 2 AST),"[1630703, 1630166]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,26.15,Made,,3.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,
55,PT07M31.00S,2025-02-23T03:23:35.2Z,1,REGULAR,3pt,Jump Shot,[],1641733,92.46057818659659,94.6078431372549,1610612766,14,4,2025-02-23T03:23:38Z,550000,False,223.0,18.0,1,right,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,22.38,Missed,,,,,,,,,,,,,,,,,,
56,PT07M29.00S,2025-02-23T03:23:37.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,14,4,2025-02-23T03:23:38Z,560000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,55.0,,,,,4.0,3.0,1.0,,,,,,,,,,
57,PT07M24.00S,2025-02-23T03:23:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,5.995400788436268,47.794117647058826,1610612757,16,4,2025-02-23T03:23:47Z,570000,False,11.0,4.0,1,left,D. Avdija running Layup (5 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.17,Made,,5.0,,,,,,,,,,,,,,,,
63,PT07M08.00S,2025-02-23T03:23:52.0Z,1,REGULAR,turnover,bad pass,[],1630182,,,1610612766,16,4,2025-02-23T03:26:27Z,575000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 203924]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Grant,203924.0,,,,,,,
64,PT07M08.00S,2025-02-23T03:23:52.0Z,1,REGULAR,steal,,[],203924,,,1610612757,16,4,2025-02-23T03:26:27Z,577500,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
59,PT07M08.00S,2025-02-23T03:24:02.3Z,1,REGULAR,substitution,out,[],1631109,,,1610612757,16,4,2025-02-23T03:26:27Z,590000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M08.00S,2025-02-23T03:24:02.3Z,1,REGULAR,substitution,in,[],203994,,,1610612757,16,4,2025-02-23T03:26:27Z,600000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M08.00S,2025-02-23T03:24:35.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,4,2025-02-23T03:26:27Z,610000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2025-02-23T03:27:23.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,8.754927726675426,5.147058823529411,1610612757,16,4,2025-02-23T03:27:28Z,630000,False,224.0,30.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.63,Missed,,,,,,,,,,,,,,,,,,
66,PT06M52.00S,2025-02-23T03:27:26.5Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,16,4,2025-02-23T03:27:28Z,640000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,65.0,,,,,1.0,0.0,1.0,,,,,,,,,,
67,PT06M47.00S,2025-02-23T03:27:32.4Z,1,REGULAR,turnover,lost ball,[],1641739,,,1610612757,16,4,2025-02-23T03:27:36Z,650000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1628970]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,,
68,PT06M47.00S,2025-02-23T03:27:32.4Z,1,REGULAR,steal,,[],1628970,,,1610612766,16,4,2025-02-23T03:31:30Z,660000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2025-02-23T03:27:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,94.43166885676742,48.77450980392157,1610612766,16,6,2025-02-23T03:27:42Z,670000,False,-6.0,0.0,1,right,M. Bridges running Layup (2 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.61,Made,,2.0,,,,,,,,,,,,,,,,
70,PT06M28.00S,2025-02-23T03:27:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,11.383048620236531,4.166666666666666,1610612757,16,6,2025-02-23T03:27:56Z,680000,False,229.0,55.0,1,left,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
71,PT06M23.00S,2025-02-23T03:27:55.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,16,6,2025-02-23T03:27:56Z,690000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Right Corner 3,24+ Right,,,70.0,,,,,1.0,1.0,0.0,,,,,,,,,,
72,PT06M15.00S,2025-02-23T03:28:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,75.90341655716163,85.5392156862745,1610612766,16,9,2025-02-23T03:28:08Z,700000,False,178.0,174.0,1,right,M. Bridges 24' 3PT pullup (5 PTS) (J. Nurkić 1 AST),"[1628970, 203994]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.87,Made,,5.0,J. Nurkić,203994.0,1.0,,,,,,,,,,,,,
74,PT05M56.00S,2025-02-23T03:28:24.0Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,16,9,2025-02-23T03:28:28Z,720000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1630182]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Green,1630182.0,,,,,,,
75,PT05M56.00S,2025-02-23T03:28:24.0Z,1,REGULAR,steal,,[],1630182,,,1610612766,16,9,2025-02-23T03:29:27Z,730000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2025-02-23T03:28:29.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628970,71.04139290407359,17.401960784313726,1610612766,16,12,2025-02-23T03:28:42Z,740000,False,-163.0,220.0,1,right,M. Bridges 27' 3PT running (8 PTS) (J. Green 1 AST),"[1628970, 1630182]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.36,Made,,8.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,
78,PT05M31.00S,2025-02-23T03:28:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,17.69053876478318,6.61764705882353,1610612757,16,12,2025-02-23T03:28:51Z,760000,False,217.0,114.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2025-02-23T03:28:50.5Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,16,12,2025-02-23T03:28:50Z,770000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,78.0,,,,,2.0,1.0,1.0,,,,,,,,,,
80,PT05M28.00S,2025-02-23T03:28:52.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,8.229303547963205,50.49019607843137,1610612757,16,12,2025-02-23T03:28:57Z,780000,False,-2.0,25.0,1,left,MISS J. Grant putback Layup - blocked,"[203924, 203994]",1610612757.0,POR,putback,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,Nurkić,203994.0
81,PT05M28.00S,2025-02-23T03:28:52.0Z,1,REGULAR,block,,[],203994,,,1610612757,16,12,2025-02-23T03:28:53Z,790000,False,,,0,,J. Nurkić BLOCK (1 BLK),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2025-02-23T03:28:54.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,16,12,2025-02-23T03:28:57Z,800000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,80.0,,,,,2.0,2.0,0.0,,,,,,,,,,
83,PT05M23.00S,2025-02-23T03:28:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641733,75.24638633377135,12.745098039215685,1610612766,16,12,2025-02-23T03:29:02Z,810000,False,-186.0,180.0,1,right,MISS N. Smith Jr. 25' running 3PT,[1641733],1610612766.0,CHA,running,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
84,PT05M18.00S,2025-02-23T03:29:02.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,16,12,2025-02-23T03:29:02Z,820000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,83.0,,,,,2.0,1.0,1.0,,,,,,,,,,
