actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-15T03:12:29.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-15T03:12:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-15T03:12:31.6Z,1,REGULAR,jumpball,recovered,[],1630703,,,1610612757,0,0,2025-01-15T03:12:31Z,40000,False,,,0,,Jump Ball D. Ayton vs. N. Clowney: Tip to S. Henderson,"[1630703, 1629028, 1641730]",1610612757.0,POR,startperiod,S. Henderson,1630703.0,Henderson,S. Henderson,Ayton,1629028.0,Clowney,1641730.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-01-15T03:12:45.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,68.28186596583443,74.01960784313727,1610612757,0,0,2025-01-15T03:12:49Z,70000,False,120.0,246.0,1,right,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,27.35,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-01-15T03:12:47.7Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,0,0,2025-01-15T03:12:49Z,80000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-01-15T03:12:56.4Z,1,REGULAR,3pt,Jump Shot,[],1641730,33.590670170827856,30.88235294117647,1610612751,0,3,2025-01-15T03:13:04Z,90000,False,96.0,263.0,1,left,N. Clowney 28' 3PT  (3 PTS) (K. Johnson 1 AST),"[1641730, 1630553]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,28.01,Made,,,,,3.0,K. Johnson,1630553.0,1.0,,,,,,,,,,
11,PT11M22.00S,2025-01-15T03:13:06.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630703,94.69448094612353,49.754901960784316,1610612757,2,3,2025-01-15T03:13:12Z,110000,False,-1.0,-3.0,1,right,S. Henderson driving DUNK (2 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M03.00S,2025-01-15T03:13:25.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,27.283180026281208,79.90196078431373,1610612751,2,6,2025-01-15T03:13:30Z,120000,False,-150.0,204.0,1,left,C. Johnson 25' 3PT  (3 PTS) (B. Simmons 1 AST),"[1629661, 1627732]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.29,Made,,,,,3.0,B. Simmons,1627732.0,1.0,,,,,,,,,,
14,PT10M49.00S,2025-01-15T03:13:39.1Z,1,REGULAR,3pt,Jump Shot,[],1641739,91.67214191852825,94.6078431372549,1610612757,2,6,2025-01-15T03:13:43Z,140000,False,223.0,26.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.45,Missed,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2025-01-15T03:13:42.1Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,2,6,2025-01-15T03:13:43Z,150000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Right Corner 3,24+ Right,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
16,PT10M40.00S,2025-01-15T03:13:48.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630553,6.258212877792378,50.49019607843137,1610612751,2,8,2025-01-15T03:13:59Z,160000,False,-2.0,6.0,1,left,K. Johnson running reverse Layup (2 PTS) (B. Simmons 2 AST),"[1630553, 1627732]",1610612751.0,BKN,running reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,2.0,B. Simmons,1627732.0,2.0,,,,,,,,,,
