actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-30T03:12:15.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-30T03:12:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-30T03:12:18.9Z,1,REGULAR,jumpball,recovered,[],1631165,,,1610612758,0,0,2024-11-30T03:12:18Z,40000,False,,,0,,Jump Ball D. Sabonis vs. D. Ayton: Tip to K. Ellis,"[1631165, 1627734, 1629028]",1610612758.0,SAC,startperiod,K. Ellis,1631165.0,Ellis,K. Ellis,Sabonis,1627734.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-11-30T03:12:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.995400788436268,47.30392156862745,1610612758,0,0,2024-11-30T03:12:43Z,70000,False,13.0,4.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-11-30T03:12:39.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,0,2024-11-30T03:12:43Z,80000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-11-30T03:12:56.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,67.36202365308804,24.264705882352942,1610612757,0,0,2024-11-30T03:13:00Z,90000,False,-129.0,254.0,1,right,MISS A. Simons 28' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,28.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2024-11-30T03:12:58.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2024-11-30T03:13:00Z,100000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M04.00S,2024-11-30T03:13:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,8.623521681997373,57.35294117647059,1610612758,0,0,2024-11-30T03:13:13Z,110000,False,-37.0,29.0,1,left,MISS K. Murray turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,,,,,,,,,,
12,PT11M02.00S,2024-11-30T03:13:12.0Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,0,0,2024-11-30T03:13:12Z,120000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M00.00S,2024-11-30T03:13:14.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,29.6484888304862,19.11764705882353,1610612758,0,3,2024-11-30T03:13:18Z,130000,False,154.0,226.0,1,left,K. Ellis 27' 3PT  (3 PTS) (D. Fox 1 AST),"[1631165, 1628368]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,27.39,Made,,,,,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,
15,PT10M37.00S,2024-11-30T03:13:37.8Z,1,REGULAR,2pt,Jump Shot,[],1629028,78.0059132720105,34.55882352941176,1610612757,0,3,2024-11-30T03:13:43Z,150000,False,-77.0,154.0,1,right,MISS D. Ayton 17' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,17.24,Missed,,,,,,,,,,,,,,,,,,
16,PT10M32.00S,2024-11-30T03:13:42.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612758,0,3,2024-11-30T03:13:43Z,160000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612758.0,SAC,,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M28.00S,2024-11-30T03:13:46.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,27.283180026281208,17.892156862745097,1610612758,0,3,2024-11-30T03:13:53Z,170000,False,161.0,204.0,1,left,MISS K. Murray 25' running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
18,PT10M27.00S,2024-11-30T03:13:47.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,3,2024-11-30T03:13:53Z,180000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M13.00S,2024-11-30T03:14:02.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641739,94.56307490144546,48.529411764705884,1610612757,2,3,2024-11-30T03:14:06Z,190000,False,-7.0,-1.0,1,right,T. Camara cutting DUNK (2 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,2.0,D. Avdija,1630166.0,1.0,,,,,,,,,,
21,PT10M04.00S,2024-11-30T03:14:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.521024967148489,49.754901960784316,1610612758,2,5,2024-11-30T03:14:19Z,210000,False,1.0,9.0,1,left,D. Fox driving finger roll Layup (2 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,2.0,,,,,,,,,,,,,
22,PT09M49.00S,2024-11-30T03:14:25.3Z,1,REGULAR,3pt,Jump Shot,[],1631101,94.30026281208936,94.85294117647058,1610612757,2,5,2024-11-30T03:14:34Z,220000,False,224.0,1.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
23,PT09M48.00S,2024-11-30T03:14:26.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,2,5,2024-11-30T03:14:34Z,230000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,22.0,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2024-11-30T03:14:46.3Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,2,5,2024-11-30T03:14:52Z,250000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202058.0,1.0,,,,,,,,
26,PT09M30.00S,2024-11-30T03:15:10.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,89.96386333771353,52.94117647058824,1610612757,4,5,2024-11-30T03:15:15Z,260000,False,15.0,42.0,1,right,D. Ayton Hook (2 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,
28,PT09M15.00S,2024-11-30T03:15:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.12023653088042,64.2156862745098,1610612758,4,7,2024-11-30T03:15:28Z,280000,False,-71.0,52.0,1,left,D. Fox 8' turnaround fadeaway Jump Shot (4 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,8.81,Made,,,,,4.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
30,PT09M02.00S,2024-11-30T03:15:37.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,79.31997371879106,92.64705882352942,1610612757,4,7,2024-11-30T03:15:40Z,300000,False,213.0,142.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2024-11-30T03:15:38.0Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,4,7,2024-11-30T03:15:40Z,310000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M51.00S,2024-11-30T03:15:48.3Z,1,REGULAR,3pt,Jump Shot,[],1631099,31.750985545335087,20.833333333333336,1610612758,4,7,2024-11-30T03:15:52Z,320000,False,146.0,246.0,1,left,MISS K. Murray 28' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,28.6,Missed,,,,,,,,,,,,,,,,,,
33,PT08M49.00S,2024-11-30T03:15:50.3Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612758,4,7,2024-11-30T03:15:52Z,330000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT08M47.00S,2024-11-30T03:15:52.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,30.17411300919842,75.73529411764706,1610612758,4,7,2024-11-30T03:15:56Z,340000,False,-129.0,231.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
35,PT08M44.00S,2024-11-30T03:15:55.6Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612758,4,7,2024-11-30T03:15:56Z,350000,False,,,0,,K. Ellis REBOUND (Off:2 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,34.0,3.0,1.0,2.0,,,,,,,,,,,,,,
36,PT08M43.00S,2024-11-30T03:15:56.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203109,31.61957950065703,20.588235294117645,1610612758,4,7,2024-11-30T03:16:00Z,360000,False,147.0,245.0,1,left,MISS J. Crowder 28' 3PT,[203109],1610612758.0,SAC,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,28.55,Missed,,,,,,,,,,,,,,,,,,
