actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
179,PT12M00.00S,2022-03-05T03:47:19.2Z,2,REGULAR,substitution,out,['startperiod'],1630688,,,1610612756,26,24,2022-03-05T03:47:45Z,1780000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-05T03:47:19.2Z,2,REGULAR,substitution,out,['startperiod'],203109,,,1610612756,26,24,2022-03-05T03:47:45Z,1790000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-05T03:47:19.2Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612756,26,24,2022-03-05T03:47:45Z,1800000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-05T03:47:19.2Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612756,26,24,2022-03-05T03:47:45Z,1810000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-05T03:47:19.2Z,2,REGULAR,substitution,in,['startperiod'],201580,,,1610612756,26,24,2022-03-05T03:47:45Z,1820000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-05T03:48:20.2Z,2,REGULAR,period,start,[],0,,,1610612752,26,24,2022-03-05T03:48:20Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M40.00S,2022-03-05T03:48:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,10.85742444152431,54.166666666666664,1610612752,26,24,2022-03-05T03:48:43Z,1840000,-21.0,50.0,1,left,MISS I. Quickley driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,,,,5.38,Missed,,,,,,,,,,,,,,,,
186,PT11M39.00S,2022-03-05T03:48:40.4Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,26,24,2022-03-05T03:48:43Z,1850000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,185.0,3.0,3.0,0.0,,,,,,
187,PT11M26.00S,2022-03-05T03:48:53.9Z,2,REGULAR,3pt,Jump Shot,[],1628470,87.33574244415243,3.9215686274509802,1610612756,26,24,2022-03-05T03:48:57Z,1860000,-230.0,67.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,23.98,Missed,,,,,,,,,,,,,,,,
188,PT11M24.00S,2022-03-05T03:48:55.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,24,2022-03-05T03:48:57Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,
189,PT11M24.00S,2022-03-05T03:48:58.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,26,24,2022-03-05T03:48:58Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M20.00S,2022-03-05T03:49:16.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629661,88.78120893561103,88.97058823529412,1610612756,26,24,2022-03-05T03:49:21Z,1890000,195.0,53.0,1,right,MISS C. Johnson 20' Jump Shot,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,20.2,Missed,,,,,,,,,,,,,,,,
191,PT11M20.00S,2022-03-05T03:49:16.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,24,2022-03-05T03:49:21Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,
192,PT11M20.00S,2022-03-05T03:49:22.0Z,2,REGULAR,foul,personal,[],1630579,,,1610612756,26,24,2022-03-05T03:49:34Z,1910000,,,0,,J. Sims loose ball personal FOUL (2 PF),"[1630579, 201580]",1610612752.0,NYK,loose ball,,,Sims,J. Sims,,,,,,,,,,,204058.0,2.0,0.0,McGee,201580.0,,,,,,,,,,
194,PT11M08.00S,2022-03-05T03:49:52.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,68.15045992115637,72.30392156862744,1610612756,26,24,2022-03-05T03:49:56Z,1930000,112.0,247.0,1,right,MISS C. Payne 27' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,27.09,Missed,,,,,,,,,,,,,,,,
195,PT11M06.00S,2022-03-05T03:49:54.4Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612752,26,24,2022-03-05T03:49:56Z,1940000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,194.0,1.0,1.0,0.0,,,,,,
196,PT10M59.00S,2022-03-05T03:50:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,7.178055190538765,45.09803921568628,1610612752,26,26,2022-03-05T03:50:04Z,1950000,25.0,15.0,1,left,C. Reddish driving bank Jump Shot (2 PTS),[1629629],1610612752.0,NYK,driving bank,,,Reddish,C. Reddish,,,,,,,,2.87,Made,2.0,,,,,,,,,,,,,,,
197,PT10M46.00S,2022-03-05T03:50:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,81.2910643889619,51.225490196078425,1610612756,26,26,2022-03-05T03:50:17Z,1960000,6.0,123.0,1,right,MISS J. McGee 12' floating Shot,[201580],1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,,,,12.36,Missed,,,,,,,,,,,,,,,,
198,PT10M45.00S,2022-03-05T03:50:15.5Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,26,2022-03-05T03:50:17Z,1970000,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,197.0,4.0,4.0,0.0,,,,,,
199,PT10M34.00S,2022-03-05T03:50:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.995400788436268,47.794117647058826,1610612752,26,28,2022-03-05T03:51:42Z,1980000,11.0,4.0,1,left,R. Barrett driving Layup (5 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,1.17,Made,5.0,,,,,,,,,,,,,,,
200,PT10M13.00S,2022-03-05T03:50:47.2Z,2,REGULAR,3pt,Jump Shot,[],1629013,93.24901445466492,3.6764705882352944,1610612756,29,28,2022-03-05T03:50:50Z,1990000,-232.0,11.0,1,right,L. Shamet 3PT  (3 PTS) (C. Payne 6 AST),"[1629013, 1626166]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.19,Made,3.0,,,,,,,,,,C. Payne,1626166.0,6.0,,,
202,PT09M52.00S,2022-03-05T03:51:10.1Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612752,29,28,2022-03-05T03:51:17Z,2010000,,,0,,J. McGee shooting personal FOUL (2 PF) (Sims 2 FT),"[201580, 1630579]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,204058.0,2.0,0.0,Sims,1630579.0,,,,,,,,,,
204,PT09M52.00S,2022-03-05T03:51:52.8Z,2,REGULAR,freethrow,1 of 2,[],1630579,,,1610612752,29,28,2022-03-05T03:52:12Z,2030000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,Missed,,,,,,,,,,,,,,,,
206,PT09M52.00S,2022-03-05T03:51:52.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,29,28,2022-03-05T03:52:12Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,
207,PT09M52.00S,2022-03-05T03:52:13.2Z,2,REGULAR,freethrow,2 of 2,[],1630579,,,1610612752,29,29,2022-03-05T03:52:13Z,2060000,,,0,,J. Sims Free Throw 2 of 2 (1 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
208,PT09M40.00S,2022-03-05T03:52:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,92.32917214191852,47.794117647058826,1610612756,31,29,2022-03-05T03:52:30Z,2070000,-11.0,20.0,1,right,J. McGee alley-oop Layup (2 PTS) (C. Payne 7 AST),"[201580, 1626166]",1610612756.0,PHX,alley-oop,,,McGee,J. McGee,,,,,,,,2.25,Made,2.0,,,,,,,,,,C. Payne,1626166.0,7.0,,,
210,PT09M29.00S,2022-03-05T03:52:37.6Z,2,REGULAR,3pt,Jump Shot,[],1629628,21.107095926412615,91.42156862745098,1610612752,31,32,2022-03-05T03:52:41Z,2090000,-207.0,146.0,1,left,R. Barrett 25' 3PT  (8 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,25.33,Made,8.0,,,,,,,,,,,,,,,
211,PT09M00.00S,2022-03-05T03:53:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,84.83902759526939,36.51960784313725,1610612756,33,32,2022-03-05T03:53:08Z,2100000,-67.0,90.0,1,right,C. Payne 11' floating Jump Shot (4 PTS),[1626166],1610612756.0,PHX,floating,,,Payne,C. Payne,,,,,,,,11.24,Made,4.0,,,,,,,,,,,,,,,
212,PT08M40.00S,2022-03-05T03:53:28.3Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612752,33,32,2022-03-05T03:53:38Z,2110000,,,0,,J. McGee shooting personal FOUL (3 PF) (Quickley 2 FT),"[201580, 1630193]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,203592.0,3.0,0.0,Quickley,1630193.0,,,,,,,,,,
214,PT08M40.00S,2022-03-05T03:53:58.9Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,33,33,2022-03-05T03:53:58Z,2130000,,,0,,I. Quickley Free Throw 1 of 2 (4 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
215,PT08M40.00S,2022-03-05T03:53:59.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612752,33,33,2022-03-05T03:54:07Z,2140000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M40.00S,2022-03-05T03:53:59.5Z,2,REGULAR,substitution,out,[],201580,,,1610612752,33,33,2022-03-05T03:54:07Z,2150000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M40.00S,2022-03-05T03:53:59.5Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,33,33,2022-03-05T03:54:07Z,2160000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M40.00S,2022-03-05T03:53:59.5Z,2,REGULAR,substitution,in,[],1629028,,,1610612752,33,33,2022-03-05T03:54:07Z,2170000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M40.00S,2022-03-05T03:53:59.5Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,33,33,2022-03-05T03:54:07Z,2180000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M40.00S,2022-03-05T03:53:59.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,33,33,2022-03-05T03:54:07Z,2190000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M40.00S,2022-03-05T03:54:27.4Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,33,34,2022-03-05T03:54:27Z,2200000,,,0,,I. Quickley Free Throw 2 of 2 (5 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
222,PT08M30.00S,2022-03-05T03:54:42.8Z,2,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612756,33,34,2022-03-05T03:54:52Z,2210000,,,0,,M. McBride shooting personal FOUL (2 PF) (Payne 2 FT),"[1630540, 1626166]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,,,,,,,203592.0,2.0,0.0,Payne,1626166.0,,,,,,,,,,
224,PT08M30.00S,2022-03-05T03:55:11.8Z,2,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,34,34,2022-03-05T03:55:34Z,2230000,,,0,,C. Payne Free Throw 1 of 2 (5 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
225,PT08M30.00S,2022-03-05T03:55:11.8Z,2,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,34,34,2022-03-05T03:55:34Z,2240000,,,0,,MISS C. Payne Free Throw 2 of 2,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Missed,,,,,,,,,,,,,,,,
226,PT08M28.00S,2022-03-05T03:55:13.8Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,34,34,2022-03-05T03:55:34Z,2250000,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,225.0,5.0,5.0,0.0,,,,,,
227,PT08M10.00S,2022-03-05T03:55:51.9Z,2,REGULAR,3pt,Jump Shot,[],1629629,7.5722733245729295,95.34313725490196,1610612752,34,34,2022-03-05T03:55:55Z,2260000,-227.0,19.0,1,left,MISS C. Reddish 3PT,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,22.75,Missed,,,,,,,,,,,,,,,,
228,PT08M08.00S,2022-03-05T03:55:53.9Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,34,34,2022-03-05T03:55:55Z,2270000,,,0,,M. Robinson REBOUND (Off:3 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,227.0,6.0,3.0,3.0,,,,,,
229,PT08M06.00S,2022-03-05T03:55:56.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,27.808804204993432,79.16666666666666,1610612752,34,34,2022-03-05T03:56:01Z,2280000,-146.0,209.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,
230,PT08M03.00S,2022-03-05T03:55:59.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,34,34,2022-03-05T03:56:01Z,2290000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,
231,PT07M56.00S,2022-03-05T03:56:05.9Z,2,REGULAR,3pt,Jump Shot,[],1628969,91.40932982917214,95.83333333333334,1610612756,34,34,2022-03-05T03:56:09Z,2300000,229.0,28.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,23.09,Missed,,,,,,,,,,,,,,,,
232,PT07M54.00S,2022-03-05T03:56:07.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,34,34,2022-03-05T03:56:09Z,2310000,,,0,,I. Quickley REBOUND (Off:0 Def:6),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,231.0,6.0,6.0,0.0,,,,,,
233,PT07M46.00S,2022-03-05T03:56:18.4Z,2,REGULAR,foul,offensive,[],1629011,,,1610612752,34,34,2022-03-05T03:56:28Z,2320000,,,0,,M. Robinson offensive FOUL (1 PF),"[1629011, 1626166]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,2714.0,1.0,0.0,Payne,1626166.0,,,,,,,,,,
235,PT07M46.00S,2022-03-05T03:56:18.4Z,2,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,34,34,2022-03-05T03:56:18Z,2340000,,,0,,M. Robinson offensive foul TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,1.0,,,,,,2714.0,,,,,,,,,,,,,,
236,PT07M46.00S,2022-03-05T03:56:30.3Z,2,REGULAR,substitution,out,[],1630540,,,1610612756,34,34,2022-03-05T03:56:35Z,2350000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M46.00S,2022-03-05T03:56:30.3Z,2,REGULAR,substitution,in,[],203944,,,1610612756,34,34,2022-03-05T03:56:35Z,2360000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M32.00S,2022-03-05T03:56:52.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,68.41327201051249,32.84313725490196,1610612756,34,34,2022-03-05T03:56:57Z,2370000,-86.0,244.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,25.9,Missed,,,,,,,,,,,,,,,,
239,PT07M28.00S,2022-03-05T03:56:56.8Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,34,34,2022-03-05T03:56:57Z,2380000,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,238.0,2.0,1.0,1.0,,,,,,
240,PT07M21.00S,2022-03-05T03:57:04.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,28.728646517739815,74.75490196078431,1610612752,34,34,2022-03-05T03:57:26Z,2390000,-124.0,218.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,25.03,Missed,,,,,,,,,,,,,,,,
241,PT07M19.00S,2022-03-05T03:57:06.1Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,34,34,2022-03-05T03:57:07Z,2400000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,240.0,1.0,1.0,0.0,,,,,,
242,PT07M11.00S,2022-03-05T03:57:15.4Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612756,34,34,2022-03-05T03:57:21Z,2410000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629011, 1629661]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,2714.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,
244,PT07M11.00S,2022-03-05T03:57:57.1Z,2,REGULAR,freethrow,1 of 2,[],1629661,,,1610612756,34,34,2022-03-05T03:57:57Z,2430000,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
245,PT07M11.00S,2022-03-05T03:57:57.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,34,34,2022-03-05T03:57:57Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,
246,PT07M11.00S,2022-03-05T03:57:57.8Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,34,34,2022-03-05T03:58:09Z,2450000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M11.00S,2022-03-05T03:57:57.8Z,2,REGULAR,substitution,out,[],1629629,,,1610612756,34,34,2022-03-05T03:58:09Z,2460000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M11.00S,2022-03-05T03:57:57.8Z,2,REGULAR,substitution,in,[],203109,,,1610612756,34,34,2022-03-05T03:58:09Z,2470000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M11.00S,2022-03-05T03:57:57.8Z,2,REGULAR,substitution,in,[],203095,,,1610612756,34,34,2022-03-05T03:58:09Z,2480000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M11.00S,2022-03-05T03:58:21.9Z,2,REGULAR,freethrow,2 of 2,[],1629661,,,1610612756,35,34,2022-03-05T03:58:21Z,2490000,,,0,,C. Johnson Free Throw 2 of 2 (1 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
251,PT06M59.00S,2022-03-05T03:58:37.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.075558475689881,46.81372549019608,1610612752,35,36,2022-03-05T03:58:40Z,2500000,16.0,-5.0,1,left,M. Robinson alley-oop DUNK (4 PTS) (R. Barrett 1 AST),"[1629011, 1629628]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,,,,1.66,Made,4.0,,,,,,,,,,R. Barrett,1629628.0,1.0,,,
253,PT06M44.00S,2022-03-05T03:58:51.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,94.56307490144546,96.56862745098039,1610612756,38,36,2022-03-05T03:58:55Z,2520000,233.0,-1.0,1,right,C. Johnson 3PT  (4 PTS) (C. Payne 8 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,23.28,Made,4.0,,,,,,,,,,C. Payne,1626166.0,8.0,,,
255,PT06M17.00S,2022-03-05T03:59:24.7Z,2,REGULAR,2pt,Jump Shot,[],203944,13.222733245729303,72.79411764705883,1610612752,38,36,2022-03-05T04:00:04Z,2540000,-114.0,72.0,1,left,MISS J. Randle 13' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,,,,13.47,Missed,,,,,,,,,,,,,,,,
256,PT06M16.00S,2022-03-05T03:59:25.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,38,36,2022-03-05T04:00:04Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,
257,PT06M16.00S,2022-03-05T03:59:34.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612752,38,36,2022-03-05T03:59:38Z,2560000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,,
258,PT06M16.00S,2022-03-05T03:59:38.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,38,36,2022-03-05T03:59:38Z,2570000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M16.00S,2022-03-05T04:02:28.9Z,2,REGULAR,substitution,out,[],1630193,,,1610612756,38,36,2022-03-05T04:02:44Z,2580000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M16.00S,2022-03-05T04:02:28.9Z,2,REGULAR,substitution,in,[],202692,,,1610612756,38,36,2022-03-05T04:02:44Z,2590000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M04.00S,2022-03-05T04:03:04.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203109,68.28186596583443,63.23529411764706,1610612756,38,36,2022-03-05T04:03:07Z,2600000,66.0,246.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,,
262,PT06M01.00S,2022-03-05T04:03:07.2Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,38,36,2022-03-05T04:03:07Z,2610000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,261.0,2.0,2.0,0.0,,,,,,
263,PT05M45.00S,2022-03-05T04:03:26.9Z,2,REGULAR,foul,personal,[],1626166,,,1610612752,38,36,2022-03-05T04:03:37Z,2620000,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1629628]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,2714.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,
265,PT05M40.00S,2022-03-05T04:03:51.8Z,2,REGULAR,foul,personal,[],1626166,,,1610612752,38,36,2022-03-05T04:03:57Z,2640000,,,0,,C. Payne personal FOUL (2 PF),"[1626166, 202692]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,203592.0,2.0,0.0,Burks,202692.0,,,,,,,,,,
267,PT05M40.00S,2022-03-05T04:04:00.8Z,2,REGULAR,substitution,out,[],1626166,,,1610612752,38,36,2022-03-05T04:04:04Z,2660000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M40.00S,2022-03-05T04:04:00.8Z,2,REGULAR,substitution,in,[],1628988,,,1610612752,38,36,2022-03-05T04:04:04Z,2670000,,,0,,SUB in: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M30.00S,2022-03-05T04:04:23.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,10.463206307490145,61.029411764705884,1610612752,38,38,2022-03-05T04:04:25Z,2680000,-55.0,46.0,1,left,A. Burks 7' turnaround fadeaway Jump Shot (2 PTS),[202692],1610612752.0,NYK,turnaround fadeaway,,,Burks,A. Burks,,,,,,,,7.17,Made,2.0,,,,,,,,,,,,,,,
