actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
184,PT12M00.00S,2022-01-29T02:40:59.6Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612756,40,32,2022-01-29T02:41:23Z,1810000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-01-29T02:40:59.6Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612756,40,32,2022-01-29T02:41:23Z,1820000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-01-29T02:41:37.5Z,2,REGULAR,period,start,[],0,,,1610612750,40,32,2022-01-29T02:41:37Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M40.00S,2022-01-29T02:41:56.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,31.61957950065703,39.21568627450981,1610612750,40,32,2022-01-29T02:42:00Z,1840000,54.0,245.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,,,Missed,,25.06,,,,,,,,,,,,,
188,PT11M37.00S,2022-01-29T02:41:59.7Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,40,32,2022-01-29T02:42:00Z,1850000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,
189,PT11M34.00S,2022-01-29T02:42:03.0Z,2,REGULAR,turnover,bad pass,[],1629013,,,1610612756,40,32,2022-01-29T02:42:06Z,1860000,,,0,,L. Shamet bad pass TURNOVER (1 TO),"[1629013, 1630162]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,,
190,PT11M34.00S,2022-01-29T02:42:03.0Z,2,REGULAR,steal,,[],1630162,,,1610612750,40,32,2022-01-29T02:42:04Z,1870000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M29.00S,2022-01-29T02:42:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,7.5722733245729295,43.872549019607845,1610612750,40,34,2022-01-29T02:42:13Z,1880000,31.0,19.0,1,left,A. Edwards running Layup (10 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,Made,10.0,3.59,,,,,,,,,,,,,
192,PT11M09.00S,2022-01-29T02:42:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,90.48948751642575,48.529411764705884,1610612756,40,34,2022-01-29T02:42:32Z,1890000,-7.0,37.0,1,right,MISS J. Smith Layup - blocked,"[1630188, 1629675]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,Missed,,3.76,,,,,,,,,,,Reid,1629675.0,
193,PT11M09.00S,2022-01-29T02:42:26.9Z,2,REGULAR,block,,[],1629675,,,1610612756,40,34,2022-01-29T02:43:20Z,1900000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M09.00S,2022-01-29T02:42:26.9Z,2,REGULAR,rebound,offensive,[],1629013,,,1610612756,40,34,2022-01-29T02:43:20Z,1910000,,,0,,L. Shamet REBOUND (Off:1 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,192.0,3.0,2.0,1.0,,,,,,
195,PT11M05.00S,2022-01-29T02:42:32.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",101108,82.34231274638634,55.14705882352941,1610612756,42,34,2022-01-29T02:46:39Z,1920000,26.0,113.0,1,right,C. Paul 11' driving floating Jump Shot (2 PTS) (M. Bridges 1 AST),"[101108, 1628969]",1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,,,,,,Made,2.0,11.64,M. Bridges,1628969.0,1.0,,,,,,,,,,
196,PT10M52.00S,2022-01-29T02:42:44.9Z,2,REGULAR,3pt,Jump Shot,[],1627752,32.802233902759525,53.67647058823529,1610612750,42,37,2022-01-29T02:42:48Z,1930000,-18.0,256.0,1,left,T. Prince 25' 3PT pullup (7 PTS) (J. McLaughlin 1 AST),"[1627752, 1629162]",1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,,,,,,Made,7.0,25.65,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
198,PT10M35.00S,2022-01-29T02:43:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,89.70105124835742,47.549019607843135,1610612756,42,37,2022-01-29T02:43:09Z,1950000,-12.0,44.0,1,right,MISS J. Smith cutting Layup - blocked,"[1630188, 1629675]",1610612756.0,PHX,cutting,,,Smith,J. Smith,,,,,,,,,,Missed,,4.6,,,,,,,,,,,Reid,1629675.0,
199,PT10M35.00S,2022-01-29T02:43:03.3Z,2,REGULAR,block,,[],1629675,,,1610612756,42,37,2022-01-29T02:43:06Z,1960000,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M35.00S,2022-01-29T02:43:03.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,42,37,2022-01-29T02:43:09Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,
203,PT10M35.00S,2022-01-29T02:43:16.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,42,37,2022-01-29T02:43:41Z,1975000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M35.00S,2022-01-29T02:43:17.2Z,2,REGULAR,substitution,out,[],1629162,,,1610612756,42,37,2022-01-29T02:43:14Z,1980000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M35.00S,2022-01-29T02:43:17.2Z,2,REGULAR,substitution,in,[],1629669,,,1610612756,42,37,2022-01-29T02:43:14Z,1990000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M33.00S,2022-01-29T02:43:26.1Z,2,REGULAR,foul,personal,[],1629675,,,1610612756,42,37,2022-01-29T02:43:36Z,2010000,,,0,,N. Reid personal FOUL (2 PF),"[1629675, 1630188]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,203591.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,,
206,PT10M25.00S,2022-01-29T02:43:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,89.04402102496715,43.627450980392155,1610612756,44,37,2022-01-29T02:43:54Z,2030000,-32.0,50.0,1,right,J. Smith cutting Layup (2 PTS) (C. Paul 7 AST),"[1630188, 101108]",1610612756.0,PHX,cutting,,,Smith,J. Smith,,,,,,,,,,Made,2.0,5.97,C. Paul,101108.0,7.0,,,,,,,,,,
208,PT10M25.00S,2022-01-29T02:43:53.6Z,2,REGULAR,foul,personal,['1freethrow'],1629669,,,1610612756,44,37,2022-01-29T02:44:01Z,2050000,,,0,,J. Nowell shooting personal FOUL (3 PF) (Smith 1 FT),"[1629669, 1630188]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,202053.0,3.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,,
210,PT10M25.00S,2022-01-29T02:44:30.5Z,2,REGULAR,freethrow,1 of 1,[],1630188,,,1610612756,44,37,2022-01-29T02:44:32Z,2070000,,,0,,MISS J. Smith Free Throw 1 of 1,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,Missed,,,,,,,,,,,,,,,
211,PT10M23.00S,2022-01-29T02:44:32.5Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,44,37,2022-01-29T02:44:32Z,2080000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,
212,PT10M11.00S,2022-01-29T02:44:42.8Z,2,REGULAR,3pt,Jump Shot,[],1629669,33.459264126149804,56.61764705882353,1610612750,44,37,2022-01-29T02:44:46Z,2090000,-33.0,262.0,1,left,MISS J. Nowell 26' pullup 3PT,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,,,Missed,,26.41,,,,,,,,,,,,,
213,PT10M08.00S,2022-01-29T02:44:45.8Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,44,37,2022-01-29T02:44:46Z,2100000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,212.0,2.0,2.0,0.0,,,,,,
214,PT10M02.00S,2022-01-29T02:44:51.9Z,2,REGULAR,3pt,Jump Shot,[],1628969,81.15965834428384,93.62745098039215,1610612756,44,37,2022-01-29T02:44:54Z,2110000,218.0,125.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,Missed,,25.12,,,,,,,,,,,,,
215,PT10M00.00S,2022-01-29T02:44:53.9Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,44,37,2022-01-29T02:44:54Z,2120000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,
216,PT09M50.00S,2022-01-29T02:45:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.09789750328515,49.50980392156863,1610612750,44,37,2022-01-29T02:50:36Z,2130000,2.0,24.0,1,left,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,,,,,,Missed,,2.37,,,,,,,,,,,,,
218,PT09M47.00S,2022-01-29T02:45:07.3Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,44,37,2022-01-29T02:45:07Z,2150000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,216.0,3.0,3.0,0.0,,,,,,
219,PT09M42.00S,2022-01-29T02:45:11.4Z,2,REGULAR,3pt,Jump Shot,[],101108,67.88764783180025,29.411764705882355,1610612756,47,37,2022-01-29T02:45:16Z,2160000,-103.0,249.0,1,right,C. Paul 26' 3PT  (5 PTS) (L. Shamet 3 AST),"[101108, 1629013]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,5.0,26.98,L. Shamet,1629013.0,3.0,,,,,,,,,,
221,PT09M41.00S,2022-01-29T02:45:19.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,47,37,2022-01-29T02:45:19Z,2180000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M41.00S,2022-01-29T02:47:35.4Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,47,37,2022-01-29T02:48:00Z,2190000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M41.00S,2022-01-29T02:47:35.4Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,47,37,2022-01-29T02:48:00Z,2200000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M24.00S,2022-01-29T02:48:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.835085413929041,56.61764705882353,1610612750,47,39,2022-01-29T02:48:34Z,2210000,-33.0,21.0,1,left,A. Edwards driving Layup (12 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,Made,12.0,3.93,,,,,,,,,,,,,
225,PT09M04.00S,2022-01-29T02:48:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,91.93495400788436,41.42156862745098,1610612756,47,39,2022-01-29T02:48:57Z,2220000,-43.0,23.0,1,right,MISS L. Shamet driving Layup - blocked,"[1629013, 1627752]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,,,,,,Missed,,4.88,,,,,,,,,,,Prince,1627752.0,
309,PT09M04.00S,2022-01-29T02:48:51.1Z,2,REGULAR,block,,[],1627752,,,1610612756,47,39,2022-01-29T03:00:30Z,2230000,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M02.00S,2022-01-29T02:48:53.1Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,47,39,2022-01-29T02:48:57Z,2240000,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,225.0,3.0,3.0,0.0,,,,,,
229,PT09M00.00S,2022-01-29T02:48:56.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629675,8.09789750328515,54.41176470588235,1610612750,47,41,2022-01-29T02:56:48Z,2260000,-22.0,24.0,1,left,N. Reid running reverse Layup (2 PTS) (T. Prince 1 AST),"[1629675, 1627752]",1610612750.0,MIN,running reverse,,,Reid,N. Reid,,,,,,,,,,Made,2.0,3.23,T. Prince,1627752.0,1.0,,,,,,,,,,
231,PT09M00.00S,2022-01-29T02:49:02.7Z,2,REGULAR,violation,defensive goaltending,[],1630188,,,1610612750,47,41,2022-01-29T02:49:18Z,2280000,,,0,,J. Smith defensive goaltending VIOLATION,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,202053.0,,,,,,,,,,,,,,,,,,,,
232,PT08M44.00S,2022-01-29T02:49:26.6Z,2,REGULAR,3pt,Jump Shot,[],101108,65.39093298291722,58.82352941176471,1610612756,47,41,2022-01-29T03:19:10Z,2290000,44.0,273.0,1,right,MISS C. Paul 27' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,,Missed,,27.63,,,,,,,,,,,,,
233,PT08M42.00S,2022-01-29T02:49:28.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,47,41,2022-01-29T02:49:47Z,2300000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,
234,PT08M42.00S,2022-01-29T02:49:35.8Z,2,REGULAR,foul,personal,[],1630183,,,1610612756,47,41,2022-01-29T02:49:52Z,2310000,,,0,,J. McDaniels loose ball personal FOUL (1 PF),"[1630183, 1630188]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,203591.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,,
236,PT08M38.00S,2022-01-29T02:49:57.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,81.2910643889619,94.11764705882352,1610612756,50,41,2022-01-29T02:50:01Z,2330000,221.0,123.0,1,right,C. Johnson 25' 3PT  (5 PTS) (L. Shamet 4 AST),"[1629661, 1629013]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Made,5.0,25.28,L. Shamet,1629013.0,4.0,,,,,,,,,,
238,PT08M19.00S,2022-01-29T02:50:16.6Z,2,REGULAR,2pt,Jump Shot,[],1630183,26.363337713534822,54.65686274509803,1610612750,50,43,2022-01-29T02:50:20Z,2350000,-23.0,195.0,1,left,J. McDaniels 19' pullup Jump Shot (2 PTS) (T. Prince 2 AST),"[1630183, 1627752]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,,,Made,2.0,19.67,T. Prince,1627752.0,2.0,,,,,,,,,,
240,PT08M03.00S,2022-01-29T02:50:35.2Z,2,REGULAR,foul,personal,[],1630162,,,1610612756,50,43,2022-01-29T02:50:41Z,2370000,,,0,,A. Edwards personal FOUL (2 PF),"[1630162, 1630188]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,202053.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,,
242,PT07M56.00S,2022-01-29T02:50:58.3Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,50,43,2022-01-29T02:51:01Z,2390000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1630162]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,,,
243,PT07M56.00S,2022-01-29T02:50:58.3Z,2,REGULAR,steal,,[],1630162,,,1610612750,50,43,2022-01-29T03:00:37Z,2400000,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M48.00S,2022-01-29T02:51:05.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,27.283180026281208,19.362745098039216,1610612750,50,43,2022-01-29T02:51:12Z,2410000,153.0,204.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,Missed,,25.51,,,,,,,,,,,,,
245,PT07M46.00S,2022-01-29T02:51:07.5Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,50,43,2022-01-29T02:51:12Z,2420000,,,0,,L. Shamet REBOUND (Off:1 Def:3),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,244.0,4.0,3.0,1.0,,,,,,
246,PT07M37.00S,2022-01-29T02:51:16.4Z,2,REGULAR,2pt,Jump Shot,[],1630188,81.8166885676741,21.323529411764707,1610612756,50,43,2022-01-29T02:51:19Z,2430000,-143.0,118.0,1,right,MISS J. Smith 18' Jump Shot,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,Missed,,18.6,,,,,,,,,,,,,
247,PT07M35.00S,2022-01-29T02:51:18.4Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,50,43,2022-01-29T02:51:19Z,2440000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,246.0,5.0,3.0,2.0,,,,,,
248,PT07M25.00S,2022-01-29T02:51:28.4Z,2,REGULAR,3pt,Jump Shot,[],1627752,6.652431011826544,96.32352941176471,1610612750,50,46,2022-01-29T02:51:31Z,2450000,-232.0,10.0,1,left,T. Prince 3PT  (10 PTS) (A. Edwards 2 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Made,10.0,23.18,A. Edwards,1630162.0,2.0,,,,,,,,,,
250,PT07M01.00S,2022-01-29T02:51:53.0Z,2,REGULAR,3pt,Jump Shot,[],101108,69.85873850197109,22.30392156862745,1610612756,53,46,2022-01-29T02:51:57Z,2470000,-138.0,231.0,1,right,C. Paul 26' 3PT pullup bank (8 PTS),[101108],1610612756.0,PHX,pullup bank,,,Paul,C. Paul,,,,,,,,,,Made,8.0,26.92,,,,,,,,,,,,,
251,PT06M50.00S,2022-01-29T02:52:06.3Z,2,REGULAR,foul,personal,['2freethrow'],101108,,,1610612750,53,46,2022-01-29T02:52:16Z,2480000,,,0,,C. Paul shooting personal FOUL (1 PF) (Edwards 2 FT),"[101108, 1630162]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,202027.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,,
253,PT06M50.00S,2022-01-29T02:52:28.1Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,53,47,2022-01-29T02:52:28Z,2500000,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
255,PT06M50.00S,2022-01-29T02:52:40.5Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,53,48,2022-01-29T02:52:40Z,2510000,,,0,,A. Edwards Free Throw 2 of 2 (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
256,PT06M30.00S,2022-01-29T02:53:04.3Z,2,REGULAR,3pt,Jump Shot,[],1629661,67.49342969776609,29.901960784313726,1610612756,53,48,2022-01-29T02:53:07Z,2520000,-100.0,253.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,Missed,,27.23,,,,,,,,,,,,,
257,PT06M28.00S,2022-01-29T02:53:06.3Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,53,48,2022-01-29T02:53:07Z,2530000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,256.0,6.0,4.0,2.0,,,,,,
258,PT06M24.00S,2022-01-29T02:53:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629020,8.754927726675426,60.049019607843135,1610612750,53,50,2022-01-29T02:53:22Z,2540000,-50.0,30.0,1,left,J. Vanderbilt running Layup (2 PTS),[1629020],1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Made,2.0,5.84,,,,,,,,,,,,,
259,PT06M24.00S,2022-01-29T02:53:16.5Z,2,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612750,53,50,2022-01-29T02:53:43Z,2550000,,,0,,J. Smith shooting personal FOUL (2 PF) (Vanderbilt 1 FT),"[1630188, 1629020]",1610612756.0,PHX,shooting,,,Smith,J. Smith,,,,,202053.0,2.0,0.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,
261,PT06M24.00S,2022-01-29T02:53:29.6Z,2,REGULAR,substitution,out,[],1630188,,,1610612750,53,50,2022-01-29T02:53:42Z,2570000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M24.00S,2022-01-29T02:53:29.6Z,2,REGULAR,substitution,out,[],1629013,,,1610612750,53,50,2022-01-29T02:53:42Z,2580000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M24.00S,2022-01-29T02:53:29.6Z,2,REGULAR,substitution,out,[],1629661,,,1610612750,53,50,2022-01-29T02:53:42Z,2590000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M24.00S,2022-01-29T02:53:29.6Z,2,REGULAR,substitution,in,[],202687,,,1610612750,53,50,2022-01-29T02:53:42Z,2600000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M24.00S,2022-01-29T02:53:29.6Z,2,REGULAR,substitution,in,[],1630688,,,1610612750,53,50,2022-01-29T02:53:42Z,2610000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M24.00S,2022-01-29T02:53:29.6Z,2,REGULAR,substitution,in,[],1626164,,,1610612750,53,50,2022-01-29T02:53:42Z,2620000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M24.00S,2022-01-29T02:53:55.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629020,,,1610612750,53,51,2022-01-29T02:53:55Z,2630000,,,0,,J. Vanderbilt Free Throw 1 of 1 (3 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
268,PT06M08.00S,2022-01-29T02:54:16.0Z,2,REGULAR,3pt,Jump Shot,[],1630688,92.06636005256242,95.58823529411765,1610612756,53,51,2022-01-29T02:54:21Z,2640000,228.0,22.0,1,right,MISS I. Wainright 3PT - blocked,"[1630688, 1630162]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,Missed,,22.9,,,,,,,,,,,Edwards,1630162.0,
269,PT06M08.00S,2022-01-29T02:54:16.0Z,2,REGULAR,block,,[],1630162,,,1610612756,53,51,2022-01-29T02:54:20Z,2650000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M04.00S,2022-01-29T02:54:20.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,53,51,2022-01-29T02:54:21Z,2660000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,268.0,1.0,1.0,0.0,,,,,,
271,PT05M57.00S,2022-01-29T02:54:26.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,8.623521681997373,57.84313725490197,1610612750,53,53,2022-01-29T02:54:29Z,2670000,-39.0,29.0,1,left,J. Vanderbilt cutting Layup (5 PTS) (A. Edwards 3 AST),"[1629020, 1630162]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Made,5.0,4.85,A. Edwards,1630162.0,3.0,,,,,,,,,,
273,PT05M46.00S,2022-01-29T02:54:37.9Z,2,REGULAR,2pt,Jump Shot,[],1626164,92.85479632063075,66.42156862745098,1610612756,55,53,2022-01-29T02:54:40Z,2690000,82.0,15.0,1,right,D. Booker 8' pullup Jump Shot (16 PTS) (C. Paul 8 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,Made,16.0,8.34,C. Paul,101108.0,8.0,,,,,,,,,,
275,PT05M39.00S,2022-01-29T02:54:47.6Z,2,REGULAR,foul,personal,['2freethrow'],101108,,,1610612750,55,53,2022-01-29T02:54:55Z,2710000,,,0,,C. Paul shooting personal FOUL (2 PF) (Edwards 2 FT),"[101108, 1630162]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,202053.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,,
