actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-12T02:11:04.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-12T02:11:04Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2022-03-12T02:11:09.7Z,1,REGULAR,jumpball,recovered,[],1626166,,,1610612756,0,0,2022-03-12T02:11:09Z,40000,,,0,,Jump Ball D. Ayton vs. S. Barnes: Tip to C. Payne,"[1626166, 1629028, 1630567]",1610612756.0,PHX,startperiod,C. Payne,1626166.0,Payne,C. Payne,Ayton,1629028.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-03-12T02:11:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.9862023653088,51.71568627450981,1610612756,0,0,2022-03-12T02:14:24Z,70000,9.0,13.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2022-03-12T02:11:20.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,0,0,2022-03-12T02:11:22Z,80000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2022-03-12T02:11:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.1268068331143235,48.28431372549019,1610612761,0,2,2022-03-12T02:13:23Z,90000,9.0,5.0,1,left,S. Barnes alley-oop Layup (2 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",1610612761.0,TOR,alley-oop,,,Barnes,S. Barnes,,,,,1.0,Made,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,
11,PT11M15.00S,2022-03-12T02:11:47.3Z,1,REGULAR,2pt,Jump Shot,[],1628969,79.58278580814718,60.29411764705882,1610612756,0,2,2022-03-12T02:11:51Z,110000,51.0,139.0,1,right,MISS M. Bridges 14' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,14.86,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2022-03-12T02:11:49.3Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,0,2,2022-03-12T02:11:51Z,120000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M05.00S,2022-03-12T02:11:58.0Z,1,REGULAR,3pt,Jump Shot,[],1629018,27.808804204993432,20.098039215686274,1610612761,0,2,2022-03-12T02:12:03Z,130000,150.0,209.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2022-03-12T02:12:01.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,0,2,2022-03-12T02:12:03Z,140000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M54.00S,2022-03-12T02:12:09.4Z,1,REGULAR,3pt,Jump Shot,[],203109,92.9862023653088,2.941176470588235,1610612756,0,2,2022-03-12T02:12:12Z,150000,-235.0,13.0,1,right,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2022-03-12T02:12:11.4Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,0,2,2022-03-12T02:12:12Z,160000,,,0,,K. Birch REBOUND (Off:0 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
