actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M33.00S,2021-12-03T02:11:42.6Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2021-12-03T02:11:44Z,180000,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,17.0,3.0,2.0,1.0,,,,,,,,,,,,,,
19,PT10M22.00S,2021-12-03T02:11:53.5Z,1,REGULAR,2pt,Jump Shot,[],1630180,25.04927726675427,49.754901960784316,1610612765,0,0,2021-12-03T02:11:59Z,190000,1.0,183.0,1,left,MISS S. Bey 18' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,
20,PT10M19.00S,2021-12-03T02:11:56.5Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,0,0,2021-12-03T02:11:56Z,200000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M12.00S,2021-12-03T02:12:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,72.35545335085413,77.94117647058823,1610612756,0,0,2021-12-03T02:12:06Z,210000,140.0,207.0,1,right,MISS M. Bridges 25' pullup 3PT,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
22,PT10M10.00S,2021-12-03T02:12:05.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,0,0,2021-12-03T02:12:06Z,220000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M00.00S,2021-12-03T02:12:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,32.53942181340342,60.29411764705882,1610612765,0,3,2021-12-03T02:12:19Z,230000,-51.0,253.0,1,left,C. Cunningham 25' 3PT  (3 PTS) (J. Grant 1 AST),"[1630595, 203924]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.86,Made,,,,,3.0,J. Grant,203924.0,1.0,,,,,,,,,,
25,PT09M39.00S,2021-12-03T02:12:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,94.69448094612353,47.30392156862745,1610612756,2,3,2021-12-03T02:12:41Z,250000,-13.0,-3.0,1,right,D. Ayton driving reverse Layup (2 PTS),[1629028],1610612756.0,PHX,driving reverse,,,Ayton,D. Ayton,,,,,1.37,Made,,,,,2.0,,,,,,,,,,,,,
27,PT09M29.00S,2021-12-03T02:12:46.7Z,1,REGULAR,2pt,Jump Shot,[],1630595,20.844283837056505,31.127450980392158,1610612765,2,3,2021-12-03T02:12:50Z,270000,94.0,143.0,1,left,MISS C. Cunningham 17' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,17.17,Missed,,,,,,,,,,,,,,,,,,
28,PT09M26.00S,2021-12-03T02:12:49.7Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,2,3,2021-12-03T02:12:50Z,280000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M19.00S,2021-12-03T02:12:59.3Z,1,REGULAR,foul,personal,[],1630180,,,1610612756,2,3,2021-12-03T02:13:34Z,290000,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 101108]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,2715.0,1.0,0.0,Paul,101108.0,,,,,
31,PT09M05.00S,2021-12-03T02:13:30.9Z,1,REGULAR,2pt,Jump Shot,[],101108,84.70762155059133,27.941176470588236,1610612756,4,3,2021-12-03T02:13:34Z,310000,-110.0,91.0,1,right,C. Paul 14' turnaround fadeaway Jump Shot (2 PTS),[101108],1610612756.0,PHX,turnaround fadeaway,,,Paul,C. Paul,,,,,14.31,Made,,,,,2.0,,,,,,,,,,,,,
32,PT08M48.00S,2021-12-03T02:13:47.9Z,1,REGULAR,2pt,Jump Shot,[],203924,9.149145860709593,20.588235294117645,1610612765,4,5,2021-12-03T02:13:50Z,320000,147.0,34.0,1,left,J. Grant 15' Jump Shot (2 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,15.09,Made,,,,,2.0,,,,,,,,,,,,,
33,PT08M36.00S,2021-12-03T02:14:08.8Z,1,REGULAR,foul,personal,[],1630595,,,1610612756,4,5,2021-12-03T02:14:13Z,330000,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1629013]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,202901.0,1.0,0.0,Shamet,1629013.0,,,,,
35,PT08M26.00S,2021-12-03T02:14:40.5Z,1,REGULAR,3pt,Jump Shot,[],1629013,74.72076215505913,85.5392156862745,1610612756,7,5,2021-12-03T02:14:44Z,350000,178.0,185.0,1,right,L. Shamet 25' 3PT  (3 PTS) (D. Ayton 1 AST),"[1629013, 1629028]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.66,Made,,,,,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,,
37,PT08M03.00S,2021-12-03T02:15:03.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,22.28975032851511,12.009803921568627,1610612765,7,5,2021-12-03T02:15:08Z,370000,190.0,157.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
38,PT08M00.00S,2021-12-03T02:15:06.6Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,7,5,2021-12-03T02:15:08Z,380000,,,0,,C. Cunningham REBOUND (Off:1 Def:0),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT07M59.00S,2021-12-03T02:15:08.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630595,9.149145860709593,57.107843137254896,1610612765,7,7,2021-12-03T02:15:12Z,390000,-36.0,34.0,1,left,C. Cunningham Hook (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,4.88,Made,,,,,5.0,,,,,,,,,,,,,
40,PT07M46.00S,2021-12-03T02:15:23.9Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612756,7,7,2021-12-03T02:15:30Z,400000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Paul 2 FT),"[1630595, 101108]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,2715.0,2.0,0.0,Paul,101108.0,,,,,
42,PT07M46.00S,2021-12-03T02:15:45.3Z,1,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,8,7,2021-12-03T02:15:45Z,420000,,,0,,C. Paul Free Throw 1 of 2 (3 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
43,PT07M46.00S,2021-12-03T02:16:02.5Z,1,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,9,7,2021-12-03T02:16:02Z,430000,,,0,,C. Paul Free Throw 2 of 2 (4 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
44,PT07M34.00S,2021-12-03T02:16:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,15.062417871222076,55.63725490196079,1610612765,9,7,2021-12-03T02:16:19Z,440000,-28.0,89.0,1,left,MISS J. Grant 9' driving floating Shot,[203924],1610612765.0,DET,driving floating,,,Grant,J. Grant,,,,,9.35,Missed,,,,,,,,,,,,,,,,,,
45,PT07M32.00S,2021-12-03T02:16:18.8Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,9,7,2021-12-03T02:16:19Z,450000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M15.00S,2021-12-03T02:16:35.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,90.3580814717477,95.09803921568627,1610612756,12,7,2021-12-03T02:16:39Z,460000,225.0,38.0,1,right,M. Bridges 3PT  (3 PTS) (C. Paul 1 AST),"[1628969, 101108]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,22.87,Made,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,,,
48,PT06M54.00S,2021-12-03T02:16:57.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,14.14257555847569,91.91176470588235,1610612765,12,7,2021-12-03T02:17:01Z,480000,-210.0,80.0,1,left,MISS C. Cunningham 22' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,
49,PT06M52.00S,2021-12-03T02:16:59.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,12,7,2021-12-03T02:17:01Z,490000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
50,PT06M43.00S,2021-12-03T02:17:10.5Z,1,REGULAR,foul,personal,[],1630595,,,1610612756,12,7,2021-12-03T02:17:17Z,500000,,,0,,C. Cunningham personal FOUL (3 PF),"[1630595, 101108]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,1193.0,3.0,0.0,Paul,101108.0,,,,,
52,PT06M43.00S,2021-12-03T02:17:23.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,12,7,2021-12-03T02:17:23Z,520000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M43.00S,2021-12-03T02:19:50.7Z,1,REGULAR,substitution,out,[],1630595,,,1610612756,12,7,2021-12-03T02:20:12Z,530000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M43.00S,2021-12-03T02:19:50.7Z,1,REGULAR,substitution,in,[],1628402,,,1610612756,12,7,2021-12-03T02:20:12Z,540000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M31.00S,2021-12-03T02:20:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,86.94152431011827,46.81372549019608,1610612756,12,7,2021-12-03T02:20:28Z,550000,-16.0,70.0,1,right,MISS M. Bridges 7' fadeaway Shot,[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,7.2,Missed,,,,,,,,,,,,,,,,,,
56,PT06M27.00S,2021-12-03T02:20:26.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,12,7,2021-12-03T02:20:28Z,560000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,55.0,4.0,3.0,1.0,,,,,,,,,,,,,,
57,PT06M12.00S,2021-12-03T02:20:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,6.652431011826544,54.65686274509803,1610612765,12,7,2021-12-03T02:20:45Z,570000,-23.0,10.0,1,left,MISS J. Grant driving bank Shot,[203924],1610612765.0,DET,driving bank,,,Grant,J. Grant,,,,,2.54,Missed,,,,,,,,,,,,,,,,,,
58,PT06M10.00S,2021-12-03T02:20:45.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,12,7,2021-12-03T02:20:45Z,580000,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,57.0,4.0,4.0,0.0,,,,,,,,,,,,,,
59,PT06M06.00S,2021-12-03T02:20:48.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203109,70.51576872536137,25.0,1610612756,12,7,2021-12-03T02:21:44Z,590000,-125.0,225.0,1,right,MISS J. Crowder 25' running 3PT,[203109],1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
60,PT06M03.00S,2021-12-03T02:20:51.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,12,7,2021-12-03T02:20:53Z,600000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT05M57.00S,2021-12-03T02:20:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,5.863994743758213,51.71568627450981,1610612765,12,9,2021-12-03T02:21:00Z,610000,-9.0,3.0,1,left,J. Grant running Layup (4 PTS) (S. Bey 1 AST),"[203924, 1630180]",1610612765.0,DET,running,,,Grant,J. Grant,,,,,0.9,Made,,,,,4.0,S. Bey,1630180.0,1.0,,,,,,,,,,
63,PT05M46.00S,2021-12-03T02:21:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,80.50262812089356,65.44117647058823,1610612756,12,9,2021-12-03T02:21:10Z,630000,77.0,131.0,1,right,MISS D. Ayton 15' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,
64,PT05M44.00S,2021-12-03T02:21:10.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,12,9,2021-12-03T02:21:10Z,640000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT05M34.00S,2021-12-03T02:21:20.7Z,1,REGULAR,turnover,bad pass,[],1630180,,,1610612765,12,9,2021-12-03T02:21:23Z,650000,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1628969]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628969.0,,
66,PT05M34.00S,2021-12-03T02:21:20.7Z,1,REGULAR,steal,,[],1628969,,,1610612756,12,9,2021-12-03T02:21:22Z,660000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M29.00S,2021-12-03T02:21:28.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612756,12,9,2021-12-03T02:23:12Z,670000,,,0,,K. Hayes personal FOUL (1 PF) (Ayton 2 FT),"[1630165, 1629028]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,2715.0,1.0,0.0,Ayton,1629028.0,,,,,
69,PT05M29.00S,2021-12-03T02:21:49.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629028,,,1610612756,13,9,2021-12-03T02:22:04Z,690000,,,0,,D. Ayton Free Throw 1 of 2 (3 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
70,PT05M29.00S,2021-12-03T02:21:49.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629028,,,1610612756,13,9,2021-12-03T02:22:04Z,700000,,,0,,MISS D. Ayton Free Throw 2 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT05M26.00S,2021-12-03T02:21:52.1Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,13,9,2021-12-03T02:22:04Z,710000,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,70.0,3.0,3.0,0.0,,,,,,,,,,,,,,
72,PT05M16.00S,2021-12-03T02:22:19.0Z,1,REGULAR,foul,personal,[],1629013,,,1610612765,13,9,2021-12-03T02:22:25Z,720000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 203924]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,2715.0,1.0,0.0,Grant,203924.0,,,,,
74,PT05M16.00S,2021-12-03T02:22:25.0Z,1,REGULAR,substitution,out,[],1629013,,,1610612765,13,9,2021-12-03T02:22:34Z,740000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M16.00S,2021-12-03T02:22:25.0Z,1,REGULAR,substitution,out,[],203109,,,1610612765,13,9,2021-12-03T02:22:34Z,750000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M16.00S,2021-12-03T02:22:25.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,13,9,2021-12-03T02:22:34Z,760000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M16.00S,2021-12-03T02:22:25.0Z,1,REGULAR,substitution,in,[],1629661,,,1610612765,13,9,2021-12-03T02:22:34Z,770000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2021-12-03T02:22:25.0Z,1,REGULAR,substitution,in,[],1626166,,,1610612765,13,9,2021-12-03T02:22:34Z,780000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2021-12-03T02:22:25.0Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,13,9,2021-12-03T02:22:34Z,790000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M08.00S,2021-12-03T02:22:53.2Z,1,REGULAR,2pt,Jump Shot,[],203924,9.411957950065702,21.813725490196077,1610612765,13,11,2021-12-03T02:22:56Z,800000,141.0,36.0,1,left,J. Grant 14' pullup Jump Shot (6 PTS),[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,14.54,Made,,,,,6.0,,,,,,,,,,,,,
81,PT04M48.00S,2021-12-03T02:23:12.8Z,1,REGULAR,2pt,Jump Shot,[],1626166,91.40932982917214,66.17647058823529,1610612756,13,11,2021-12-03T02:23:16Z,810000,81.0,28.0,1,right,MISS C. Payne 8' driving bank Shot,[1626166],1610612756.0,PHX,driving bank,,,Payne,C. Payne,,,,,8.57,Missed,,,,,,,,,,,,,,,,,,
82,PT04M46.00S,2021-12-03T02:23:14.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,13,11,2021-12-03T02:23:16Z,820000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,81.0,5.0,4.0,1.0,,,,,,,,,,,,,,
83,PT04M38.00S,2021-12-03T02:23:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628402,17.821944809461236,34.55882352941176,1610612765,13,13,2021-12-03T02:23:27Z,830000,77.0,115.0,1,left,F. Jackson 13' driving floating bank Jump Shot (2 PTS) (J. Grant 2 AST),"[1628402, 203924]",1610612765.0,DET,driving floating bank,,,Jackson,F. Jackson,,,,,13.85,Made,,,,,2.0,J. Grant,203924.0,2.0,,,,,,,,,,
85,PT04M28.00S,2021-12-03T02:23:35.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612756,13,13,2021-12-03T02:23:44Z,850000,,,0,,K. Hayes personal FOUL (2 PF) (Paul 2 FT),"[1630165, 101108]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,202901.0,2.0,0.0,Paul,101108.0,,,,,
87,PT04M28.00S,2021-12-03T02:23:58.1Z,1,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,14,13,2021-12-03T02:23:58Z,870000,,,0,,C. Paul Free Throw 1 of 2 (5 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
88,PT04M28.00S,2021-12-03T02:24:14.0Z,1,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,15,13,2021-12-03T02:24:14Z,880000,,,0,,C. Paul Free Throw 2 of 2 (6 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
89,PT04M11.00S,2021-12-03T02:24:36.2Z,1,REGULAR,foul,personal,['2freethrow'],101108,,,1610612765,15,13,2021-12-03T02:24:40Z,890000,,,0,,C. Paul shooting personal FOUL (1 PF) (Grant 2 FT),"[101108, 203924]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,,,,,,,,,,,2715.0,1.0,0.0,Grant,203924.0,,,,,
91,PT04M11.00S,2021-12-03T02:24:59.4Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,15,14,2021-12-03T02:25:25Z,910000,,,0,,J. Grant Free Throw 1 of 2 (7 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
