actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
83,PT03M53.00S,2021-12-11T03:30:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630188,6.521024967148489,52.20588235294118,1610612756,17,20,2021-12-11T03:34:43Z,810000,-11.0,9.0,1,left,J. Smith Layup (2 PTS),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,1.41,Made,,,,,,,2.0,,,,,,,,,,,
84,PT03M44.00S,2021-12-11T03:30:31.7Z,1,REGULAR,foul,offensive,[],1629684,,,1610612738,17,20,2021-12-11T03:30:44Z,820000,,,0,,G. Williams offensive FOUL (1 PF),"[1629684, 1626166]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Payne,1626166.0,,,
86,PT03M44.00S,2021-12-11T03:30:31.7Z,1,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,17,20,2021-12-11T03:30:31Z,840000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1148.0,,,,,1.0,,
87,PT03M34.00S,2021-12-11T03:30:55.8Z,1,REGULAR,foul,personal,[],203471,,,1610612756,17,20,2021-12-11T03:31:14Z,850000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1626166]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Payne,1626166.0,,,
89,PT03M28.00S,2021-12-11T03:31:17.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,26.757555847568987,16.666666666666664,1610612756,20,20,2021-12-11T03:31:21Z,870000,167.0,199.0,1,left,C. Payne 25' 3PT  (3 PTS) (C. Paul 3 AST),"[1626166, 101108]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,25.96,Made,,,,,,,3.0,C. Paul,101108.0,3.0,,,,,,,,
91,PT03M10.00S,2021-12-11T03:31:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,91.5407358738502,48.77450980392157,1610612738,20,20,2021-12-11T03:31:44Z,890000,-6.0,27.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 101108]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.77,Missed,Paul,101108.0,,,,,,,,,,,,,,,,
92,PT03M10.00S,2021-12-11T03:31:36.6Z,1,REGULAR,block,,[],101108,,,1610612738,20,20,2021-12-11T03:31:38Z,900000,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M10.00S,2021-12-11T03:31:36.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,20,20,2021-12-11T03:31:44Z,910000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,
94,PT03M10.00S,2021-12-11T03:31:41.8Z,1,REGULAR,substitution,out,[],101108,,,1610612756,20,20,2021-12-11T03:31:45Z,920000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M10.00S,2021-12-11T03:31:41.8Z,1,REGULAR,substitution,in,[],203901,,,1610612756,20,20,2021-12-11T03:31:45Z,930000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M52.00S,2021-12-11T03:32:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,9.937582128777924,47.794117647058826,1610612756,20,20,2021-12-11T03:32:12Z,940000,11.0,41.0,1,left,MISS C. Johnson pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,4.24,Missed,,,,,,,,,,,,,,,,,,
97,PT02M50.00S,2021-12-11T03:32:09.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,20,2021-12-11T03:32:12Z,950000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,
98,PT02M41.00S,2021-12-11T03:32:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,93.38042049934296,50.98039215686274,1610612738,20,22,2021-12-11T03:32:22Z,960000,5.0,10.0,1,right,A. Horford driving Layup (2 PTS) (D. Schroder 1 AST),"[201143, 203471]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,1.09,Made,,,,,,,2.0,D. Schroder,203471.0,1.0,,,,,,,,
100,PT02M35.00S,2021-12-11T03:32:24.5Z,1,REGULAR,turnover,bad pass,[],1626166,,,1610612756,20,22,2021-12-11T03:32:28Z,980000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1630174]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0
101,PT02M35.00S,2021-12-11T03:32:24.5Z,1,REGULAR,steal,,[],1630174,,,1610612738,20,22,2021-12-11T03:33:01Z,990000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M27.00S,2021-12-11T03:32:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201143,69.85873850197109,68.38235294117648,1610612738,20,22,2021-12-11T03:32:36Z,1000000,92.0,231.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,
103,PT02M25.00S,2021-12-11T03:32:34.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612756,20,22,2021-12-11T03:32:36Z,1010000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,
104,PT02M05.00S,2021-12-11T03:32:54.8Z,1,REGULAR,3pt,Jump Shot,[],1629661,31.488173455978973,28.431372549019606,1610612756,20,22,2021-12-11T03:32:58Z,1020000,108.0,243.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,
105,PT02M04.00S,2021-12-11T03:32:55.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,20,22,2021-12-11T03:32:58Z,1030000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,
106,PT02M04.00S,2021-12-11T03:33:08.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,20,22,2021-12-11T03:33:08Z,1040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612738,20,22,2021-12-11T03:36:08Z,1050000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612738,20,22,2021-12-11T03:36:08Z,1060000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,20,22,2021-12-11T03:36:08Z,1070000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,out,[],201143,,,1610612738,20,22,2021-12-11T03:36:08Z,1080000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,out,[],203471,,,1610612738,20,22,2021-12-11T03:36:08Z,1090000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,in,[],1630688,,,1610612738,20,22,2021-12-11T03:36:08Z,1100000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,in,[],201580,,,1610612738,20,22,2021-12-11T03:36:08Z,1110000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,in,[],203935,,,1610612738,20,22,2021-12-11T03:36:08Z,1120000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,20,22,2021-12-11T03:36:08Z,1130000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M04.00S,2021-12-11T03:35:50.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,20,22,2021-12-11T03:36:08Z,1140000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M42.00S,2021-12-11T03:36:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,94.30026281208936,46.81372549019608,1610612738,20,22,2021-12-11T03:36:48Z,1150000,-16.0,1.0,1,right,MISS J. Tatum driving bank Shot,[1628369],1610612738.0,BOS,driving bank,,,Tatum,J. Tatum,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
123,PT01M40.00S,2021-12-11T03:36:47.4Z,1,REGULAR,rebound,defensive,[],203901,,,1610612756,20,22,2021-12-11T03:36:48Z,1160000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,
124,PT01M23.00S,2021-12-11T03:37:04.7Z,1,REGULAR,3pt,Jump Shot,[],1630688,24.655059132720105,16.176470588235293,1610612756,20,22,2021-12-11T03:37:08Z,1170000,169.0,179.0,1,left,MISS I. Wainright 24' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
125,PT01M19.00S,2021-12-11T03:37:08.7Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,20,22,2021-12-11T03:37:08Z,1180000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,
126,PT01M07.00S,2021-12-11T03:37:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.70762155059133,40.44117647058824,1610612738,20,22,2021-12-11T03:37:25Z,1190000,-48.0,91.0,1,right,MISS M. Smart 10' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,10.3,Missed,,,,,,,,,,,,,,,,,,
127,PT01M05.00S,2021-12-11T03:37:21.2Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,20,22,2021-12-11T03:37:22Z,1200000,,,0,,J. McGee REBOUND (Off:2 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,126.0,6.0,4.0,2.0,,,,,,,,,,,,
128,PT00M59.40S,2021-12-11T03:37:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,16.113666228646515,47.30392156862745,1610612756,22,22,2021-12-11T03:37:38Z,1210000,13.0,99.0,1,left,C. Payne 9' floating Jump Shot (5 PTS),[1626166],1610612756.0,PHX,floating,,,Payne,C. Payne,,,,,9.99,Made,,,,,,,5.0,,,,,,,,,,,
129,PT00M46.50S,2021-12-11T03:37:45.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.95088699080158,77.47395833333334,1610612738,22,22,2021-12-11T03:38:18Z,1220000,137.0,202.0,1,right,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,
130,PT00M45.40S,2021-12-11T03:37:46.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,22,22,2021-12-11T03:37:47Z,1230000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,
131,PT00M45.40S,2021-12-11T03:37:54.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,22,22,2021-12-11T03:37:54Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M31.80S,2021-12-11T03:38:11.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,30.56833114323259,28.921568627450984,1610612756,25,22,2021-12-11T03:38:21Z,1250000,105.0,235.0,1,left,C. Johnson 25' 3PT  (3 PTS) (C. Payne 1 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.74,Made,,,,,,,3.0,C. Payne,1626166.0,1.0,,,,,,,,
134,PT00M13.50S,2021-12-11T03:38:34.9Z,1,REGULAR,2pt,Jump Shot,[],1629057,76.42904073587385,59.80392156862745,1610612738,25,24,2021-12-11T03:38:38Z,1270000,49.0,169.0,1,right,R. Williams III 17' Jump Shot (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,17.61,Made,,,,,,,4.0,,,,,,,,,,,
135,PT00M06.30S,2021-12-11T03:38:53.3Z,1,REGULAR,foul,personal,[],1630174,,,1610612756,25,24,2021-12-11T03:39:02Z,1280000,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1626166]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Payne,1626166.0,,,
137,PT00M00.20S,2021-12-11T03:39:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630688,12.171484888304862,61.029411764705884,1610612756,25,24,2021-12-11T03:39:32Z,1300000,-55.0,62.0,1,left,MISS I. Wainright 8' driving floating bank Shot - blocked,"[1630688, 1629057]",1610612756.0,PHX,driving floating bank,,,Wainright,I. Wainright,,,,,8.29,Missed,Williams III,1629057.0,,,,,,,,,,,,,,,,
140,PT00M00.20S,2021-12-11T03:39:14.9Z,1,REGULAR,block,,[],1629057,,,1610612756,25,24,2021-12-11T03:41:33Z,1305000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M00.10S,2021-12-11T03:39:15.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,25,24,2021-12-11T03:39:48Z,1310000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,
139,PT00M00.00S,2021-12-11T03:39:34.3Z,1,REGULAR,period,end,[],0,,,1610612738,25,24,2021-12-11T03:39:34Z,1320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-12-11T03:41:58.6Z,2,REGULAR,substitution,out,['startperiod'],1630688,,,1610612738,25,24,2021-12-11T03:42:41Z,1330000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-12-11T03:41:58.6Z,2,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,25,24,2021-12-11T03:42:41Z,1340000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-11T03:41:58.6Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,25,24,2021-12-11T03:42:41Z,1350000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-11T03:41:58.6Z,2,REGULAR,substitution,in,['startperiod'],1629013,,,1610612738,25,24,2021-12-11T03:42:41Z,1360000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-11T03:41:58.6Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,25,24,2021-12-11T03:42:41Z,1370000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-11T03:41:58.6Z,2,REGULAR,substitution,in,['startperiod'],202683,,,1610612738,25,24,2021-12-11T03:42:41Z,1380000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-11T03:42:58.1Z,2,REGULAR,period,start,[],0,,,1610612756,25,24,2021-12-11T03:42:58Z,1390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M48.00S,2021-12-11T03:43:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,15.456636005256241,50.245098039215684,1610612756,25,24,2021-12-11T03:43:12Z,1400000,-1.0,93.0,1,left,MISS E. Payton 9' driving floating Shot,[203901],1610612756.0,PHX,driving floating,,,Payton,E. Payton,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,
149,PT11M46.00S,2021-12-11T03:43:11.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,24,2021-12-11T03:43:12Z,1410000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,
150,PT11M38.00S,2021-12-11T03:43:19.4Z,2,REGULAR,3pt,Jump Shot,[],1629641,71.30420499342969,78.18627450980392,1610612738,25,24,2021-12-11T03:43:23Z,1420000,141.0,217.0,1,right,MISS R. Langford 25' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
151,PT11M35.00S,2021-12-11T03:43:21.7Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,25,24,2021-12-11T03:43:21Z,1430000,,,0,,E. Freedom REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,
152,PT11M34.00S,2021-12-11T03:43:22.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,94.82588699080158,51.71568627450981,1610612738,25,24,2021-12-11T03:43:30Z,1440000,9.0,-4.0,1,right,MISS E. Freedom Layup - blocked,"[202683, 201580]",1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,0.94,Missed,McGee,201580.0,,,,,,,,,,,,,,,,
154,PT11M34.00S,2021-12-11T03:43:22.6Z,2,REGULAR,block,,[],201580,,,1610612738,25,24,2021-12-11T03:43:30Z,1445000,,,0,,J. McGee BLOCK (2 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M34.00S,2021-12-11T03:43:22.6Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,25,24,2021-12-11T03:43:30Z,1450000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,
155,PT11M20.00S,2021-12-11T03:43:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,9.543363994743759,39.950980392156865,1610612756,25,24,2021-12-11T03:43:40Z,1460000,50.0,37.0,1,left,MISS C. Payne 6' driving floating bank Shot,[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,
156,PT11M18.00S,2021-12-11T03:43:39.5Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,25,24,2021-12-11T03:43:40Z,1470000,,,0,,J. McGee REBOUND (Off:3 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,155.0,7.0,4.0,3.0,,,,,,,,,,,,
157,PT11M18.00S,2021-12-11T03:43:40.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,5.601182654402102,50.0,1610612756,27,24,2021-12-11T03:43:45Z,1480000,0.0,0.0,1,left,J. McGee putback Layup (6 PTS),[201580],1610612756.0,PHX,putback,,,McGee,J. McGee,,,,,0.02,Made,,,,,,,6.0,,,,,,,,,,,
158,PT11M06.00S,2021-12-11T03:43:51.0Z,2,REGULAR,2pt,Jump Shot,[],203935,83.26215505913272,24.019607843137255,1610612738,27,24,2021-12-11T03:43:55Z,1490000,-130.0,105.0,1,right,MISS M. Smart 16' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,16.69,Missed,,,,,,,,,,,,,,,,,,
159,PT11M04.00S,2021-12-11T03:43:53.0Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,27,24,2021-12-11T03:43:55Z,1500000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,
160,PT10M54.00S,2021-12-11T03:44:06.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,27,24,2021-12-11T03:44:06Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M49.00S,2021-12-11T03:44:25.4Z,2,REGULAR,3pt,Jump Shot,[],203901,13.61695137976347,4.901960784313726,1610612756,27,24,2021-12-11T03:44:29Z,1520000,225.0,75.0,1,left,MISS E. Payton 3PT,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,
162,PT10M47.00S,2021-12-11T03:44:27.4Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,27,24,2021-12-11T03:44:29Z,1530000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,
163,PT10M39.00S,2021-12-11T03:44:34.9Z,2,REGULAR,3pt,Jump Shot,[],203935,71.96123521681997,17.647058823529413,1610612738,27,24,2021-12-11T03:44:41Z,1540000,-162.0,211.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
164,PT10M33.00S,2021-12-11T03:44:40.9Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,27,24,2021-12-11T03:44:41Z,1550000,,,0,,E. Freedom REBOUND (Off:2 Def:0),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,163.0,2.0,0.0,2.0,,,,,,,,,,,,
165,PT10M33.00S,2021-12-11T03:44:40.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202683,94.40999984741211,50.0,1610612738,27,26,2021-12-11T03:45:06Z,1560000,0.0,0.0,1,right,E. Freedom tip Layup (2 PTS),[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,
166,PT10M19.00S,2021-12-11T03:44:54.4Z,2,REGULAR,3pt,Jump Shot,[],201580,32.802233902759525,51.71568627450981,1610612756,30,26,2021-12-11T03:44:58Z,1570000,-9.0,256.0,1,left,J. McGee 25' 3PT  (9 PTS) (C. Payne 2 AST),"[201580, 1626166]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,25.59,Made,,,,,,,9.0,C. Payne,1626166.0,2.0,,,,,,,,
168,PT10M03.00S,2021-12-11T03:45:11.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,73.53810775295663,79.65686274509804,1610612738,30,26,2021-12-11T03:45:14Z,1590000,148.0,196.0,1,right,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
169,PT10M00.00S,2021-12-11T03:45:14.4Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,30,26,2021-12-11T03:45:14Z,1600000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,,,,,
170,PT09M50.00S,2021-12-11T03:45:24.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,11.432325886990801,46.4077818627451,1610612756,30,26,2021-12-11T03:46:30Z,1610000,18.0,55.0,1,left,MISS J. McGee driving Hook,[201580],1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,
171,PT09M48.00S,2021-12-11T03:45:26.1Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,30,26,2021-12-11T03:46:18Z,1620000,,,0,,J. McGee REBOUND (Off:4 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,170.0,8.0,4.0,4.0,,,,,,,,,,,,
172,PT09M47.00S,2021-12-11T03:45:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,5.863994743758213,46.568627450980394,1610612756,30,26,2021-12-11T03:45:37Z,1630000,17.0,3.0,1,left,MISS J. McGee putback Layup,[201580],1610612756.0,PHX,putback,,,McGee,J. McGee,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,
173,PT09M47.00S,2021-12-11T03:45:27.3Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,30,26,2021-12-11T03:45:33Z,1640000,,,0,,J. McGee REBOUND (Off:5 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,172.0,9.0,4.0,5.0,,,,,,,,,,,,
