actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
91,PT04M14.00S,2021-12-24T02:24:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630581,6.783837056504599,45.588235294117645,1610612760,19,8,2021-12-24T02:24:36Z,880000,22.0,11.0,1,left,MISS J. Giddey reverse Layup,[1630581],1610612760.0,OKC,reverse,,,Giddey,J. Giddey,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M12.00S,2021-12-24T02:24:32.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,19,8,2021-12-24T02:24:36Z,890000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
93,PT04M08.00S,2021-12-24T02:24:36.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,91.40932982917214,94.36274509803921,1610612756,19,8,2021-12-24T02:24:45Z,900000,222.0,28.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,22.36,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M05.00S,2021-12-24T02:24:39.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,19,8,2021-12-24T02:24:45Z,910000,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,93.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
95,PT03M58.00S,2021-12-24T02:24:46.3Z,1,REGULAR,3pt,Jump Shot,[],1628983,31.225361366622867,29.411764705882355,1610612760,19,8,2021-12-24T02:24:52Z,920000,103.0,241.0,1,left,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
96,PT03M56.00S,2021-12-24T02:24:48.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,19,8,2021-12-24T02:24:52Z,930000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,95.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
97,PT03M46.00S,2021-12-24T02:24:59.9Z,1,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612756,19,8,2021-12-24T02:25:11Z,940000,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Ayton 2 FT),"[1630526, 1629028]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,1146.0,,,,1.0,0.0,Ayton,1629028.0,,,
99,PT03M46.00S,2021-12-24T02:25:29.4Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,19,8,2021-12-24T02:25:29Z,960000,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M46.00S,2021-12-24T02:25:29.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,19,8,2021-12-24T02:25:29Z,970000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,
101,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,out,[],101108,,,1610612756,19,8,2021-12-24T02:25:46Z,980000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,out,[],203109,,,1610612756,19,8,2021-12-24T02:25:46Z,990000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,out,[],1630526,,,1610612756,19,8,2021-12-24T02:25:46Z,1000000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612756,19,8,2021-12-24T02:25:46Z,1010000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,out,[],1630598,,,1610612756,19,8,2021-12-24T02:25:46Z,1020000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,19,8,2021-12-24T02:25:46Z,1030000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,19,8,2021-12-24T02:25:46Z,1040000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,in,[],1629647,,,1610612756,19,8,2021-12-24T02:25:46Z,1050000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,in,[],1630544,,,1610612756,19,8,2021-12-24T02:25:46Z,1060000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M46.00S,2021-12-24T02:25:30.2Z,1,REGULAR,substitution,in,[],203488,,,1610612756,19,8,2021-12-24T02:25:46Z,1070000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M46.00S,2021-12-24T02:25:52.3Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,20,8,2021-12-24T02:25:52Z,1080000,,,0,,D. Ayton Free Throw 2 of 2 (9 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
112,PT03M36.00S,2021-12-24T02:26:06.3Z,1,REGULAR,violation,kicked ball,[],1629661,,,1610612760,20,8,2021-12-24T02:26:18Z,1090000,,,0,,C. Johnson kicked ball VIOLATION,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,1628951.0,,,,,,,,,,
113,PT03M36.00S,2021-12-24T02:26:16.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612760,20,8,2021-12-24T02:26:18Z,1100000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M36.00S,2021-12-24T02:26:16.8Z,1,REGULAR,substitution,in,[],201580,,,1610612760,20,8,2021-12-24T02:26:18Z,1110000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M36.00S,2021-12-24T02:26:31.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,20,8,2021-12-24T02:26:31Z,1120000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M31.00S,2021-12-24T02:29:29.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,20,8,2021-12-24T02:29:29Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M26.00S,2021-12-24T02:29:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628983,32.670827858081466,57.59803921568627,1610612760,20,8,2021-12-24T02:29:54Z,1140000,-38.0,255.0,1,left,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M24.00S,2021-12-24T02:29:50.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,20,8,2021-12-24T02:29:54Z,1150000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
162,PT03M10.00S,2021-12-24T02:29:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,89.04402102496715,63.48039215686274,1610612756,20,8,2021-12-24T02:36:13Z,1155000,67.0,50.0,1,right,MISS M. Bridges 8' Jump Shot,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,8.42,Missed,,,,,,,,,,,,,,,,,,,
163,PT03M09.00S,2021-12-24T02:29:57.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,20,8,2021-12-24T02:36:13Z,1157500,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
121,PT03M01.00S,2021-12-24T02:30:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,16.113666228646515,49.26470588235294,1610612760,20,10,2021-12-24T02:36:16Z,1180000,4.0,99.0,1,left,S. Gilgeous-Alexander 9' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,9.91,Made,,,,,,,,4.0,,,,,,,,,,,
122,PT02M43.00S,2021-12-24T02:30:31.4Z,1,REGULAR,3pt,Jump Shot,[],1629661,90.22667542706965,2.696078431372549,1610612756,23,10,2021-12-24T02:30:35Z,1190000,-237.0,39.0,1,right,C. Johnson 3PT  (3 PTS) (C. Payne 1 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.98,Made,,,,,,,,3.0,,C. Payne,1626166.0,1.0,,,,,,,
124,PT02M34.00S,2021-12-24T02:30:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,9.806176084099869,96.81372549019608,1610612760,23,10,2021-12-24T02:30:46Z,1210000,-234.0,40.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,23.74,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M32.00S,2021-12-24T02:30:42.0Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,23,10,2021-12-24T02:30:46Z,1220000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
126,PT02M24.00S,2021-12-24T02:30:50.5Z,1,REGULAR,3pt,Jump Shot,[],1626166,68.28186596583443,25.49019607843137,1610612756,23,10,2021-12-24T02:30:56Z,1230000,-123.0,246.0,1,right,MISS C. Payne 27' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M24.00S,2021-12-24T02:30:53.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,23,10,2021-12-24T02:30:53Z,1240000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,
128,PT02M24.00S,2021-12-24T02:30:56.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,23,10,2021-12-24T02:30:56Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M24.00S,2021-12-24T02:31:01.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612760,23,10,2021-12-24T02:31:08Z,1260000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M24.00S,2021-12-24T02:31:01.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,23,10,2021-12-24T02:31:08Z,1270000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M24.00S,2021-12-24T02:31:01.7Z,1,REGULAR,substitution,in,[],1629013,,,1610612760,23,10,2021-12-24T02:31:08Z,1280000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M24.00S,2021-12-24T02:31:01.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,23,10,2021-12-24T02:31:08Z,1290000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M09.00S,2021-12-24T02:31:25.7Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,23,10,2021-12-24T02:31:29Z,1300000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1629661]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,2.0,Johnson,1629661.0,,,,,,,,,,,,
134,PT02M09.00S,2021-12-24T02:31:25.7Z,1,REGULAR,steal,,[],1629661,,,1610612756,23,10,2021-12-24T02:31:27Z,1310000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M07.00S,2021-12-24T02:31:30.5Z,1,REGULAR,foul,personal,['2freethrow'],203488,,,1610612756,23,10,2021-12-24T02:31:46Z,1320000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Johnson 2 FT),"[203488, 1629661]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Johnson,1629661.0,,,
137,PT02M07.00S,2021-12-24T02:32:07.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629661,,,1610612756,23,10,2021-12-24T02:32:07Z,1340000,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
138,PT02M07.00S,2021-12-24T02:32:07.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,23,10,2021-12-24T02:32:07Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,
139,PT02M07.00S,2021-12-24T02:32:08.1Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,23,10,2021-12-24T02:32:10Z,1360000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M07.00S,2021-12-24T02:32:08.1Z,1,REGULAR,substitution,in,[],203901,,,1610612756,23,10,2021-12-24T02:32:10Z,1370000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M07.00S,2021-12-24T02:32:24.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629661,,,1610612756,24,10,2021-12-24T02:32:24Z,1380000,,,0,,C. Johnson Free Throw 2 of 2 (4 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,,,,,,,,4.0,,,,,,,,,,,
142,PT01M54.00S,2021-12-24T02:32:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.046649145860711,41.42156862745098,1610612760,24,12,2021-12-24T02:32:52Z,1390000,43.0,14.0,1,left,D. Bazley driving Layup (2 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,4.5,Made,,,,,,,,2.0,,,,,,,,,,,
143,PT01M54.00S,2021-12-24T02:32:44.7Z,1,REGULAR,foul,personal,['1freethrow'],1629013,,,1610612760,24,12,2021-12-24T02:32:54Z,1400000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Bazley 1 FT),"[1629013, 1629647]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Bazley,1629647.0,,,
145,PT01M54.00S,2021-12-24T02:33:04.5Z,1,REGULAR,freethrow,1 of 1,[],1629647,,,1610612760,24,13,2021-12-24T02:33:04Z,1420000,,,0,,D. Bazley Free Throw 1 of 1 (3 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
146,PT01M45.00S,2021-12-24T02:33:15.3Z,1,REGULAR,3pt,Jump Shot,[],1629013,76.2976346911958,11.029411764705882,1610612756,27,13,2021-12-24T02:33:21Z,1430000,-195.0,170.0,1,right,L. Shamet 25' 3PT  (3 PTS) (C. Johnson 1 AST),"[1629013, 1629661]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.88,Made,,,,,,,,3.0,,C. Johnson,1629661.0,1.0,,,,,,,
148,PT01M21.00S,2021-12-24T02:33:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.937582128777924,48.77450980392157,1610612760,27,15,2021-12-24T02:33:48Z,1450000,6.0,41.0,1,left,S. Gilgeous-Alexander finger roll Layup (6 PTS),[1628983],1610612760.0,OKC,finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.14,Made,,,,,,,,6.0,,,,,,,,,,,
149,PT01M07.00S,2021-12-24T02:33:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,90.88370565045992,60.5392156862745,1610612756,29,15,2021-12-24T02:34:05Z,1460000,53.0,33.0,1,right,C. Payne 6' driving finger roll Layup (2 PTS),[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,6.23,Made,,,,,,,,2.0,,,,,,,,,,,
150,PT00M57.50S,2021-12-24T02:34:02.8Z,1,REGULAR,3pt,Jump Shot,[],203488,33.196452036793694,53.431372549019606,1610612760,29,15,2021-12-24T02:34:10Z,1470000,-17.0,260.0,1,left,MISS M. Muscala 26' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M57.50S,2021-12-24T02:34:02.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,29,15,2021-12-24T02:34:10Z,1480000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
152,PT00M50.40S,2021-12-24T02:34:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201580,91.93495400788436,43.627450980392155,1610612756,29,15,2021-12-24T02:34:17Z,1490000,-32.0,23.0,1,right,MISS J. McGee alley-oop Layup,[201580],1610612756.0,PHX,alley-oop,,,McGee,J. McGee,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M47.70S,2021-12-24T02:34:12.7Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,29,15,2021-12-24T02:34:17Z,1500000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT00M29.70S,2021-12-24T02:34:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203488,13.222733245729303,51.9607843137255,1610612760,29,17,2021-12-24T02:34:35Z,1520000,-10.0,72.0,1,left,M. Muscala 7' pullup Jump Shot (2 PTS) (S. Gilgeous-Alexander 2 AST),"[203488, 1628983]",1610612760.0,OKC,pullup,,,Muscala,M. Muscala,,,,,7.25,Made,,,,,,,,2.0,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,
157,PT00M05.80S,2021-12-24T02:34:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,88.25558475689881,55.88235294117647,1610612756,29,17,2021-12-24T02:40:52Z,1540000,29.0,58.0,1,right,MISS C. Payne 6' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,6.49,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M03.90S,2021-12-24T02:34:58.4Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,29,17,2021-12-24T02:35:01Z,1550000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
159,PT00M00.00S,2021-12-24T02:35:03.3Z,1,REGULAR,2pt,Jump Shot,[],1629647,22.421156373193167,75.24509803921569,1610612760,29,17,2021-12-24T02:41:27Z,1560000,-126.0,158.0,1,left,MISS D. Bazley 20' pullup Shot,[1629647],1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,20.24,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2021-12-24T02:35:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,29,17,2021-12-24T02:35:09Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-12-24T02:35:08.7Z,1,REGULAR,period,end,[],0,,,1610612760,29,17,2021-12-24T02:35:08Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-24T02:37:10.8Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,29,17,2021-12-24T02:37:38Z,1590000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-24T02:37:10.8Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,29,17,2021-12-24T02:37:38Z,1600000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-24T02:37:10.8Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,29,17,2021-12-24T02:37:38Z,1610000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-24T02:37:10.8Z,2,REGULAR,substitution,in,['startperiod'],1630197,,,1610612760,29,17,2021-12-24T02:37:38Z,1620000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-24T02:37:51.5Z,2,REGULAR,period,start,[],0,,,1610612760,29,17,2021-12-24T02:37:51Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M51.00S,2021-12-24T02:37:59.4Z,2,REGULAR,turnover,bad pass,[],1629026,,,1610612760,29,17,2021-12-24T02:38:03Z,1640000,,,0,,K. Williams bad pass TURNOVER (1 TO),"[1629026, 1629661]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1.0,Johnson,1629661.0,,,,,,,,,,,,
170,PT11M51.00S,2021-12-24T02:37:59.4Z,2,REGULAR,steal,,[],1629661,,,1610612756,29,17,2021-12-24T02:38:01Z,1650000,,,0,,C. Johnson STEAL (2 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M39.00S,2021-12-24T02:38:11.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,75.77201051248358,87.99019607843137,1610612756,32,17,2021-12-24T02:38:15Z,1660000,190.0,175.0,1,right,C. Johnson 25' 3PT  (7 PTS) (E. Payton 1 AST),"[1629661, 203901]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.84,Made,,,,,,,,7.0,,E. Payton,203901.0,1.0,,,,,,,
173,PT11M19.00S,2021-12-24T02:38:31.2Z,2,REGULAR,3pt,Jump Shot,[],1630197,27.94021024967148,82.59803921568627,1610612760,32,17,2021-12-24T02:38:35Z,1680000,-163.0,210.0,1,left,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M17.00S,2021-12-24T02:38:33.2Z,2,REGULAR,rebound,defensive,[],203901,,,1610612756,32,17,2021-12-24T02:38:35Z,1690000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
175,PT11M07.00S,2021-12-24T02:38:43.8Z,2,REGULAR,turnover,bad pass,[],203901,,,1610612756,32,17,2021-12-24T02:38:48Z,1700000,,,0,,E. Payton bad pass TURNOVER (1 TO),"[203901, 1629647]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,1.0,Bazley,1629647.0,,,,,,,,,,,,
176,PT11M07.00S,2021-12-24T02:38:43.8Z,2,REGULAR,steal,,[],1629647,,,1610612760,32,17,2021-12-24T02:38:45Z,1710000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M02.00S,2021-12-24T02:38:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,9.674770039421814,58.82352941176471,1610612760,32,17,2021-12-24T02:43:01Z,1720000,-44.0,38.0,1,left,MISS T. Mann running Layup,[1630544],1610612760.0,OKC,running,,,Mann,T. Mann,,,,,5.85,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M01.00S,2021-12-24T02:38:50.1Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,32,17,2021-12-24T02:38:50Z,1730000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,177.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
