actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
93,PT04M04.00S,2022-02-27T21:00:23.5Z,1,REGULAR,turnover,bad pass,[],1628988,,,1610612756,26,20,2022-02-27T21:00:27Z,920000,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 202355]",1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,1.0,Whiteside,202355.0,,,,,,
94,PT04M04.00S,2022-02-27T21:00:23.5Z,1,REGULAR,steal,,[],202355,,,1610612762,26,20,2022-02-27T21:00:25Z,930000,,,0,,H. Whiteside STEAL (1 STL),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M59.00S,2022-02-27T21:00:28.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202355,94.1688567674113,50.73529411764706,1610612762,26,22,2022-02-27T21:00:31Z,940000,4.0,2.0,1,right,H. Whiteside running DUNK (2 PTS),[202355],1610612762.0,UTA,running,,,Whiteside,H. Whiteside,,,,,0.44,Made,,,,,,,2.0,,,,,,,,,,,,
96,PT03M47.00S,2022-02-27T21:00:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,6.258212877792378,50.98039215686274,1610612756,26,22,2022-02-27T21:00:46Z,950000,-5.0,6.0,1,left,MISS A. Holiday driving Layup,[1628988],1610612756.0,PHX,driving,,,Holiday,A. Holiday,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2022-02-27T21:00:42.4Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,26,22,2022-02-27T21:01:08Z,960000,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,
98,PT03M45.00S,2022-02-27T21:00:45.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201580,5.590000152587891,50.0,1610612756,28,22,2022-02-27T21:01:12Z,970000,0.0,0.0,1,left,J. McGee tip DUNK (2 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
99,PT03M29.00S,2022-02-27T21:00:57.7Z,1,REGULAR,2pt,Jump Shot,[],1628378,76.5604467805519,66.91176470588235,1610612762,28,22,2022-02-27T21:01:03Z,980000,85.0,168.0,1,right,MISS D. Mitchell 18' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,18.79,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M29.00S,2022-02-27T21:00:57.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,28,22,2022-02-27T21:01:03Z,990000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,
101,PT03M29.00S,2022-02-27T21:01:02.8Z,1,REGULAR,foul,personal,[],1628969,,,1610612762,28,22,2022-02-27T21:01:13Z,1000000,,,0,,M. Bridges loose ball personal FOUL (1 PF),"[1628969, 202355]",1610612756.0,PHX,loose ball,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Whiteside,202355.0,
103,PT03M13.00S,2022-02-27T21:01:33.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627863,93.51182654402102,61.76470588235294,1610612762,28,24,2022-02-27T21:02:06Z,1020000,59.0,8.0,1,right,D. House Jr. fadeaway Jump Shot (2 PTS) (J. Clarkson 1 AST),"[1627863, 203903]",1610612762.0,UTA,fadeaway,,,House Jr.,D. House Jr.,,,,,5.94,Made,,,,,,,2.0,J. Clarkson,203903.0,1.0,,,,,,,,,
105,PT03M02.00S,2022-02-27T21:01:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,7.30946123521682,54.65686274509803,1610612756,30,24,2022-02-27T21:02:27Z,1040000,-23.0,16.0,1,left,D. Booker driving Layup (8 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,2.84,Made,,,,,,,8.0,,,,,,,,,,,,
106,PT02M38.00S,2022-02-27T21:02:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,87.20433639947439,48.77450980392157,1610612762,30,24,2022-02-27T21:02:15Z,1050000,-6.0,68.0,1,right,MISS D. Mitchell 6' turnaround fadeaway Shot,[1628378],1610612762.0,UTA,turnaround fadeaway,,,Mitchell,D. Mitchell,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
107,PT02M36.00S,2022-02-27T21:02:11.5Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,30,24,2022-02-27T21:02:15Z,1060000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,
108,PT02M34.00S,2022-02-27T21:02:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,93.64323258869908,50.73529411764706,1610612762,30,26,2022-02-27T21:02:18Z,1070000,4.0,7.0,1,right,H. Whiteside putback Layup (4 PTS),[202355],1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,0.82,Made,,,,,,,4.0,,,,,,,,,,,,
109,PT02M20.00S,2022-02-27T21:02:27.8Z,1,REGULAR,2pt,Jump Shot,[],1626164,8.623521681997373,72.05882352941177,1610612756,32,26,2022-02-27T21:02:30Z,1080000,-110.0,29.0,1,left,D. Booker 11' pullup Jump Shot (10 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,11.39,Made,,,,,,,10.0,,,,,,,,,,,,
110,PT02M03.00S,2022-02-27T21:02:47.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612762,32,26,2022-02-27T21:06:23Z,1090000,,,0,,T. Craig personal FOUL (1 PF) (Mitchell 2 FT),"[1628470, 1628378]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Mitchell,1628378.0,
112,PT02M03.00S,2022-02-27T21:03:03.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,32,26,2022-02-27T21:03:03Z,1110000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M03.00S,2022-02-27T21:05:03.9Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,32,26,2022-02-27T21:06:08Z,1120000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M03.00S,2022-02-27T21:05:03.9Z,1,REGULAR,substitution,in,[],203497,,,1610612762,32,26,2022-02-27T21:06:08Z,1140000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M03.00S,2022-02-27T21:05:03.9Z,1,REGULAR,substitution,in,[],200752,,,1610612762,32,26,2022-02-27T21:06:08Z,1150000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M03.00S,2022-02-27T21:05:03.9Z,1,REGULAR,substitution,out,[],202355,,,1610612762,32,26,2022-02-27T21:06:23Z,1160000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M03.00S,2022-02-27T21:06:34.6Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,32,27,2022-02-27T21:06:57Z,1170000,,,0,,D. Mitchell Free Throw 1 of 2 (11 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
119,PT02M03.00S,2022-02-27T21:06:34.6Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,32,27,2022-02-27T21:06:57Z,1180000,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M01.00S,2022-02-27T21:06:36.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,32,27,2022-02-27T21:06:57Z,1190000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,
121,PT01M44.00S,2022-02-27T21:07:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,13.222733245729303,44.11764705882353,1610612756,32,27,2022-02-27T21:07:18Z,1200000,29.0,72.0,1,left,MISS A. Holiday 7' driving floating Shot,[1628988],1610612756.0,PHX,driving floating,,,Holiday,A. Holiday,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,,
122,PT01M42.00S,2022-02-27T21:07:15.1Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,32,27,2022-02-27T21:07:15Z,1210000,,,0,,J. McGee REBOUND (Off:2 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,121.0,2.0,0.0,2.0,,,,,,,,,,,,,
123,PT01M34.00S,2022-02-27T21:07:25.3Z,1,REGULAR,violation,kicked ball,[],1628378,,,1610612756,32,27,2022-02-27T21:07:32Z,1220000,,,0,,D. Mitchell kicked ball VIOLATION,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,202007.0,,,,,
124,PT01M34.00S,2022-02-27T21:07:28.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612756,32,27,2022-02-27T21:07:45Z,1230000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M34.00S,2022-02-27T21:07:28.4Z,1,REGULAR,substitution,in,[],201144,,,1610612756,32,27,2022-02-27T21:07:45Z,1240000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M34.00S,2022-02-27T21:07:28.4Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,32,27,2022-02-27T21:07:49Z,1250000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M34.00S,2022-02-27T21:07:28.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,32,27,2022-02-27T21:07:49Z,1260000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M22.00S,2022-02-27T21:08:05.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,10.33180026281209,45.83333333333333,1610612756,32,27,2022-02-27T21:08:10Z,1270000,21.0,45.0,1,left,MISS J. McGee driving Layup - blocked,"[201580, 1627863]",1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,4.92,Missed,House Jr.,1627863.0,,,,,,,,,,,,,,,,,
129,PT01M22.00S,2022-02-27T21:08:05.6Z,1,REGULAR,block,,[],1627863,,,1610612756,32,27,2022-02-27T21:08:07Z,1280000,,,0,,D. House Jr. BLOCK (1 BLK),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M20.00S,2022-02-27T21:08:07.6Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,32,27,2022-02-27T21:08:10Z,1290000,,,0,,J. McGee REBOUND (Off:3 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,128.0,3.0,0.0,3.0,,,,,,,,,,,,,
131,PT01M19.00S,2022-02-27T21:08:08.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201580,7.046649145860711,49.754901960784316,1610612756,32,27,2022-02-27T21:08:12Z,1300000,1.0,14.0,1,left,MISS J. McGee Hook,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M18.00S,2022-02-27T21:08:09.5Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612762,32,27,2022-02-27T21:08:12Z,1310000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT01M06.00S,2022-02-27T21:08:21.5Z,1,REGULAR,3pt,Jump Shot,[],203903,91.5407358738502,4.166666666666666,1610612762,32,27,2022-02-27T21:08:25Z,1320000,-229.0,27.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M03.00S,2022-02-27T21:08:24.5Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,32,27,2022-02-27T21:08:25Z,1330000,,,0,,J. McGee REBOUND (Off:3 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,133.0,4.0,1.0,3.0,,,,,,,,,,,,,
135,PT00M46.00S,2022-02-27T21:08:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,14.011169513797633,34.068627450980394,1610612756,32,27,2022-02-27T21:08:45Z,1340000,80.0,79.0,1,left,MISS D. Booker 11' driving bank Shot,[1626164],1610612756.0,PHX,driving bank,,,Booker,D. Booker,,,,,11.24,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M44.30S,2022-02-27T21:08:44.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,32,27,2022-02-27T21:08:45Z,1350000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,
137,PT00M40.00S,2022-02-27T21:08:48.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200752,71.30420499342969,77.69607843137256,1610612762,32,30,2022-02-27T21:08:53Z,1360000,138.0,217.0,1,right,R. Gay 25' 3PT running pullup (3 PTS) (M. Conley 1 AST),"[200752, 201144]",1610612762.0,UTA,running pullup,,,Gay,R. Gay,,,,,25.76,Made,,,,,,,3.0,M. Conley,201144.0,1.0,,,,,,,,,
139,PT00M34.10S,2022-02-27T21:09:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628470,7.30946123521682,2.941176470588235,1610612756,32,30,2022-02-27T21:09:09Z,1380000,235.0,16.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M31.00S,2022-02-27T21:09:06.2Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,32,30,2022-02-27T21:09:09Z,1390000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,
141,PT00M24.50S,2022-02-27T21:09:13.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203497,93.64323258869908,51.225490196078425,1610612762,32,32,2022-02-27T21:09:19Z,1400000,6.0,7.0,1,right,R. Gobert running alley-oop DUNK (2 PTS) (J. Clarkson 2 AST),"[203497, 203903]",1610612762.0,UTA,running alley-oop,,,Gobert,R. Gobert,,,,,0.95,Made,,,,,,,2.0,J. Clarkson,203903.0,2.0,,,,,,,,,
143,PT00M01.80S,2022-02-27T21:09:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,6.652431011826544,52.69607843137255,1610612756,32,32,2022-02-27T21:09:40Z,1420000,-13.0,10.0,1,left,MISS D. Booker driving bank Shot,[1626164],1610612756.0,PHX,driving bank,,,Booker,D. Booker,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M00.40S,2022-02-27T21:09:39.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,32,32,2022-02-27T21:09:40Z,1430000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,,,,
145,PT00M00.20S,2022-02-27T21:09:42.5Z,1,REGULAR,3pt,Jump Shot,[],203903,54.05716162943495,40.19607843137255,1610612762,32,32,2022-02-27T21:17:09Z,1440000,-49.0,379.0,1,right,MISS J. Clarkson 38' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,38.26,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M00.10S,2022-02-27T21:09:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,32,32,2022-02-27T21:09:48Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,
147,PT00M00.00S,2022-02-27T21:09:49.2Z,1,REGULAR,period,end,[],0,,,1610612762,32,32,2022-02-27T21:09:49Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-02-27T21:11:36.2Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612762,32,32,2022-02-27T21:13:07Z,1470000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-02-27T21:11:36.2Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612762,32,32,2022-02-27T21:13:07Z,1480000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-27T21:13:17.9Z,2,REGULAR,period,start,[],0,,,1610612762,32,32,2022-02-27T21:13:17Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M47.00S,2022-02-27T21:13:30.9Z,2,REGULAR,3pt,Jump Shot,[],201144,69.20170827858082,72.54901960784314,1610612762,32,35,2022-02-27T21:13:34Z,1500000,113.0,237.0,1,right,M. Conley 26' 3PT step back (6 PTS) (R. Gay 1 AST),"[201144, 200752]",1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,26.24,Made,,,,,,,6.0,R. Gay,200752.0,1.0,,,,,,,,,
153,PT11M26.00S,2022-02-27T21:13:50.6Z,2,REGULAR,2pt,Layup,[],1628988,7.5722733245729295,33.088235294117645,1610612756,32,35,2022-02-27T21:14:01Z,1520000,85.0,19.0,1,left,MISS A. Holiday 8' driving Layup,[1628988],1610612756.0,PHX,driving,,,Holiday,A. Holiday,,,,,8.66,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M26.00S,2022-02-27T21:13:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,32,35,2022-02-27T21:14:01Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,
155,PT11M17.00S,2022-02-27T21:14:17.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201580,9.149145860709593,45.09803921568628,1610612756,34,35,2022-02-27T21:18:59Z,1540000,25.0,34.0,1,left,J. McGee bank Hook (4 PTS),[201580],1610612756.0,PHX,bank,,,McGee,J. McGee,,,,,4.15,Made,,,,,,,4.0,,,,,,,,,,,,
156,PT11M04.00S,2022-02-27T21:14:29.8Z,2,REGULAR,2pt,Jump Shot,[],200752,77.4802890932983,71.81372549019608,1610612762,34,35,2022-02-27T21:14:33Z,1550000,109.0,159.0,1,right,MISS R. Gay 19' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,19.3,Missed,,,,,,,,,,,,,,,,,,,
157,PT11M01.00S,2022-02-27T21:14:32.8Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,34,35,2022-02-27T21:14:33Z,1560000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,
158,PT10M54.00S,2022-02-27T21:14:39.7Z,2,REGULAR,3pt,Jump Shot,[],1628470,32.14520367936925,37.5,1610612756,34,35,2022-02-27T21:14:42Z,1570000,62.0,250.0,1,left,MISS T. Craig 25' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
159,PT10M53.00S,2022-02-27T21:14:40.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,34,35,2022-02-27T21:14:42Z,1580000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,158.0,4.0,4.0,0.0,,,,,,,,,,,,,
160,PT10M45.00S,2022-02-27T21:14:49.8Z,2,REGULAR,2pt,Jump Shot,[],203903,90.22667542706965,21.568627450980394,1610612762,34,37,2022-02-27T21:15:24Z,1590000,-142.0,39.0,1,right,J. Clarkson 14' fadeaway Jump Shot (2 PTS),[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,14.76,Made,,,,,,,2.0,,,,,,,,,,,,
161,PT10M29.00S,2022-02-27T21:15:05.2Z,2,REGULAR,2pt,Jump Shot,[],1629661,15.588042049934298,23.284313725490197,1610612756,34,37,2022-02-27T21:15:48Z,1600000,134.0,94.0,1,left,MISS C. Johnson 16' floating Shot,[1629661],1610612756.0,PHX,floating,,,Johnson,C. Johnson,,,,,16.34,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M26.00S,2022-02-27T21:15:08.5Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,34,37,2022-02-27T21:15:08Z,1610000,,,0,,C. Johnson REBOUND (Off:1 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,161.0,3.0,2.0,1.0,,,,,,,,,,,,,
163,PT10M26.00S,2022-02-27T21:15:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629661,6.389618922470433,48.03921568627451,1610612756,36,37,2022-02-27T21:16:05Z,1620000,10.0,8.0,1,left,C. Johnson putback Layup (10 PTS),[1629661],1610612756.0,PHX,putback,,,Johnson,C. Johnson,,,,,1.24,Made,,,,,,,10.0,,,,,,,,,,,,
164,PT10M26.00S,2022-02-27T21:15:13.8Z,2,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612756,36,37,2022-02-27T21:15:33Z,1630000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Johnson 1 FT),"[1627863, 1629661]",1610612762.0,UTA,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Johnson,1629661.0,
166,PT10M26.00S,2022-02-27T21:15:26.3Z,2,REGULAR,substitution,out,[],201580,,,1610612756,36,37,2022-02-27T21:15:30Z,1650000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M26.00S,2022-02-27T21:15:26.3Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,36,37,2022-02-27T21:15:30Z,1660000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M26.00S,2022-02-27T21:15:43.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629661,,,1610612756,37,37,2022-02-27T21:15:43Z,1670000,,,0,,C. Johnson Free Throw 1 of 1 (11 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
169,PT10M15.00S,2022-02-27T21:15:58.4Z,2,REGULAR,foul,personal,[],1629013,,,1610612762,37,37,2022-02-27T21:16:54Z,1680000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 203497]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Gobert,203497.0,
171,PT10M07.00S,2022-02-27T21:16:30.4Z,2,REGULAR,3pt,Jump Shot,[],201144,69.46452036793693,77.20588235294117,1610612762,37,37,2022-02-27T21:16:34Z,1700000,136.0,235.0,1,right,MISS M. Conley 27' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M04.00S,2022-02-27T21:16:33.4Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,37,37,2022-02-27T21:16:34Z,1710000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,
173,PT09M54.00S,2022-02-27T21:16:45.9Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612756,37,37,2022-02-27T21:16:50Z,1720000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Shamet 2 FT),"[203903, 1629013]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Shamet,1629013.0,
175,PT09M54.00S,2022-02-27T21:17:09.0Z,2,REGULAR,freethrow,1 of 2,[],1629013,,,1610612756,38,37,2022-02-27T21:17:09Z,1740000,,,0,,L. Shamet Free Throw 1 of 2 (1 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
176,PT09M54.00S,2022-02-27T21:17:24.6Z,2,REGULAR,freethrow,2 of 2,[],1629013,,,1610612756,39,37,2022-02-27T21:17:24Z,1750000,,,0,,L. Shamet Free Throw 2 of 2 (2 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
177,PT09M37.00S,2022-02-27T21:17:43.2Z,2,REGULAR,2pt,Jump Shot,[],203903,84.1819973718791,68.13725490196079,1610612762,39,39,2022-02-27T21:18:01Z,1760000,91.0,96.0,1,right,J. Clarkson 13' floating Jump Shot (4 PTS) (D. House Jr. 1 AST),"[203903, 1627863]",1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,13.22,Made,,,,,,,4.0,D. House Jr.,1627863.0,1.0,,,,,,,,,
