actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-25T22:16:26.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-25T22:16:26Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-25T22:16:29.6Z,1,REGULAR,jumpball,recovered,[],1627780,,,1610612744,0,0,2021-12-25T22:16:29Z,40000,,,0,,Jump Ball K. Looney vs. D. Ayton: Tip to G. Payton II,"[1627780, 1626172, 1629028]",1610612744.0,GSW,startperiod,G. Payton II,1627780.0,Payton II,G. Payton II,Looney,1626172.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-12-25T22:16:45.1Z,1,REGULAR,3pt,Jump Shot,[],203110,30.17411300919842,26.47058823529412,1610612744,0,3,2021-12-25T22:16:53Z,70000,118.0,231.0,1,left,D. Green 25' 3PT  (3 PTS) (K. Looney 1 AST),"[203110, 1626172]",1610612744.0,GSW,,,,Green,D. Green,,,,,25.93,Made,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
9,PT11M16.00S,2021-12-25T22:17:09.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,86.94152431011827,45.09803921568628,1610612756,0,3,2021-12-25T22:17:15Z,90000,-25.0,70.0,1,right,MISS D. Ayton 7' Hook,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,7.44,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2021-12-25T22:17:12.5Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,3,2021-12-25T22:17:15Z,100000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M07.00S,2021-12-25T22:17:17.7Z,1,REGULAR,3pt,Jump Shot,[],201939,34.247700394218136,45.34313725490196,1610612744,0,6,2021-12-25T22:17:23Z,110000,23.0,269.0,1,left,S. Curry 27' 3PT step back (3 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.04,Made,3.0,,,,,,,,,,,,,,,,,,
12,PT10M52.00S,2021-12-25T22:17:32.8Z,1,REGULAR,3pt,Jump Shot,[],203109,93.24901445466492,96.32352941176471,1610612756,3,6,2021-12-25T22:17:39Z,120000,232.0,11.0,1,right,J. Crowder 3PT  (3 PTS) (M. Bridges 1 AST),"[203109, 1628969]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,23.19,Made,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,,
14,PT10M30.00S,2021-12-25T22:17:55.4Z,1,REGULAR,2pt,Jump Shot,[],203490,17.16491458607096,75.98039215686273,1610612744,3,8,2021-12-25T22:18:03Z,140000,-130.0,109.0,1,left,O. Porter Jr. 16' step back Jump Shot (2 PTS) (D. Green 1 AST),"[203490, 203110]",1610612744.0,GSW,step back,,,Porter Jr.,O. Porter Jr.,,,,,16.95,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
16,PT10M18.00S,2021-12-25T22:18:08.3Z,1,REGULAR,2pt,Jump Shot,[],1629028,94.03745072273325,26.47058823529412,1610612756,5,8,2021-12-25T22:18:13Z,160000,-118.0,4.0,1,right,D. Ayton 11' turnaround fadeaway Jump Shot (2 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround fadeaway,,,Ayton,D. Ayton,,,,,11.77,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,,
18,PT10M03.00S,2021-12-25T22:18:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,5.732588699080158,48.03921568627451,1610612744,5,10,2021-12-25T22:19:00Z,180000,10.0,1.0,1,left,G. Payton II cutting Layup (2 PTS) (D. Green 2 AST),"[1627780, 203110]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,0.99,Made,2.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
20,PT09M50.00S,2021-12-25T22:18:34.9Z,1,REGULAR,3pt,Jump Shot,[],203109,65.52233902759527,48.77450980392157,1610612756,5,10,2021-12-25T22:18:40Z,200000,-6.0,272.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M47.00S,2021-12-25T22:18:37.9Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,5,10,2021-12-25T22:18:40Z,210000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT09M40.00S,2021-12-25T22:18:45.1Z,1,REGULAR,3pt,Jump Shot,[],201939,7.5722733245729295,97.05882352941177,1610612744,5,10,2021-12-25T22:18:51Z,220000,-235.0,19.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M38.00S,2021-12-25T22:18:47.1Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,5,10,2021-12-25T22:18:47Z,230000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,
