actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
93,PT05M10.00S,2021-10-31T02:23:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,92.59198423127464,48.77450980392157,1610612756,12,17,2021-10-31T02:23:41Z,910000,-6.0,17.0,1,right,M. Bridges running reverse Layup (6 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,running reverse,,,Bridges,M. Bridges,,,,,1.82,Made,,,,,6.0,,,,,,D. Booker,1626164.0,2.0,,,,,
97,PT05M09.00S,2021-10-31T02:23:41.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,12,17,2021-10-31T02:23:41Z,930000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M09.00S,2021-10-31T02:25:54.9Z,1,REGULAR,substitution,out,[],1629012,,,1610612739,12,17,2021-10-31T02:26:09Z,940000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M09.00S,2021-10-31T02:25:54.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,12,17,2021-10-31T02:26:09Z,950000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M09.00S,2021-10-31T02:25:54.9Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,12,17,2021-10-31T02:26:09Z,960000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M09.00S,2021-10-31T02:25:54.9Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,12,17,2021-10-31T02:26:09Z,970000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M51.00S,2021-10-31T02:26:42.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201567,12.959921156373195,52.450980392156865,1610612739,12,19,2021-10-31T02:26:46Z,980000,-12.0,69.0,1,left,K. Love 7' turnaround Hook (5 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,7.04,Made,,,,,5.0,,,,,,C. Osman,1626224.0,1.0,,,,,
105,PT04M38.00S,2021-10-31T02:26:55.1Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,12,19,2021-10-31T02:26:59Z,1000000,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1628386]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,2.0,Allen,1628386.0,,
106,PT04M38.00S,2021-10-31T02:26:55.1Z,1,REGULAR,steal,,[],1628386,,,1610612739,12,19,2021-10-31T02:26:56Z,1010000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M34.00S,2021-10-31T02:26:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626224,7.178055190538765,44.36274509803921,1610612739,12,21,2021-10-31T02:27:04Z,1020000,28.0,15.0,1,left,C. Osman running Layup (2 PTS) (D. Garland 4 AST),"[1626224, 1629636]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,3.19,Made,,,,,2.0,,,,,,D. Garland,1629636.0,4.0,,,,,
109,PT04M21.00S,2021-10-31T02:27:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.9993429697766,56.61764705882353,1610612756,14,21,2021-10-31T02:27:16Z,1040000,33.0,107.0,1,right,D. Booker 11' fadeaway Jump Shot (6 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,11.23,Made,,,,,6.0,,,,,,,,,,,,,
110,PT04M11.00S,2021-10-31T02:27:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,32.933639947437584,55.392156862745104,1610612739,14,21,2021-10-31T02:27:26Z,1050000,-27.0,257.0,1,left,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
111,PT04M08.00S,2021-10-31T02:27:25.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,14,21,2021-10-31T02:27:26Z,1060000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT04M04.00S,2021-10-31T02:27:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629661,92.59198423127464,47.794117647058826,1610612756,16,21,2021-10-31T02:27:33Z,1070000,-11.0,17.0,1,right,C. Johnson running Layup (2 PTS) (D. Booker 3 AST),"[1629661, 1626164]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,2.03,Made,,,,,2.0,,,,,,D. Booker,1626164.0,3.0,,,,,
114,PT03M51.00S,2021-10-31T02:27:42.7Z,1,REGULAR,2pt,Jump Shot,[],201937,23.99802890932983,53.431372549019606,1610612739,16,21,2021-10-31T02:27:46Z,1090000,-17.0,173.0,1,left,MISS R. Rubio 17' Jump Shot,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,17.4,Missed,,,,,,,,,,,,,,,,,,
115,PT03M48.00S,2021-10-31T02:27:45.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,16,21,2021-10-31T02:27:46Z,1100000,,,0,,D. Ayton REBOUND (Off:0 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,114.0,6.0,6.0,0.0,,,,,,,,,,,,,,
116,PT03M41.00S,2021-10-31T02:27:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629028,66.96780551905388,47.549019607843135,1610612756,16,21,2021-10-31T02:27:55Z,1110000,-12.0,258.0,1,right,MISS D. Ayton 25' 3PT,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
117,PT03M38.00S,2021-10-31T02:27:55.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,16,21,2021-10-31T02:27:55Z,1120000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,,,
118,PT03M16.00S,2021-10-31T02:28:16.2Z,1,REGULAR,2pt,Jump Shot,[],201567,9.674770039421814,74.01960784313727,1610612739,16,21,2021-10-31T02:28:19Z,1130000,-120.0,38.0,1,left,MISS K. Love 12' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,12.61,Missed,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2021-10-31T02:28:17.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,16,21,2021-10-31T02:28:19Z,1140000,,,0,,D. Ayton REBOUND (Off:0 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,118.0,7.0,7.0,0.0,,,,,,,,,,,,,,
120,PT03M10.00S,2021-10-31T02:28:26.0Z,1,REGULAR,foul,offensive,[],203901,,,1610612756,16,21,2021-10-31T02:39:09Z,1150000,,,0,,E. Payton charge offensive FOUL (1 PF),"[203901, 201567]",1610612756.0,PHX,charge,,,Payton,E. Payton,,,,,,,,,,,,1627964.0,1.0,0.0,Love,201567.0,,,,,,,,
122,PT03M10.00S,2021-10-31T02:28:26.0Z,1,REGULAR,turnover,offensive foul,[],203901,,,1610612756,16,21,2021-10-31T02:28:26Z,1170000,,,0,,E. Payton offensive foul TURNOVER (1 TO),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,1627964.0,,,,,,,,1.0,,,,
123,PT03M10.00S,2021-10-31T02:28:36.6Z,1,REGULAR,substitution,out,[],1629028,,,1610612739,16,21,2021-10-31T02:29:04Z,1180000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M10.00S,2021-10-31T02:28:36.6Z,1,REGULAR,substitution,out,[],1628969,,,1610612739,16,21,2021-10-31T02:29:04Z,1190000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M10.00S,2021-10-31T02:28:36.6Z,1,REGULAR,substitution,in,[],1629013,,,1610612739,16,21,2021-10-31T02:29:04Z,1210000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M10.00S,2021-10-31T02:28:36.6Z,1,REGULAR,substitution,in,[],201580,,,1610612739,16,21,2021-10-31T02:29:04Z,1220000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M10.00S,2021-10-31T02:28:36.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,16,21,2021-10-31T02:29:04Z,1230000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M10.00S,2021-10-31T02:28:36.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,16,21,2021-10-31T02:31:02Z,1235000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M53.00S,2021-10-31T02:29:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,8.229303547963205,49.50980392156863,1610612739,16,23,2021-10-31T02:29:09Z,1240000,2.0,25.0,1,left,D. Garland Layup (5 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,2.5,Made,,,,,5.0,,,,,,E. Mobley,1630596.0,2.0,,,,,
131,PT02M41.00S,2021-10-31T02:29:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612756,16,23,2021-10-31T02:29:37Z,1260000,,,0,,C. Osman shooting personal FOUL (1 PF) (Booker 2 FT),"[1626224, 1626164]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,,,,,,,,1151.0,1.0,0.0,Booker,1626164.0,,,,,,,,
133,PT02M41.00S,2021-10-31T02:29:42.6Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,17,23,2021-10-31T02:29:42Z,1280000,,,0,,D. Booker Free Throw 1 of 2 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
134,PT02M41.00S,2021-10-31T02:29:55.8Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,18,23,2021-10-31T02:29:55Z,1290000,,,0,,D. Booker Free Throw 2 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
135,PT02M31.00S,2021-10-31T02:30:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,8.754927726675426,44.85294117647059,1610612739,18,25,2021-10-31T02:30:15Z,1300000,26.0,30.0,1,left,K. Love cutting Layup (7 PTS) (R. Rubio 2 AST),"[201567, 201937]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,3.94,Made,,,,,7.0,,,,,,R. Rubio,201937.0,2.0,,,,,
137,PT02M31.00S,2021-10-31T02:30:16.0Z,1,REGULAR,foul,personal,['1freethrow'],201580,,,1610612739,18,25,2021-10-31T02:30:27Z,1320000,,,0,,J. McGee shooting personal FOUL (1 PF) (Love 1 FT),"[201580, 201567]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,,1151.0,1.0,0.0,Love,201567.0,,,,,,,,
139,PT02M31.00S,2021-10-31T02:30:37.4Z,1,REGULAR,freethrow,1 of 1,[],201567,,,1610612739,18,26,2021-10-31T02:36:03Z,1340000,,,0,,K. Love Free Throw 1 of 1 (8 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
140,PT02M24.00S,2021-10-31T02:30:48.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201567,,,1610612756,18,26,2021-10-31T02:36:03Z,1350000,,,0,,K. Love personal FOUL (2 PF) (McGee 2 FT),"[201567, 201580]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,1151.0,2.0,0.0,McGee,201580.0,,,,,,,,
143,PT02M24.00S,2021-10-31T02:31:29.3Z,1,REGULAR,freethrow,1 of 2,[],201580,,,1610612756,19,26,2021-10-31T02:31:29Z,1370000,,,0,,J. McGee Free Throw 1 of 2 (1 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
144,PT02M24.00S,2021-10-31T02:31:46.8Z,1,REGULAR,freethrow,2 of 2,[],201580,,,1610612756,20,26,2021-10-31T02:31:46Z,1380000,,,0,,J. McGee Free Throw 2 of 2 (2 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
145,PT02M09.00S,2021-10-31T02:32:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,8.492115637319317,48.77450980392157,1610612739,20,26,2021-10-31T02:32:06Z,1390000,6.0,27.0,1,left,MISS K. Love cutting finger roll Layup,[201567],1610612739.0,CLE,cutting finger roll,,,Love,K. Love,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,
146,PT02M06.00S,2021-10-31T02:32:05.5Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,20,26,2021-10-31T02:32:06Z,1400000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT02M02.00S,2021-10-31T02:32:09.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201580,87.99277266754271,53.431372549019606,1610612756,22,26,2021-10-31T02:32:15Z,1410000,17.0,60.0,1,right,J. McGee 6' running DUNK (4 PTS),[201580],1610612756.0,PHX,running,,,McGee,J. McGee,,,,,6.28,Made,,,,,4.0,,,,,,,,,,,,,
148,PT01M48.00S,2021-10-31T02:32:22.8Z,1,REGULAR,3pt,Jump Shot,[],1630596,33.590670170827856,62.254901960784316,1610612739,22,26,2021-10-31T02:32:26Z,1420000,-61.0,263.0,1,left,MISS E. Mobley 27' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,
149,PT01M45.00S,2021-10-31T02:32:25.8Z,1,REGULAR,rebound,defensive,[],203901,,,1610612756,22,26,2021-10-31T02:32:26Z,1430000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT01M40.00S,2021-10-31T02:32:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203901,91.80354796320631,58.57843137254902,1610612756,22,26,2021-10-31T02:32:36Z,1440000,43.0,25.0,1,right,MISS E. Payton running Layup,[203901],1610612756.0,PHX,running,,,Payton,E. Payton,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,
151,PT01M36.00S,2021-10-31T02:32:34.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,22,26,2021-10-31T02:41:54Z,1450000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,150.0,3.0,3.0,0.0,,,,,,,,,,,,,,
153,PT01M36.00S,2021-10-31T02:32:39.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629636,7.046649145860711,58.57843137254902,1610612739,22,28,2021-10-31T02:38:00Z,1470000,-43.0,14.0,1,left,D. Garland driving Layup (7 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,4.5,Made,,,,,7.0,,,,,,,,,,,,,
152,PT01M07.00S,2021-10-31T02:32:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,94.40999984741211,50.0,1610612756,24,28,2021-10-31T02:44:12Z,1485000,0.0,0.0,1,right,C. Johnson Jump Shot (4 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
157,PT00M46.60S,2021-10-31T02:33:26.1Z,1,REGULAR,3pt,Jump Shot,[],201937,28.991458607095925,78.92156862745098,1610612739,24,31,2021-10-31T02:35:27Z,1500000,-145.0,220.0,1,left,R. Rubio 26' 3PT  (3 PTS) (K. Love 1 AST),"[201937, 201567]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,26.33,Made,,,,,3.0,,,,,,K. Love,201567.0,1.0,,,,,
159,PT00M24.40S,2021-10-31T02:33:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629013,72.35545335085413,20.833333333333336,1610612756,24,31,2021-10-31T02:34:01Z,1510000,-146.0,207.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
160,PT00M24.40S,2021-10-31T02:33:50.1Z,1,REGULAR,rebound,offensive,[],1629013,,,1610612756,24,31,2021-10-31T02:34:01Z,1520000,,,0,,L. Shamet REBOUND (Off:1 Def:0),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,159.0,1.0,0.0,1.0,,,,,,,,,,,,,,
161,PT00M16.30S,2021-10-31T02:33:58.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,90.03367279894874,10.56219362745098,1610612756,24,31,2021-10-31T02:34:17Z,1530000,-197.0,41.0,1,right,MISS D. Booker 20' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,20.15,Missed,,,,,,,,,,,,,,,,,,
162,PT00M16.30S,2021-10-31T02:33:58.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,31,2021-10-31T02:34:17Z,1540000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,161.0,4.0,4.0,0.0,,,,,,,,,,,,,,
163,PT00M00.40S,2021-10-31T02:34:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,13.87976346911958,54.65686274509803,1610612739,24,31,2021-10-31T02:46:41Z,1550000,-23.0,78.0,1,left,MISS R. Rubio 8' floating Shot,[201937],1610612739.0,CLE,floating,,,Rubio,R. Rubio,,,,,8.14,Missed,,,,,,,,,,,,,,,,,,
164,PT00M00.40S,2021-10-31T02:34:13.9Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,24,31,2021-10-31T02:34:24Z,1560000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
166,PT00M00.00S,2021-10-31T02:35:16.1Z,1,REGULAR,period,end,[],0,,,1610612756,24,31,2021-10-31T02:35:16Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-10-31T02:36:30.0Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,24,31,2021-10-31T02:36:59Z,1580000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-31T02:36:30.0Z,2,REGULAR,substitution,out,['startperiod'],203901,,,1610612756,24,31,2021-10-31T02:36:59Z,1590000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-31T02:36:30.0Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612756,24,31,2021-10-31T02:36:59Z,1600000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-31T02:36:30.0Z,2,REGULAR,substitution,in,['startperiod'],1630188,,,1610612756,24,31,2021-10-31T02:36:59Z,1610000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-31T02:36:30.0Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,24,31,2021-10-31T02:36:59Z,1620000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-10-31T02:36:30.0Z,2,REGULAR,substitution,in,['startperiod'],1628374,,,1610612756,24,31,2021-10-31T02:36:59Z,1630000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-10-31T02:37:07.5Z,2,REGULAR,period,start,[],0,,,1610612739,24,31,2021-10-31T02:37:07Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M45.00S,2021-10-31T02:37:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,7.835085413929041,53.92156862745098,1610612739,24,33,2021-10-31T02:37:28Z,1650000,-20.0,21.0,1,left,L. Markkanen cutting Layup (5 PTS) (E. Mobley 3 AST),"[1628374, 1630596]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,2.88,Made,,,,,5.0,,,,,,E. Mobley,1630596.0,3.0,,,,,
176,PT11M45.00S,2021-10-31T02:37:26.3Z,2,REGULAR,foul,personal,['1freethrow'],201580,,,1610612739,24,33,2021-10-31T02:37:43Z,1670000,,,0,,J. McGee personal FOUL (2 PF) (Markkanen 1 FT),"[201580, 1628374]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,1151.0,2.0,0.0,Markkanen,1628374.0,,,,,,,,
178,PT11M45.00S,2021-10-31T02:37:49.3Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612739,24,34,2021-10-31T02:37:49Z,1690000,,,0,,L. Markkanen Free Throw 1 of 1 (6 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
179,PT11M33.00S,2021-10-31T02:38:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,88.25558475689881,53.67647058823529,1610612756,24,34,2021-10-31T02:38:12Z,1700000,18.0,58.0,1,right,MISS L. Shamet 6' driving Layup - blocked,"[1629013, 1629636]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,6.08,Missed,,,,,,,,,,,,,,,,,Garland,1629636.0
180,PT11M33.00S,2021-10-31T02:38:04.3Z,2,REGULAR,block,,[],1629636,,,1610612756,24,34,2021-10-31T02:48:45Z,1710000,,,0,,D. Garland BLOCK (1 BLK),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M33.00S,2021-10-31T02:38:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,24,34,2021-10-31T02:38:12Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,
182,PT11M30.00S,2021-10-31T02:38:22.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,24,34,2021-10-31T02:38:22Z,1730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M25.00S,2021-10-31T02:38:27.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629013,90.88370565045992,59.068627450980394,1610612756,26,34,2021-10-31T02:38:31Z,1740000,45.0,33.0,1,right,L. Shamet driving Layup (2 PTS) (J. McGee 1 AST),"[1629013, 201580]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,5.62,Made,,,,,2.0,,,,,,J. McGee,201580.0,1.0,,,,,
184,PT11M01.00S,2021-10-31T02:38:50.1Z,2,REGULAR,3pt,Jump Shot,[],1626224,30.962549277266753,71.56862745098039,1610612739,26,37,2021-10-31T02:38:53Z,1750000,-108.0,239.0,1,left,C. Osman 26' 3PT pullup (5 PTS),[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,26.17,Made,,,,,5.0,,,,,,,,,,,,,
185,PT10M48.00S,2021-10-31T02:39:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,91.01511169513797,50.49019607843137,1610612756,26,37,2021-10-31T02:39:09Z,1760000,2.0,32.0,1,right,MISS C. Johnson driving reverse Layup,[1629661],1610612756.0,PHX,driving reverse,,,Johnson,C. Johnson,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
186,PT10M45.00S,2021-10-31T02:39:06.3Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,26,37,2021-10-31T02:39:06Z,1770000,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,185.0,1.0,0.0,1.0,,,,,,,,,,,,,,
187,PT10M41.00S,2021-10-31T02:39:09.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,76.42904073587385,11.519607843137255,1610612756,26,37,2021-10-31T02:39:13Z,1780000,-192.0,169.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
188,PT10M38.00S,2021-10-31T02:39:12.8Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,26,37,2021-10-31T02:39:13Z,1790000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT10M26.00S,2021-10-31T02:39:27.8Z,2,REGULAR,foul,personal,[],1629661,,,1610612739,26,37,2021-10-31T02:39:42Z,1800000,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1628374]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,1151.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,
