actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
552,PT07M06.00S,2021-11-07T03:56:21.8Z,4,REGULAR,block,,[],201580,,,1610612737,97,106,2021-11-07T03:56:26Z,5160000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M06.00S,2021-11-07T03:56:21.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,97,106,2021-11-07T03:56:29Z,5170000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,
554,PT07M06.00S,2021-11-07T03:56:30.2Z,4,REGULAR,substitution,out,[],1628989,,,1610612737,97,106,2021-11-07T03:56:33Z,5180000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M06.00S,2021-11-07T03:56:30.2Z,4,REGULAR,substitution,in,[],203992,,,1610612737,97,106,2021-11-07T03:56:33Z,5190000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M06.00S,2021-11-07T03:56:35.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,97,106,2021-11-07T03:56:35Z,5200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M55.00S,2021-11-07T03:56:51.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,78.66294349540078,91.66666666666666,1610612737,97,106,2021-11-07T03:56:55Z,5210000,208.0,148.0,1,right,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
558,PT06M51.00S,2021-11-07T03:56:55.4Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612756,97,106,2021-11-07T03:56:55Z,5220000,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,557.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
559,PT06M45.00S,2021-11-07T03:57:01.2Z,4,REGULAR,3pt,Jump Shot,[],101108,31.35676741130092,71.81372549019608,1610612756,100,106,2021-11-07T03:57:06Z,5230000,-109.0,242.0,1,left,C. Paul 26' 3PT pullup (13 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,26.57,Made,,,,,,13.0,,,,,,,,,,,,,
560,PT06M25.00S,2021-11-07T03:57:21.6Z,4,REGULAR,3pt,Jump Shot,[],1629629,92.9862023653088,98.0392156862745,1610612737,100,106,2021-11-07T03:57:28Z,5240000,240.0,13.0,1,right,MISS C. Reddish 24' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
561,PT06M22.00S,2021-11-07T03:57:24.6Z,4,REGULAR,rebound,defensive,[],201580,,,1610612756,100,106,2021-11-07T03:57:28Z,5250000,,,0,,J. McGee REBOUND (Off:2 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,560.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
562,PT06M14.00S,2021-11-07T03:57:33.3Z,4,REGULAR,3pt,Jump Shot,[],203109,31.882391590013142,67.8921568627451,1610612756,100,106,2021-11-07T03:57:40Z,5260000,-89.0,247.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
563,PT06M09.00S,2021-11-07T03:57:38.3Z,4,REGULAR,rebound,offensive,[],1628969,,,1610612756,100,106,2021-11-07T04:02:46Z,5270000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,562.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
564,PT06M06.00S,2021-11-07T03:57:40.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,5.995400788436268,95.83333333333334,1610612756,100,106,2021-11-07T03:57:43Z,5280000,-229.0,4.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
565,PT06M04.00S,2021-11-07T03:57:42.3Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,100,106,2021-11-07T03:57:43Z,5290000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:6),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,564.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
566,PT05M43.00S,2021-11-07T03:58:03.3Z,4,REGULAR,2pt,Jump Shot,[],1629629,94.82588699080158,76.9607843137255,1610612737,100,106,2021-11-07T03:58:07Z,5300000,135.0,-4.0,1,right,MISS C. Reddish 13' Jump Shot,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,13.49,Missed,,,,,,,,,,,,,,,,,,,
567,PT05M41.00S,2021-11-07T03:58:06.4Z,4,REGULAR,rebound,defensive,[],203109,,,1610612756,100,106,2021-11-07T03:58:06Z,5310000,,,0,,J. Crowder REBOUND (Off:0 Def:6),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,566.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
569,PT05M33.00S,2021-11-07T03:58:13.9Z,4,REGULAR,foul,personal,['3freethrow'],203992,,,1610612756,100,106,2021-11-07T04:05:41Z,5330000,,,0,,B. Bogdanovic shooting personal FOUL (3 PF) (Shamet 3 FT),"[203992, 1629013]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1627519.0,,,,3.0,0.0,Shamet,1629013.0,,,,,,,
571,PT05M33.00S,2021-11-07T03:58:54.1Z,4,REGULAR,freethrow,1 of 3,[],1629013,,,1610612756,101,106,2021-11-07T04:05:20Z,5350000,,,0,,L. Shamet Free Throw 1 of 3 (7 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
572,PT05M33.00S,2021-11-07T03:58:54.1Z,4,REGULAR,freethrow,2 of 3,[],1629013,,,1610612756,102,106,2021-11-07T04:05:20Z,5360000,,,0,,L. Shamet Free Throw 2 of 3 (8 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,8.0,,,,,,,,,,,,,
573,PT05M33.00S,2021-11-07T03:59:07.9Z,4,REGULAR,substitution,out,[],1628969,,,1610612756,102,106,2021-11-07T03:59:20Z,5370000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M33.00S,2021-11-07T03:59:07.9Z,4,REGULAR,substitution,out,[],201568,,,1610612756,102,106,2021-11-07T03:59:20Z,5380000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M33.00S,2021-11-07T03:59:07.9Z,4,REGULAR,substitution,out,[],203991,,,1610612756,102,106,2021-11-07T03:59:20Z,5390000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M33.00S,2021-11-07T03:59:07.9Z,4,REGULAR,substitution,in,[],1626164,,,1610612756,102,106,2021-11-07T03:59:20Z,5400000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M33.00S,2021-11-07T03:59:07.9Z,4,REGULAR,substitution,in,[],1628381,,,1610612756,102,106,2021-11-07T03:59:20Z,5410000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M33.00S,2021-11-07T03:59:07.9Z,4,REGULAR,substitution,in,[],1629631,,,1610612756,102,106,2021-11-07T03:59:20Z,5420000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT05M33.00S,2021-11-07T03:58:54.1Z,4,REGULAR,freethrow,3 of 3,[],1629013,,,1610612756,103,106,2021-11-07T04:05:20Z,5430000,,,0,,L. Shamet Free Throw 3 of 3 (9 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
580,PT05M21.00S,2021-11-07T03:59:47.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.72339027595268,49.50980392156863,1610612737,103,108,2021-11-07T04:00:16Z,5440000,-2.0,16.0,1,right,J. Collins cutting Layup (23 PTS) (T. Young 12 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,1.61,Made,,,,,,23.0,,,,,,,T. Young,1629027.0,12.0,,,,
582,PT05M21.00S,2021-11-07T03:59:51.8Z,4,REGULAR,foul,personal,['1freethrow'],201580,,,1610612737,103,108,2021-11-07T04:00:00Z,5460000,,,0,,J. McGee shooting personal FOUL (5 PF) (Collins 1 FT),"[201580, 1628381]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,1627519.0,,,,5.0,0.0,Collins,1628381.0,,,,,,,
584,PT05M21.00S,2021-11-07T04:00:03.2Z,4,REGULAR,substitution,out,[],201580,,,1610612737,103,108,2021-11-07T04:02:46Z,5480000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M21.00S,2021-11-07T04:00:03.2Z,4,REGULAR,substitution,in,[],1626163,,,1610612737,103,108,2021-11-07T04:02:46Z,5490000,,,0,,SUB in: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M21.00S,2021-11-07T04:00:17.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,103,108,2021-11-07T04:02:46Z,5500000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M21.00S,2021-11-07T04:03:19.1Z,4,REGULAR,freethrow,1 of 1,[],1628381,,,1610612737,103,109,2021-11-07T04:03:19Z,5510000,,,0,,J. Collins Free Throw 1 of 1 (24 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,,24.0,,,,,,,,,,,,,
588,PT05M11.00S,2021-11-07T04:03:33.3Z,4,REGULAR,3pt,Jump Shot,[],1629013,32.933639947437584,62.5,1610612756,103,109,2021-11-07T04:03:38Z,5520000,-62.0,257.0,1,left,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
589,PT05M08.00S,2021-11-07T04:03:36.3Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,103,109,2021-11-07T04:03:38Z,5530000,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,588.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
590,PT04M55.00S,2021-11-07T04:03:49.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.64323258869908,51.71568627450981,1610612737,103,111,2021-11-07T04:03:53Z,5540000,9.0,7.0,1,right,J. Collins cutting Layup (26 PTS) (T. Young 13 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,1.13,Made,,,,,,26.0,,,,,,,T. Young,1629027.0,13.0,,,,
592,PT04M38.00S,2021-11-07T04:04:05.5Z,4,REGULAR,3pt,Jump Shot,[],1629013,32.14520367936925,64.2156862745098,1610612756,106,111,2021-11-07T04:04:09Z,5560000,-71.0,250.0,1,left,L. Shamet 25' 3PT pullup (12 PTS),[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,25.96,Made,,,,,,12.0,,,,,,,,,,,,,
593,PT04M24.00S,2021-11-07T04:04:22.1Z,4,REGULAR,foul,personal,[],1626164,,,1610612737,106,111,2021-11-07T04:04:27Z,5570000,,,0,,D. Booker personal FOUL (4 PF),"[1626164, 1629027]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,202041.0,,,,4.0,0.0,Young,1629027.0,,,,,,,
595,PT04M15.00S,2021-11-07T04:04:53.9Z,4,REGULAR,2pt,Jump Shot,[],1629027,78.13731931668858,46.81372549019608,1610612737,106,113,2021-11-07T04:04:57Z,5590000,-16.0,153.0,1,right,T. Young 15' driving floating Jump Shot (29 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,15.38,Made,,,,,,29.0,,,,,,,,,,,,,
596,PT04M00.00S,2021-11-07T04:05:08.5Z,4,REGULAR,2pt,Jump Shot,[],203109,11.251642575558476,32.35294117647059,1610612756,108,113,2021-11-07T04:05:13Z,5600000,88.0,53.0,1,left,J. Crowder 10' turnaround fadeaway Jump Shot (13 PTS) (C. Paul 11 AST),"[203109, 101108]",1610612756.0,PHX,turnaround fadeaway,,,Crowder,J. Crowder,,,,,10.31,Made,,,,,,13.0,,,,,,,C. Paul,101108.0,11.0,,,,
597,PT03M45.00S,2021-11-07T04:05:23.6Z,4,REGULAR,3pt,Jump Shot,[],1629027,66.70499342969777,72.54901960784314,1610612737,108,113,2021-11-07T04:05:31Z,5610000,113.0,260.0,1,right,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,28.38,Missed,,,,,,,,,,,,,,,,,,,
598,PT03M40.00S,2021-11-07T04:05:28.6Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612756,108,113,2021-11-07T04:05:31Z,5620000,,,0,,F. Kaminsky REBOUND (Off:0 Def:5),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,597.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
600,PT03M31.00S,2021-11-07T04:05:37.3Z,4,REGULAR,3pt,Jump Shot,[],1626164,20.18725361366623,94.36274509803921,1610612756,111,113,2021-11-07T04:05:41Z,5630000,-222.0,137.0,1,left,D. Booker 26' 3PT  (35 PTS) (C. Paul 12 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,26.09,Made,,,,,,35.0,,,,,,,C. Paul,101108.0,12.0,,,,
608,PT03M06.00S,2021-11-07T04:05:51.2Z,4,REGULAR,2pt,Jump Shot,[],1629631,96.00854139290408,26.96078431372549,1610612737,111,113,2021-11-07T04:13:38Z,5645000,-115.0,-15.0,1,right,MISS D. Hunter 11' pullup Shot - blocked,"[1629631, 101108]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,11.62,Missed,,,,,,,Paul,101108.0,,,,,,,,,,,
609,PT03M06.00S,2021-11-07T04:05:51.2Z,4,REGULAR,block,,[],101108,,,1610612737,111,113,2021-11-07T04:07:05Z,5647500,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M05.00S,2021-11-07T04:05:52.2Z,4,REGULAR,rebound,offensive,[],1629631,,,1610612737,111,113,2021-11-07T04:13:38Z,5648750,,,0,,D. Hunter REBOUND (Off:1 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,608.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
602,PT03M03.00S,2021-11-07T04:06:05.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,88.25558475689881,43.872549019607845,1610612737,111,113,2021-11-07T04:07:05Z,5650000,-31.0,58.0,1,right,MISS D. Hunter 6' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,,
603,PT03M02.00S,2021-11-07T04:06:06.1Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,111,113,2021-11-07T04:06:11Z,5660000,,,0,,D. Booker REBOUND (Off:1 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,602.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
607,PT03M02.00S,2021-11-07T04:06:55.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,111,113,2021-11-07T04:06:55Z,5670000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M02.00S,2021-11-07T04:07:33.1Z,4,REGULAR,foul,technical,['1freethrow'],1629027,,,1610612756,111,113,2021-11-07T04:09:11Z,5680000,,,0,,T. Young technical FOUL (1 Tech),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,202041.0,,,,2.0,1.0,,,,,,,,,
612,PT03M02.00S,2021-11-07T04:07:54.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,111,113,2021-11-07T04:07:54Z,5690000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT03M02.00S,2021-11-07T04:08:37.2Z,4,REGULAR,substitution,out,[],1629013,,,1610612756,111,113,2021-11-07T04:20:56Z,5715000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT03M02.00S,2021-11-07T04:08:37.2Z,4,REGULAR,substitution,in,[],1628969,,,1610612756,111,113,2021-11-07T04:20:56Z,5727500,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M02.00S,2021-11-07T04:09:20.0Z,4,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,111,113,2021-11-07T04:09:20Z,5740000,,,0,,MISS D. Booker technical Free Throw 1 of 1,[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
618,PT03M02.00S,2021-11-07T04:09:20.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,111,113,2021-11-07T04:09:20Z,5750000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,
621,PT02M45.00S,2021-11-07T04:09:55.3Z,4,REGULAR,3pt,Jump Shot,[],1626164,26.62614980289093,10.53921568627451,1610612756,111,113,2021-11-07T04:09:59Z,5780000,197.0,198.0,1,left,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,27.94,Missed,,,,,,,,,,,,,,,,,,,
622,PT02M42.00S,2021-11-07T04:09:58.3Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,111,113,2021-11-07T04:09:59Z,5790000,,,0,,J. Collins REBOUND (Off:0 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,621.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
623,PT02M21.00S,2021-11-07T04:10:20.2Z,4,REGULAR,2pt,Jump Shot,[],1629027,84.05059132720105,86.02941176470588,1610612737,111,113,2021-11-07T04:10:24Z,5800000,180.0,97.0,1,right,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,20.48,Missed,,,,,,,,,,,,,,,,,,,
624,PT02M18.00S,2021-11-07T04:10:23.2Z,4,REGULAR,rebound,defensive,[],203109,,,1610612756,111,113,2021-11-07T04:10:24Z,5810000,,,0,,J. Crowder REBOUND (Off:0 Def:7),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,623.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
625,PT02M07.00S,2021-11-07T04:10:33.0Z,4,REGULAR,2pt,Jump Shot,[],1626164,27.699983574244413,69.63082107843137,1610612756,113,113,2021-11-07T04:11:23Z,5820000,-98.0,208.0,1,left,D. Booker 22' Jump Shot (37 PTS) (C. Paul 13 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,22.99,Made,,,,,,37.0,,,,,,,C. Paul,101108.0,13.0,,,,
627,PT02M07.00S,2021-11-07T04:10:33.1Z,4,REGULAR,instantreplay,request,[],0,,,1610612737,113,113,2021-11-07T04:11:55Z,5840000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,,Changed to 2-pt FG
628,PT01M41.00S,2021-11-07T04:12:00.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,81.94809461235218,49.754901960784316,1610612737,113,113,2021-11-07T04:12:12Z,5850000,-1.0,117.0,1,right,MISS T. Young 11' driving floating Shot - blocked,"[1629027, 203109]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,11.72,Missed,,,,,,,Crowder,203109.0,,,,,,,,,,,
629,PT01M41.00S,2021-11-07T04:12:00.6Z,4,REGULAR,block,,[],203109,,,1610612737,113,113,2021-11-07T04:12:08Z,5860000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M38.00S,2021-11-07T04:12:03.6Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612756,113,113,2021-11-07T04:12:12Z,5870000,,,0,,F. Kaminsky REBOUND (Off:0 Def:6),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,628.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
631,PT01M38.00S,2021-11-07T04:12:11.5Z,4,REGULAR,turnover,traveling,[],1626163,,,1610612756,113,113,2021-11-07T04:13:49Z,5880000,,,0,,F. Kaminsky traveling TURNOVER (1 TO),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,1627519.0,,,,,,,,,,,1.0,,,
632,PT01M29.00S,2021-11-07T04:12:36.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203992,88.64980289093299,72.54901960784314,1610612737,113,115,2021-11-07T04:12:41Z,5890000,113.0,54.0,1,right,B. Bogdanovic 12' step back Jump Shot (18 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,12.51,Made,,,,,,18.0,,,,,,,,,,,,,
633,PT01M25.00S,2021-11-07T04:12:58.5Z,4,REGULAR,foul,personal,[],1629631,,,1610612756,113,115,2021-11-07T04:13:17Z,5900000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1626163]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,202041.0,,,,1.0,0.0,Kaminsky,1626163.0,,,,,,,
635,PT01M19.00S,2021-11-07T04:13:20.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612756,113,115,2021-11-07T04:13:34Z,5920000,,,0,,D. Hunter shooting personal FOUL (2 PF) (Booker 2 FT),"[1629631, 1626164]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,,,,,,,202026.0,,,,2.0,0.0,Booker,1626164.0,,,,,,,
637,PT01M19.00S,2021-11-07T04:13:43.9Z,4,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,114,115,2021-11-07T04:14:00Z,5940000,,,0,,D. Booker Free Throw 1 of 2 (38 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,38.0,,,,,,,,,,,,,
638,PT01M19.00S,2021-11-07T04:13:43.9Z,4,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,114,115,2021-11-07T04:14:00Z,5950000,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
639,PT01M16.00S,2021-11-07T04:13:46.9Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,114,115,2021-11-07T04:14:00Z,5960000,,,0,,J. Collins REBOUND (Off:0 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,638.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
640,PT01M02.00S,2021-11-07T04:14:16.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203992,92.85479632063075,41.911764705882355,1610612737,114,115,2021-11-07T04:18:10Z,5970000,-40.0,15.0,1,right,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,4.3,Missed,,,,,,,,,,,,,,,,,,,
641,PT01M00.00S,2021-11-07T04:14:18.5Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612737,114,115,2021-11-07T04:18:10Z,5980000,,,0,,J. Collins REBOUND (Off:1 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,640.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
649,PT01M00.00S,2021-11-07T04:14:19.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,94.82588699080158,47.794117647058826,1610612737,114,115,2021-11-07T04:18:27Z,5985000,-11.0,-4.0,1,right,MISS J. Collins tip Layup,[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,,
650,PT00M57.70S,2021-11-07T04:14:21.5Z,4,REGULAR,rebound,offensive,[],203992,,,1610612737,114,115,2021-11-07T04:18:27Z,5987500,,,0,,B. Bogdanovic REBOUND (Off:1 Def:6),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,649.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
642,PT00M57.20S,2021-11-07T04:14:21.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,69.59592641261499,12.009803921568627,1610612737,114,115,2021-11-07T04:18:49Z,5990000,-190.0,233.0,1,right,MISS D. Hunter 30' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,30.09,Missed,,,,,,,,,,,,,,,,,,,
643,PT00M52.00S,2021-11-07T04:14:27.0Z,4,REGULAR,rebound,defensive,[],203109,,,1610612756,114,115,2021-11-07T04:18:49Z,6000000,,,0,,J. Crowder REBOUND (Off:0 Def:8),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,642.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
