actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
96,PT05M27.00S,2022-04-06T03:00:13.4Z,1,REGULAR,substitution,out,[],203076,,,1610612747,16,17,2022-04-06T03:00:25Z,960000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2022-04-06T03:00:13.4Z,1,REGULAR,substitution,in,[],2546,,,1610612747,16,17,2022-04-06T03:00:25Z,970000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M10.00S,2022-04-06T03:01:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2730,12.171484888304862,49.26470588235294,1610612747,16,19,2022-04-06T03:01:57Z,980000,4.0,62.0,1,left,D. Howard 6' floating Jump Shot (6 PTS) (C. Anthony 1 AST),"[2730, 2546]",1610612747.0,LAL,floating,,,Howard,D. Howard,,,,,6.2,Made,6.0,C. Anthony,2546.0,1.0,,,,,,,,,,,,,,,
100,PT04M55.00S,2022-04-06T03:01:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,87.33574244415243,50.98039215686274,1610612756,16,19,2022-04-06T03:01:19Z,1000000,5.0,67.0,1,right,MISS D. Ayton 6' cutting Layup - blocked,"[1629028, 201571]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,6.67,Missed,,,,,,,,,,,,,,,,,,Augustin,201571.0
101,PT04M55.00S,2022-04-06T03:01:16.1Z,1,REGULAR,block,,[],201571,,,1610612756,16,19,2022-04-06T03:01:18Z,1010000,,,0,,D. Augustin BLOCK (1 BLK),[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M53.00S,2022-04-06T03:01:18.1Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,16,19,2022-04-06T03:03:03Z,1020000,,,0,,D. Howard REBOUND (Off:1 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,100.0,4.0,3.0,1.0,,,,,,
103,PT04M48.00S,2022-04-06T03:01:22.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201571,33.85348226018397,44.6078431372549,1610612747,16,19,2022-04-06T03:01:27Z,1030000,27.0,266.0,1,left,MISS D. Augustin 26' running 3PT,[201571],1610612747.0,LAL,running,,,Augustin,D. Augustin,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M45.00S,2022-04-06T03:01:25.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,16,19,2022-04-06T03:01:27Z,1040000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,103.0,2.0,2.0,0.0,,,,,,
105,PT04M42.00S,2022-04-06T03:01:29.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626164,89.70105124835742,77.94117647058823,1610612756,16,19,2022-04-06T03:01:35Z,1050000,140.0,44.0,1,right,MISS D. Booker 14' running pullup Shot,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,14.66,Missed,,,,,,,,,,,,,,,,,,,
106,PT04M39.00S,2022-04-06T03:01:32.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,16,19,2022-04-06T03:01:35Z,1060000,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,
107,PT04M31.00S,2022-04-06T03:01:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612747,16,19,2022-04-06T03:01:48Z,1070000,,,0,,D. Ayton shooting personal FOUL (2 PF) (Howard 2 FT),"[1629028, 2730]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,2002.0,2.0,0.0,Howard,2730.0,,,,,,,,,,
109,PT04M31.00S,2022-04-06T03:02:10.4Z,1,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,16,20,2022-04-06T03:02:10Z,1090000,,,0,,D. Howard Free Throw 1 of 2 (7 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
110,PT04M31.00S,2022-04-06T03:02:11.0Z,1,REGULAR,substitution,out,[],101108,,,1610612747,16,20,2022-04-06T03:02:15Z,1100000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M31.00S,2022-04-06T03:02:11.0Z,1,REGULAR,substitution,out,[],203109,,,1610612747,16,20,2022-04-06T03:02:15Z,1110000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M31.00S,2022-04-06T03:02:11.0Z,1,REGULAR,substitution,in,[],1626166,,,1610612747,16,20,2022-04-06T03:02:15Z,1120000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M31.00S,2022-04-06T03:02:11.0Z,1,REGULAR,substitution,in,[],1629661,,,1610612747,16,20,2022-04-06T03:02:15Z,1130000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M31.00S,2022-04-06T03:02:35.4Z,1,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,16,21,2022-04-06T03:02:35Z,1140000,,,0,,D. Howard Free Throw 2 of 2 (8 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
115,PT04M14.00S,2022-04-06T03:02:53.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,76.2976346911958,87.5,1610612756,16,21,2022-04-06T03:02:57Z,1150000,188.0,170.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
116,PT04M12.00S,2022-04-06T03:02:55.7Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,16,21,2022-04-06T03:02:57Z,1160000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,
117,PT04M04.00S,2022-04-06T03:03:03.6Z,1,REGULAR,3pt,Jump Shot,[],2546,24.392247043363994,85.29411764705883,1610612747,16,21,2022-04-06T03:03:07Z,1170000,-176.0,177.0,1,left,MISS C. Anthony 24' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
118,PT04M00.00S,2022-04-06T03:03:07.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,16,21,2022-04-06T03:03:07Z,1180000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,
119,PT03M52.00S,2022-04-06T03:03:15.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,86.81011826544021,23.03921568627451,1610612756,18,21,2022-04-06T03:03:17Z,1190000,-135.0,71.0,1,right,D. Ayton 15' Jump Shot (8 PTS) (C. Payne 1 AST),"[1629028, 1626166]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,15.26,Made,8.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,,
121,PT03M35.00S,2022-04-06T03:03:31.9Z,1,REGULAR,2pt,Jump Shot,[],2546,9.149145860709593,72.79411764705883,1610612747,18,23,2022-04-06T03:03:35Z,1210000,-114.0,34.0,1,left,C. Anthony 11' turnaround Jump Shot (2 PTS) (D. Howard 1 AST),"[2546, 2730]",1610612747.0,LAL,turnaround,,,Anthony,C. Anthony,,,,,11.88,Made,2.0,D. Howard,2730.0,1.0,,,,,,,,,,,,,,,
123,PT03M28.00S,2022-04-06T03:03:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.38042049934296,45.588235294117645,1610612756,20,23,2022-04-06T03:03:57Z,1230000,-22.0,10.0,1,right,D. Booker driving reverse Layup (8 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,driving reverse,,,Booker,D. Booker,,,,,2.41,Made,8.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,,
125,PT03M10.00S,2022-04-06T03:03:57.1Z,1,REGULAR,3pt,Jump Shot,[],2546,32.013797634691194,54.90196078431373,1610612747,20,26,2022-04-06T03:04:00Z,1250000,-25.0,248.0,1,left,C. Anthony 24' 3PT  (5 PTS) (D. Augustin 1 AST),"[2546, 201571]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,24.96,Made,5.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,,,,
127,PT03M01.00S,2022-04-06T03:04:05.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,76.5604467805519,11.76470588235294,1610612756,23,26,2022-04-06T03:04:09Z,1270000,-191.0,168.0,1,right,D. Booker 25' 3PT  (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,25.44,Made,11.0,,,,,,,,,,,,,,,,,,
128,PT02M44.00S,2022-04-06T03:04:22.5Z,1,REGULAR,3pt,Jump Shot,[],1626169,8.360709592641262,4.166666666666666,1610612747,23,26,2022-04-06T03:04:27Z,1280000,229.0,26.0,1,left,MISS S. Johnson 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M41.00S,2022-04-06T03:04:25.5Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,23,26,2022-04-06T03:04:27Z,1290000,,,0,,D. Howard REBOUND (Off:2 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,128.0,5.0,3.0,2.0,,,,,,
130,PT02M36.00S,2022-04-06T03:04:30.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],2546,32.013797634691194,56.86274509803921,1610612747,23,26,2022-04-06T03:04:37Z,1300000,-34.0,248.0,1,left,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M35.00S,2022-04-06T03:04:31.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,23,26,2022-04-06T03:04:34Z,1310000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,130.0,3.0,3.0,0.0,,,,,,
132,PT02M24.00S,2022-04-06T03:04:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,94.1688567674113,45.09803921568628,1610612756,23,26,2022-04-06T03:04:47Z,1320000,-25.0,2.0,1,right,MISS D. Booker driving reverse Layup,[1626164],1610612756.0,PHX,driving reverse,,,Booker,D. Booker,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2022-04-06T03:04:45.9Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,23,26,2022-04-06T03:04:47Z,1330000,,,0,,D. Howard REBOUND (Off:2 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,132.0,6.0,4.0,2.0,,,,,,
134,PT02M13.00S,2022-04-06T03:04:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626169,9.806176084099869,57.107843137254896,1610612747,23,26,2022-04-06T03:07:27Z,1340000,-36.0,40.0,1,left,MISS S. Johnson floating Shot,[1626169],1610612747.0,LAL,floating,,,Johnson,S. Johnson,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M11.00S,2022-04-06T03:04:56.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,23,26,2022-04-06T03:04:58Z,1350000,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,134.0,4.0,4.0,0.0,,,,,,
136,PT02M05.00S,2022-04-06T03:05:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,93.51182654402102,47.30392156862745,1610612756,25,26,2022-04-06T03:05:05Z,1360000,-13.0,8.0,1,right,M. Bridges running Layup (2 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,1.6,Made,2.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,,
138,PT01M51.00S,2022-04-06T03:05:20.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612747,25,26,2022-04-06T03:05:31Z,1380000,,,0,,C. Payne shooting personal FOUL (1 PF) (Reaves 2 FT),"[1626166, 1630559]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,204058.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,
140,PT01M51.00S,2022-04-06T03:05:51.4Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,25,27,2022-04-06T03:05:51Z,1400000,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
141,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612747,25,27,2022-04-06T03:06:05Z,1410000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612747,25,27,2022-04-06T03:06:05Z,1420000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,25,27,2022-04-06T03:06:05Z,1430000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,out,[],2730,,,1610612747,25,27,2022-04-06T03:06:05Z,1440000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,in,[],201580,,,1610612747,25,27,2022-04-06T03:06:05Z,1450000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,in,[],1629013,,,1610612747,25,27,2022-04-06T03:06:05Z,1460000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,in,[],201566,,,1610612747,25,27,2022-04-06T03:06:05Z,1470000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M51.00S,2022-04-06T03:05:52.3Z,1,REGULAR,substitution,in,[],203076,,,1610612747,25,27,2022-04-06T03:06:05Z,1480000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M51.00S,2022-04-06T03:06:17.3Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,25,28,2022-04-06T03:06:17Z,1490000,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
150,PT01M38.00S,2022-04-06T03:06:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,91.67214191852825,49.754901960784316,1610612756,25,28,2022-04-06T03:06:35Z,1500000,-1.0,26.0,1,right,MISS L. Shamet driving Layup,[1629013],1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M37.00S,2022-04-06T03:06:33.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,25,28,2022-04-06T03:06:35Z,1510000,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,150.0,4.0,4.0,0.0,,,,,,
152,PT01M30.00S,2022-04-06T03:06:47.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612747,25,28,2022-04-06T03:06:56Z,1520000,,,0,,C. Payne shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1626166, 201566]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,2002.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,
154,PT01M30.00S,2022-04-06T03:07:17.6Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,25,28,2022-04-06T03:07:17Z,1540000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M30.00S,2022-04-06T03:07:17.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,25,28,2022-04-06T03:07:17Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,,,
156,PT01M30.00S,2022-04-06T03:07:37.6Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,25,29,2022-04-06T03:07:37Z,1560000,,,0,,R. Westbrook Free Throw 2 of 2 (4 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
157,PT01M19.00S,2022-04-06T03:07:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.90407358738501,35.56602328431372,1610612756,27,29,2022-04-06T03:13:35Z,1570000,-72.0,14.0,1,right,C. Payne 7' driving finger roll Layup (2 PTS) (J. McGee 1 AST),"[1626166, 201580]",1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,7.36,Made,2.0,J. McGee,201580.0,1.0,,,,,,,,,,,,,,,
159,PT01M05.00S,2022-04-06T03:08:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.30946123521682,51.225490196078425,1610612747,27,31,2022-04-06T03:08:16Z,1590000,-6.0,16.0,1,left,R. Westbrook driving Layup (6 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.73,Made,6.0,,,,,,,,,,,,,,,,,,
160,PT00M56.00S,2022-04-06T03:08:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.59198423127464,56.61764705882353,1610612756,27,31,2022-04-06T03:08:50Z,1600000,33.0,17.0,1,right,MISS C. Payne driving Layup - blocked,"[1626166, 203076]",1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,3.73,Missed,,,,,,,,,,,,,,,,,,Davis,203076.0
161,PT00M56.00S,2022-04-06T03:08:16.5Z,1,REGULAR,block,,[],203076,,,1610612756,27,31,2022-04-06T03:08:18Z,1610000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M53.70S,2022-04-06T03:08:18.8Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,27,31,2022-04-06T03:08:20Z,1620000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,,,,,
163,PT00M34.30S,2022-04-06T03:08:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630559,9.85545335085414,95.12101715686273,1610612747,27,31,2022-04-06T03:09:00Z,1630000,-226.0,40.0,1,left,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,22.91,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M31.80S,2022-04-06T03:08:40.7Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,27,31,2022-04-06T03:08:45Z,1640000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,
165,PT00M15.60S,2022-04-06T03:09:00.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2546,,,1610612756,27,31,2022-04-06T03:09:16Z,1650000,,,0,,C. Anthony personal FOUL (1 PF) (Johnson 2 FT),"[2546, 1629661]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,2714.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,
167,PT00M15.60S,2022-04-06T03:09:39.2Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612756,28,31,2022-04-06T03:09:39Z,1670000,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
168,PT00M15.60S,2022-04-06T03:09:43.4Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,28,31,2022-04-06T03:09:46Z,1680000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M15.60S,2022-04-06T03:09:43.4Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,28,31,2022-04-06T03:09:46Z,1690000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M15.60S,2022-04-06T03:09:39.2Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612756,28,31,2022-04-06T03:10:10Z,1700000,,,0,,MISS C. Johnson Free Throw 2 of 2,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M13.00S,2022-04-06T03:09:41.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,28,31,2022-04-06T03:10:10Z,1710000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,
172,PT00M02.70S,2022-04-06T03:10:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.5722733245729295,48.77450980392157,1610612747,28,31,2022-04-06T03:10:25Z,1720000,6.0,19.0,1,left,MISS A. Davis cutting Layup - blocked,"[203076, 201580]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,McGee,201580.0
173,PT00M02.70S,2022-04-06T03:10:19.7Z,1,REGULAR,block,,[],201580,,,1610612747,28,31,2022-04-06T03:10:21Z,1730000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M00.50S,2022-04-06T03:10:21.9Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,28,31,2022-04-06T03:10:25Z,1740000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,
177,PT00M00.00S,2022-04-06T03:10:28.6Z,1,REGULAR,period,end,[],0,,,1610612756,28,31,2022-04-06T03:10:28Z,1770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-04-06T03:12:36.3Z,2,REGULAR,substitution,out,['startperiod'],201571,,,1610612756,28,31,2022-04-06T03:12:50Z,1780000,,,0,,SUB out: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-04-06T03:12:36.3Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612756,28,31,2022-04-06T03:12:50Z,1790000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-04-06T03:13:04.7Z,2,REGULAR,period,start,[],0,,,1610612747,28,31,2022-04-06T03:13:04Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M45.00S,2022-04-06T03:13:19.5Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612747,28,31,2022-04-06T03:13:23Z,1810000,,,0,,R. Westbrook lost ball TURNOVER (2 TO),"[201566, 1626166]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,2.0,Payne,1626166.0,,,
182,PT11M45.00S,2022-04-06T03:13:19.5Z,2,REGULAR,steal,,[],1626166,,,1610612756,28,31,2022-04-06T03:13:49Z,1820000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M40.00S,2022-04-06T03:13:23.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629013,94.56307490144546,50.0,1610612756,30,31,2022-04-06T03:13:32Z,1830000,0.0,-1.0,1,right,L. Shamet running DUNK (2 PTS) (C. Payne 3 AST),"[1629013, 1626166]",1610612756.0,PHX,running,,,Shamet,L. Shamet,,,,,0.14,Made,2.0,C. Payne,1626166.0,3.0,,,,,,,,,,,,,,,
185,PT11M17.00S,2022-04-06T03:13:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,10.5946123521682,59.55882352941176,1610612747,30,33,2022-04-06T03:13:52Z,1850000,-48.0,47.0,1,left,R. Westbrook 6' driving Layup (8 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,6.71,Made,8.0,,,,,,,,,,,,,,,,,,
