actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
188,PT08M00.00S,2022-01-25T02:39:18.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203901,6.783837056504599,50.73529411764706,1610612756,44,33,2022-01-25T02:39:34Z,1760000,-4.0,11.0,1,left,E. Payton cutting DUNK (4 PTS) (C. Paul 7 AST),"[203901, 101108]",1610612756.0,PHX,cutting,,,Payton,E. Payton,,,,,1.19,Made,4.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,
190,PT07M59.00S,2022-01-25T02:39:24.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,44,33,2022-01-25T02:39:24Z,1780000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,out,[],203901,,,1610612762,44,33,2022-01-25T02:42:06Z,1790000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,out,[],202687,,,1610612762,44,33,2022-01-25T02:42:06Z,1800000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,out,[],1630190,,,1610612762,44,33,2022-01-25T02:42:06Z,1810000,,,0,,SUB out: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,out,[],200752,,,1610612762,44,33,2022-01-25T02:42:06Z,1820000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,44,33,2022-01-25T02:42:06Z,1830000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,in,[],1628969,,,1610612762,44,33,2022-01-25T02:42:06Z,1840000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,in,[],201580,,,1610612762,44,33,2022-01-25T02:42:06Z,1850000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,in,[],202355,,,1610612762,44,33,2022-01-25T02:42:06Z,1860000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,in,[],203903,,,1610612762,44,33,2022-01-25T02:42:06Z,1870000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M59.00S,2022-01-25T02:39:50.0Z,2,REGULAR,substitution,in,[],1627863,,,1610612762,44,33,2022-01-25T02:42:06Z,1880000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M40.00S,2022-01-25T02:42:31.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,84.97043363994744,39.705882352941174,1610612762,44,33,2022-01-25T02:42:37Z,1890000,-51.0,89.0,1,right,MISS J. Butler 10' driving floating Shot,[1630215],1610612762.0,UTA,driving floating,,,Butler,J. Butler,,,,,10.27,Missed,,,,,,,,,,,,,,,,,,
204,PT07M37.00S,2022-01-25T02:42:34.6Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,44,33,2022-01-25T02:43:23Z,1900000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,
205,PT07M31.00S,2022-01-25T02:42:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201580,6.258212877792378,51.470588235294116,1610612756,46,33,2022-01-25T02:42:47Z,1910000,-7.0,6.0,1,left,J. McGee running Layup (4 PTS) (C. Paul 8 AST),"[201580, 101108]",1610612756.0,PHX,running,,,McGee,J. McGee,,,,,0.97,Made,4.0,C. Paul,101108.0,8.0,,,,,,,,,,,,,,
207,PT07M20.00S,2022-01-25T02:42:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,93.77463863337714,47.794117647058826,1610612762,46,35,2022-01-25T02:42:55Z,1930000,-11.0,6.0,1,right,E. Paschall driving Layup (8 PTS) (H. Whiteside 2 AST),"[1629672, 202355]",1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,1.25,Made,8.0,H. Whiteside,202355.0,2.0,,,,,,,,,,,,,,
209,PT07M08.00S,2022-01-25T02:43:06.5Z,2,REGULAR,foul,offensive,[],201580,,,1610612756,46,35,2022-01-25T02:44:07Z,1950000,,,0,,J. McGee offensive FOUL (1 PF),"[201580, 1629672]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,201640.0,,,,,,,,,,1.0,0.0,Paschall,1629672.0
211,PT07M08.00S,2022-01-25T02:43:06.5Z,2,REGULAR,turnover,offensive foul,[],201580,,,1610612756,46,35,2022-01-25T02:43:06Z,1970000,,,0,,J. McGee offensive foul TURNOVER (2 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,201640.0,,,,,2.0,,,,,,,,
212,PT06M54.00S,2022-01-25T02:43:35.6Z,2,REGULAR,foul,offensive,[],1629672,,,1610612762,46,35,2022-01-25T02:43:50Z,1980000,,,0,,E. Paschall offensive FOUL (1 PF),"[1629672, 1629661]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,1155.0,,,,,,,,,,1.0,0.0,Johnson,1629661.0
214,PT06M54.00S,2022-01-25T02:43:35.6Z,2,REGULAR,turnover,offensive foul,[],1629672,,,1610612762,46,35,2022-01-25T02:43:50Z,2000000,,,0,,E. Paschall offensive foul TURNOVER (1 TO),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,201640.0,,,,,1.0,,,,,,,,
215,PT06M43.00S,2022-01-25T02:44:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",101108,8.886333771353483,46.32352941176471,1610612756,46,35,2022-01-25T02:44:36Z,2010000,18.0,31.0,1,left,MISS C. Paul driving Layup,[101108],1610612756.0,PHX,driving,,,Paul,C. Paul,,,,,3.6,Missed,,,,,,,,,,,,,,,,,,
216,PT06M43.00S,2022-01-25T02:44:09.1Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,46,35,2022-01-25T02:44:38Z,2020000,,,0,,J. McGee REBOUND (Off:4 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,215.0,6.0,2.0,4.0,,,,,,,,,
217,PT06M35.00S,2022-01-25T02:44:16.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201580,5.590000152587891,50.0,1610612756,46,35,2022-01-25T02:45:42Z,2030000,0.0,0.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
218,PT06M33.00S,2022-01-25T02:44:18.0Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,46,35,2022-01-25T02:44:30Z,2040000,,,0,,J. McGee REBOUND (Off:5 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,217.0,7.0,2.0,5.0,,,,,,,,,
219,PT06M31.00S,2022-01-25T02:44:20.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",201580,7.835085413929041,47.549019607843135,1610612756,48,35,2022-01-25T02:45:52Z,2050000,12.0,21.0,1,left,J. McGee Hook (6 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,2.44,Made,6.0,,,,,,,,,,,,,,,,,
220,PT06M17.00S,2022-01-25T02:44:34.7Z,2,REGULAR,2pt,Jump Shot,[],203903,78.66294349540078,68.62745098039215,1610612762,48,37,2022-01-25T02:44:41Z,2060000,93.0,148.0,1,right,J. Clarkson 17' step back Jump Shot (4 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,17.49,Made,4.0,,,,,,,,,,,,,,,,,
221,PT06M09.00S,2022-01-25T02:44:42.3Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,48,37,2022-01-25T02:44:49Z,2070000,,,0,,C. Paul bad pass TURNOVER (3 TO),"[101108, 1630215]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,3.0,Butler,1630215.0,,,,,,
222,PT06M09.00S,2022-01-25T02:44:42.3Z,2,REGULAR,steal,,[],1630215,,,1610612762,48,37,2022-01-25T02:44:46Z,2080000,,,0,,J. Butler STEAL (1 STL),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M04.00S,2022-01-25T02:44:47.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,74.19513797634691,86.51960784313727,1610612762,48,37,2022-01-25T02:44:55Z,2090000,183.0,190.0,1,right,MISS D. House Jr. 26' 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
224,PT06M01.00S,2022-01-25T02:44:50.8Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,48,37,2022-01-25T02:44:55Z,2100000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,223.0,2.0,1.0,1.0,,,,,,,,,
225,PT05M58.00S,2022-01-25T02:44:54.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1628969,12.959921156373195,25.245098039215684,1610612756,48,37,2022-01-25T02:45:03Z,2110000,124.0,69.0,1,left,MISS M. Bridges 14' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,
226,PT05M53.00S,2022-01-25T02:44:59.3Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,48,37,2022-01-25T02:45:03Z,2120000,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,225.0,2.0,1.0,1.0,,,,,,,,,
227,PT05M52.00S,2022-01-25T02:44:59.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,24.392247043363994,8.333333333333332,1610612756,48,37,2022-01-25T02:45:05Z,2130000,208.0,177.0,1,left,MISS M. Bridges 27' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,27.32,Missed,,,,,,,,,,,,,,,,,,
228,PT05M48.00S,2022-01-25T02:45:03.6Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612762,48,37,2022-01-25T02:45:05Z,2140000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,
229,PT05M41.00S,2022-01-25T02:45:09.6Z,2,REGULAR,3pt,Jump Shot,[],203903,73.40670170827858,13.480392156862745,1610612762,48,40,2022-01-25T02:54:19Z,2150000,-183.0,197.0,1,right,J. Clarkson 26' 3PT pullup (7 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.9,Made,7.0,,,,,,,,,,,,,,,,,
230,PT05M41.00S,2022-01-25T02:45:15.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,48,40,2022-01-25T02:45:15Z,2160000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M41.00S,2022-01-25T02:45:16.8Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,48,40,2022-01-25T02:47:49Z,2170000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M41.00S,2022-01-25T02:45:16.8Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,48,40,2022-01-25T02:47:49Z,2180000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M29.00S,2022-01-25T02:48:17.1Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,48,40,2022-01-25T02:48:25Z,2190000,,,0,,C. Paul bad pass TURNOVER (4 TO),"[101108, 1630215]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,4.0,Butler,1630215.0,,,,,,
234,PT05M29.00S,2022-01-25T02:48:17.1Z,2,REGULAR,steal,,[],1630215,,,1610612762,48,40,2022-01-25T02:48:19Z,2200000,,,0,,J. Butler STEAL (2 STL),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M25.00S,2022-01-25T02:48:23.4Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612762,48,40,2022-01-25T02:48:34Z,2210000,,,0,,J. McGee shooting personal FOUL (2 PF) (House Jr. 2 FT),"[201580, 1627863]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,1155.0,,,,,,,,,,2.0,0.0,House Jr.,1627863.0
237,PT05M25.00S,2022-01-25T02:48:47.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627863,,,1610612762,48,41,2022-01-25T02:49:02Z,2230000,,,0,,D. House Jr. Free Throw 1 of 2 (4 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
238,PT05M25.00S,2022-01-25T02:48:47.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627863,,,1610612762,48,41,2022-01-25T02:49:02Z,2240000,,,0,,MISS D. House Jr. Free Throw 2 of 2,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT05M23.00S,2022-01-25T02:48:49.7Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,48,41,2022-01-25T02:49:02Z,2250000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,238.0,3.0,2.0,1.0,,,,,,,,,
240,PT05M11.00S,2022-01-25T02:49:12.9Z,2,REGULAR,3pt,Jump Shot,[],101108,32.53942181340342,63.970588235294116,1610612756,51,41,2022-01-25T02:49:17Z,2260000,-70.0,253.0,1,left,C. Paul 26' 3PT  (6 PTS) (M. Bridges 1 AST),"[101108, 1628969]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,26.29,Made,6.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
242,PT04M57.00S,2022-01-25T02:49:31.4Z,2,REGULAR,foul,technical,['1freethrow'],1629661,,,1610612762,51,41,2022-01-25T02:49:45Z,2280000,,,0,,C. Johnson defensive-3-second technical FOUL (1 Tech),[1629661],1610612756.0,PHX,defensive-3-second,,,Johnson,C. Johnson,,,,,,,,,,,201640.0,,,,,,,,,,0.0,1.0,,
243,PT04M57.00S,2022-01-25T02:49:50.2Z,2,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,51,41,2022-01-25T02:49:53Z,2290000,,,0,,MISS J. Clarkson technical Free Throw 1 of 1,[203903],1610612762.0,UTA,technical,,,Clarkson,J. Clarkson,,,,,,Missed,,,,,,,,,,,,,,,,,,
244,PT04M57.00S,2022-01-25T02:49:50.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,51,41,2022-01-25T02:49:53Z,2300000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,243.0,,,,,,,,,,,,
245,PT04M50.00S,2022-01-25T02:50:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,92.06636005256242,46.568627450980394,1610612762,51,41,2022-01-25T02:55:43Z,2310000,-17.0,22.0,1,right,MISS E. Paschall driving Layup - blocked,"[1629672, 201580]",1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,2.8,Missed,,,,,,,,,,,,,McGee,201580.0,,,,
267,PT04M50.00S,2022-01-25T02:50:16.6Z,2,REGULAR,block,,[],201580,,,1610612762,51,41,2022-01-25T02:52:31Z,2320000,,,0,,J. McGee BLOCK (2 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M50.00S,2022-01-25T02:50:16.6Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,51,41,2022-01-25T02:52:31Z,2330000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,
275,PT04M50.00S,2022-01-25T02:50:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",202355,91.01511169513797,50.0,1610612762,51,43,2022-01-25T02:56:14Z,2335000,0.0,32.0,1,right,H. Whiteside putback Layup (2 PTS),[202355],1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,3.2,Made,2.0,,,,,,,,,,,,,,,,,
279,PT04M50.00S,2022-01-25T02:50:38.0Z,2,REGULAR,violation,defensive goaltending,[],201580,,,1610612762,51,43,2022-01-25T02:53:47Z,2337500,,,0,,J. McGee defensive goaltending VIOLATION,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M37.00S,2022-01-25T02:50:45.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,14.011169513797633,64.70588235294117,1610612756,51,43,2022-01-25T02:50:51Z,2340000,-74.0,79.0,1,left,MISS D. Booker 10' turnaround Shot,[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,10.81,Missed,,,,,,,,,,,,,,,,,,
249,PT04M34.00S,2022-01-25T02:50:48.2Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,51,43,2022-01-25T02:50:51Z,2350000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,248.0,4.0,3.0,1.0,,,,,,,,,
250,PT04M23.00S,2022-01-25T02:50:59.8Z,2,REGULAR,3pt,Jump Shot,[],1627863,91.27792378449409,98.2843137254902,1610612762,51,43,2022-01-25T02:51:05Z,2360000,241.0,29.0,1,right,MISS D. House Jr. 24' 3PT,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,
251,PT04M19.00S,2022-01-25T02:51:03.8Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,51,43,2022-01-25T02:51:05Z,2370000,,,0,,C. Johnson REBOUND (Off:1 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,250.0,3.0,2.0,1.0,,,,,,,,,
252,PT04M14.00S,2022-01-25T02:51:08.5Z,2,REGULAR,turnover,lost ball,[],1629661,,,1610612756,51,43,2022-01-25T02:51:13Z,2380000,,,0,,C. Johnson lost ball TURNOVER (1 TO),"[1629661, 1630215]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,1.0,Butler,1630215.0,,,,,,
253,PT04M14.00S,2022-01-25T02:51:08.5Z,2,REGULAR,steal,,[],1630215,,,1610612762,51,43,2022-01-25T02:51:11Z,2390000,,,0,,J. Butler STEAL (3 STL),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M08.00S,2022-01-25T02:51:20.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,51,43,2022-01-25T02:51:20Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M08.00S,2022-01-25T02:51:22.7Z,2,REGULAR,substitution,out,[],1630215,,,1610612762,51,43,2022-01-25T02:51:32Z,2410000,,,0,,SUB out: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M08.00S,2022-01-25T02:51:22.7Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,51,43,2022-01-25T02:51:32Z,2430000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M59.00S,2022-01-25T02:51:46.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203903,89.04402102496715,50.0,1610612762,51,45,2022-01-25T02:51:52Z,2450000,0.0,50.0,1,right,J. Clarkson driving finger roll Layup (9 PTS),[203903],1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,5.05,Made,9.0,,,,,,,,,,,,,,,,,
260,PT03M50.00S,2022-01-25T02:51:54.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,18.610381077529567,60.29411764705882,1610612756,51,45,2022-01-25T02:52:02Z,2460000,-51.0,122.0,1,left,MISS M. Bridges 13' pullup Shot - blocked,"[1628969, 202355]",1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,13.28,Missed,,,,,,,,,,,,,Whiteside,202355.0,,,,
261,PT03M50.00S,2022-01-25T02:51:54.1Z,2,REGULAR,block,,[],202355,,,1610612756,51,45,2022-01-25T02:58:37Z,2470000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M47.00S,2022-01-25T02:51:57.1Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612762,51,45,2022-01-25T02:52:02Z,2480000,,,0,,D. House Jr. REBOUND (Off:0 Def:3),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,
263,PT03M46.00S,2022-01-25T02:52:01.3Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612762,51,45,2022-01-25T02:52:10Z,2490000,,,0,,J. McGee shooting personal FOUL (3 PF) (House Jr. 2 FT),"[201580, 1627863]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,201640.0,,,,,,,,,,3.0,0.0,House Jr.,1627863.0
265,PT03M46.00S,2022-01-25T02:52:27.8Z,2,REGULAR,freethrow,1 of 2,[],1627863,,,1610612762,51,45,2022-01-25T02:52:27Z,2510000,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
266,PT03M46.00S,2022-01-25T02:52:27.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,51,45,2022-01-25T02:52:27Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,,,
268,PT03M46.00S,2022-01-25T02:52:30.9Z,2,REGULAR,substitution,out,[],201580,,,1610612762,51,45,2022-01-25T02:52:33Z,2530000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M46.00S,2022-01-25T02:52:30.9Z,2,REGULAR,substitution,in,[],202687,,,1610612762,51,45,2022-01-25T02:52:33Z,2540000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M46.00S,2022-01-25T02:52:30.9Z,2,REGULAR,substitution,out,[],1629672,,,1610612762,51,45,2022-01-25T03:00:36Z,2545000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M46.00S,2022-01-25T02:52:30.9Z,2,REGULAR,substitution,in,[],200752,,,1610612762,51,45,2022-01-25T03:00:36Z,2547500,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M46.00S,2022-01-25T02:52:49.8Z,2,REGULAR,freethrow,2 of 2,[],1627863,,,1610612762,51,46,2022-01-25T02:52:49Z,2550000,,,0,,D. House Jr. Free Throw 2 of 2 (5 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
271,PT03M36.00S,2022-01-25T02:53:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.478975032851512,44.11764705882353,1610612756,53,46,2022-01-25T03:01:23Z,2560000,29.0,121.0,1,left,D. Booker 12' driving floating Jump Shot (19 PTS) (C. Paul 9 AST),"[1626164, 101108]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,12.47,Made,19.0,C. Paul,101108.0,9.0,,,,,,,,,,,,,,
273,PT03M26.00S,2022-01-25T02:53:12.4Z,2,REGULAR,turnover,lost ball,[],202355,,,1610612762,53,46,2022-01-25T03:02:01Z,2580000,,,0,,H. Whiteside lost ball TURNOVER (1 TO),"[202355, 1629661]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,1.0,Johnson,1629661.0,,,,,,
274,PT03M26.00S,2022-01-25T02:53:12.4Z,2,REGULAR,steal,,[],1629661,,,1610612756,53,46,2022-01-25T02:53:14Z,2590000,,,0,,C. Johnson STEAL (2 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M26.00S,2022-01-25T02:53:17.7Z,2,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612756,53,46,2022-01-25T02:53:31Z,2600000,,,0,,C. Johnson step out-of-bounds TURNOVER (2 TO),[1629661],1610612756.0,PHX,step,,,Johnson,C. Johnson,,,,,,,,,,,1155.0,,,,,2.0,,,,,,,,
