actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-17T02:10:47.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-17T02:10:47Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-17T02:10:52.4Z,1,REGULAR,jumpball,recovered,[],1630578,,,1610612745,0,0,2022-02-17T02:10:52Z,40000,,,0,,Jump Ball A. Sengun vs. D. Ayton: Tip to A. Sengun,"[1630578, 1630578, 1629028]",1610612745.0,HOU,startperiod,A. Sengun,1630578.0,Sengun,A. Sengun,Sengun,1630578.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-02-17T02:11:05.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630256,8.886333771353483,43.627450980392155,1610612745,0,2,2022-02-17T02:11:10Z,70000,32.0,31.0,1,left,J. Tate driving DUNK (2 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,4.45,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2022-02-17T02:11:28.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,87.07293035479631,78.18627450980392,1610612756,2,2,2022-02-17T02:11:33Z,80000,141.0,69.0,1,right,D. Ayton 15' Jump Shot (2 PTS) (J. Crowder 1 AST),"[1629028, 203109]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,15.69,Made,2.0,J. Crowder,203109.0,1.0,,,,,,,,,,,,,,,
10,PT11M04.00S,2022-02-17T02:11:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,10.33180026281209,46.568627450980394,1610612745,2,4,2022-02-17T02:11:48Z,100000,17.0,45.0,1,left,E. Gordon driving Layup (2 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,4.78,Made,2.0,,,,,,,,,,,,,,,,,,
11,PT10M50.00S,2022-02-17T02:11:59.2Z,1,REGULAR,foul,personal,[],203471,,,1610612756,2,4,2022-02-17T02:12:13Z,110000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1629028]",1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,200834.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,,
13,PT10M47.00S,2022-02-17T02:12:20.3Z,1,REGULAR,3pt,Jump Shot,[],203109,66.5735873850197,52.450980392156865,1610612756,5,4,2022-02-17T02:12:24Z,130000,12.0,262.0,1,right,J. Crowder 26' 3PT  (3 PTS) (C. Paul 1 AST),"[203109, 101108]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.2,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,,
15,PT10M31.00S,2022-02-17T02:12:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.013797634691194,40.19607843137255,1610612745,5,4,2022-02-17T02:12:40Z,150000,49.0,248.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M28.00S,2022-02-17T02:12:39.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,5,4,2022-02-17T02:12:40Z,160000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
17,PT10M21.00S,2022-02-17T02:12:48.5Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612756,5,4,2022-02-17T02:13:01Z,170000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Ayton 2 FT),"[1630578, 1629028]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,202037.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,,
