actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
93,PT04M12.00S,2021-10-21T02:31:51.9Z,1,REGULAR,substitution,in,[],1630267,,,1610612756,15,20,2021-10-21T02:32:50Z,910000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M12.00S,2021-10-21T02:31:51.9Z,1,REGULAR,substitution,in,[],1628408,,,1610612756,15,20,2021-10-21T02:32:50Z,920000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M55.00S,2021-10-21T02:33:19.9Z,1,REGULAR,3pt,Jump Shot,[],1626166,96.40275952693824,95.34313725490196,1610612756,15,20,2021-10-21T02:33:23Z,930000,227.0,-19.0,1,right,MISS C. Payne 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,22.75,Missed,,,,,,,,,,,,,,,,,,
96,PT03M54.00S,2021-10-21T02:33:20.9Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,15,20,2021-10-21T02:33:23Z,940000,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,
97,PT03M42.00S,2021-10-21T02:33:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,8.886333771353483,54.65686274509803,1610612743,15,20,2021-10-21T02:33:37Z,950000,-23.0,31.0,1,left,MISS A. Gordon Jump Shot - blocked,"[203932, 201580]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,3.88,Missed,,,,,,,,,,,,,,,,,McGee,201580.0
98,PT03M42.00S,2021-10-21T02:33:33.7Z,1,REGULAR,block,,[],201580,,,1610612743,15,20,2021-10-21T02:33:35Z,960000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M39.00S,2021-10-21T02:33:36.7Z,1,REGULAR,rebound,offensive,[],1628408,,,1610612743,15,20,2021-10-21T02:33:37Z,970000,,,0,,P. Dozier REBOUND (Off:1 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,97.0,2.0,1.0,1.0,,,,,,,
100,PT03M32.00S,2021-10-21T02:33:43.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,17.16491458607096,76.7156862745098,1610612743,15,22,2021-10-21T02:33:46Z,980000,-134.0,109.0,1,left,M. Porter Jr. 17' turnaround Jump Shot (4 PTS),[1629008],1610612743.0,DEN,turnaround,,,Porter Jr.,M. Porter Jr.,,,,,17.24,Made,4.0,,,,,,,,,,,,,,,,,
101,PT03M12.00S,2021-10-21T02:34:03.8Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,15,22,2021-10-21T02:34:09Z,990000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1629008]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,,,,,,
102,PT03M12.00S,2021-10-21T02:34:03.8Z,1,REGULAR,steal,,[],1629008,,,1610612743,15,22,2021-10-21T02:34:05Z,1000000,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M07.00S,2021-10-21T02:34:09.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629008,9.674770039421814,47.05882352941176,1610612743,15,22,2021-10-21T02:47:04Z,1010000,15.0,38.0,1,left,MISS M. Porter Jr. running Layup,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,4.11,Missed,,,,,,,,,,,,,,,,,,
104,PT03M03.00S,2021-10-21T02:34:13.1Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,15,22,2021-10-21T02:34:13Z,1020000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,103.0,1.0,0.0,1.0,,,,,,,
105,PT03M03.00S,2021-10-21T02:34:12.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203932,5.590000152587891,50.0,1610612743,15,24,2021-10-21T02:34:15Z,1030000,0.0,0.0,1,left,A. Gordon tip Layup (8 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
106,PT02M53.00S,2021-10-21T02:34:22.6Z,1,REGULAR,2pt,Jump Shot,[],1626166,88.25558475689881,30.88235294117647,1610612756,15,24,2021-10-21T02:34:25Z,1040000,-96.0,58.0,1,right,MISS C. Payne 11' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,11.18,Missed,,,,,,,,,,,,,,,,,,
107,PT02M51.00S,2021-10-21T02:34:24.6Z,1,REGULAR,rebound,offensive,[],1626166,,,1610612756,15,24,2021-10-21T02:34:25Z,1050000,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,,
108,PT02M49.00S,2021-10-21T02:34:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626166,91.93495400788436,50.73529411764706,1610612756,15,24,2021-10-21T02:47:18Z,1060000,4.0,23.0,1,right,MISS C. Payne tip Layup,[1626166],1610612756.0,PHX,tip,,,Payne,C. Payne,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,
109,PT02M47.00S,2021-10-21T02:34:27.8Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,15,24,2021-10-21T02:34:51Z,1070000,,,0,,P. Dozier REBOUND (Off:1 Def:2),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,108.0,3.0,2.0,1.0,,,,,,,
110,PT02M44.00S,2021-10-21T02:34:31.1Z,1,REGULAR,turnover,bad pass,[],1628408,,,1610612743,15,24,2021-10-21T02:34:35Z,1080000,,,0,,P. Dozier bad pass TURNOVER (1 TO),"[1628408, 1626166]",1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,1.0,Payne,1626166.0,,,,,,,,,,,
111,PT02M44.00S,2021-10-21T02:34:31.1Z,1,REGULAR,steal,,[],1626166,,,1610612756,15,24,2021-10-21T02:34:33Z,1090000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M41.00S,2021-10-21T02:34:36.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,15,24,2021-10-21T02:34:36Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,15,24,2021-10-21T02:35:04Z,1110000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,15,24,2021-10-21T02:35:04Z,1120000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,out,[],1629008,,,1610612756,15,24,2021-10-21T02:35:04Z,1130000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,out,[],203932,,,1610612756,15,24,2021-10-21T02:35:04Z,1140000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,15,24,2021-10-21T02:35:04Z,1150000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,in,[],1627846,,,1610612756,15,24,2021-10-21T02:35:04Z,1160000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,in,[],201145,,,1610612756,15,24,2021-10-21T02:35:04Z,1170000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M41.00S,2021-10-21T02:34:41.0Z,1,REGULAR,substitution,in,[],203085,,,1610612756,15,24,2021-10-21T02:35:04Z,1180000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2021-10-21T02:35:14.4Z,1,REGULAR,turnover,traveling,[],201580,,,1610612756,15,24,2021-10-21T02:35:19Z,1190000,,,0,,J. McGee traveling TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,1.0,,,,,,,1201.0,,,,,,
122,PT02M15.00S,2021-10-21T02:35:43.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630267,7.966491458607096,53.431372549019606,1610612743,15,24,2021-10-21T02:39:45Z,1200000,-17.0,22.0,1,left,MISS F. Campazzo driving floating Shot,[1630267],1610612743.0,DEN,driving floating,,,Campazzo,F. Campazzo,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2021-10-21T02:35:44.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,15,24,2021-10-21T02:39:45Z,1210000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,122.0,3.0,2.0,1.0,,,,,,,
147,PT02M14.00S,2021-10-21T02:35:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,5.650459921156373,48.79748774509804,1610612743,15,24,2021-10-21T02:39:54Z,1215000,6.0,1.0,1,left,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.6,Missed,,,,,,,,,,,,,,,,,,
148,PT02M13.00S,2021-10-21T02:35:46.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,15,24,2021-10-21T02:39:54Z,1217500,,,0,,N. Jokic REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,147.0,4.0,2.0,2.0,,,,,,,
124,PT02M13.00S,2021-10-21T02:35:47.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203999,5.590000152587891,50.0,1610612743,15,26,2021-10-21T02:39:59Z,1220000,0.0,0.0,1,left,N. Jokic tip Layup (10 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2021-10-21T02:36:00.0Z,1,REGULAR,3pt,Jump Shot,[],1627846,90.3580814717477,96.32352941176471,1610612756,15,26,2021-10-21T02:36:04Z,1230000,232.0,38.0,1,right,MISS A. Nader 3PT,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
126,PT01M52.00S,2021-10-21T02:36:04.0Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,15,26,2021-10-21T02:36:04Z,1240000,,,0,,P. Dozier REBOUND (Off:1 Def:3),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,125.0,4.0,3.0,1.0,,,,,,,
127,PT01M42.00S,2021-10-21T02:36:13.8Z,1,REGULAR,turnover,bad pass,[],201145,,,1610612743,15,26,2021-10-21T02:36:17Z,1250000,,,0,,J. Green bad pass TURNOVER (1 TO),"[201145, 1627846]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,1.0,Nader,1627846.0,,,,,,,,,,,
128,PT01M42.00S,2021-10-21T02:36:13.8Z,1,REGULAR,steal,,[],1627846,,,1610612756,15,26,2021-10-21T02:36:15Z,1260000,,,0,,A. Nader STEAL (1 STL),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M30.00S,2021-10-21T02:36:26.0Z,1,REGULAR,turnover,bad pass,[],1626166,,,1610612756,15,26,2021-10-21T02:36:30Z,1270000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 203999]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,1.0,Jokic,203999.0,,,,,,,,,,,
130,PT01M30.00S,2021-10-21T02:36:26.0Z,1,REGULAR,steal,,[],203999,,,1610612743,15,26,2021-10-21T02:36:28Z,1280000,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M24.00S,2021-10-21T02:36:32.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630267,6.389618922470433,94.6078431372549,1610612743,15,26,2021-10-21T02:36:36Z,1290000,-223.0,8.0,1,left,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,22.31,Missed,,,,,,,,,,,,,,,,,,
132,PT01M21.00S,2021-10-21T02:36:35.2Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,15,26,2021-10-21T02:36:36Z,1300000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,
133,PT01M09.00S,2021-10-21T02:36:49.7Z,1,REGULAR,foul,offensive,[],1627846,,,1610612756,15,26,2021-10-21T02:36:56Z,1310000,,,0,,A. Nader charge offensive FOUL (1 PF),"[1627846, 1630267]",1610612756.0,PHX,charge,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Campazzo,1630267.0,,
135,PT01M09.00S,2021-10-21T02:36:49.7Z,1,REGULAR,turnover,offensive foul,[],1627846,,,1610612756,15,26,2021-10-21T02:36:49Z,1330000,,,0,,A. Nader offensive foul TURNOVER (1 TO),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,1.0,,,,,,,201246.0,,,,,,
136,PT01M09.00S,2021-10-21T02:36:58.2Z,1,REGULAR,substitution,out,[],203999,,,1610612743,15,26,2021-10-21T02:37:02Z,1340000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M09.00S,2021-10-21T02:36:58.2Z,1,REGULAR,substitution,in,[],203210,,,1610612743,15,26,2021-10-21T02:37:02Z,1350000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M57.10S,2021-10-21T02:37:19.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203210,31.61957950065703,37.5,1610612743,15,26,2021-10-21T02:37:23Z,1360000,62.0,245.0,1,left,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
139,PT00M54.50S,2021-10-21T02:37:22.5Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,15,26,2021-10-21T02:37:23Z,1370000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,
140,PT00M41.90S,2021-10-21T02:37:36.6Z,1,REGULAR,2pt,Jump Shot,[],1629013,89.83245729303549,70.09803921568627,1610612756,17,26,2021-10-21T02:37:39Z,1380000,100.0,43.0,1,right,L. Shamet 10' pullup Jump Shot (2 PTS),[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,10.94,Made,2.0,,,,,,,,,,,,,,,,,
141,PT00M32.70S,2021-10-21T02:37:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630267,16.245072273324574,60.049019607843135,1610612743,17,26,2021-10-21T02:37:50Z,1390000,-50.0,100.0,1,left,MISS F. Campazzo 11' driving floating Shot,[1630267],1610612743.0,DEN,driving floating,,,Campazzo,F. Campazzo,,,,,11.21,Missed,,,,,,,,,,,,,,,,,,
142,PT00M30.90S,2021-10-21T02:37:49.0Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,17,26,2021-10-21T02:37:50Z,1400000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,
143,PT00M12.30S,2021-10-21T02:38:08.2Z,1,REGULAR,3pt,Jump Shot,[],1629013,91.40932982917214,95.83333333333334,1610612756,20,26,2021-10-21T02:38:11Z,1410000,229.0,28.0,1,right,L. Shamet 3PT  (5 PTS) (A. Nader 1 AST),"[1629013, 1627846]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,23.09,Made,5.0,A. Nader,1627846.0,1.0,,,,,,,,,,,,,,
145,PT00M04.00S,2021-10-21T02:38:19.9Z,1,REGULAR,foul,personal,[],1627846,,,1610612743,20,26,2021-10-21T02:38:49Z,1430000,,,0,,A. Nader personal FOUL (2 PF),"[1627846, 1628408]",1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Dozier,1628408.0,,
150,PT00M00.00S,2021-10-21T02:38:49.7Z,1,REGULAR,period,end,[],0,,,1610612743,20,26,2021-10-21T02:38:49Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-10-21T02:41:04.1Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612743,20,26,2021-10-21T02:42:06Z,1470000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-10-21T02:41:04.1Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612743,20,26,2021-10-21T02:42:06Z,1480000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-10-21T02:42:22.6Z,2,REGULAR,period,start,[],0,,,1610612756,20,26,2021-10-21T02:42:22Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M45.00S,2021-10-21T02:42:37.3Z,2,REGULAR,3pt,Jump Shot,[],1629661,89.43823915900131,4.166666666666666,1610612756,23,26,2021-10-21T02:42:41Z,1500000,-229.0,47.0,1,right,C. Johnson 3PT  (3 PTS) (C. Paul 2 AST),"[1629661, 101108]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,23.39,Made,3.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
156,PT11M22.00S,2021-10-21T02:43:02.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,23,26,2021-10-21T02:43:02Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M22.00S,2021-10-21T02:43:16.0Z,2,REGULAR,foul,personal,[],201580,,,1610612743,23,26,2021-10-21T02:43:22Z,1530000,,,0,,J. McGee personal FOUL (1 PF),"[201580, 201145]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Green,201145.0,,
159,PT11M10.00S,2021-10-21T02:43:49.2Z,2,REGULAR,2pt,Jump Shot,[],203210,14.931011826544022,26.47058823529412,1610612743,23,26,2021-10-21T02:43:54Z,1550000,118.0,88.0,1,left,MISS J. Green 14' Jump Shot,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,14.68,Missed,,,,,,,,,,,,,,,,,,
160,PT11M08.00S,2021-10-21T02:43:51.2Z,2,REGULAR,rebound,defensive,[],1627846,,,1610612756,23,26,2021-10-21T02:43:54Z,1560000,,,0,,A. Nader REBOUND (Off:0 Def:1),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,
161,PT10M58.00S,2021-10-21T02:44:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,90.3580814717477,49.01960784313725,1610612756,25,26,2021-10-21T02:44:05Z,1570000,-5.0,38.0,1,right,J. McGee driving floating Jump Shot (2 PTS) (C. Paul 3 AST),"[201580, 101108]",1610612756.0,PHX,driving floating,,,McGee,J. McGee,,,,,3.84,Made,2.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
163,PT10M48.00S,2021-10-21T02:44:14.7Z,2,REGULAR,foul,personal,[],201580,,,1610612743,25,26,2021-10-21T02:44:20Z,1590000,,,0,,J. McGee personal FOUL (2 PF),"[201580, 201145]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Green,201145.0,,
165,PT10M42.00S,2021-10-21T02:44:37.7Z,2,REGULAR,3pt,Jump Shot,[],203085,28.86005256241787,77.20588235294117,1610612743,25,26,2021-10-21T02:44:41Z,1610000,-136.0,219.0,1,left,MISS A. Rivers 25' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
166,PT10M40.00S,2021-10-21T02:44:39.7Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,25,26,2021-10-21T02:44:41Z,1620000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,
167,PT10M30.00S,2021-10-21T02:44:49.7Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,25,26,2021-10-21T02:44:52Z,1630000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1630267]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,1.0,Campazzo,1630267.0,,,,,,,,,,,
168,PT10M30.00S,2021-10-21T02:44:49.7Z,2,REGULAR,steal,,[],1630267,,,1610612743,25,26,2021-10-21T02:44:51Z,1640000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M24.00S,2021-10-21T02:44:55.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203085,3.7614980289093296,99.26470588235294,1610612743,25,26,2021-10-21T02:45:00Z,1650000,-246.0,-17.0,1,left,MISS A. Rivers 24' running 3PT,[203085],1610612743.0,DEN,running,,,Rivers,A. Rivers,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
170,PT10M21.00S,2021-10-21T02:44:58.5Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,25,26,2021-10-21T02:46:06Z,1660000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,169.0,3.0,3.0,0.0,,,,,,,
171,PT10M02.00S,2021-10-21T02:45:18.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627846,87.99277266754271,50.73529411764706,1610612756,25,26,2021-10-21T02:45:21Z,1670000,4.0,60.0,1,right,MISS A. Nader 6' driving floating Shot,[1627846],1610612756.0,PHX,driving floating,,,Nader,A. Nader,,,,,6.05,Missed,,,,,,,,,,,,,,,,,,
172,PT10M00.00S,2021-10-21T02:45:19.6Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,25,26,2021-10-21T02:45:19Z,1680000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,
173,PT09M54.00S,2021-10-21T02:45:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,5.995400788436268,53.18627450980392,1610612743,25,28,2021-10-21T02:59:29Z,1690000,-16.0,4.0,1,left,A. Rivers driving Layup (2 PTS),[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,1.64,Made,2.0,,,,,,,,,,,,,,,,,
174,PT09M44.00S,2021-10-21T02:45:35.8Z,2,REGULAR,2pt,Jump Shot,[],1629013,78.53153745072274,49.50980392156863,1610612756,25,28,2021-10-21T02:45:38Z,1700000,-2.0,149.0,1,right,MISS L. Shamet 14' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,14.93,Missed,,,,,,,,,,,,,,,,,,
175,PT09M42.00S,2021-10-21T02:45:38.2Z,2,REGULAR,rebound,offensive,[],1629013,,,1610612756,25,28,2021-10-21T02:45:38Z,1710000,,,0,,L. Shamet REBOUND (Off:1 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,174.0,2.0,1.0,1.0,,,,,,,
176,PT09M28.00S,2021-10-21T02:45:51.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201580,79.58278580814718,47.549019607843135,1610612756,27,28,2021-10-21T02:45:57Z,1720000,-12.0,139.0,1,right,J. McGee 13' floating Jump Shot (4 PTS) (C. Paul 4 AST),"[201580, 101108]",1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,13.99,Made,4.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
178,PT09M09.00S,2021-10-21T02:46:10.2Z,2,REGULAR,3pt,Jump Shot,[],201145,23.209592641261498,87.25490196078431,1610612743,27,28,2021-10-21T02:46:13Z,1740000,-186.0,166.0,1,left,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,
179,PT09M07.00S,2021-10-21T02:46:12.2Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,27,28,2021-10-21T02:46:13Z,1750000,,,0,,J. McGee REBOUND (Off:0 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,178.0,4.0,4.0,0.0,,,,,,,
