actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
275,PT03M07.00S,2021-11-20T04:01:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,93.51182654402102,41.17647058823529,1610612756,49,41,2021-11-20T04:01:47Z,2670000,-44.0,8.0,1,right,MISS C. Paul turnaround fadeaway Shot,[101108],1610612756.0,PHX,turnaround fadeaway,,,,,,Paul,C. Paul,4.49,Missed,,,,,,,,,,,,,,,,,,,
276,PT03M04.00S,2021-11-20T04:01:46.9Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,49,41,2021-11-20T04:01:47Z,2680000,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,275.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
277,PT03M00.00S,2021-11-20T04:01:50.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,20.844283837056505,5.88235294117647,1610612742,49,44,2021-11-20T04:01:55Z,2690000,221.0,143.0,1,left,T. Hardaway Jr. 26' 3PT running (5 PTS) (J. Brunson 5 AST),"[203501, 1628973]",1610612742.0,DAL,running,,,,,,Hardaway Jr.,T. Hardaway Jr.,26.31,Made,,,,,5.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,
279,PT02M41.00S,2021-11-20T04:02:10.4Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,49,44,2021-11-20T04:02:15Z,2710000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1628373]",1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,1.0,Ntilikina,1628373.0,,,,,,,,
280,PT02M41.00S,2021-11-20T04:02:10.4Z,2,REGULAR,steal,,[],1628373,,,1610612742,49,44,2021-11-20T04:02:15Z,2720000,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
281,PT02M30.00S,2021-11-20T04:02:21.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],204001,11.908672798948752,31.862745098039213,1610612742,49,44,2021-11-20T04:02:25Z,2730000,91.0,59.0,1,left,MISS K. Porzingis 10' turnaround Shot,[204001],1610612742.0,DAL,turnaround,,,,,,Porzingis,K. Porzingis,10.84,Missed,,,,,,,,,,,,,,,,,,,
282,PT02M27.00S,2021-11-20T04:02:24.5Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,49,44,2021-11-20T04:02:25Z,2740000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,281.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
283,PT02M22.00S,2021-11-20T04:02:29.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203109,72.35545335085413,15.931372549019606,1610612756,49,44,2021-11-20T04:02:35Z,2750000,-170.0,207.0,1,right,MISS J. Crowder 26' running 3PT,[203109],1610612756.0,PHX,running,,,,,,Crowder,J. Crowder,26.84,Missed,,,,,,,,,,,,,,,,,,,
284,PT02M18.00S,2021-11-20T04:02:33.5Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,49,44,2021-11-20T04:02:35Z,2760000,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
285,PT02M15.00S,2021-11-20T04:02:37.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612742,49,44,2021-11-20T04:02:59Z,2770000,,,0,,C. Paul shooting personal FOUL (1 PF) (Brunson 2 FT),"[101108, 1628973]",1610612756.0,PHX,shooting,,,,,,Paul,C. Paul,,,,,,,,,,,,,,1662.0,1.0,0.0,Brunson,1628973.0,,,
287,PT02M15.00S,2021-11-20T04:02:55.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,49,44,2021-11-20T04:02:55Z,2790000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M15.00S,2021-11-20T04:03:00.8Z,2,REGULAR,substitution,out,[],101108,,,1610612742,49,44,2021-11-20T04:05:52Z,2800000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
290,PT02M15.00S,2021-11-20T04:03:00.8Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,49,44,2021-11-20T04:05:52Z,2810000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
291,PT02M15.00S,2021-11-20T04:03:00.8Z,2,REGULAR,substitution,in,[],1626166,,,1610612742,49,44,2021-11-20T04:05:52Z,2820000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
292,PT02M15.00S,2021-11-20T04:03:00.8Z,2,REGULAR,substitution,in,[],203493,,,1610612742,49,44,2021-11-20T04:05:52Z,2830000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
293,PT02M15.00S,2021-11-20T04:06:27.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628973,,,1610612742,49,45,2021-11-20T04:06:27Z,2840000,,,0,,J. Brunson Free Throw 1 of 2 (9 PTS),[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,Made,,,,,9.0,,,,,,,,,,,,,,
294,PT02M15.00S,2021-11-20T04:06:46.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628973,,,1610612742,49,46,2021-11-20T04:06:46Z,2850000,,,0,,J. Brunson Free Throw 2 of 2 (10 PTS),[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,Made,,,,,10.0,,,,,,,,,,,,,,
295,PT02M02.00S,2021-11-20T04:07:01.8Z,2,REGULAR,2pt,Jump Shot,[],1626164,76.69185282522996,28.921568627450984,1610612756,51,46,2021-11-20T04:07:06Z,2860000,-105.0,167.0,1,right,D. Booker 19' step back Jump Shot (6 PTS) (D. Ayton 2 AST),"[1626164, 1629028]",1610612756.0,PHX,step back,,,,,,Booker,D. Booker,19.71,Made,,,,,6.0,D. Ayton,1629028.0,2.0,,,,,,,,,,,
297,PT01M44.00S,2021-11-20T04:07:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,7.835085413929041,44.36274509803921,1610612742,51,48,2021-11-20T04:07:25Z,2880000,28.0,21.0,1,left,T. Hardaway Jr. driving floating bank Jump Shot (7 PTS) (K. Porzingis 1 AST),"[203501, 204001]",1610612742.0,DAL,driving floating bank,,,,,,Hardaway Jr.,T. Hardaway Jr.,3.52,Made,,,,,7.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,
299,PT01M44.00S,2021-11-20T04:07:25.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629028,,,1610612742,51,48,2021-11-20T04:07:48Z,2900000,,,0,,D. Ayton shooting personal FOUL (3 PF) (Hardaway Jr. 1 FT),"[1629028, 203501]",1610612756.0,PHX,shooting,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,201246.0,3.0,0.0,Hardaway Jr.,203501.0,,,
301,PT01M44.00S,2021-11-20T04:07:42.9Z,2,REGULAR,substitution,out,[],1629028,,,1610612742,51,48,2021-11-20T04:07:46Z,2920000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
302,PT01M44.00S,2021-11-20T04:07:42.9Z,2,REGULAR,substitution,in,[],201580,,,1610612742,51,48,2021-11-20T04:07:46Z,2930000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
303,PT01M44.00S,2021-11-20T04:07:58.2Z,2,REGULAR,freethrow,1 of 1,[],203501,,,1610612742,51,49,2021-11-20T04:07:58Z,2940000,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (8 PTS),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,Made,,,,,8.0,,,,,,,,,,,,,,
304,PT01M28.00S,2021-11-20T04:08:15.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.44480946123521,63.48039215686274,1610612756,51,49,2021-11-20T04:08:22Z,2950000,67.0,94.0,1,right,MISS D. Booker 11' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,,,,Booker,D. Booker,11.54,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M28.00S,2021-11-20T04:08:15.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,51,49,2021-11-20T04:08:29Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,
306,PT01M28.00S,2021-11-20T04:08:22.6Z,2,REGULAR,foul,personal,[],1627827,,,1610612756,51,49,2021-11-20T04:08:33Z,2970000,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 201580]",1610612742.0,DAL,loose ball,,,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,201246.0,1.0,0.0,McGee,201580.0,,,
309,PT01M17.00S,2021-11-20T04:08:43.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626164,81.553876478318,64.70588235294117,1610612756,51,49,2021-11-20T04:08:47Z,3000000,74.0,121.0,1,right,MISS D. Booker 14' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,,,,Booker,D. Booker,14.15,Missed,,,,,,,,,,,,,,,,,,,
310,PT01M14.00S,2021-11-20T04:08:46.8Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,51,49,2021-11-20T04:08:47Z,3010000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,309.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
311,PT01M05.00S,2021-11-20T04:08:56.0Z,2,REGULAR,3pt,Jump Shot,[],203493,2.7102496714848883,95.58823529411765,1610612742,51,49,2021-11-20T04:08:59Z,3020000,-228.0,-27.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,22.95,Missed,,,,,,,,,,,,,,,,,,,
312,PT01M02.00S,2021-11-20T04:08:59.0Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,51,49,2021-11-20T04:08:59Z,3030000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,311.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
313,PT00M58.30S,2021-11-20T04:09:04.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201580,94.30026281208936,49.26470588235294,1610612756,53,49,2021-11-20T04:09:09Z,3040000,-4.0,1.0,1,right,J. McGee running DUNK (8 PTS) (J. Crowder 1 AST),"[201580, 203109]",1610612756.0,PHX,running,,,,,,McGee,J. McGee,0.39,Made,,,,,8.0,J. Crowder,203109.0,1.0,,,,,,,,,,,
315,PT00M49.60S,2021-11-20T04:09:16.7Z,2,REGULAR,3pt,Jump Shot,[],204001,33.590670170827856,31.127450980392158,1610612742,53,49,2021-11-20T04:09:21Z,3060000,94.0,263.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,27.97,Missed,,,,,,,,,,,,,,,,,,,
316,PT00M44.80S,2021-11-20T04:09:21.5Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,53,49,2021-11-20T04:09:21Z,3070000,,,0,,C. Payne REBOUND (Off:1 Def:1),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,315.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
317,PT00M31.50S,2021-11-20T04:09:36.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612756,53,49,2021-11-20T04:09:47Z,3080000,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Payne 2 FT),"[204001, 1626166]",1610612742.0,DAL,shooting,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,1628172.0,1.0,0.0,Payne,1626166.0,,,
319,PT00M31.50S,2021-11-20T04:10:07.3Z,2,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,54,49,2021-11-20T04:10:07Z,3100000,,,0,,C. Payne Free Throw 1 of 2 (3 PTS),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,Made,,,,,3.0,,,,,,,,,,,,,,
320,PT00M31.50S,2021-11-20T04:10:08.3Z,2,REGULAR,substitution,out,[],201580,,,1610612756,54,49,2021-11-20T04:10:17Z,3110000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
321,PT00M31.50S,2021-11-20T04:10:08.3Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,54,49,2021-11-20T04:10:17Z,3120000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
322,PT00M31.50S,2021-11-20T04:10:32.9Z,2,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,55,49,2021-11-20T04:10:32Z,3130000,,,0,,C. Payne Free Throw 2 of 2 (4 PTS),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,Made,,,,,4.0,,,,,,,,,,,,,,
323,PT00M10.70S,2021-11-20T04:10:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,6.521024967148489,46.32352941176471,1610612742,55,51,2021-11-20T04:11:03Z,3140000,18.0,9.0,1,left,T. Hardaway Jr. driving floating bank Jump Shot (10 PTS),[203501],1610612742.0,DAL,driving floating bank,,,,,,Hardaway Jr.,T. Hardaway Jr.,2.04,Made,,,,,10.0,,,,,,,,,,,,,,
324,PT00M00.70S,2021-11-20T04:11:10.9Z,2,REGULAR,2pt,Jump Shot,[],1626164,69.69448094612352,49.01960784313726,1610612756,55,51,2021-11-20T04:13:50Z,3150000,-5.0,232.0,1,right,MISS D. Booker 23' step back Shot,[1626164],1610612756.0,PHX,step back,,,,,,Booker,D. Booker,23.25,Missed,,,,,,,,,,,,,,,,,,,
325,PT00M00.70S,2021-11-20T04:11:10.9Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,55,51,2021-11-20T04:11:17Z,3160000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
326,PT00M00.00S,2021-11-20T04:11:17.0Z,2,REGULAR,period,end,[],0,,,1610612742,55,51,2021-11-20T04:11:17Z,3170000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-20T04:25:41.6Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612742,55,51,2021-11-20T04:26:25Z,3180000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-20T04:25:41.6Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612742,55,51,2021-11-20T04:26:25Z,3190000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-11-20T04:25:41.6Z,3,REGULAR,substitution,out,['startperiod'],203493,,,1610612742,55,51,2021-11-20T04:26:25Z,3200000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-11-20T04:25:41.6Z,3,REGULAR,substitution,in,['startperiod'],1629028,,,1610612742,55,51,2021-11-20T04:26:25Z,3210000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-11-20T04:25:41.6Z,3,REGULAR,substitution,in,['startperiod'],101108,,,1610612742,55,51,2021-11-20T04:26:25Z,3220000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-11-20T04:25:41.6Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,55,51,2021-11-20T04:26:25Z,3230000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-11-20T04:26:46.3Z,3,REGULAR,period,start,[],0,,,1610612742,55,51,2021-11-20T04:26:46Z,3240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M44.00S,2021-11-20T04:27:02.0Z,3,REGULAR,2pt,Jump Shot,[],204001,91.01511169513797,82.59803921568627,1610612742,55,53,2021-11-20T04:27:06Z,3250000,163.0,32.0,1,right,K. Porzingis 16' turnaround Jump Shot (14 PTS) (J. Brunson 6 AST),"[204001, 1628973]",1610612742.0,DAL,turnaround,,,,,,Porzingis,K. Porzingis,16.61,Made,,,,,14.0,J. Brunson,1628973.0,6.0,,,,,,,,,,,
336,PT11M24.00S,2021-11-20T04:27:21.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,18.2161629434954,45.09803921568628,1610612756,55,53,2021-11-20T04:27:25Z,3270000,25.0,119.0,1,left,MISS C. Paul 12' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,,,,Paul,C. Paul,12.12,Missed,,,,,,,,,,,,,,,,,,,
337,PT11M21.00S,2021-11-20T04:27:24.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,55,53,2021-11-20T04:27:25Z,3280000,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,336.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
338,PT11M05.00S,2021-11-20T04:27:40.2Z,3,REGULAR,2pt,Jump Shot,[],1628973,83.78777923784494,30.637254901960787,1610612742,55,53,2021-11-20T04:27:44Z,3290000,-97.0,100.0,1,right,MISS J. Brunson 13' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,,,,Brunson,J. Brunson,13.91,Missed,,,,,,,,,,,,,,,,,,,
339,PT11M01.00S,2021-11-20T04:27:44.2Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,55,53,2021-11-20T04:29:15Z,3300000,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,338.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
340,PT10M53.00S,2021-11-20T04:27:51.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.258212877792378,47.30392156862745,1610612756,57,53,2021-11-20T04:27:55Z,3310000,13.0,6.0,1,left,M. Bridges cutting Layup (19 PTS) (C. Paul 5 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,,,,Bridges,M. Bridges,1.49,Made,,,,,19.0,C. Paul,101108.0,5.0,,,,,,,,,,,
342,PT10M33.00S,2021-11-20T04:28:11.5Z,3,REGULAR,3pt,Jump Shot,[],203501,66.83639947437582,31.127450980392158,1610612742,57,56,2021-11-20T04:28:16Z,3330000,-94.0,259.0,1,right,T. Hardaway Jr. 27' 3PT  (13 PTS) (J. Brunson 7 AST),"[203501, 1628973]",1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,27.59,Made,,,,,13.0,J. Brunson,1628973.0,7.0,,,,,,,,,,,
344,PT10M22.00S,2021-11-20T04:28:23.0Z,3,REGULAR,2pt,Jump Shot,[],1626164,23.99802890932983,41.17647058823529,1610612756,59,56,2021-11-20T04:28:32Z,3350000,44.0,173.0,1,left,D. Booker 17' pullup Jump Shot (8 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,,,,Booker,D. Booker,17.86,Made,,,,,8.0,C. Paul,101108.0,6.0,,,,,,,,,,,
345,PT09M57.00S,2021-11-20T04:28:48.2Z,3,REGULAR,2pt,Jump Shot,[],204001,88.51839684625493,29.411764705882355,1610612742,59,58,2021-11-20T04:28:52Z,3360000,-103.0,55.0,1,right,K. Porzingis 11' turnaround Jump Shot (16 PTS),[204001],1610612742.0,DAL,turnaround,,,,,,Porzingis,K. Porzingis,11.69,Made,,,,,16.0,,,,,,,,,,,,,,
346,PT09M44.00S,2021-11-20T04:29:01.0Z,3,REGULAR,3pt,Jump Shot,[],203109,31.09395532194481,73.52941176470588,1610612756,59,58,2021-11-20T04:29:05Z,3370000,-118.0,240.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,26.71,Missed,,,,,,,,,,,,,,,,,,,
347,PT09M41.00S,2021-11-20T04:29:04.0Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,59,58,2021-11-20T04:29:05Z,3380000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,346.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
348,PT09M40.00S,2021-11-20T04:29:07.1Z,3,REGULAR,foul,personal,['2freethrow'],203109,,,1610612742,59,58,2021-11-20T04:29:15Z,3390000,,,0,,J. Crowder shooting personal FOUL (2 PF) (Porzingis 2 FT),"[203109, 204001]",1610612756.0,PHX,shooting,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,1628172.0,2.0,0.0,Porzingis,204001.0,,,
350,PT09M40.00S,2021-11-20T04:29:44.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],204001,,,1610612742,59,59,2021-11-20T04:29:44Z,3410000,,,0,,K. Porzingis Free Throw 1 of 2 (17 PTS),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,Made,,,,,17.0,,,,,,,,,,,,,,
351,PT09M40.00S,2021-11-20T04:30:12.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],204001,,,1610612742,59,60,2021-11-20T04:30:12Z,3420000,,,0,,K. Porzingis Free Throw 2 of 2 (18 PTS),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,Made,,,,,18.0,,,,,,,,,,,,,,
353,PT09M29.00S,2021-11-20T04:30:25.8Z,3,REGULAR,turnover,bad pass,[],1629028,,,1610612756,59,60,2021-11-20T04:30:32Z,3430000,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 204001]",1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,1.0,Porzingis,204001.0,,,,,,,,
354,PT09M29.00S,2021-11-20T04:30:25.8Z,3,REGULAR,steal,,[],204001,,,1610612742,59,60,2021-11-20T04:30:29Z,3440000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,
355,PT09M23.00S,2021-11-20T04:30:32.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,79.71419185282524,3.9215686274509802,1610612742,59,60,2021-11-20T04:30:35Z,3450000,-230.0,138.0,1,right,MISS J. Brunson 26' running 3PT,[1628973],1610612742.0,DAL,running,,,,,,Brunson,J. Brunson,26.87,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M20.00S,2021-11-20T04:30:35.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,59,60,2021-11-20T04:30:35Z,3460000,,,0,,D. Ayton REBOUND (Off:1 Def:8),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,355.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
357,PT09M02.00S,2021-11-20T04:30:52.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,13.354139290407357,40.19607843137255,1610612756,61,60,2021-11-20T04:30:56Z,3470000,49.0,73.0,1,left,J. Crowder 8' driving floating Jump Shot (2 PTS) (C. Paul 7 AST),"[203109, 101108]",1610612756.0,PHX,driving floating,,,,,,Crowder,J. Crowder,8.79,Made,,,,,2.0,C. Paul,101108.0,7.0,,,,,,,,,,,
359,PT08M41.00S,2021-11-20T04:31:13.6Z,3,REGULAR,3pt,Jump Shot,[],203501,71.43561103810775,12.990196078431374,1610612742,61,60,2021-11-20T04:31:18Z,3490000,-185.0,216.0,1,right,MISS T. Hardaway Jr. 28' 3PT,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,28.44,Missed,,,,,,,,,,,,,,,,,,,
360,PT08M37.00S,2021-11-20T04:31:17.6Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,61,60,2021-11-20T04:31:18Z,3500000,,,0,,D. Ayton REBOUND (Off:1 Def:9),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,359.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
361,PT08M31.00S,2021-11-20T04:31:23.9Z,3,REGULAR,3pt,Jump Shot,[],1626164,33.590670170827856,20.34313725490196,1610612756,64,60,2021-11-20T04:31:28Z,3510000,148.0,263.0,1,left,D. Booker 30' 3PT pullup (11 PTS),[1626164],1610612756.0,PHX,pullup,,,,,,Booker,D. Booker,30.22,Made,,,,,11.0,,,,,,,,,,,,,,
362,PT08M30.00S,2021-11-20T04:31:32.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,64,60,2021-11-20T04:31:32Z,3520000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M10.00S,2021-11-20T04:35:12.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.9060446780552,51.9607843137255,1610612742,64,62,2021-11-20T04:35:15Z,3530000,10.0,5.0,1,right,J. Brunson driving bank Jump Shot (12 PTS),[1628973],1610612742.0,DAL,driving bank,,,,,,Brunson,J. Brunson,1.09,Made,,,,,12.0,,,,,,,,,,,,,,
365,PT07M43.00S,2021-11-20T04:35:42.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612756,64,62,2021-11-20T04:36:02Z,3540000,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,
