actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-27T22:10:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-27T22:10:37Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-27T22:10:40.1Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-03-27T22:10:40Z,40000,,,0,,Jump Ball D. Ayton vs. J. Embiid: Tip to C. Paul,"[101108, 1629028, 203954]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-03-27T22:10:55.3Z,1,REGULAR,3pt,Jump Shot,[],203109,67.62483574244416,63.970588235294116,1610612756,0,0,2022-03-27T22:11:02Z,70000,70.0,252.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-03-27T22:10:57.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,0,0,2022-03-27T22:11:02Z,80000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2022-03-27T22:11:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,7.440867279894875,54.166666666666664,1610612755,0,2,2022-03-27T22:23:24Z,90000,-21.0,17.0,1,left,J. Embiid fadeaway Jump Shot (2 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,2.71,Made,,,,,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,
10,PT11M13.00S,2022-03-27T22:11:23.5Z,1,REGULAR,3pt,Jump Shot,[],1626164,68.01905387647832,59.31372549019608,1610612756,3,2,2022-03-27T22:11:30Z,100000,47.0,248.0,1,right,D. Booker 25' 3PT step back (3 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,25.24,Made,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,
12,PT10M59.00S,2022-03-27T22:11:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.995400788436268,48.03921568627451,1610612755,3,4,2022-03-27T22:11:50Z,120000,10.0,4.0,1,left,J. Embiid cutting Layup (4 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,1.05,Made,,,,,4.0,J. Harden,201935.0,1.0,,,,,,,,,,,
14,PT10M52.00S,2022-03-27T22:11:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612756,3,4,2022-03-27T22:11:55Z,140000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Booker 2 FT),"[1630178, 1626164]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Booker,1626164.0,,,,,,
16,PT10M52.00S,2022-03-27T22:12:07.7Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,4,4,2022-03-27T22:12:07Z,160000,,,0,,D. Booker Free Throw 1 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
17,PT10M52.00S,2022-03-27T22:12:19.9Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,5,4,2022-03-27T22:12:20Z,170000,,,0,,D. Booker Free Throw 2 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
