actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
26,PT10M20.00S,2022-04-11T01:44:40.0Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,2,7,2022-04-11T01:44:40Z,260000,,,0,,T. Lyles Free Throw 2 of 2 (1 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
27,PT10M10.00S,2022-04-11T01:44:52.5Z,1,REGULAR,foul,personal,[],203200,,,1610612756,2,7,2022-04-11T01:45:04Z,270000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 1628988]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Holiday,1628988.0,
29,PT10M00.00S,2022-04-11T01:45:13.5Z,1,REGULAR,3pt,Jump Shot,[],1628988,67.88764783180025,30.88235294117647,1610612756,2,7,2022-04-11T01:45:17Z,290000,-96.0,249.0,1,right,MISS A. Holiday 26' 3PT,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M57.00S,2022-04-11T01:45:16.5Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,2,7,2022-04-11T01:45:17Z,300000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT09M49.00S,2022-04-11T01:45:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,19.004599211563733,38.970588235294116,1610612758,2,7,2022-04-11T01:45:27Z,310000,55.0,126.0,1,left,MISS T. Lyles 13' floating Shot,[1626168],1610612758.0,SAC,floating,,,Lyles,T. Lyles,,,,,13.76,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M47.00S,2022-04-11T01:45:26.4Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,2,7,2022-04-11T01:45:27Z,320000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M32.00S,2022-04-11T01:45:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,68.9388961892247,26.225490196078432,1610612756,2,7,2022-04-11T01:45:44Z,330000,-119.0,239.0,1,right,MISS C. Johnson 26' pullup 3PT,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M29.00S,2022-04-11T01:45:44.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,2,7,2022-04-11T01:45:44Z,340000,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
35,PT09M23.00S,2022-04-11T01:45:50.3Z,1,REGULAR,3pt,Jump Shot,[],1626168,24.392247043363994,11.27450980392157,1610612758,2,7,2022-04-11T01:45:54Z,350000,194.0,177.0,1,left,MISS T. Lyles 26' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M20.00S,2022-04-11T01:45:53.3Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612756,2,7,2022-04-11T01:45:54Z,360000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT09M10.00S,2022-04-11T01:46:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,91.40932982917214,41.911764705882355,1610612756,2,7,2022-04-11T01:46:08Z,370000,-40.0,28.0,1,right,MISS A. Holiday driving finger roll Layup,[1628988],1610612756.0,PHX,driving finger roll,,,Holiday,A. Holiday,,,,,4.93,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M08.00S,2022-04-11T01:46:06.1Z,1,REGULAR,rebound,offensive,[],1628988,,,1610612756,2,7,2022-04-11T01:46:06Z,380000,,,0,,A. Holiday REBOUND (Off:1 Def:1),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
43,PT09M08.00S,2022-04-11T01:46:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628988,95.22010512483574,50.73529411764706,1610612756,2,7,2022-04-11T01:46:50Z,390000,4.0,-8.0,1,right,MISS A. Holiday tip Layup,[1628988],1610612756.0,PHX,tip,,,Holiday,A. Holiday,,,,,0.85,Missed,,,,,,,,,,,,,,,,,,,
44,PT09M07.00S,2022-04-11T01:46:07.6Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,2,7,2022-04-11T01:46:50Z,395000,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
40,PT09M02.00S,2022-04-11T01:46:10.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628988,75.34494086727989,15.686274509803923,1610612756,2,7,2022-04-11T02:17:29Z,400000,-172.0,179.0,1,right,MISS A. Holiday 24' 3PT,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
41,PT09M02.00S,2022-04-11T01:46:10.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,2,7,2022-04-11T01:47:25Z,410000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
52,PT09M02.00S,2022-04-11T01:46:21.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,2,7,2022-04-11T01:47:36Z,415000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M59.00S,2022-04-11T01:46:32.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,68.41327201051249,25.245098039215684,1610612756,2,7,2022-04-11T01:46:39Z,420000,-124.0,244.0,1,right,MISS L. Shamet 27' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M55.00S,2022-04-11T01:46:36.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,2,7,2022-04-11T01:46:39Z,430000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT08M48.00S,2022-04-11T01:46:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630558,30.831143232588698,31.127450980392158,1610612758,2,10,2022-04-11T01:46:52Z,440000,94.0,237.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (H. Barnes 1 AST),"[1630558, 203084]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.54,Made,,,,,,,,3.0,H. Barnes,203084.0,1.0,,,,,,,,
48,PT08M35.00S,2022-04-11T01:46:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612756,2,10,2022-04-11T01:47:07Z,460000,,,0,,D. Jones shooting personal FOUL (1 PF) (McGee 2 FT),"[1627745, 201580]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,McGee,201580.0,
50,PT08M35.00S,2022-04-11T01:47:33.0Z,1,REGULAR,freethrow,1 of 2,[],201580,,,1610612756,2,10,2022-04-11T01:47:52Z,480000,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M35.00S,2022-04-11T01:47:33.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,2,10,2022-04-11T01:47:52Z,490000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
53,PT08M35.00S,2022-04-11T01:47:33.0Z,1,REGULAR,freethrow,2 of 2,[],201580,,,1610612756,2,10,2022-04-11T01:47:52Z,500000,,,0,,MISS J. McGee Free Throw 2 of 2,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
54,PT08M33.00S,2022-04-11T01:47:35.0Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,2,10,2022-04-11T01:47:52Z,510000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT08M19.00S,2022-04-11T01:48:04.2Z,1,REGULAR,3pt,Jump Shot,[],203200,5.601182654402102,95.83333333333334,1610612758,2,10,2022-04-11T01:48:08Z,520000,-229.0,0.0,1,left,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
56,PT08M15.00S,2022-04-11T01:48:08.2Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,2,10,2022-04-11T01:48:08Z,530000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
57,PT08M06.00S,2022-04-11T01:48:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,92.9862023653088,50.0,1610612756,4,10,2022-04-11T01:48:20Z,540000,0.0,13.0,1,right,J. McGee driving bank Jump Shot (2 PTS) (M. Bridges 1 AST),"[201580, 1628969]",1610612756.0,PHX,driving bank,,,McGee,J. McGee,,,,,1.34,Made,,,,,,,,2.0,M. Bridges,1628969.0,1.0,,,,,,,,
59,PT07M54.00S,2022-04-11T01:48:30.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626168,6.915243101182654,49.754901960784316,1610612758,4,10,2022-04-11T01:48:33Z,560000,1.0,13.0,1,left,MISS T. Lyles turnaround Hook,[1626168],1610612758.0,SAC,turnaround,,,Lyles,T. Lyles,,,,,1.26,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M51.00S,2022-04-11T01:48:32.4Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612756,4,10,2022-04-11T01:48:32Z,570000,,,0,,A. Holiday REBOUND (Off:1 Def:2),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
61,PT07M41.00S,2022-04-11T01:48:41.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,78.79434954007884,7.598039215686274,1610612756,4,10,2022-04-11T01:48:45Z,580000,-212.0,147.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M39.00S,2022-04-11T01:48:43.4Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,4,10,2022-04-11T01:48:45Z,590000,,,0,,T. Lyles REBOUND (Off:0 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,61.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
63,PT07M33.00S,2022-04-11T01:48:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630558,25.969119579500656,17.401960784313726,1610612758,4,10,2022-04-11T01:48:55Z,600000,163.0,192.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M28.00S,2022-04-11T01:48:55.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,4,10,2022-04-11T01:48:55Z,610000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT07M24.00S,2022-04-11T01:49:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629013,93.11760840998686,48.77450980392157,1610612756,6,10,2022-04-11T01:49:06Z,620000,-6.0,12.0,1,right,L. Shamet running reverse Layup (2 PTS) (M. Bridges 2 AST),"[1629013, 1628969]",1610612756.0,PHX,running reverse,,,Shamet,L. Shamet,,,,,1.36,Made,,,,,,,,2.0,M. Bridges,1628969.0,2.0,,,,,,,,
67,PT07M09.00S,2022-04-11T01:49:15.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203200,7.966491458607096,50.245098039215684,1610612758,6,12,2022-04-11T01:49:18Z,640000,-1.0,22.0,1,left,J. Holiday cutting DUNK (5 PTS) (D. Jones 1 AST),"[203200, 1627745]",1610612758.0,SAC,cutting,,,Holiday,J. Holiday,,,,,2.24,Made,,,,,,,,5.0,D. Jones,1627745.0,1.0,,,,,,,,
69,PT06M52.00S,2022-04-11T01:49:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,84.1819973718791,47.794117647058826,1610612756,6,12,2022-04-11T01:49:34Z,660000,-11.0,96.0,1,right,MISS M. Bridges 9' turnaround fadeaway Shot,[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,9.68,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2022-04-11T01:49:33.2Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,6,12,2022-04-11T01:49:41Z,670000,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
71,PT06M41.00S,2022-04-11T01:49:43.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203200,6.783837056504599,49.754901960784316,1610612758,6,14,2022-04-11T01:49:46Z,680000,1.0,11.0,1,left,J. Holiday cutting DUNK (7 PTS) (D. Mitchell 2 AST),"[203200, 1630558]",1610612758.0,SAC,cutting,,,Holiday,J. Holiday,,,,,1.14,Made,,,,,,,,7.0,D. Mitchell,1630558.0,2.0,,,,,,,,
73,PT06M29.00S,2022-04-11T01:49:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,87.07293035479631,47.794117647058826,1610612756,8,14,2022-04-11T01:49:57Z,700000,-11.0,69.0,1,right,A. Holiday 6' driving floating Jump Shot (2 PTS),[1628988],1610612756.0,PHX,driving floating,,,Holiday,A. Holiday,,,,,6.99,Made,,,,,,,,2.0,,,,,,,,,,,
74,PT06M10.00S,2022-04-11T01:50:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,7.046649145860711,46.32352941176471,1610612758,8,16,2022-04-11T01:50:18Z,710000,18.0,14.0,1,left,T. Lyles driving Layup (3 PTS),[1626168],1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,2.29,Made,,,,,,,,3.0,,,,,,,,,,,
75,PT06M09.00S,2022-04-11T01:50:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,8,16,2022-04-11T01:50:20Z,720000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2022-04-11T01:51:01.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,8,16,2022-04-11T01:53:02Z,730000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2022-04-11T01:51:01.9Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,8,16,2022-04-11T01:53:02Z,740000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2022-04-11T01:53:33.6Z,1,REGULAR,2pt,Jump Shot,[],1629013,81.02825229960578,68.87254901960785,1610612756,8,16,2022-04-11T01:53:39Z,750000,94.0,126.0,1,right,MISS L. Shamet 15' fadeaway Shot,[1629013],1610612756.0,PHX,fadeaway,,,Shamet,L. Shamet,,,,,15.73,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2022-04-11T01:53:38.6Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,8,16,2022-04-11T01:53:39Z,760000,,,0,,J. McGee REBOUND (Off:2 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,78.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
80,PT05M51.00S,2022-04-11T01:53:38.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201580,94.40999984741211,50.0,1610612756,10,16,2022-04-11T01:53:39Z,770000,0.0,0.0,1,right,J. McGee tip DUNK (4 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Made,,,,,,,,4.0,,,,,,,,,,,
81,PT05M38.00S,2022-04-11T01:53:52.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,5.519053876478318,49.1421568627451,1610612758,10,18,2022-04-11T01:53:57Z,780000,4.0,-1.0,1,left,D. Jones cutting DUNK (5 PTS) (D. Mitchell 3 AST),"[1627745, 1630558]",1610612758.0,SAC,cutting,,,Jones,D. Jones,,,,,0.43,Made,,,,,,,,5.0,D. Mitchell,1630558.0,3.0,,,,,,,,
83,PT05M14.00S,2022-04-11T01:54:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,83.52496714848883,58.57843137254902,1610612756,12,18,2022-04-11T01:54:21Z,800000,43.0,102.0,1,right,J. McGee 11' turnaround fadeaway Jump Shot (6 PTS),[201580],1610612756.0,PHX,turnaround fadeaway,,,McGee,J. McGee,,,,,11.1,Made,,,,,,,,6.0,,,,,,,,,,,
84,PT04M57.00S,2022-04-11T01:54:33.1Z,1,REGULAR,3pt,Jump Shot,[],203200,31.488173455978973,37.745098039215684,1610612758,12,21,2022-04-11T01:54:37Z,810000,61.0,243.0,1,left,J. Holiday 25' 3PT step back (10 PTS) (D. Mitchell 4 AST),"[203200, 1630558]",1610612758.0,SAC,step back,,,Holiday,J. Holiday,,,,,25.11,Made,,,,,,,,10.0,D. Mitchell,1630558.0,4.0,,,,,,,,
85,PT04M37.00S,2022-04-11T01:54:52.9Z,1,REGULAR,2pt,Jump Shot,[],1629013,82.47371879106439,11.27450980392157,1610612756,14,21,2022-04-11T01:54:56Z,820000,-194.0,112.0,1,right,L. Shamet 22' Jump Shot (4 PTS) (C. Johnson 1 AST),"[1629013, 1629661]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,22.38,Made,,,,,,,,4.0,C. Johnson,1629661.0,1.0,,,,,,,,
87,PT04M15.00S,2022-04-11T01:55:14.0Z,1,REGULAR,2pt,Jump Shot,[],1626168,4.5499342969776615,23.284313725490197,1610612758,14,23,2022-04-11T01:56:16Z,840000,134.0,-10.0,1,left,T. Lyles 13' turnaround Jump Shot (5 PTS),[1626168],1610612758.0,SAC,turnaround,,,Lyles,T. Lyles,,,,,13.4,Made,,,,,,,,5.0,,,,,,,,,,,
89,PT04M02.00S,2022-04-11T01:55:27.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,94.1688567674113,49.50980392156863,1610612756,16,23,2022-04-11T01:55:33Z,850000,-2.0,2.0,1,right,J. McGee cutting DUNK (8 PTS) (T. Craig 1 AST),"[201580, 1628470]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,0.34,Made,,,,,,,,8.0,T. Craig,1628470.0,1.0,,,,,,,,
